"","lat","lon","ele","distance","time","speed","summarized_distance","kilometer","speed_not_rounded"
"1",51.9629127625376,21.5331804100424,0,0,6.47953830010493,0,0,0,0
"2",51.9629125110805,21.5331386681646,2,2.86329108157834,6.47953830010493,2,2.86329108157834,1,1.59083061419903
"3",51.9629889540374,21.532468451187,26,46.752364973285,6.47953830010493,26,49.6156560548633,1,25.9753868421613
"4",51.9630358926952,21.5321484301239,13,22.5641357423383,6.47953830010493,13,72.1797917972016,1,12.5365241951116
"5",51.9630655646324,21.5312422625721,35,62.2432564086473,6.47953830010493,35,134.423048205849,1,34.582050864257
"6",51.9630665704608,21.5310898795724,6,10.4528017361719,6.47953830010493,6,144.875849942021,1,5.80752586177465
"7",51.9632258266211,21.5309899672866,11,19.0068046679758,6.47953830010493,11,163.882654609997,1,10.5600883327759
"8",51.9633218832314,21.5309880394489,6,10.6937905389954,6.47953830010493,6,174.576445148992,1,5.94141806982761
"9",51.9634870905429,21.5308874566108,11,19.6422696044173,6.47953830010493,11,194.218714753409,1,10.9131495641838
"10",51.9635854940861,21.5307433716953,8,14.7535519251531,6.47953830010493,8,208.972266678562,1,8.1970017724397
"11",51.9636277388781,21.5306638274342,4,7.20299256351913,6.47953830010493,4,216.175259242081,1,4.00194767399537
"12",51.9637471809983,21.5304212551564,12,21.2983496044347,6.47953830010493,12,237.473608846516,1,11.8332595664607
"13",51.9638416450471,21.5302852168679,8,14.0586687275095,6.47953830010493,8,251.532277574026,1,7.81092804377967
"14",51.964076757431,21.5301423054188,16,27.9479933197559,6.47953830010493,16,279.480270893782,1,15.5277693087317
"15",51.9646155461669,21.5299753379077,34,61.0612567124364,6.47953830010493,34,340.541527606218,1,33.9253375755509
"16",51.9652072247118,21.5298042632639,37,66.9023705986899,6.47953830010493,37,407.443898204908,1,37.1706320728721
"17",51.9657398108393,21.5296426601708,34,60.3144238331115,6.47953830010493,34,467.758322038019,1,33.5104008561359
"18",51.9662910886109,21.5295213740319,34,61.9292085954579,6.47953830010493,34,529.687530633477,1,34.4075674249874
"19",51.966790901497,21.5296143293381,31,56.0029955545384,6.47953830010493,31,585.690526188016,1,31.1149922507709
"20",51.9671650696546,21.5294536482543,24,43.0854516106357,6.47953830010493,24,628.775977798651,1,23.9380675928371
"21",51.967433122918,21.529257344082,18,32.7363140719035,6.47953830010493,18,661.512291870555,1,18.1881370555282
"22",51.9676169380546,21.5292406640947,11,20.4941614664667,6.47953830010493,11,682.006453337022,1,11.3864565439925
"23",51.9676970690489,21.5292803104967,5,9.32537465908839,6.47953830010493,5,691.33182799611,1,5.18113285512558
"24",51.9677367992699,21.5293045341969,3,4.72449511734361,6.47953830010493,3,696.056323113454,1,2.6249065341834
"25",51.9678859133273,21.5293652191758,10,17.1131349811166,6.47953830010493,10,713.16945809457,1,9.50797465477164
"26",51.9680134020746,21.5294129122049,8,14.5640558657253,6.47953830010493,8,727.733513960295,1,8.09171868245025
"27",51.9681753404438,21.5294384770095,10,18.1119627315326,6.47953830010493,10,745.845476691828,1,10.0629185002983
"28",51.9684519432485,21.5293434262276,17,31.4737913453844,6.47953830010493,17,777.319268037213,1,17.4866855623878
"29",51.9690011255443,21.5291314478964,35,62.8395364540361,6.47953830010493,35,840.158804491249,1,34.913341160568
"30",51.9695576839149,21.5289426874369,35,63.2938302863796,6.47953830010493,35,903.452634777628,1,35.1657446067224
"31",51.9697622023523,21.5288355667144,13,23.9228418677723,6.47953830010493,13,927.3754766454,1,13.2914147174013
"32",51.9699894357473,21.5285494085401,18,32.0157211113585,6.47953830010493,18,959.391197756759,1,17.7877791075059
"33",51.9702241290361,21.5282520186156,18,33.1440996745706,6.47953830010493,18,992.53529743133,1,18.4147007552254
"34",51.9707828667015,21.5280249528587,36,64.1181285690642,6.47953830010493,36,1056.65342600039,2,35.623720727894
"35",51.9713727850467,21.5278469212353,37,66.7947483614413,6.47953830010493,37,1123.44817436184,2,37.1108376807178
"36",51.9719595182687,21.5276603400707,37,66.5563855250358,6.47953830010493,37,1190.00455988687,2,36.9784044468491
"37",51.9722797069699,21.5275483578444,20,36.4611494821771,6.47953830010493,20,1226.46570936905,2,20.2576375131098
"38",51.9723481871188,21.527534108609,4,7.68554985535097,6.47953830010493,4,1234.1512592244,2,4.27005416092925
"39",51.9725382886827,21.5277679637074,15,26.5522294184053,6.47953830010493,15,1260.7034886428,2,14.7522896661806
"40",51.9725661166012,21.5281018987298,13,23.1088814141559,6.47953830010493,13,1283.81237005696,2,12.8391822438358
"41",51.9726084452122,21.5288111753762,27,48.8678276768857,6.47953830010493,27,1332.68019773385,2,27.1507276427303
"42",51.9726572278887,21.5296945441514,34,60.821707032941,6.47953830010493,34,1393.50190476679,2,33.7922449374274
"43",51.9726894982159,21.5305832773447,34,61.0523907121984,6.47953830010493,34,1454.55429547899,2,33.9204116688924
"44",51.9727007299662,21.5309616364539,14,25.9768091785178,6.47953830010493,14,1480.5311046575,2,14.432588976463
"45",51.9727218523622,21.5318470168859,34,60.7621520250842,6.47953830010493,34,1541.29325668259,2,33.7591564643982
"46",51.9727329164743,21.5327325649559,34,60.7406025848,6.47953830010493,34,1602.03385926739,2,33.7471837000699
"47",51.9727473333478,21.5336078871042,33,60.0482854985829,6.47953830010493,33,1662.08214476597,2,33.3625356904516
"48",51.9727571401745,21.5339794568717,14,25.5044522186667,6.47953830010493,14,1687.58659698464,2,14.1701497444213
"49",51.972790248692,21.5347346663475,29,51.9208258420097,6.47953830010493,29,1739.50742282665,2,28.8469585908934
