Date Submitted,Workout Date,Activity Type,Calories Burned,Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Jan. 20, 2024","Jan. 20, 2024",Hike,0,0.412978591872,398,15.86832895888014,3.7210316750178953,3.781121541119999,16.124500339199997,0,564,b'Zakupy poor 65 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7723996513
"Jan. 20, 2024","Jan. 20, 2024",Hike,0,0.27947063232,223,12.628748111031577,3.72253539330311,4.75107316992,16.1180629632,0,382,b'Uczelnia poor 60 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7723535416
"Jan. 20, 2024","Jan. 20, 2024",Hike,0,0.27652875148800005,222,13.381228624830987,1.14697665632705,4.48388987904,52.3114048512,0,378,b'Uczelnia poor 89 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7723485214
"Jan. 20, 2024","Jan. 20, 2024",Hike,0,0.363690822528,281,12.731150083512288,1.1923056848007636,4.71283515648,50.322577536,0,497,b'Uczelnia fair 49 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7723249243
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.8906608592640001,711,13.234212200747633,1.568856627296588,4.5336990758399995,38.2442898816,0,1217,b'Zakupy poor 64 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7722497857
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.735917605632,561,12.693308577905034,0.5199534717251252,4.726900823039999,115.39495376640001,0,1006,b'Zakupy poor 71 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7722478882
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.76594313664,785,17.06384713274477,0.9482497216257059,3.5162074252799997,63.27441711359999,0,1047,b'Spacer poor 66 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7722409324
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.39627521049600006,365,15.280573948142845,2.1938255587369757,3.9265418649599995,27.349513804799997,0,542,b'Uczelnia poor 63 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7721985751
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.509737181184,416,13.505005766324665,1.5176369999204644,4.44278723328,39.535144704,0,697,b'Uczelnia poor 56 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7721975266
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.35356322073600005,261,12.015330470054879,0.8247584108804581,4.993617404159999,72.748786176,0,483,b'Uczelnia unhealthy 103 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7721919334
"Jan. 19, 2024","Jan. 19, 2024",Hike,0,0.39052341504,289,11.153675037779367,1.3163562296190248,5.37937716096,45.5803235712,0,534,b'Uczelnia unhealthy 103 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7721912971
"Jan. 19, 2024","Jan. 18, 2024",Hike,0,0.40592483712000005,374,15.150520957607572,1.5469284379225323,3.9602576217599994,38.7864778752,0,555,b'Uczelnia unhealthy 113 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7721757352
"Jan. 18, 2024","Jan. 18, 2024",Hike,0,0.976889510784,696,11.759263401733875,0.6459774914499324,5.10237687168,92.882484288,0,1335,b'Uczelnia poor 98 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7721235118
"Jan. 18, 2024","Jan. 18, 2024",Hike,0,0.33999806016000006,294,14.251521116678598,1.4195038475304222,4.2100760908799995,42.268293619199994,0,465,b'Uczelnia unhealthy 114 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7720835524
"Jan. 18, 2024","Jan. 18, 2024",Hike,0,0.678999936384,524,12.839330808080808,1.7631718265330467,4.6731326399999995,34.029578879999995,0,928,b'Uczelnia unhealthy 133 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7720807096
"Jan. 18, 2024","Jan. 18, 2024",Hike,0,0.687152873088,477,11.57794728783902,6.510603078024338,5.1822486144,9.215715294719999,0,939,b'Uczelnia unhealthy 104 tak rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7720493869
"Jan. 18, 2024","Jan. 18, 2024",Hike,0,0.34567582579200007,248,11.880617195577825,1.1120680227471567,5.050234126079999,53.953579468799994,0,472,b'Uczelnia poor 89 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7720467727
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.575173108224,334,9.657164658394974,1.2805901037938439,6.21301735296,46.8534756096,0,786,b'Hobby poor 83 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719720724
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.43869912767999997,341,12.940924998011612,1.2744136741430048,4.6364395968,47.080554047999996,0,600,b'Hobby poor 83 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719559411
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.877069949184,1059,20.076192535592142,3.7154206931519926,2.98861618176,16.148962368,0,1199,b'Pies poor 88 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719435211
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.40087471564800004,327,13.2542824902569,2.0639092698639945,4.5268432704,29.0710290816,0,548,b'Uczelnia poor 85 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719378172
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.85435244928,665,12.96633907977412,0.9774293128131711,4.627362896639999,61.38536912639999,0,1168,b'Uczelnia unhealthy 105 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719370945
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.7220965593600001,453,10.461218981150083,0.969954217370556,5.735460614399999,61.85867719679999,0,987,b'Uczelnia unhealthy 102 tak rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719285229
"Jan. 17, 2024","Jan. 17, 2024",Hike,0,0.30792866227200005,223,11.275153105861769,2.1838339099658,5.321440776959999,27.474559833599997,0,421,b'Uczelnia unhealthy 107',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7719073003
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.410299034112,345,13.930831444364909,7.471429352580928,4.307006879999999,8.030578279679998,0,561,b'Uczelnia poor 58 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7718170150
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.5256117504000001,553,17.520617096158436,7.760553368328958,3.4245391910399996,7.73143341696,0,718,b'Uczelnia poor 55 tak wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7718155792
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.297493675776,176,9.865696830509822,3.9405621172353453,6.081678789119999,15.226261079039999,0,407,b'Uczelnia unhealthy 120 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7717993273
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.6165783106560001,394,10.648500258490415,1.0888473812932473,5.6345869324799995,55.104260428799996,0,843,b'Uczelnia fair 50 tak popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7717909921
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.35492955379200003,250,11.455847848564384,4.287691133778732,5.23748130048,13.99355185536,0,485,b'Uczelnia poor 50 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7717890154
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.32852021875200005,279,12.014274139028077,1.984330261274159,4.994068020479999,30.236998809599996,0,449,b'Uczelnia poor 47 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7717648516
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.346417733376,408,19.59220651395848,1.0535286427264774,3.06243679104,56.951465471999995,0,473,b'Uczelnia poor 50 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7717639270
"Jan. 16, 2024","Jan. 16, 2024",Hike,0,0.28228859366400005,244,14.356905670882048,2.7948965541239166,4.17917668608,21.4676833536,,386,b'Uczelnia poor 47 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7717613326
"Jan. 15, 2024","Jan. 15, 2024",Hike,0,0.5958000702720001,935,25.815239004215382,0.5741867493835997,2.3242146048,104.49567152639999,0,814,b'Spacer fair 49 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7716584125
"Jan. 15, 2024","Jan. 15, 2024",Hike,0,0.9440975174400001,689,11.467716038336118,1.2288982343116202,5.232089998079999,48.8241173376,0,1290,b'Uczelnia poor 51 tak popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7716486544
"Jan. 15, 2024","Jan. 15, 2024",Hike,0,0.7287511968,501,11.418254891434026,1.0043968225562714,5.2547334681599995,59.737239935999995,0,996,b'Uczelnia poor 50 tak popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7716359875
"Jan. 15, 2024","Jan. 15, 2024",Hike,0,0.25273138176000004,251,15.174630159866378,1.37509444842122,3.95396508672,43.633339199999995,0,345,b'Uczelnia fair 31 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7716325015
"Jan. 15, 2024","Jan. 15, 2024",Hike,0,0.31783739328000005,226,11.38271245923805,1.5619718344865983,5.27114877696,38.4129491328,0,434,b'Uczelnia poor 61 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7716103537
"Jan. 15, 2024","Jan. 14, 2024",Hike,0,1.0578491700480002,1216,19.14780183727034,0.7829401296428855,3.1335215155199996,76.63406446079999,0,1446,b'Pies fair 35 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7716103552
"Jan. 14, 2024","Jan. 14, 2024",Hike,0,0.40832597836800005,322,13.05705927384077,1.1029897896285692,4.5952082035199995,54.397597478399994,0,558,b'Spotkanie fair 31 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7714863187
"Jan. 13, 2024","Jan. 13, 2024",Hike,0,1.519093597824,1578,17.31320339218961,0.6589392945200031,3.4655613695999996,91.0555569792,0,2076,b'Spotkanie fair 33 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7713941311
"Jan. 13, 2024","Jan. 13, 2024",Hike,0,0.915689377152,1003,18.261105145947667,6.2283762825101405,3.28566889728,9.633291782399999,0,1252,b'Spacer poor 51 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7713545152
"Jan. 13, 2024","Jan. 13, 2024",Hike,0,0.56999745792,464,13.57285950051698,5.65026495267637,4.42059437952,10.61896670208,0,779,b'Spotkanie fair 49 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7713436945
"Jan. 13, 2024","Jan. 13, 2024",Hike,0,0.27769391654400005,180,10.735492225403643,2.0714030064423765,5.588945936639999,28.9659389184,0,380,b'Spotkanie fair 47 nie popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7713333946
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,1.125882578304,1517,22.456106338980355,2.228423506720751,2.67188118912,26.924807923199996,0,1539,b'Spacer poor 62 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7712034232
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.913082239872,903,16.411345243776346,1.1430185218324982,3.6560111385599994,52.4926169856,0,1248,b'Zakuoy poor 53 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711966573
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.677480715648,537,13.18487532808399,1.4794972361409369,4.5506615616,40.5543422592,0,926,b'Zakupy poor 51 tak popoludnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711839826
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.30028749696,249,11.832460928179431,5.150906207746759,5.0708015424,11.648431872,0,410,b'Uczelnia poor 51 tak popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711795093
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.402413248512,288,11.894100950449376,2.383132506164002,5.04452095488,25.176899404799997,0,550,b'Uczelnia poor 65 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711668931
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.291423230208,226,12.93160443012805,1.6413520042949177,4.63978703232,36.5552833536,0,398,b'Uczelnia poor 62 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711660078
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.681236924544,580,14.180746937882764,6.73000924600334,4.23109412352,8.915315143679999,0,931,b'Uczelnia poor 62 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711653235
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.34717573440000005,323,15.452755905511811,5.571139545056868,3.8828159884799995,10.76977832832,0,475,b'Uczelnia poor 63 tak rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711586161
"Jan. 12, 2024","Jan. 12, 2024",Hike,0,0.344212932096,251,11.999920464487394,1.583123309870357,5.00002259328,37.8997293312,0,470,b'Uczelnia poor 63 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7711579951
"Jan. 11, 2024","Jan. 11, 2024",Hike,0,0.38557468224,321,13.865525332060765,9.20027042074286,4.3272846144,6.521544691199999,0,527,b'Uczelnia poor 93 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7710976393
"Jan. 11, 2024","Jan. 11, 2024",Hike,0,0.775150193664,626,13.458278652668415,0.5247293307086615,4.458220842239999,114.34469587199999,0,1059,b'Uczelnia poor 53 nie wieczor',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7710832105
"Jan. 11, 2024","Jan. 11, 2024",Hike,0,0.733191376896,645,14.641245128449851,2.5781001451523102,4.09801746816,23.272884518399998,0,1002,b'Uczelnia poor 93 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7710463726
"Jan. 11, 2024","Jan. 11, 2024",Hike,0,0.46507788518400006,395,14.138120874095282,2.239639256740635,4.24385622144,26.789944895999998,0,636,b'Uczelnia unhealthy 138 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7710080713
"Jan. 11, 2024","Jan. 11, 2024",Hike,0,0.649690563456,462,11.644931102362204,0.5996878231130199,5.1524757504,100.05211180799999,0,888,b'Uczelnia poor 81 tak rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7710018625
"Jan. 11, 2024","Jan. 11, 2024",Hike,0,0.44268225408,318,11.60342350672075,0.8754188041835679,5.17088664576,68.5385813376,0,605,b'Uczelnia unhealthy 105 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7710002647
"Jan. 10, 2024","Jan. 10, 2024",Hike,0,0.8740958814720001,914,17.43499214586813,1.2600289310427106,3.4413568358399997,47.6179140096,0,1195,b'Pies unhealthy 131 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7708952872
"Jan. 10, 2024","Jan. 10, 2024",Hike,0,0.397318065408,330,13.84383947745168,6.626861628091943,4.33405995264,9.054024503039999,0,543,b'Uczelnia unhealthy 144 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7708928095
"Jan. 10, 2024","Jan. 10, 2024",Hike,0,0.7997828129280001,608,12.667708084784858,0.8184639207030939,4.73644423296,73.30803321599998,0,1093,b'Uczelnia unhealthy 144 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7708903765
"Jan. 10, 2024","Jan. 10, 2024",Hike,0,0.714988086912,575,13.229800465282748,1.5899832478326572,4.5352118591999995,37.736219980799994,0,977,b'Uczelnia unhealthy 143 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7708849912
"Jan. 10, 2024","Jan. 10, 2024",Hike,0,0.78712210368,498,10.417412312097351,4.34125333054959,5.75958468096,13.820885337599998,0,1076,b'Uczelnia 132 unhealthy nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7708628728
"Jan. 10, 2024","Jan. 10, 2024",Hike,0,0.277927271424,181,10.791415632705002,1.1354626481348922,5.5599616512,52.8418446336,0,380,b'Uczelnia dangerous 145 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7708469590
"Jan. 9, 2024","Jan. 9, 2024",Hike,0,0.283379728896,258,15.167608665394098,1.787107044858029,3.9557997388799997,33.573812659199994,0,387,b'Uczelnia 104 unhealthy nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7707282499
"Jan. 9, 2024","Jan. 9, 2024",Hike,0,0.848874242304,643,12.622347987751532,1.418919758609719,4.753487185919999,42.285674534399995,0,1160,b'Uczelnia dangerous 180 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7707275710
"Jan. 9, 2024","Jan. 9, 2024",Hike,0,0.7792314900480001,479,10.202604290940904,5.310437047641772,5.880848751359999,11.29851220608,0,1065,b'Uczelnia dangerous 201 tak popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7706947807
"Jan. 9, 2024","Jan. 9, 2024",Hike,0,0.36529372915200004,285,12.964226417720512,1.3838309273840768,4.62811928832,43.35781950719999,0,499,b'Uczelnia unhealthy 135 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7706924632
"Jan. 8, 2024","Jan. 8, 2024",Hike,0,0.642631980672,998,25.776900401654338,4.704146534240038,2.3276746943999997,12.754694937599998,0,878,b'Pies poor 72 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7705576252
"Jan. 8, 2024","Jan. 8, 2024",Hike,0,0.38699895168000004,366,15.205325896762904,2.977486478962857,3.9459827404799994,20.151239961599998,0,529,b'Uczelnia poor 73 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7705534579
"Jan. 8, 2024","Jan. 8, 2024",Hike,0,0.326450602368,247,10.878842559452796,1.171228773960073,5.515286261759999,51.2281554048,0,446,b'Uczelnia poor 72 tak popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7705491901
"Jan. 8, 2024","Jan. 8, 2024",Hike,0,0.639213734016,591,15.308908474508868,5.6336743418436335,3.9192837235199995,10.650236256,0,874,b'Uczelni unhealthy 107 tak rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7705264903
"Jan. 8, 2024","Jan. 8, 2024",Hike,0,0.376412686848,277,11.122047244094489,0.9287013839179192,5.3946820224,64.6064711424,0,514,b'Uczelnia poor 97 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7705207840
"Jan. 7, 2024","Jan. 7, 2024",Hike,0,0.93572088192,1168,20.375507038892867,0.9228729221347332,2.94471327744,65.0144398464,0,1279,b'Pies poor 83 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7704122053
"Jan. 6, 2024","Jan. 6, 2024",Hike,0,0.36772544793600004,257,11.616782987353853,7.254632943609321,5.16493207296,8.2705797504,0,503,b'Spotkanie fair 40 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7702911016
"Jan. 6, 2024","Jan. 6, 2024",Hike,0,0.6711061040640001,451,11.178778433945757,1.3305794162093376,5.36730708096,45.0931751424,0,917,b'Spotkanie fair 36 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7702902670
"Jan. 6, 2024","Jan. 6, 2024",Hike,0,0.313731956736,456,24.09590491529468,2.3275135707468384,2.49004141056,25.778472192,0,429,b'Pies fair 35 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7702402927
"Jan. 6, 2024","Jan. 6, 2024",Hike,0,0.36911592115200004,561,25.148445577825495,1.6588125347967866,2.38583638656,36.1704892032,0,505,b'Pies fair 49 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7701991768
"Jan. 5, 2024","Jan. 5, 2024",Hike,0,0.34987460428800005,524,24.71559840531297,1.6592226397836634,2.4276149568,36.161476876799995,0,478,b'Pies fair 35 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7701254326
"Jan. 5, 2024","Jan. 5, 2024",Hike,0,0.6873105888000001,1021,24.747599021713192,1.5992416785969934,2.424476736,37.517832,0,939,b'Pies poor 51 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7700957188
"Jan. 5, 2024","Jan. 5, 2024",Hike,0,0.838328211072,688,13.536819971367214,0.4821635399268273,4.43235868416,124.4391451776,0,1146,b'Zakupy poor 68 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7700839537
"Jan. 5, 2024","Jan. 5, 2024",Hike,0,1.1902466822400002,1041,14.55015211166786,1.7976392865664519,4.12367041152,33.3771508224,0,1627,b'Zakupy poor 68 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7700778736
"Jan. 5, 2024","Jan. 5, 2024",Hike,0,0.32588250393600005,205,10.451836276147299,0.35514532629444046,5.7406266086399995,168.945714432,0,445,b'Spotkanie poor 82 nie rano',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7700595475
"Jan. 4, 2024","Jan. 4, 2024",Hike,0,0.400885981056,447,18.583286109122724,10.799990555157878,3.2287142131199995,5.555568142079999,0,548,b'Pies fair 36 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7699728334
"Jan. 4, 2024","Jan. 4, 2024",Hike,0,0.42194585664,347,13.513891374373657,5.311990475622364,4.4398743206399995,11.29521305088,0,577,b'Uczelnia fair 40 nie wieczr',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7699715530
"Jan. 4, 2024","Jan. 4, 2024",Hike,0,0.8638701096960001,595,11.38252604788038,1.0577788216813806,5.271245337599999,56.72245582079999,0,1181,b'Uczelnia fair 42 tak popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7699504882
"Jan. 4, 2024","Jan. 4, 2024",Hike,0,0.742860315648,450,10.108280143959279,0.8340665513401734,5.9357434752,71.93638932479999,0,1015,b'Uczelnia poor 51 tak popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7699172005
"Jan. 4, 2024","Jan. 4, 2024",Hike,0,0.433826034048,447,17.1482293406506,6.533966634852461,3.4989069772799994,9.18273983616,0,593,b'Uczelnia poor 51 nie popoudnie',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/7699147186
