"","Date.Submitted","Workout.Date","Activity.Type","Calories.Burned","Distance..km.","Workout.Time..seconds.","Avg.Pace..min.km.","Max.Pace..min.km.","Avg.Speed..km.h.","Max.Speed..km.h.","Avg.Heart.Rate","Steps","Notes","Source","Link"
"1","Jan. 22, 2024","Jan. 22, 2024","Hike",0,0.389419405056,428,18.3178984729182,7.958584367295,3.27548174976,7.53902024832,NA,555,"b'Uczelnia poor 53 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7726882876"
"2","Jan. 22, 2024","Jan. 22, 2024","Hike",0,0.226339749504,165,12.1498573331743,7.54369482223813,4.93832034432,7.95365163648,NA,346,"b'Uczelnia poor 63 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7726270714"
"3","Jan. 22, 2024","Jan. 22, 2024","Hike",0,0.283627567872,156,9.16696492483894,5.08267343712718,6.54526642176,11.80481182848,NA,393,"b'Uczelnia poor 100 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7726186474"
"4","Jan. 21, 2024","Jan. 21, 2024","Hike",0,0.750865192704,969,21.5085152708184,4.49729206434423,2.78958860928,13.34134910592,NA,1314,"b'Spacer unhealthy 105 tak popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7724986141"
"5","Jan. 20, 2024","Jan. 20, 2024","Hike",0,0.852892774272,1353,26.4394063668178,4.36906590511413,2.2693359744,13.73291859456,NA,1182,"b'Spacer poor 63 tak popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7723664422"
"6","Jan. 19, 2024","Jan. 19, 2024","Hike",0,0.705274086528,666,15.7385245168218,3.27499900580609,3.8122945344,18.3206111616,NA,1089,"b'Praca unhealthy 101 nie rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7722015091"
"7","Jan. 19, 2024","Jan. 19, 2024","Hike",0,0.296153092224,202,11.367985961982,7.56109321562077,5.27798848896,7.93533730176,NA,444,"b'Praca poor 56 nie rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7721962963"
"8","Jan. 18, 2024","Jan. 18, 2024","Hike",0,0.715301908992,701,16.3333631591506,7.34709297701424,3.67345642752,8.16647128704,NA,1195,"b'Uczelnia unhealthy 136 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7721221126"
"9","Jan. 17, 2024","Jan. 17, 2024","Hike",0,0.406385109504,327,13.4109301678199,6.04972585102998,4.47397632,9.91780770816,NA,638,"b'Uczelnia unhealthy 101 tak wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7719864340"
"10","Jan. 17, 2024","Jan. 17, 2024","Hike",0,0.729755427456,676,15.4389614650441,5.88235952040086,3.88627607808,10.19999008512,NA,1208,"b'Uczelnia poor 92 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7719771064"
"11","Jan. 17, 2024","Jan. 17, 2024","Hike",0,0.360650771712,313,14.464651435616,7.14471237970254,4.14805197312,8.39783058048,NA,564,"b'Uczelnia poor 92 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7719684883"
"12","Jan. 17, 2024","Jan. 17, 2024","Hike",0,0.307904522112,208,11.2589353177444,3.62251948620059,5.3291012544,16.5630465792,NA,479,"b'Uczelnia unhealthy 102 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7719235003"
"13","Jan. 16, 2024","Jan. 16, 2024","Hike",0,0.256107785472,214,13.9264197089,2.48929998806967,4.30835872896,24.103145088,NA,390,"b'Uczelnia poor 52 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7717995304"
"14","Jan. 16, 2024","Jan. 16, 2024","Hike",0,0.243962066304,161,10.9990157480315,1.73536546568043,5.45504851584,34.5748246272,NA,338,"b'Uczelnia fair 43 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7717851772"
"15","Jan. 15, 2024","Jan. 15, 2024","Hike",0,0.387987088896,285,12.2426901892945,5.84258555038575,4.90088700288,10.26943327872,NA,581,"b'Uczelnia poor 61 nie rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7716114340"
"16","Jan. 14, 2024","Jan. 14, 2024","Hike",0,0.795157558272,932,19.5349782271534,4.46646583949734,3.07141693056,13.4334357696,NA,1187,"b'Spacer fair 29 tak rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7714673212"
"17","Jan. 13, 2024","Jan. 13, 2024","Hike",0,1.6166665152,1313,13.5361364630558,5.71245178159548,4.43258399232,10.50336752256,NA,2364,"b'Spacer fair 33 tak wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7713949129"
"18","Jan. 12, 2024","Jan. 12, 2024","Hike",0,0.402406811136,398,16.4841078103873,5.75006959357353,3.63986941824,10.4346646272,NA,664,"b'Uczelnia poor 62 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7712169547"
"19","Jan. 11, 2024","Jan. 11, 2024","Hike",0,0.732246691968,682,15.5230329873539,3.79610574246401,3.86522585856,15.8056892928,NA,1209,"b'Uczelnia poor 53 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7710832360"
"20","Jan. 11, 2024","Jan. 11, 2024","Hike",0,0.673685882496,382,9.45049659985684,6.20304297900262,6.34887817344,9.67267243008,NA,880,"b'Uczelnia poor 70 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7710621931"
"21","Jan. 11, 2024","Jan. 11, 2024","Hike",0,0.296920749312,192,10.7773105066412,5.76004260120894,5.56726807296,10.41659169408,NA,445,"b'Uczelnia poor 84 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7710567490"
"22","Jan. 10, 2024","Jan. 10, 2024","Hike",0,0.721462477824,636,14.692383977571,4.74482149248389,4.08374258688,12.64537219968,NA,1178,"b'Uczelnia unhealthy 105 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7709212462"
"23","Jan. 10, 2024","Jan. 10, 2024","Hike",0,1.193452495488,919,12.8339248787083,2.84865758967629,4.67511213312,21.0626114688,NA,1684,"b'Uczelnia unhealthy 144 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7708894585"
"24","Jan. 10, 2024","Jan. 10, 2024","Hike",0,0.326915702784,206,10.5021673427185,4.68414459556192,5.71310682624,12.809171232,NA,476,"b'Uczelnia unhealthy 147 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7708602085"
"25","Jan. 9, 2024","Jan. 9, 2024","Hike",0,0.354182818176,308,14.4934830589358,6.28603952914977,4.1397960384,9.54495489024,NA,539,"b'Uczelnia unhealthy 137 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7707691531"
"26","Jan. 9, 2024","Jan. 9, 2024","Hike",0,0.426254070528,374,14.6234739123519,3.32444151157242,4.10299034112,18.0481492224,NA,644,"b'Uczelnia unhealthy 114 nie wieczor'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7707488914"
"27","Jan. 9, 2024","Jan. 9, 2024","Hike",0,0.38210654592,434,18.9300733715104,2.95370660343593,3.16955472768,20.3134618368,NA,563,"b'Uczelnia unhealthy 105 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7707436597"
"28","Jan. 9, 2024","Jan. 9, 2024","Hike",0,0.293928978816,310,17.5779075200827,3.75692828879345,3.41337034368,15.9704861184,NA,364,"b'Uczelnia unhealthy 104 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7707415441"
"29","Jan. 9, 2024","Jan. 9, 2024","Hike",0,0.717616145664,475,11.0318862841009,6.62530820011135,5.438778048,9.05622930432,NA,985,"b'Praca dangerous 201 nie rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7706956690"
"30","Jan. 9, 2024","Jan. 9, 2024","Hike",0,0.32111240832,265,13.7542377515311,4.00473112025769,4.3622878464,14.98228452864,NA,549,"b'Praca unhealthy 135 nie rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7706903965"
"31","Jan. 8, 2024","Jan. 8, 2024","Hike",0,0.697620046464,577,13.7849956255468,7.47652459635727,4.35256740864,8.02510651008,NA,1010,"b'Hobby poor 72 nie popoludnie'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705269286"
"32","Jan. 8, 2024","Jan. 8, 2024","Hike",0,1.21516737408,894,12.261704147777,7.52704207428617,4.8932908992,7.9712417664,NA,1572,"b'Hobby poor 70 nie rano'","Map My Fitness MapMyRun Android","http://www.mapmyfitness.com/workout/7705142221"
