Year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
1995,New Hampshire,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,New Jersey,5.05,8.57,4.25,7.21,5.05,8.57,152.4,5.05,5.05,8.57,5.05,8.57,
1995,New Mexico,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,New York,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,North Carolina,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,North Dakota,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Ohio,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25(g),4.25,7.21,4.25,7.21,(g)
1995,Oklahoma,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25(g),4.25,7.21,4.25,7.21,(g)
1995,Oregon,4.75,8.06,4.25,7.21,4.75,8.06,152.4,4.75,4.75,8.06,4.75,8.06,
1995,Pennsylvania,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Puerto Rico,1.2,2.04,4.25,7.21,4.25,7.21,152.4,1.20 - 4.25(i),1.2,2.04,4.25,7.21,(i)
1995,Rhode Island,4.45,7.55,4.25,7.21,4.45,7.55,152.4,4.45,4.45,7.55,4.45,7.55,
1995,South Carolina,0,0,4.25,7.21,4.25,7.21,152.4,...,0,0,0,0,
1995,South Dakota,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Tennessee,0,0,4.25,7.21,4.25,7.21,152.4,...,0,0,0,0,
1995,Texas,3.35,5.69,4.25,7.21,4.25,7.21,152.4,3.35,3.35,5.69,3.35,5.69,
1995,U.S. Virgin Islands,4.65,7.89,4.25,7.21,4.65,7.89,152.4,"4..65(g,,j)",4.65,7.89,4.65,7.89,"(g, j)"
1995,Utah,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Vermont,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Virginia,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Washington,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,West Virginia,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Wisconsin,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1995,Wyoming,1.6,2.72,4.25,7.21,4.25,7.21,152.4,1.6,1.6,2.72,1.6,2.72,
1996,Alabama,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,Alaska,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,
1996,Arizona,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,Arkansas,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996,California,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Colorado,3,4.95,4.25,7.01,4.25,7.01,156.9,3,3,4.95,3,4.95,
1996,Connecticut,4.27,7.04,4.25,7.01,4.27,7.04,156.9,4.27,4.27,7.04,4.27,7.04,
1996,Delaware,4.65,7.67,4.25,7.01,4.65,7.67,156.9,4.65,4.65,7.67,4.65,7.67,
1996,District of Columbia,5.25,8.65,4.25,7.01,5.25,8.65,156.9,5.25 (h),5.25,8.65,5.25,8.65,(h)
1996,Florida,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,Georgia,3.25,5.36,4.25,7.01,4.25,7.01,156.9,3.25(d),3.25,5.36,3.25,5.36,(d)
1996,Guam,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Hawaii,5.25,8.65,4.25,7.01,5.25,8.65,156.9,5.25,5.25,8.65,5.25,8.65,
1996,Idaho,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Illinois,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996,Indiana,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35(e),3.35,5.52,3.35,5.52,(e)
1996,Iowa,4.65,7.67,4.25,7.01,4.65,7.67,156.9,4.65,4.65,7.67,4.65,7.67,
1996,Kansas,2.65,4.37,4.25,7.01,4.25,7.01,156.9,2.65,2.65,4.37,2.65,4.37,
1996,Kentucky,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Louisiana,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,Maine,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Maryland,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Massachusetts,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,
1996,Michigan,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35(e),3.35,5.52,3.35,5.52,(e)
1996,Minnesota,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996,Mississippi,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,Missouri,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Montana,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996,Nebraska,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996,Nevada,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,New Hampshire,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,New Jersey,5.05,8.33,4.25,7.01,5.05,8.33,156.9,5.05,5.05,8.33,5.05,8.33,
1996,New Mexico,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,New York,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,North Carolina,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,North Dakota,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Ohio,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996,Oklahoma,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996,Oregon,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,
1996,Pennsylvania,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Puerto Rico,1.2,1.98,4.25,7.01,4.25,7.01,156.9,1.20 - 4.75(i),1.2,1.98,4.75,7.83,(i)
1996,Rhode Island,4.45,7.34,4.25,7.01,4.45,7.34,156.9,4.45,4.45,7.34,4.45,7.34,
1996,South Carolina,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,South Dakota,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Tennessee,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,
1996,Texas,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35,3.35,5.52,3.35,5.52,
1996,U.S. Virgin Islands,4.65,7.67,4.25,7.01,4.65,7.67,156.9,4.65(g),4.65,7.67,4.65,7.67,(g)
1996,Utah,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Vermont,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75(e),4.75,7.83,4.75,7.83,(e)
1996,Virginia,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996,Washington,4.9,8.08,4.25,7.01,4.9,8.08,156.9,4.9,4.9,8.08,4.9,8.08,
1996,West Virginia,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25 (d),4.25,7.01,4.25,7.01,(d)
1996,Wisconsin,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1996,Wyoming,1.6,2.64,4.25,7.01,4.25,7.01,156.9,1.6,1.6,2.64,1.6,2.64,
1997,Alabama,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,Alaska,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,
1997,Arizona,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,Arkansas,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25[c],4.25,6.85,4.25,6.85,[c]
1997,California,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Colorado,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Connecticut,4.77,7.69,4.75,7.66,4.77,7.69,160.5,4.77,4.77,7.69,4.77,7.69,
1997,Delaware,5,8.06,4.75,7.66,5,8.06,160.5,5,5,8.06,5,8.06,
1997,District of Columbia,5.75,9.27,4.75,7.66,5.75,9.27,160.5,5.75,5.75,9.27,5.75,9.27,
1997,Florida,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,Georgia,3.25,5.24,4.75,7.66,4.75,7.66,160.5,3.25(d),3.25,5.24,3.25,5.24,(d)
1997,Guam,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Hawaii,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,
1997,Idaho,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1997,Illinois,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75[c],4.75,7.66,4.75,7.66,[c]
1997,Indiana,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35(e),3.35,5.4,3.35,5.4,(e)
1997,Iowa,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Kansas,2.65,4.27,4.75,7.66,4.75,7.66,160.5,2.65,2.65,4.27,2.65,4.27,
1997,Kentucky,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1997,Louisiana,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,Maine,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Maryland,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Massachusetts,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,
1997,Michigan,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35(e),3.35,5.4,3.35,5.4,(e)
1997,Minnesota,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25(g),4.25,6.85,4.25,6.85,(g)
1997,Mississippi,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,Missouri,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Montana,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75(g),4.75,7.66,4.75,7.66,(g)
1997,Nebraska,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25[c],4.25,6.85,4.25,6.85,[c]
1997,Nevada,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,New Hampshire,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,New Jersey,5.05,8.14,4.75,7.66,5.05,8.14,160.5,5.05,5.05,8.14,5.05,8.14,
1997,New Mexico,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1997,New York,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1997,North Carolina,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1997,North Dakota,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Ohio,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25(g),4.25,6.85,4.25,6.85,(g)
1997,Oklahoma,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75(g),4.75,7.66,4.75,7.66,(g)
1997,Oregon,5.5,8.86,4.75,7.66,5.5,8.86,160.5,5.5,5.5,8.86,5.5,8.86,
1997,Pennsylvania,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Puerto Rico,1.2,1.93,4.75,7.66,4.75,7.66,160.5,1.20 - 4.75(i),1.2,1.93,4.75,7.66,(i)
1997,Rhode Island,5.15,8.3,4.75,7.66,5.15,8.3,160.5,5.15,5.15,8.3,5.15,8.3,
1997,South Carolina,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,South Dakota,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1997,Tennessee,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,
1997,Texas,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35,3.35,5.4,3.35,5.4,
1997,U.S. Virgin Islands,4.65,7.49,4.75,7.66,4.75,7.66,160.5,"4.65(g, j)",4.65,7.49,4.65,7.49,"(g, j)"
1997,Utah,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Vermont,5,8.06,4.75,7.66,5,8.06,160.5,5.00(e),5,8.06,5,8.06,(e)
1997,Virginia,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75[c],4.75,7.66,4.75,7.66,[c]
1997,Washington,4.9,7.9,4.75,7.66,4.9,7.9,160.5,4.9,4.9,7.9,4.9,7.9,
1997,West Virginia,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25 (d),4.25,6.85,4.25,6.85,(d)
1997,Wisconsin,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1997,Wyoming,1.6,2.58,4.75,7.66,4.75,7.66,160.5,1.6,1.6,2.58,1.6,2.58,
1998,Alabama,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,Alaska,5.65,8.97,5.15,8.17,5.65,8.97,163,5.65,5.65,8.97,5.65,8.97,
1998,Arizona,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,Arkansas,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998,California,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Colorado,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Connecticut,5.18,8.22,5.15,8.17,5.18,8.22,163,5.18,5.18,8.22,5.18,8.22,
1998,Delaware,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,District of Columbia,6.15,9.76,5.15,8.17,6.15,9.76,163,6.15,6.15,9.76,6.15,9.76,
1998,Florida,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,Georgia,3.25,5.16,5.15,8.17,5.15,8.17,163,3.25(d),3.25,5.16,3.25,5.16,(d)
1998,Guam,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Hawaii,5.25,8.33,5.15,8.17,5.25,8.33,163,5.25,5.25,8.33,5.25,8.33,
1998,Idaho,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Illinois,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998,Indiana,3.35,5.32,5.15,8.17,5.15,8.17,163,3.35(e),3.35,5.32,3.35,5.32,(e)
1998,Iowa,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Kansas,2.65,4.21,5.15,8.17,5.15,8.17,163,2.65,2.65,4.21,2.65,4.21,
1998,Kentucky,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25,4.25,6.74,4.25,6.74,
1998,Louisiana,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,Maine,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Maryland,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Massachusetts,5.25,8.33,5.15,8.17,5.25,8.33,163,5.25,5.25,8.33,5.25,8.33,
1998,Michigan,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(e),5.15,8.17,5.15,8.17,(e)
1998,Minnesota,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(g),5.15,8.17,5.15,8.17,(g)
1998,Mississippi,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,Missouri,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Montana,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(g),5.15,8.17,5.15,8.17,(g)
1998,Nebraska,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998,Nevada,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,New Hampshire,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,New Jersey,5.05,8.01,5.15,8.17,5.15,8.17,163,5.05,5.05,8.01,5.05,8.01,
1998,New Mexico,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25,4.25,6.74,4.25,6.74,
1998,New York,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25,4.25,6.74,4.25,6.74,
1998,North Carolina,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,North Dakota,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Ohio,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25(g),4.25,6.74,4.25,6.74,(g)
1998,Oklahoma,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(g),5.15,8.17,5.15,8.17,(g)
1998,Oregon,6,9.52,5.15,8.17,6,9.52,163,6,6,9.52,6,9.52,
1998,Pennsylvania,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Puerto Rico,1.2,1.9,5.15,8.17,5.15,8.17,163,1.20 - 5.15(i),1.2,1.9,5.15,8.17,(i)
1998,Rhode Island,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,South Carolina,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,South Dakota,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Tennessee,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,
1998,Texas,3.35,5.32,5.15,8.17,5.15,8.17,163,3.35,3.35,5.32,3.35,5.32,
1998,U.S. Virgin Islands,4.65,7.38,5.15,8.17,5.15,8.17,163,"4.65(g, j)",4.65,7.38,4.65,7.38,"(g, j)"
1998,Utah,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Vermont,5.25,8.33,5.15,8.17,5.25,8.33,163,5.25(e),5.25,8.33,5.25,8.33,(e)
1998,Virginia,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998,Washington,4.9,7.78,5.15,8.17,5.15,8.17,163,4.9,4.9,7.78,4.9,7.78,
1998,West Virginia,4.75,7.54,5.15,8.17,5.15,8.17,163,4.75 (d),4.75,7.54,4.75,7.54,(d)
1998,Wisconsin,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,
1998,Wyoming,1.6,2.54,5.15,8.17,5.15,8.17,163,1.6,1.6,2.54,1.6,2.54,
1999,Alabama,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,Alaska,5.65,8.77,5.15,8,5.65,8.77,166.6,5.65,5.65,8.77,5.65,8.77,
1999,Arizona,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,Arkansas,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999,California,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Colorado,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Connecticut,5.18,8.04,5.15,8,5.18,8.04,166.6,5.18,5.18,8.04,5.18,8.04,
1999,Delaware,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,District of Columbia,6.15,9.55,5.15,8,6.15,9.55,166.6,6.15,6.15,9.55,6.15,9.55,
1999,Florida,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,Georgia,3.25,5.05,5.15,8,5.15,8,166.6,3.25(d),3.25,5.05,3.25,5.05,(d)
1999,Guam,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Hawaii,5.25,8.15,5.15,8,5.25,8.15,166.6,5.25,5.25,8.15,5.25,8.15,
1999,Idaho,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Illinois,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999,Indiana,3.35,5.2,5.15,8,5.15,8,166.6,3.35(e),3.35,5.2,3.35,5.2,(e)
1999,Iowa,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Kansas,2.65,4.11,5.15,8,5.15,8,166.6,2.65,2.65,4.11,2.65,4.11,
1999,Kentucky,4.25,6.6,5.15,8,5.15,8,166.6,4.25,4.25,6.6,4.25,6.6,
1999,Louisiana,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,Maine,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Maryland,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Massachusetts,5.25,8.15,5.15,8,5.25,8.15,166.6,5.25,5.25,8.15,5.25,8.15,
1999,Michigan,5.15,8,5.15,8,5.15,8,166.6,5.15(e),5.15,8,5.15,8,(e)
1999,Minnesota,5.15,8,5.15,8,5.15,8,166.6,5.15(g),5.15,8,5.15,8,(g)
1999,Mississippi,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,Missouri,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Montana,5.15,8,5.15,8,5.15,8,166.6,5.15(g),5.15,8,5.15,8,(g)
1999,Nebraska,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999,Nevada,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,New Hampshire,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,New Jersey,5.05,7.84,5.15,8,5.15,8,166.6,5.05,5.05,7.84,5.05,7.84,
1999,New Mexico,4.25,6.6,5.15,8,5.15,8,166.6,4.25,4.25,6.6,4.25,6.6,
1999,New York,4.25,6.6,5.15,8,5.15,8,166.6,4.25,4.25,6.6,4.25,6.6,
1999,North Carolina,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,North Dakota,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Ohio,4.25,6.6,5.15,8,5.15,8,166.6,4.25(g),4.25,6.6,4.25,6.6,(g)
1999,Oklahoma,5.15,8,5.15,8,5.15,8,166.6,5.15(g),5.15,8,5.15,8,(g)
1999,Oregon,6,9.32,5.15,8,6,9.32,166.6,6,6,9.32,6,9.32,
1999,Pennsylvania,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Puerto Rico,1.2,1.86,5.15,8,5.15,8,166.6,1.20 - 5.15(i),1.2,1.86,5.15,8,(i)
1999,Rhode Island,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,South Carolina,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,South Dakota,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Tennessee,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,
1999,Texas,3.35,5.2,5.15,8,5.15,8,166.6,3.35,3.35,5.2,3.35,5.2,
1999,U.S. Virgin Islands,4.65,7.22,5.15,8,5.15,8,166.6,"4.65(g, j)",4.65,7.22,4.65,7.22,"(g, j)"
1999,Utah,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Vermont,5.25,8.15,5.15,8,5.25,8.15,166.6,5.25(e),5.25,8.15,5.25,8.15,(e)
1999,Virginia,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999,Washington,4.9,7.61,5.15,8,5.15,8,166.6,4.9,4.9,7.61,4.9,7.61,
1999,West Virginia,4.75,7.37,5.15,8,5.15,8,166.6,4.75 (d),4.75,7.37,4.75,7.37,(d)
1999,Wisconsin,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,
1999,Wyoming,1.6,2.48,5.15,8,5.15,8,166.6,1.6,1.6,2.48,1.6,2.48,
2000,Alabama,0,0,5.15,7.74,5.15,7.74,172.2,...,0,0,0,0,
2000,Alaska,5.65,8.49,5.15,7.74,5.65,8.49,172.2,5.65,5.65,8.49,5.65,8.49,
2000,Arizona,0,0,5.15,7.74,5.15,7.74,172.2,...,0,0,0,0,
2000,Arkansas,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15[c],5.15,7.74,5.15,7.74,[c]
2000,California,5.75,8.64,5.15,7.74,5.75,8.64,172.2,5.75,5.75,8.64,5.75,8.64,
2000,Colorado,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
2000,Connecticut,6.15,9.24,5.15,7.74,6.15,9.24,172.2,6.15,6.15,9.24,6.15,9.24,
2000,Delaware,5.65,8.49,5.15,7.74,5.65,8.49,172.2,5.65,5.65,8.49,5.65,8.49,
