"person","app","date","liczba"
"a","mg",2020-10-09,1693
"a","mg",2020-10-10,1566
"a","mg",2020-10-11,2053
"a","mg",2020-10-12,2456
"a","mg",2020-10-13,1671
"a","mg",2020-10-14,1808
"a","mg",2020-10-15,3585
"a","mg",2020-10-16,2924
"a","mg",2020-10-17,1161
"a","mg",2020-10-18,1973
"a","mg",2020-10-19,5024
"a","mg",2020-10-20,4159
"a","mg",2020-10-21,4422
"a","mg",2020-10-22,4289
"a","mg",2020-10-23,3101
"a","mg",2020-10-24,2176
"a","mg",2020-10-25,4728
"a","mg",2020-10-26,3862
"a","mg",2020-10-27,5392
"a","mg",2020-10-28,2054
"a","mg",2020-10-29,3618
"a","mg",2020-10-30,2211
"a","mg",2020-10-31,1554
"a","mg",2020-11-01,1828
"a","mg",2020-11-02,3495
"a","mg",2020-11-03,4165
"a","mg",2020-11-04,3175
"a","mg",2020-11-05,3656
"a","mg",2020-11-06,1791
"a","mg",2020-11-07,2696
"a","mg",2020-11-08,2815
"a","mg",2020-11-09,5157
"a","mg",2020-11-10,2780
"a","mg",2020-11-11,2502
"a","mg",2020-11-12,3155
"a","mg",2020-11-13,3113
"a","mg",2020-11-14,2345
"a","mg",2020-11-15,2657
"a","mg",2020-11-16,3152
"a","mg",2020-11-17,1525
"a","mg",2020-11-18,2576
"a","mg",2020-11-19,2724
"a","mg",2020-11-20,1428
"a","mg",2020-11-21,1116
"a","mg",2020-11-22,1181
"a","mg",2020-11-23,1751
"a","mg",2020-11-24,1280
"a","mg",2020-11-25,2152
"a","mg",2020-11-26,3301
"a","mg",2020-11-27,2860
"a","mg",2020-11-28,984
"a","mg",2020-11-29,1401
"a","mg",2020-11-30,4464
"a","mg",2020-12-01,2454
"a","mg",2020-12-02,3129
"a","mg",2020-12-03,1695
"a","mg",2020-12-04,2415
"a","mg",2020-12-05,2538
"a","mg",2020-12-06,2692
"a","mg",2020-12-07,2042
"a","mg",2020-12-08,2185
"a","mg",2020-12-09,2292
"a","mg",2020-12-10,2760
"a","mg",2020-12-11,2239
"a","mg",2020-12-12,1120
"a","mg",2020-12-13,1165
"a","mg",2020-12-14,2979
"a","mg",2020-12-15,1389
"a","mg",2020-12-16,1759
"a","mg",2020-12-17,3018
"a","mg",2020-12-18,2422
"a","mg",2020-12-19,1073
"a","mg",2020-12-20,852
"a","mg",2020-12-21,2289
"a","mg",2020-12-22,870
"a","mg",2020-12-23,433
"a","mg",2020-12-24,1369
"a","mg",2020-12-25,570
"a","mg",2020-12-26,342
"a","mg",2020-12-27,1763
"a","mg",2020-12-28,1168
"a","mg",2020-12-29,1692
"a","mg",2020-12-30,621
"a","mg",2020-12-31,774
"a","mg",2021-01-01,1251
"a","mg",2021-01-02,1515
"a","mg",2021-01-03,865
"a","mg",2021-01-04,1993
"a","mg",2021-01-05,794
"a","mg",2021-01-06,588
"a","mg",2021-01-07,1371
"a","mg",2021-01-08,1551
"a","mg",2021-01-09,421
"a","mg",2021-01-10,1723
"a","mg",2021-01-11,1582
"a","mg",2021-01-12,2911
"a","mg",2021-01-13,1497
"a","mg",2021-01-14,2468
"a","mg",2021-01-15,1247
"a","mg",2021-01-16,907
"a","mg",2021-01-17,1575
"a","mg",2021-01-18,2862
"a","mg",2021-01-19,2382
"a","mg",2021-01-20,1426
"a","mg",2021-01-21,1776
"a","mg",2021-01-22,1793
"a","mg",2021-01-23,1629
"a","mg",2021-01-24,355
"a","mg",2021-01-25,2317
"a","mg",2021-01-26,2369
"a","mg",2021-01-27,2261
"a","mg",2021-01-28,2491
"a","mg",2021-01-29,1331
"a","mg",2021-01-30,1340
"a","mg",2021-01-31,663
"a","mg",2021-02-01,1543
"a","mg",2021-02-02,1752
"a","mg",2021-02-03,2110
"a","mg",2021-02-04,1770
"a","mg",2021-02-05,2256
"a","mg",2021-02-06,1335
"a","mg",2021-02-07,1139
"a","mg",2021-02-08,2116
"a","mg",2021-02-09,1870
"a","mg",2021-02-10,1437
"a","mg",2021-02-11,1408
"a","mg",2021-02-12,1253
"a","mg",2021-02-13,360
"a","mg",2021-02-14,1030
"a","mg",2021-02-15,1818
"a","mg",2021-02-16,539
"a","mg",2021-02-17,2385
"a","mg",2021-02-18,790
"a","mg",2021-02-19,991
"a","mg",2021-02-20,1072
"a","mg",2021-02-21,646
"a","mg",2021-02-22,1490
"a","mg",2021-02-23,731
"a","mg",2021-02-24,1199
"a","mg",2021-02-25,752
"a","mg",2021-02-26,658
"a","mg",2021-02-27,529
"a","mg",2021-02-28,155
"a","mg",2021-03-01,455
"a","mg",2021-03-02,747
"a","mg",2021-03-03,1378
"a","mg",2021-03-04,1625
"a","mg",2021-03-05,690
"a","mg",2021-03-06,137
"a","mg",2021-03-07,477
"a","mg",2021-03-08,1636
"a","mg",2021-03-09,445
"a","mg",2021-03-10,642
"a","mg",2021-03-11,568
"a","mg",2021-03-12,753
"a","mg",2021-03-13,772
"a","mg",2021-03-14,484
"a","mg",2021-03-15,829
"a","mg",2021-03-16,924
"a","mg",2021-03-17,1270
"a","mg",2021-03-18,1546
"a","mg",2021-03-19,872
"a","mg",2021-03-20,274
"a","mg",2021-03-21,199
"a","mg",2021-03-22,1554
"a","mg",2021-03-23,766
"a","mg",2021-03-24,755
"a","mg",2021-03-25,1648
"a","mg",2021-03-26,693
"a","mg",2021-03-27,877
"a","mg",2021-03-28,381
"a","mg",2021-03-29,1428
"a","mg",2021-03-30,773
"a","mg",2021-03-31,1604
"a","mg",2021-04-01,1362
"a","mg",2021-04-02,2335
"a","mg",2021-04-03,2059
"a","mg",2021-04-04,3241
"a","mg",2021-04-05,2197
"a","mg",2021-04-06,1852
"a","mg",2021-04-07,1569
"a","mg",2021-04-08,1745
"a","mg",2021-04-09,1218
"a","mg",2021-04-10,1464
"a","mg",2021-04-11,2999
"a","mg",2021-04-12,3465
"a","mg",2021-04-13,1336
"a","mg",2021-04-14,1428
"a","mg",2021-04-15,1376
"a","mg",2021-04-16,2416
"a","mg",2021-04-17,1127
"a","mg",2021-04-18,519
"a","mg",2021-04-19,3236
"a","mg",2021-04-20,1602
"a","mg",2021-04-21,1416
"a","mg",2021-04-22,2247
"a","mg",2021-04-23,1350
"a","mg",2021-04-24,500
"a","mg",2021-04-25,833
"a","mg",2021-04-26,911
"a","mg",2021-04-27,1261
"a","mg",2021-04-28,1535
"a","mg",2021-04-29,2830
"a","mg",2021-04-30,1046
"a","mg",2021-05-01,994
"a","mg",2021-05-02,791
"a","mg",2021-05-03,345
"a","mg",2021-05-04,1005
"a","mg",2021-05-05,394
"a","mg",2021-05-06,918
"a","mg",2021-05-07,875
"a","mg",2021-05-08,1230
"a","mg",2021-05-09,1577
"a","mg",2021-05-10,1592
"a","mg",2021-05-11,1605
"a","mg",2021-05-12,1484
"a","mg",2021-05-13,1741
"a","mg",2021-05-14,986
"a","mg",2021-05-15,1001
"a","mg",2021-05-16,646
"a","mg",2021-05-17,1229
"a","mg",2021-05-18,1149
"a","mg",2021-05-19,2444
"a","mg",2021-05-20,1401
"a","mg",2021-05-21,1799
"a","mg",2021-05-22,1388
"a","mg",2021-05-23,1024
"a","mg",2021-05-24,957
"a","mg",2021-05-25,931
"a","mg",2021-05-26,1297
"a","mg",2021-05-27,831
"a","mg",2021-05-28,620
"a","mg",2021-05-29,1408
"a","mg",2021-05-30,603
"a","mg",2021-05-31,788
"a","mg",2021-06-01,1477
"a","mg",2021-06-02,1178
"a","mg",2021-06-03,281
"a","mg",2021-06-04,214
"a","mg",2021-06-05,261
"a","mg",2021-06-06,486
"a","mg",2021-06-07,308
"a","mg",2021-06-08,509
"a","mg",2021-06-09,454
"a","mg",2021-06-10,300
"a","mg",2021-06-11,185
"a","mg",2021-06-12,459
"a","mg",2021-06-13,880
"a","mg",2021-06-14,746
"a","mg",2021-06-15,511
"a","mg",2021-06-16,608
"a","mg",2021-06-17,1153
"a","mg",2021-06-18,870
"a","mg",2021-06-19,846
"a","mg",2021-06-20,675
"a","mg",2021-06-21,369
"a","mg",2021-06-22,358
"a","mg",2021-06-23,744
"a","mg",2021-06-24,1174
"a","mg",2021-06-25,610
"a","mg",2021-06-26,425
"a","mg",2021-06-27,368
"a","mg",2021-06-28,407
"a","mg",2021-06-29,739
"a","mg",2021-06-30,1488
"a","mg",2021-07-01,846
"a","mg",2021-07-02,477
"a","mg",2021-07-03,421
"a","mg",2021-07-04,340
"a","mg",2021-07-05,342
"a","mg",2021-07-06,599
"a","mg",2021-07-07,1108
"a","mg",2021-07-08,539
"a","mg",2021-07-09,1012
"a","mg",2021-07-10,972
"a","mg",2021-07-11,1207
"a","mg",2021-07-12,750
"a","mg",2021-07-13,370
"a","mg",2021-07-14,316
"a","mg",2021-07-15,320
"a","mg",2021-07-16,436
"a","mg",2021-07-17,233
"a","mg",2021-07-18,493
"a","mg",2021-07-19,463
"a","mg",2021-07-20,475
"a","mg",2021-07-21,597
"a","mg",2021-07-22,5047
"a","mg",2021-07-23,3760
"a","mg",2021-07-24,1382
"a","mg",2021-07-25,717
"a","mg",2021-07-26,392
"a","mg",2021-07-27,324
"a","mg",2021-07-28,269
"a","mg",2021-07-29,515
"a","mg",2021-07-30,660
"a","mg",2021-07-31,781
"a","mg",2021-08-01,457
"a","mg",2021-08-02,449
"a","mg",2021-08-03,371
"a","mg",2021-08-04,744
"a","mg",2021-08-05,358
"a","mg",2021-08-06,397
"a","mg",2021-08-07,449
"a","mg",2021-08-08,491
"a","mg",2021-08-09,587
"a","mg",2021-08-10,675
"a","mg",2021-08-11,305
"a","mg",2021-08-12,868
"a","mg",2021-08-13,611
"a","mg",2021-08-14,581
"a","mg",2021-08-15,855
"a","mg",2021-08-16,1387
"a","mg",2021-08-17,1373
"a","mg",2021-08-18,313
"a","mg",2021-08-19,336
"a","mg",2021-08-20,639
"a","mg",2021-08-21,544
"a","mg",2021-08-22,836
"a","mg",2021-08-23,1186
"a","mg",2021-08-24,1107
"a","mg",2021-08-25,1026
"a","mg",2021-08-26,976
"a","mg",2021-08-27,860
"a","mg",2021-08-28,3057
"a","mg",2021-08-29,1200
"a","mg",2021-08-30,1920
"a","mg",2021-08-31,747
"a","mg",2021-09-01,2122
"a","mg",2021-09-02,2309
"a","mg",2021-09-03,1929
"a","mg",2021-09-04,1045
"a","mg",2021-09-05,1080
"a","mg",2021-09-06,1079
"a","mg",2021-09-07,1869
"a","mg",2021-09-08,1735
"a","mg",2021-09-09,1811
"a","mg",2021-09-10,1021
"a","mg",2021-09-11,646
"a","mg",2021-09-12,1349
"a","mg",2021-09-13,1759
"a","mg",2021-09-14,1509
"a","mg",2021-09-15,2529
"a","mg",2021-09-16,1269
"a","mg",2021-09-17,1674
"a","mg",2021-09-18,557
"a","mg",2021-09-19,1760
"a","mg",2021-09-20,1590
"a","mg",2021-09-21,697
"a","mg",2021-09-22,1311
"a","mg",2021-09-23,1376
"a","mg",2021-09-24,1954
"a","mg",2021-09-25,521
"a","mg",2021-09-26,496
"a","mg",2021-09-27,1336
"a","mg",2021-09-28,1173
"a","mg",2021-09-29,1230
"a","mg",2021-09-30,821
"a","mg",2021-10-01,507
"a","mg",2021-10-02,379
"a","mg",2021-10-03,620
"a","mg",2021-10-04,527
"a","mg",2021-10-05,670
"a","mg",2021-10-06,754
"a","mg",2021-10-07,1392
"a","mg",2021-10-08,966
"a","mg",2021-10-09,957
"a","mg",2021-10-10,921
"a","mg",2021-10-11,1070
"a","mg",2021-10-12,1953
"a","mg",2021-10-13,1864
"a","mg",2021-10-14,2611
"a","mg",2021-10-15,1444
"a","mg",2021-10-16,1418
"a","mg",2021-10-17,2067
"a","mg",2021-10-18,1947
"a","mg",2021-10-19,2711
"a","mg",2021-10-20,2320
"a","mg",2021-10-21,1638
"a","mg",2021-10-22,1137
"a","mg",2021-10-23,1128
"a","mg",2021-10-24,892
"a","mg",2021-10-25,973
"a","mg",2021-10-26,1650
"a","mg",2021-10-27,1332
"a","mg",2021-10-28,1980
"a","mg",2021-10-29,1457
"a","mg",2021-10-30,180
"a","mg",2021-10-31,377
"a","mg",2021-11-01,1426
"a","mg",2021-11-02,2231
"a","mg",2021-11-03,2719
"a","mg",2021-11-04,2353
"a","mg",2021-11-05,2141
"a","mg",2021-11-06,1178
"a","mg",2021-11-07,2393
"a","mg",2021-11-08,1208
"a","mg",2021-11-09,1331
"a","mg",2021-11-10,620
"a","mg",2021-11-11,1665
"a","mg",2021-11-12,1493
"a","mg",2021-11-13,1959
"a","mg",2021-11-14,1597
"a","mg",2021-11-15,2309
"a","mg",2021-11-16,1653
"a","mg",2021-11-17,1242
"a","mg",2021-11-18,1423
"a","mg",2021-11-19,3133
"a","mg",2021-11-20,1274
"a","mg",2021-11-21,1346
"a","mg",2021-11-22,2744
"a","mg",2021-11-23,2463
"a","mg",2021-11-24,1427
"a","mg",2021-11-25,2180
"a","mg",2021-11-26,943
"a","mg",2021-11-27,806
"a","mg",2021-11-28,588
"a","mg",2021-11-29,1939
"a","mg",2021-11-30,1537
"a","mg",2021-12-01,1502
"a","mg",2021-12-02,2758
"a","mg",2021-12-03,2329
"a","mg",2021-12-04,1651
"a","mg",2021-12-05,1276
"a","mg",2021-12-06,1805
"a","mg",2021-12-07,2959
"a","mg",2021-12-08,1529
"a","mg",2021-12-09,1718
"a","mg",2021-12-10,2480
"a","mg",2021-12-11,1753
"a","mg",2021-12-12,1669
"a","mg",2021-12-13,1582
"a","mg",2021-12-14,2022
"a","mg",2021-12-15,1809
"a","mg",2021-12-16,1594
"a","mg",2021-12-17,1117
"a","mg",2021-12-18,1867
"a","mg",2021-12-19,2745
"a","mg",2021-12-20,3171
"a","mg",2021-12-21,1655
"a","mg",2021-12-22,2095
"a","mg",2021-12-23,965
"a","mg",2021-12-24,592
"a","mg",2021-12-25,1174
"a","mg",2021-12-26,1923
"a","mg",2021-12-27,609
"a","mg",2021-12-28,378
"a","mg",2021-12-29,142
"a","mg",2021-12-30,147
"a","mg",2021-12-31,448
"a","mg",2022-01-01,361
"a","mg",2022-01-02,200
"a","mg",2022-01-03,796
"a","mg",2022-01-04,1349
"a","mg",2022-01-05,1122
"a","mg",2022-01-06,1604
"a","mg",2022-01-07,1582
"a","mg",2022-01-08,1534
"a","mg",2022-01-09,1282
"a","mg",2022-01-10,1219
"a","mg",2022-01-11,1382
"a","mg",2022-01-12,1590
"a","mg",2022-01-13,1999
"a","mg",2022-01-14,1673
"a","mg",2022-01-15,1030
"a","mg",2022-01-16,1725
"a","mg",2022-01-17,2102
"a","mg",2022-01-18,2255
"a","mg",2022-01-19,1152
"a","mg",2022-01-20,1809
"a","mg",2022-01-21,812
"a","mg",2022-01-22,405
"a","mg",2022-01-23,799
"a","mg",2022-01-24,1120
"a","mg",2022-01-25,1630
"a","mg",2022-01-26,1350
"a","mg",2022-01-27,1763
"a","mg",2022-01-28,2343
"a","mg",2022-01-29,1559
"a","mg",2022-01-30,1127
"a","mg",2022-01-31,1297
"a","mg",2022-02-01,1660
"a","mg",2022-02-02,921
"a","mg",2022-02-03,2001
"a","mg",2022-02-04,424
"a","mg",2022-02-05,639
"a","mg",2022-02-06,636
"a","mg",2022-02-07,573
"a","mg",2022-02-08,982
"a","mg",2022-02-09,1307
"a","mg",2022-02-10,1345
"a","mg",2022-02-11,611
"a","mg",2022-02-12,1177
"a","mg",2022-02-13,1068
"a","mg",2022-02-14,610
"a","mg",2022-02-15,1322
"a","mg",2022-02-16,990
"a","mg",2022-02-17,966
"a","mg",2022-02-18,972
"a","mg",2022-02-19,1634
"a","mg",2022-02-20,1127
"a","mg",2022-02-21,1869
"a","mg",2022-02-22,1643
"a","mg",2022-02-23,1566
"a","mg",2022-02-24,1727
"a","mg",2022-02-25,995
"a","mg",2022-02-26,584
"a","mg",2022-02-27,1205
"a","mg",2022-02-28,911
"a","mg",2022-03-01,1509
"a","mg",2022-03-02,1265
"a","mg",2022-03-03,1165
"a","mg",2022-03-04,1206
"a","mg",2022-03-05,766
"a","mg",2022-03-06,579
"a","mg",2022-03-07,888
"a","mg",2022-03-08,826
"a","mg",2022-03-09,1638
"a","mg",2022-03-10,1257
"a","mg",2022-03-11,1659
"a","mg",2022-03-12,1520
"a","mg",2022-03-13,1431
"a","mg",2022-03-14,1772
"a","mg",2022-03-15,1814
"a","mg",2022-03-16,1966
"a","mg",2022-03-17,1820
"a","mg",2022-03-18,1990
"a","mg",2022-03-19,1293
"a","mg",2022-03-20,1153
"a","mg",2022-03-21,2149
"a","mg",2022-03-22,1581
"a","mg",2022-03-23,903
"a","mg",2022-03-24,1340
"a","mg",2022-03-25,2417
"a","mg",2022-03-26,1554
"a","mg",2022-03-27,2009
"a","mg",2022-03-28,2678
"a","mg",2022-03-29,2171
"a","mg",2022-03-30,1452
"a","mg",2022-03-31,1500
"a","mg",2022-04-01,1054
"a","mg",2022-04-02,1988
"a","mg",2022-04-03,2219
"a","mg",2022-04-04,2793
"a","mg",2022-04-05,1228
"a","mg",2022-04-06,1171
"a","mg",2022-04-07,1320
"a","mg",2022-04-08,820
"a","mg",2022-04-09,534
"a","mg",2022-04-10,908
"a","mg",2022-04-11,1615
"a","mg",2022-04-12,1244
"a","mg",2022-04-13,607
"a","mg",2022-04-14,1754
"a","mg",2022-04-15,1832
"a","mg",2022-04-16,1460
"a","mg",2022-04-17,1701
"a","mg",2022-04-18,1460
"a","mg",2022-04-19,1425
"a","mg",2022-04-20,974
"a","mg",2022-04-21,686
"a","mg",2022-04-22,1254
"a","mg",2022-04-23,2957
"a","mg",2022-04-24,991
"a","mg",2022-04-25,1245
"a","mg",2022-04-26,780
"a","mg",2022-04-27,1547
"a","mg",2022-04-28,946
"a","mg",2022-04-29,896
"a","mg",2022-04-30,1150
"a","mg",2022-05-01,614
"a","mg",2022-05-02,1288
"a","mg",2022-05-03,1730
"a","mg",2022-05-04,2172
"a","mg",2022-05-05,860
"a","mg",2022-05-06,794
"a","mg",2022-05-07,759
"a","mg",2022-05-08,1106
"a","mg",2022-05-09,939
"a","mg",2022-05-10,1415
"a","mg",2022-05-11,1004
"a","mg",2022-05-12,1048
"a","mg",2022-05-13,1053
"a","mg",2022-05-14,534
"a","mg",2022-05-15,800
"a","mg",2022-05-16,1048
"a","mg",2022-05-17,1512
"a","mg",2022-05-18,1593
"a","mg",2022-05-19,1578
"a","mg",2022-05-20,551
"a","mg",2022-05-21,440
"a","mg",2022-05-22,590
"a","mg",2022-05-23,878
"a","mg",2022-05-24,771
"a","mg",2022-05-25,1692
"a","mg",2022-05-26,986
"a","mg",2022-05-27,375
"a","mg",2022-05-28,86
"a","mg",2022-05-29,228
"a","mg",2022-05-30,642
"a","mg",2022-05-31,405
"a","mg",2022-06-01,328
"a","mg",2022-06-02,1449
"a","mg",2022-06-03,991
"a","mg",2022-06-04,1686
"a","mg",2022-06-05,497
"a","mg",2022-06-06,1511
"a","mg",2022-06-07,1058
"a","mg",2022-06-08,1522
"a","mg",2022-06-09,817
"a","mg",2022-06-10,661
"a","mg",2022-06-11,1389
"a","mg",2022-06-12,1111
"a","mg",2022-06-13,1289
"a","mg",2022-06-14,854
"a","mg",2022-06-15,1369
"a","mg",2022-06-16,1849
"a","mg",2022-06-17,729
"a","mg",2022-06-18,1577
"a","mg",2022-06-19,1918
"a","mg",2022-06-20,719
"a","mg",2022-06-21,935
"a","mg",2022-06-22,687
"a","mg",2022-06-23,674
"a","mg",2022-06-24,1041
"a","mg",2022-06-25,796
"a","mg",2022-06-26,326
"a","mg",2022-06-27,485
"a","mg",2022-06-28,446
"a","mg",2022-06-29,450
"a","mg",2022-06-30,323
"a","mg",2022-07-01,830
"a","mg",2022-07-02,141
"a","mg",2022-07-03,186
"a","mg",2022-07-04,1049
"a","mg",2022-07-05,2810
"a","mg",2022-07-06,1779
"a","mg",2022-07-07,528
"a","mg",2022-07-08,105
"a","mg",2022-07-09,396
"a","mg",2022-07-10,153
"a","mg",2022-07-11,1116
"a","mg",2022-07-12,1992
"a","mg",2022-07-13,1221
"a","mg",2022-07-14,334
"a","mg",2022-07-15,380
"a","mg",2022-07-16,193
"a","mg",2022-07-17,345
"a","mg",2022-07-18,704
"a","mg",2022-07-19,512
"a","mg",2022-07-20,886
"a","mg",2022-07-21,2278
"a","mg",2022-07-22,1465
"a","mg",2022-07-23,926
"a","mg",2022-07-24,137
"a","mg",2022-07-25,232
"a","mg",2022-07-26,217
"a","mg",2022-07-27,257
"a","mg",2022-07-28,226
"a","mg",2022-07-29,776
"a","mg",2022-07-30,390
"a","mg",2022-07-31,321
"a","mg",2022-08-01,246
"a","mg",2022-08-02,637
"a","mg",2022-08-03,1016
"a","mg",2022-08-04,453
"a","mg",2022-08-05,495
"a","mg",2022-08-06,773
"a","mg",2022-08-07,598
"a","mg",2022-08-08,852
"a","mg",2022-08-09,1466
"a","mg",2022-08-10,1505
"a","mg",2022-08-11,1186
"a","mg",2022-08-12,356
"a","mg",2022-08-13,320
"a","mg",2022-08-14,368
"a","mg",2022-08-15,402
"a","mg",2022-08-16,722
"a","mg",2022-08-17,164
"a","mg",2022-08-18,538
"a","mg",2022-08-19,437
"a","mg",2022-08-20,505
"a","mg",2022-08-21,542
"a","mg",2022-08-22,891
"a","mg",2022-08-23,454
"a","mg",2022-08-24,864
"a","mg",2022-08-25,520
"a","mg",2022-08-26,258
"a","mg",2022-08-27,591
"a","mg",2022-08-28,678
"a","mg",2022-08-29,316
"a","mg",2022-08-30,1150
"a","mg",2022-08-31,1306
"a","mg",2022-09-01,766
"a","mg",2022-09-02,1101
"a","mg",2022-09-03,1366
"a","mg",2022-09-04,662
"a","mg",2022-09-05,803
"a","mg",2022-09-06,713
"a","mg",2022-09-07,1190
"a","mg",2022-09-08,1708
"a","mg",2022-09-09,530
"a","mg",2022-09-10,791
"a","mg",2022-09-11,788
"a","mg",2022-09-12,852
"a","mg",2022-09-13,745
"a","mg",2022-09-14,518
"a","mg",2022-09-15,689
"a","mg",2022-09-16,1796
"a","mg",2022-09-17,1077
"a","mg",2022-09-18,821
"a","mg",2022-09-19,609
"a","mg",2022-09-20,245
"a","mg",2022-09-21,213
"a","mg",2022-09-22,389
"a","mg",2022-09-23,145
"a","mg",2022-09-24,169
"a","mg",2022-09-25,485
"a","mg",2022-09-26,1078
"a","mg",2022-09-27,605
"a","mg",2022-09-28,499
"a","mg",2022-09-29,1059
"a","mg",2022-09-30,1105
"a","mg",2022-10-01,808
"a","mg",2022-10-02,2097
"a","mg",2022-10-03,1452
"a","mg",2022-10-04,1462
"a","mg",2022-10-05,1139
"a","mg",2022-10-06,1429
"a","mg",2022-10-07,1514
"a","mg",2022-10-08,1058
"a","mg",2022-10-09,626
"a","mg",2022-10-10,1381
"a","mg",2022-10-11,635
"a","mg",2022-10-12,636
"a","mg",2022-10-13,1131
"a","mg",2022-10-14,960
"a","mg",2022-10-15,1170
"a","mg",2022-10-16,854
"a","mg",2022-10-17,1035
"a","mg",2022-10-18,1216
"a","mg",2022-10-19,963
"a","mg",2022-10-20,933
"a","mg",2022-10-21,893
"a","mg",2022-10-22,867
"a","mg",2022-10-23,937
"a","mg",2022-10-24,1788
"a","mg",2022-10-25,1008
"a","mg",2022-10-26,969
"a","mg",2022-10-27,1207
"a","mg",2022-10-28,1040
"a","mg",2022-10-29,986
"a","mg",2022-10-30,448
"a","mg",2022-10-31,682
"a","mg",2022-11-01,766
"a","mg",2022-11-02,1230
"a","mg",2022-11-03,1315
"a","mg",2022-11-04,1310
"a","mg",2022-11-05,618
"a","mg",2022-11-06,1705
"a","mg",2022-11-07,1905
"a","mg",2022-11-08,1915
"a","mg",2022-11-09,1971
"a","mg",2022-11-10,1931
"a","mg",2022-11-11,1256
"a","mg",2022-11-12,783
"a","mg",2022-11-13,1378
"a","mg",2022-11-14,1126
"a","mg",2022-11-15,1743
"a","mg",2022-11-16,1992
"a","mg",2022-11-17,1234
"a","mg",2022-11-18,975
"a","mg",2022-11-19,1774
"a","mg",2022-11-20,1522
"a","mg",2022-11-21,1815
"a","mg",2022-11-22,2097
"a","mg",2022-11-23,1951
"a","mg",2022-11-24,1384
"a","mg",2022-11-25,1445
"a","mg",2022-11-26,1109
"a","mg",2022-11-27,1299
"a","mg",2022-11-28,1039
"a","mg",2022-11-29,1175
"a","mg",2022-11-30,1109
"a","mg",2022-12-01,866
"a","mg",2022-12-02,1220
"a","mg",2022-12-03,1511
"a","mg",2022-12-04,1500
"a","mg",2022-12-05,1305
"a","mg",2022-12-06,928
"a","mg",2022-12-07,978
"a","mg",2022-12-08,1322
"a","mg",2022-12-09,1076
"a","mg",2022-12-10,1120
"a","mg",2022-12-11,1756
"a","mg",2022-12-12,1774
"a","mg",2022-12-13,1893
"a","mg",2022-12-14,1618
"a","mg",2022-12-15,761
"a","mg",2022-12-16,1026
"a","mg",2022-12-17,614
"a","mg",2022-12-18,792
"a","mg",2022-12-19,799
"a","mg",2022-12-20,797
"a","mg",2022-12-21,1371
"a","mg",2022-12-22,1098
"a","mg",2022-12-23,930
"a","mg",2022-12-24,806
"a","mg",2022-12-25,1029
"a","mg",2022-12-26,385
"a","mg",2022-12-27,1013
"a","mg",2022-12-28,1032
"a","mg",2022-12-29,1785
"a","mg",2022-12-30,949
"a","mg",2022-12-31,849
"a","mg",2023-01-01,713
"a","mg",2023-01-02,928
"a","mg",2023-01-03,1488
"a","mg",2023-01-04,977
"a","mg",2023-01-05,963
"a","mg",2023-01-06,306
"a","mg",2023-01-07,568
"a","mg",2023-01-08,877
"a","mg",2023-01-09,1565
"a","mg",2023-01-10,2605
"a","mg",2023-01-11,3037
"a","mg",2023-01-12,2106
"a","mg",2023-01-13,1252
"a","mg",2023-01-14,1753
"a","mg",2023-01-15,1588
"a","mg",2023-01-16,2600
"a","mg",2023-01-17,2276
"a","mg",2023-01-18,1768
"a","mg",2023-01-19,1809
"a","mg",2023-01-20,1498
"a","mg",2023-01-21,1594
"a","mg",2023-01-22,1505
"a","mg",2023-01-23,2188
"a","mg",2023-01-24,2328
"a","mg",2023-01-25,2323
"a","mg",2023-01-26,2521
"a","mg",2023-01-27,1961
"a","mg",2023-01-28,1651
"a","mg",2023-01-29,2170
"a","mg",2023-01-30,2391
"a","mg",2023-01-31,2915
"a","mg",2023-02-01,2012
"a","mg",2023-02-02,2795
"a","mg",2023-02-03,1182
"a","mg",2023-02-04,1138
"a","mg",2023-02-05,1167
"a","mg",2023-02-06,1435
"a","mg",2023-02-07,928
"a","mg",2023-02-08,1152
"a","mg",2023-02-09,1413
"a","mg",2023-02-10,974
"a","mg",2023-02-11,251
"a","mg",2023-02-12,248
"a","mg",2023-02-13,320
"a","mg",2023-02-14,500
"a","mg",2023-02-15,586
"a","mg",2023-02-16,374
"a","mg",2023-02-17,363
"a","mg",2023-02-18,468
"a","mg",2023-02-19,1315
"a","mg",2023-02-20,808
"a","mg",2023-02-21,975
"a","mg",2023-02-22,845
"a","mg",2023-02-23,1222
"a","mg",2023-02-24,1418
"a","mg",2023-02-25,1282
"a","mg",2023-02-26,464
"a","mg",2023-02-27,781
"a","mg",2023-02-28,1286
"a","mg",2023-03-01,879
"a","mg",2023-03-02,879
"a","mg",2023-03-03,907
"a","mg",2023-03-04,481
"a","mg",2023-03-05,414
"a","mg",2023-03-06,1140
"a","mg",2023-03-07,2027
"a","mg",2023-03-08,1045
"a","mg",2023-03-09,1364
"a","mg",2023-03-10,1275
"a","mg",2023-03-11,836
"a","mg",2023-03-12,966
"a","mg",2023-03-13,744
"a","mg",2023-03-14,1119
"a","mg",2023-03-15,1176
"a","mg",2023-03-16,1624
"a","mg",2023-03-17,982
"a","mg",2023-03-18,667
"a","mg",2023-03-19,878
"a","mg",2023-03-20,2112
"a","mg",2023-03-21,1020
"a","mg",2023-03-22,839
"a","mg",2023-03-23,1044
"a","mg",2023-03-24,706
