date,cases,cartodb_id,province,weekinmonth,monthname,timeframe
2020-03-01,0,3,Saskatchewan,1,March,March-W1
2020-03-01,0,9,Yukon,1,March,March-W1
2020-03-01,0,12,Nunavut,1,March,March-W1
2020-03-02,0,4,Alberta,1,March,March-W1
2020-03-02,8,6,British Columbia,1,March,March-W1
2020-03-02,0,10,Manitoba,1,March,March-W1
2020-03-02,0,7,New Brunswick,1,March,March-W1
2020-03-02,0,5,Newfoundland and Labrador,1,March,March-W1
2020-03-02,0,13,Northwest Territories,1,March,March-W1
2020-03-02,0,2,Nova Scotia,1,March,March-W1
2020-03-02,18,11,Ontario,1,March,March-W1
2020-03-02,0,8,Prince Edward Island,1,March,March-W1
2020-03-02,1,1,Quebec,1,March,March-W1
2020-03-02,0,3,Saskatchewan,1,March,March-W1
2020-03-02,0,9,Yukon,1,March,March-W1
2020-03-02,0,12,Nunavut,1,March,March-W1
2020-03-03,0,4,Alberta,1,March,March-W1
2020-03-03,9,6,British Columbia,1,March,March-W1
2020-03-03,0,10,Manitoba,1,March,March-W1
2020-03-03,0,7,New Brunswick,1,March,March-W1
2020-03-03,0,5,Newfoundland and Labrador,1,March,March-W1
2020-03-03,0,13,Northwest Territories,1,March,March-W1
2020-03-03,0,2,Nova Scotia,1,March,March-W1
2020-03-03,20,11,Ontario,1,March,March-W1
2020-03-03,0,8,Prince Edward Island,1,March,March-W1
2020-03-03,1,1,Quebec,1,March,March-W1
2020-03-03,0,3,Saskatchewan,1,March,March-W1
2020-03-03,0,9,Yukon,1,March,March-W1
2020-03-03,0,12,Nunavut,1,March,March-W1
2020-03-04,0,4,Alberta,1,March,March-W1
2020-03-04,12,6,British Columbia,1,March,March-W1
2020-03-04,0,10,Manitoba,1,March,March-W1
2020-03-04,0,7,New Brunswick,1,March,March-W1
2020-03-04,0,5,Newfoundland and Labrador,1,March,March-W1
2020-03-04,0,13,Northwest Territories,1,March,March-W1
2020-03-04,0,2,Nova Scotia,1,March,March-W1
2020-03-04,20,11,Ontario,1,March,March-W1
2020-03-04,0,8,Prince Edward Island,1,March,March-W1
2020-03-04,1,1,Quebec,1,March,March-W1
2020-03-04,0,3,Saskatchewan,1,March,March-W1
2020-03-04,0,9,Yukon,1,March,March-W1
2020-03-04,0,12,Nunavut,1,March,March-W1
2020-03-05,0,4,Alberta,1,March,March-W1
2020-03-05,13,6,British Columbia,1,March,March-W1
2020-03-05,0,10,Manitoba,1,March,March-W1
2020-03-05,0,7,New Brunswick,1,March,March-W1
2020-03-05,0,5,Newfoundland and Labrador,1,March,March-W1
2020-03-05,0,13,Northwest Territories,1,March,March-W1
2020-03-05,0,2,Nova Scotia,1,March,March-W1
2020-03-05,22,11,Ontario,1,March,March-W1
2020-03-05,0,8,Prince Edward Island,1,March,March-W1
2020-03-05,2,1,Quebec,1,March,March-W1
2020-03-05,0,3,Saskatchewan,1,March,March-W1
2020-03-05,0,9,Yukon,1,March,March-W1
2020-03-05,0,12,Nunavut,1,March,March-W1
2020-03-06,1,4,Alberta,1,March,March-W1
2020-03-06,21,6,British Columbia,1,March,March-W1
2020-03-06,0,10,Manitoba,1,March,March-W1
2020-03-06,0,7,New Brunswick,1,March,March-W1
2020-03-06,0,5,Newfoundland and Labrador,1,March,March-W1
2020-03-06,0,13,Northwest Territories,1,March,March-W1
2020-03-06,0,2,Nova Scotia,1,March,March-W1
2020-03-06,25,11,Ontario,1,March,March-W1
2020-03-06,0,8,Prince Edward Island,1,March,March-W1
2020-03-06,2,1,Quebec,1,March,March-W1
2020-03-06,0,3,Saskatchewan,1,March,March-W1
2020-03-06,0,9,Yukon,1,March,March-W1
2020-03-06,0,12,Nunavut,1,March,March-W1
2020-03-07,2,4,Alberta,1,March,March-W1
2020-03-07,21,6,British Columbia,1,March,March-W1
2020-03-07,0,10,Manitoba,1,March,March-W1
2020-03-07,0,7,New Brunswick,1,March,March-W1
2020-03-07,0,5,Newfoundland and Labrador,1,March,March-W1
2020-03-07,0,13,Northwest Territories,1,March,March-W1
2020-03-07,0,2,Nova Scotia,1,March,March-W1
2020-03-07,28,11,Ontario,1,March,March-W1
2020-03-07,0,8,Prince Edward Island,1,March,March-W1
2020-03-07,3,1,Quebec,1,March,March-W1
2020-03-07,0,3,Saskatchewan,1,March,March-W1
2020-03-07,0,9,Yukon,1,March,March-W1
2020-03-07,0,12,Nunavut,1,March,March-W1
2020-03-08,4,4,Alberta,2,March,March-W2
2020-03-08,27,6,British Columbia,2,March,March-W2
2020-03-08,0,10,Manitoba,2,March,March-W2
2020-03-08,0,7,New Brunswick,2,March,March-W2
2020-03-08,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-08,0,13,Northwest Territories,2,March,March-W2
2020-03-08,0,2,Nova Scotia,2,March,March-W2
2020-03-08,29,11,Ontario,2,March,March-W2
2020-03-08,0,8,Prince Edward Island,2,March,March-W2
2020-03-08,4,1,Quebec,2,March,March-W2
2020-03-08,0,3,Saskatchewan,2,March,March-W2
2020-03-08,0,9,Yukon,2,March,March-W2
2020-03-08,0,12,Nunavut,2,March,March-W2
2020-03-09,7,4,Alberta,2,March,March-W2
2020-03-09,32,6,British Columbia,2,March,March-W2
2020-03-09,0,10,Manitoba,2,March,March-W2
2020-03-09,0,7,New Brunswick,2,March,March-W2
2020-03-09,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-09,0,13,Northwest Territories,2,March,March-W2
2020-03-09,0,2,Nova Scotia,2,March,March-W2
2020-03-09,34,11,Ontario,2,March,March-W2
2020-03-09,0,8,Prince Edward Island,2,March,March-W2
2020-03-09,4,1,Quebec,2,March,March-W2
2020-03-09,0,3,Saskatchewan,2,March,March-W2
2020-03-09,0,9,Yukon,2,March,March-W2
2020-03-09,0,12,Nunavut,2,March,March-W2
2020-03-10,7,4,Alberta,2,March,March-W2
2020-03-10,32,6,British Columbia,2,March,March-W2
2020-03-10,0,10,Manitoba,2,March,March-W2
2020-03-10,0,7,New Brunswick,2,March,March-W2
2020-03-10,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-10,0,13,Northwest Territories,2,March,March-W2
2020-03-10,0,2,Nova Scotia,2,March,March-W2
2020-03-10,36,11,Ontario,2,March,March-W2
2020-03-10,0,8,Prince Edward Island,2,March,March-W2
2020-03-10,4,1,Quebec,2,March,March-W2
2020-03-10,0,3,Saskatchewan,2,March,March-W2
2020-03-10,0,9,Yukon,2,March,March-W2
2020-03-10,0,12,Nunavut,2,March,March-W2
2020-03-11,19,4,Alberta,2,March,March-W2
2020-03-11,39,6,British Columbia,2,March,March-W2
2020-03-11,0,10,Manitoba,2,March,March-W2
2020-03-11,1,7,New Brunswick,2,March,March-W2
2020-03-11,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-11,0,13,Northwest Territories,2,March,March-W2
2020-03-11,0,2,Nova Scotia,2,March,March-W2
2020-03-11,41,11,Ontario,2,March,March-W2
2020-03-11,0,8,Prince Edward Island,2,March,March-W2
2020-03-11,8,1,Quebec,2,March,March-W2
2020-03-11,0,3,Saskatchewan,2,March,March-W2
2020-03-11,0,9,Yukon,2,March,March-W2
2020-03-11,0,12,Nunavut,2,March,March-W2
2020-03-12,19,4,Alberta,2,March,March-W2
2020-03-12,46,6,British Columbia,2,March,March-W2
2020-03-12,0,10,Manitoba,2,March,March-W2
2020-03-12,1,7,New Brunswick,2,March,March-W2
2020-03-12,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-12,0,13,Northwest Territories,2,March,March-W2
2020-03-12,0,2,Nova Scotia,2,March,March-W2
2020-03-12,42,11,Ontario,2,March,March-W2
2020-03-12,0,8,Prince Edward Island,2,March,March-W2
2020-03-12,9,1,Quebec,2,March,March-W2
2020-03-12,0,3,Saskatchewan,2,March,March-W2
2020-03-12,0,9,Yukon,2,March,March-W2
2020-03-12,0,12,Nunavut,2,March,March-W2
2020-03-13,29,4,Alberta,2,March,March-W2
2020-03-13,64,6,British Columbia,2,March,March-W2
2020-03-13,4,10,Manitoba,2,March,March-W2
2020-03-13,1,7,New Brunswick,2,March,March-W2
2020-03-13,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-13,0,13,Northwest Territories,2,March,March-W2
2020-03-13,0,2,Nova Scotia,2,March,March-W2
2020-03-13,74,11,Ontario,2,March,March-W2
2020-03-13,0,8,Prince Edward Island,2,March,March-W2
2020-03-13,17,1,Quebec,2,March,March-W2
2020-03-13,2,3,Saskatchewan,2,March,March-W2
2020-03-13,0,9,Yukon,2,March,March-W2
2020-03-13,0,12,Nunavut,2,March,March-W2
2020-03-14,29,4,Alberta,2,March,March-W2
2020-03-14,64,6,British Columbia,2,March,March-W2
2020-03-14,4,10,Manitoba,2,March,March-W2
2020-03-14,1,7,New Brunswick,2,March,March-W2
2020-03-14,0,5,Newfoundland and Labrador,2,March,March-W2
2020-03-14,0,13,Northwest Territories,2,March,March-W2
2020-03-14,0,2,Nova Scotia,2,March,March-W2
2020-03-14,79,11,Ontario,2,March,March-W2
2020-03-14,0,8,Prince Edward Island,2,March,March-W2
2020-03-14,17,1,Quebec,2,March,March-W2
2020-03-14,2,3,Saskatchewan,2,March,March-W2
2020-03-14,0,9,Yukon,2,March,March-W2
2020-03-14,0,12,Nunavut,2,March,March-W2
2020-03-15,39,4,Alberta,3,March,March-W3
2020-03-15,73,6,British Columbia,3,March,March-W3
2020-03-15,4,10,Manitoba,3,March,March-W3
2020-03-15,2,7,New Brunswick,3,March,March-W3
2020-03-15,1,5,Newfoundland and Labrador,3,March,March-W3
2020-03-15,0,13,Northwest Territories,3,March,March-W3
2020-03-15,0,2,Nova Scotia,3,March,March-W3
2020-03-15,104,11,Ontario,3,March,March-W3
2020-03-15,1,8,Prince Edward Island,3,March,March-W3
2020-03-15,24,1,Quebec,3,March,March-W3
2020-03-15,2,3,Saskatchewan,3,March,March-W3
2020-03-15,0,9,Yukon,3,March,March-W3
2020-03-15,0,12,Nunavut,3,March,March-W3
2020-03-16,56,4,Alberta,3,March,March-W3
2020-03-16,103,6,British Columbia,3,March,March-W3
2020-03-16,7,10,Manitoba,3,March,March-W3
2020-03-16,6,7,New Brunswick,3,March,March-W3
2020-03-16,1,5,Newfoundland and Labrador,3,March,March-W3
2020-03-16,0,13,Northwest Territories,3,March,March-W3
2020-03-16,5,2,Nova Scotia,3,March,March-W3
2020-03-16,177,11,Ontario,3,March,March-W3
2020-03-16,1,8,Prince Edward Island,3,March,March-W3
2020-03-16,50,1,Quebec,3,March,March-W3
2020-03-16,7,3,Saskatchewan,3,March,March-W3
2020-03-16,0,9,Yukon,3,March,March-W3
2020-03-16,0,12,Nunavut,3,March,March-W3
2020-03-17,74,4,Alberta,3,March,March-W3
2020-03-17,103,6,British Columbia,3,March,March-W3
2020-03-17,8,10,Manitoba,3,March,March-W3
2020-03-17,8,7,New Brunswick,3,March,March-W3
2020-03-17,3,5,Newfoundland and Labrador,3,March,March-W3
2020-03-17,0,13,Northwest Territories,3,March,March-W3
2020-03-17,7,2,Nova Scotia,3,March,March-W3
2020-03-17,185,11,Ontario,3,March,March-W3
2020-03-17,1,8,Prince Edward Island,3,March,March-W3
2020-03-17,74,1,Quebec,3,March,March-W3
2020-03-17,7,3,Saskatchewan,3,March,March-W3
2020-03-17,0,9,Yukon,3,March,March-W3
2020-03-17,0,12,Nunavut,3,March,March-W3
2020-03-18,97,4,Alberta,3,March,March-W3
2020-03-18,186,6,British Columbia,3,March,March-W3
2020-03-18,15,10,Manitoba,3,March,March-W3
2020-03-18,11,7,New Brunswick,3,March,March-W3
2020-03-18,3,5,Newfoundland and Labrador,3,March,March-W3
2020-03-18,0,13,Northwest Territories,3,March,March-W3
2020-03-18,12,2,Nova Scotia,3,March,March-W3
2020-03-18,221,11,Ontario,3,March,March-W3
2020-03-18,1,8,Prince Edward Island,3,March,March-W3
2020-03-18,94,1,Quebec,3,March,March-W3
2020-03-18,8,3,Saskatchewan,3,March,March-W3
2020-03-18,0,9,Yukon,3,March,March-W3
2020-03-18,0,12,Nunavut,3,March,March-W3
2020-03-19,119,4,Alberta,3,March,March-W3
2020-03-19,231,6,British Columbia,3,March,March-W3
2020-03-19,17,10,Manitoba,3,March,March-W3
2020-03-19,11,7,New Brunswick,3,March,March-W3
2020-03-19,3,5,Newfoundland and Labrador,3,March,March-W3
2020-03-19,0,13,Northwest Territories,3,March,March-W3
2020-03-19,14,2,Nova Scotia,3,March,March-W3
2020-03-19,257,11,Ontario,3,March,March-W3
2020-03-19,2,8,Prince Edward Island,3,March,March-W3
2020-03-19,121,1,Quebec,3,March,March-W3
2020-03-19,16,3,Saskatchewan,3,March,March-W3
2020-03-19,0,9,Yukon,3,March,March-W3
2020-03-19,0,12,Nunavut,3,March,March-W3
2020-03-20,146,4,Alberta,3,March,March-W3
2020-03-20,271,6,British Columbia,3,March,March-W3
2020-03-20,17,10,Manitoba,3,March,March-W3
2020-03-20,11,7,New Brunswick,3,March,March-W3
2020-03-20,4,5,Newfoundland and Labrador,3,March,March-W3
2020-03-20,0,13,Northwest Territories,3,March,March-W3
2020-03-20,15,2,Nova Scotia,3,March,March-W3
2020-03-20,308,11,Ontario,3,March,March-W3
2020-03-20,2,8,Prince Edward Island,3,March,March-W3
2020-03-20,139,1,Quebec,3,March,March-W3
2020-03-20,20,3,Saskatchewan,3,March,March-W3
2020-03-20,0,9,Yukon,3,March,March-W3
2020-03-20,0,12,Nunavut,3,March,March-W3
2020-03-21,195,4,Alberta,3,March,March-W3
2020-03-21,424,6,British Columbia,3,March,March-W3
2020-03-21,18,10,Manitoba,3,March,March-W3
2020-03-21,17,7,New Brunswick,3,March,March-W3
2020-03-21,6,5,Newfoundland and Labrador,3,March,March-W3
2020-03-21,0,13,Northwest Territories,3,March,March-W3
2020-03-21,21,2,Nova Scotia,3,March,March-W3
2020-03-21,377,11,Ontario,3,March,March-W3
2020-03-21,2,8,Prince Edward Island,3,March,March-W3
2020-03-21,181,1,Quebec,3,March,March-W3
2020-03-21,26,3,Saskatchewan,3,March,March-W3
2020-03-21,0,9,Yukon,3,March,March-W3
2020-03-21,0,12,Nunavut,3,March,March-W3
2020-03-22,259,4,Alberta,4,March,March-W4
2020-03-22,424,6,British Columbia,4,March,March-W4
2020-03-22,20,10,Manitoba,4,March,March-W4
2020-03-22,17,7,New Brunswick,4,March,March-W4
2020-03-22,9,5,Newfoundland and Labrador,4,March,March-W4
2020-03-22,0,13,Northwest Territories,4,March,March-W4
2020-03-22,28,2,Nova Scotia,4,March,March-W4
2020-03-22,425,11,Ontario,4,March,March-W4
2020-03-22,3,8,Prince Edward Island,4,March,March-W4
2020-03-22,219,1,Quebec,4,March,March-W4
2020-03-22,52,3,Saskatchewan,4,March,March-W4
2020-03-22,0,9,Yukon,4,March,March-W4
2020-03-22,0,12,Nunavut,4,March,March-W4
2020-03-23,301,4,Alberta,4,March,March-W4
2020-03-23,472,6,British Columbia,4,March,March-W4
2020-03-23,20,10,Manitoba,4,March,March-W4
2020-03-23,17,7,New Brunswick,4,March,March-W4
2020-03-23,24,5,Newfoundland and Labrador,4,March,March-W4
2020-03-23,0,13,Northwest Territories,4,March,March-W4
2020-03-23,41,2,Nova Scotia,4,March,March-W4
2020-03-23,503,11,Ontario,4,March,March-W4
2020-03-23,3,8,Prince Edward Island,4,March,March-W4
2020-03-23,628,1,Quebec,4,March,March-W4
2020-03-23,66,3,Saskatchewan,4,March,March-W4
2020-03-23,0,9,Yukon,4,March,March-W4
2020-03-23,0,12,Nunavut,4,March,March-W4
2020-03-24,359,4,Alberta,4,March,March-W4
2020-03-24,617,6,British Columbia,4,March,March-W4
2020-03-24,21,10,Manitoba,4,March,March-W4
2020-03-24,18,7,New Brunswick,4,March,March-W4
2020-03-24,35,5,Newfoundland and Labrador,4,March,March-W4
2020-03-24,0,13,Northwest Territories,4,March,March-W4
2020-03-24,51,2,Nova Scotia,4,March,March-W4
2020-03-24,588,11,Ontario,4,March,March-W4
2020-03-24,3,8,Prince Edward Island,4,March,March-W4
2020-03-24,1013,1,Quebec,4,March,March-W4
2020-03-24,72,3,Saskatchewan,4,March,March-W4
2020-03-24,0,9,Yukon,4,March,March-W4
2020-03-24,0,12,Nunavut,4,March,March-W4
2020-03-25,358,4,Alberta,4,March,March-W4
2020-03-25,617,6,British Columbia,4,March,March-W4
2020-03-25,35,10,Manitoba,4,March,March-W4
2020-03-25,18,7,New Brunswick,4,March,March-W4
2020-03-25,35,5,Newfoundland and Labrador,4,March,March-W4
2020-03-25,0,13,Northwest Territories,4,March,March-W4
2020-03-25,68,2,Nova Scotia,4,March,March-W4
2020-03-25,688,11,Ontario,4,March,March-W4
2020-03-25,5,8,Prince Edward Island,4,March,March-W4
2020-03-25,1342,1,Quebec,4,March,March-W4
2020-03-25,72,3,Saskatchewan,4,March,March-W4
2020-03-25,0,9,Yukon,4,March,March-W4
2020-03-25,0,12,Nunavut,4,March,March-W4
2020-03-26,486,4,Alberta,4,March,March-W4
2020-03-26,725,6,British Columbia,4,March,March-W4
2020-03-26,36,10,Manitoba,4,March,March-W4
2020-03-26,33,7,New Brunswick,4,March,March-W4
2020-03-26,82,5,Newfoundland and Labrador,4,March,March-W4
2020-03-26,1,13,Northwest Territories,4,March,March-W4
2020-03-26,73,2,Nova Scotia,4,March,March-W4
2020-03-26,858,11,Ontario,4,March,March-W4
2020-03-26,5,8,Prince Edward Island,4,March,March-W4
2020-03-26,1632,1,Quebec,4,March,March-W4
2020-03-26,95,3,Saskatchewan,4,March,March-W4
2020-03-26,3,9,Yukon,4,March,March-W4
2020-03-26,0,12,Nunavut,4,March,March-W4
2020-03-27,542,4,Alberta,4,March,March-W4
2020-03-27,725,6,British Columbia,4,March,March-W4
2020-03-27,39,10,Manitoba,4,March,March-W4
2020-03-27,45,7,New Brunswick,4,March,March-W4
2020-03-27,102,5,Newfoundland and Labrador,4,March,March-W4
2020-03-27,1,13,Northwest Territories,4,March,March-W4
2020-03-27,90,2,Nova Scotia,4,March,March-W4
2020-03-27,994,11,Ontario,4,March,March-W4
2020-03-27,9,8,Prince Edward Island,4,March,March-W4
2020-03-27,2024,1,Quebec,4,March,March-W4
2020-03-27,95,3,Saskatchewan,4,March,March-W4
2020-03-27,3,9,Yukon,4,March,March-W4
2020-03-27,0,12,Nunavut,4,March,March-W4
2020-03-28,542,4,Alberta,4,March,March-W4
2020-03-28,884,6,British Columbia,4,March,March-W4
2020-03-28,64,10,Manitoba,4,March,March-W4
2020-03-28,51,7,New Brunswick,4,March,March-W4
2020-03-28,120,5,Newfoundland and Labrador,4,March,March-W4
2020-03-28,1,13,Northwest Territories,4,March,March-W4
2020-03-28,110,2,Nova Scotia,4,March,March-W4
2020-03-28,1144,11,Ontario,4,March,March-W4
2020-03-28,11,8,Prince Edward Island,4,March,March-W4
2020-03-28,2498,1,Quebec,4,March,March-W4
2020-03-28,134,3,Saskatchewan,4,March,March-W4
2020-03-28,4,9,Yukon,4,March,March-W4
2020-03-28,0,12,Nunavut,4,March,March-W4
2020-03-29,621,4,Alberta,4,March,March-W4
2020-03-29,884,6,British Columbia,4,March,March-W4
2020-03-29,72,10,Manitoba,4,March,March-W4
2020-03-29,66,7,New Brunswick,4,March,March-W4
2020-03-29,135,5,Newfoundland and Labrador,4,March,March-W4
2020-03-29,1,13,Northwest Territories,4,March,March-W4
2020-03-29,122,2,Nova Scotia,4,March,March-W4
2020-03-29,1355,11,Ontario,4,March,March-W4
2020-03-29,11,8,Prince Edward Island,4,March,March-W4
2020-03-29,2840,1,Quebec,4,March,March-W4
2020-03-29,156,3,Saskatchewan,4,March,March-W4
2020-03-29,4,9,Yukon,4,March,March-W4
2020-03-29,0,12,Nunavut,4,March,March-W4
2020-03-30,661,4,Alberta,4,March,March-W4
2020-03-30,970,6,British Columbia,4,March,March-W4
2020-03-30,96,10,Manitoba,4,March,March-W4
2020-03-30,68,7,New Brunswick,4,March,March-W4
2020-03-30,148,5,Newfoundland and Labrador,4,March,March-W4
2020-03-30,1,13,Northwest Territories,4,March,March-W4
2020-03-30,127,2,Nova Scotia,4,March,March-W4
2020-03-30,1706,11,Ontario,4,March,March-W4
2020-03-30,18,8,Prince Edward Island,4,March,March-W4
2020-03-30,3430,1,Quebec,4,March,March-W4
2020-03-30,156,3,Saskatchewan,4,March,March-W4
2020-03-30,4,9,Yukon,4,March,March-W4
2020-03-30,0,12,Nunavut,4,March,March-W4
2020-03-31,690,4,Alberta,4,March,March-W4
2020-03-31,1013,6,British Columbia,4,March,March-W4
2020-03-31,103,10,Manitoba,4,March,March-W4
2020-03-31,70,7,New Brunswick,4,March,March-W4
2020-03-31,152,5,Newfoundland and Labrador,4,March,March-W4
2020-03-31,1,13,Northwest Territories,4,March,March-W4
2020-03-31,147,2,Nova Scotia,4,March,March-W4
2020-03-31,1966,11,Ontario,4,March,March-W4
2020-03-31,21,8,Prince Edward Island,4,March,March-W4
2020-03-31,4162,1,Quebec,4,March,March-W4
2020-03-31,184,3,Saskatchewan,4,March,March-W4
2020-03-31,5,9,Yukon,4,March,March-W4
2020-03-31,0,12,Nunavut,4,March,March-W4
2020-04-01,754,4,Alberta,1,April,April-W1
2020-04-01,1013,6,British Columbia,1,April,April-W1
2020-04-01,127,10,Manitoba,1,April,April-W1
2020-04-01,81,7,New Brunswick,1,April,April-W1
2020-04-01,175,5,Newfoundland and Labrador,1,April,April-W1
2020-04-01,2,13,Northwest Territories,1,April,April-W1
2020-04-01,173,2,Nova Scotia,1,April,April-W1
2020-04-01,2392,11,Ontario,1,April,April-W1
2020-04-01,21,8,Prince Edward Island,1,April,April-W1
2020-04-01,4611,1,Quebec,1,April,April-W1
2020-04-01,193,3,Saskatchewan,1,April,April-W1
2020-04-01,5,9,Yukon,1,April,April-W1
2020-04-01,0,12,Nunavut,1,April,April-W1
2020-04-02,969,4,Alberta,1,April,April-W1
2020-04-02,1121,6,British Columbia,1,April,April-W1
2020-04-02,167,10,Manitoba,1,April,April-W1
2020-04-02,91,7,New Brunswick,1,April,April-W1
2020-04-02,183,5,Newfoundland and Labrador,1,April,April-W1
2020-04-02,2,13,Northwest Territories,1,April,April-W1
2020-04-02,193,2,Nova Scotia,1,April,April-W1
2020-04-02,2793,11,Ontario,1,April,April-W1
2020-04-02,22,8,Prince Edward Island,1,April,April-W1
2020-04-02,5518,1,Quebec,1,April,April-W1
2020-04-02,206,3,Saskatchewan,1,April,April-W1
2020-04-02,6,9,Yukon,1,April,April-W1
2020-04-02,0,12,Nunavut,1,April,April-W1
2020-04-03,969,4,Alberta,1,April,April-W1
2020-04-03,1174,6,British Columbia,1,April,April-W1
2020-04-03,182,10,Manitoba,1,April,April-W1
2020-04-03,91,7,New Brunswick,1,April,April-W1
2020-04-03,195,5,Newfoundland and Labrador,1,April,April-W1
2020-04-03,2,13,Northwest Territories,1,April,April-W1
2020-04-03,207,2,Nova Scotia,1,April,April-W1
2020-04-03,3255,11,Ontario,1,April,April-W1
2020-04-03,22,8,Prince Edward Island,1,April,April-W1
2020-04-03,6101,1,Quebec,1,April,April-W1
2020-04-03,220,3,Saskatchewan,1,April,April-W1
2020-04-03,6,9,Yukon,1,April,April-W1
2020-04-03,0,12,Nunavut,1,April,April-W1
2020-04-04,1075,4,Alberta,1,April,April-W1
2020-04-04,1203,6,British Columbia,1,April,April-W1
2020-04-04,182,10,Manitoba,1,April,April-W1
2020-04-04,91,7,New Brunswick,1,April,April-W1
2020-04-04,195,5,Newfoundland and Labrador,1,April,April-W1
2020-04-04,4,13,Northwest Territories,1,April,April-W1
2020-04-04,236,2,Nova Scotia,1,April,April-W1
2020-04-04,3630,11,Ontario,1,April,April-W1
2020-04-04,22,8,Prince Edward Island,1,April,April-W1
2020-04-04,6101,1,Quebec,1,April,April-W1
2020-04-04,220,3,Saskatchewan,1,April,April-W1
2020-04-04,6,9,Yukon,1,April,April-W1
2020-04-04,0,12,Nunavut,1,April,April-W1
2020-04-05,1181,4,Alberta,1,April,April-W1
2020-04-05,1203,6,British Columbia,1,April,April-W1
2020-04-05,203,10,Manitoba,1,April,April-W1
2020-04-05,98,7,New Brunswick,1,April,April-W1
2020-04-05,217,5,Newfoundland and Labrador,1,April,April-W1
2020-04-05,4,13,Northwest Territories,1,April,April-W1
2020-04-05,262,2,Nova Scotia,1,April,April-W1
2020-04-05,4354,11,Ontario,1,April,April-W1
2020-04-05,22,8,Prince Edward Island,1,April,April-W1
2020-04-05,7944,1,Quebec,1,April,April-W1
2020-04-05,249,3,Saskatchewan,1,April,April-W1
2020-04-05,6,9,Yukon,1,April,April-W1
2020-04-05,0,12,Nunavut,1,April,April-W1
2020-04-06,1250,4,Alberta,1,April,April-W1
2020-04-06,1266,6,British Columbia,1,April,April-W1
2020-04-06,203,10,Manitoba,1,April,April-W1
2020-04-06,103,7,New Brunswick,1,April,April-W1
2020-04-06,226,5,Newfoundland and Labrador,1,April,April-W1
2020-04-06,5,13,Northwest Territories,1,April,April-W1
2020-04-06,293,2,Nova Scotia,1,April,April-W1
2020-04-06,4347,11,Ontario,1,April,April-W1
2020-04-06,22,8,Prince Edward Island,1,April,April-W1
2020-04-06,8580,1,Quebec,1,April,April-W1
2020-04-06,249,3,Saskatchewan,1,April,April-W1
2020-04-06,6,9,Yukon,1,April,April-W1
2020-04-06,0,12,Nunavut,1,April,April-W1
2020-04-07,1373,4,Alberta,1,April,April-W1
2020-04-07,1266,6,British Columbia,1,April,April-W1
2020-04-07,217,10,Manitoba,1,April,April-W1
2020-04-07,105,7,New Brunswick,1,April,April-W1
2020-04-07,228,5,Newfoundland and Labrador,1,April,April-W1
2020-04-07,5,13,Northwest Territories,1,April,April-W1
2020-04-07,310,2,Nova Scotia,1,April,April-W1
2020-04-07,4726,11,Ontario,1,April,April-W1
2020-04-07,22,8,Prince Edward Island,1,April,April-W1
2020-04-07,9340,1,Quebec,1,April,April-W1
2020-04-07,260,3,Saskatchewan,1,April,April-W1
2020-04-07,7,9,Yukon,1,April,April-W1
2020-04-07,0,12,Nunavut,1,April,April-W1
2020-04-08,1373,4,Alberta,2,April,April-W2
2020-04-08,1291,6,British Columbia,2,April,April-W2
2020-04-08,217,10,Manitoba,2,April,April-W2
2020-04-08,105,7,New Brunswick,2,April,April-W2
2020-04-08,228,5,Newfoundland and Labrador,2,April,April-W2
2020-04-08,5,13,Northwest Territories,2,April,April-W2
2020-04-08,310,2,Nova Scotia,2,April,April-W2
2020-04-08,5276,11,Ontario,2,April,April-W2
2020-04-08,25,8,Prince Edward Island,2,April,April-W2
2020-04-08,10031,1,Quebec,2,April,April-W2
2020-04-08,260,3,Saskatchewan,2,April,April-W2
2020-04-08,7,9,Yukon,2,April,April-W2
2020-04-08,0,12,Nunavut,2,April,April-W2
2020-04-09,1423,4,Alberta,2,April,April-W2
2020-04-09,1336,6,British Columbia,2,April,April-W2
2020-04-09,221,10,Manitoba,2,April,April-W2
2020-04-09,108,7,New Brunswick,2,April,April-W2
2020-04-09,232,5,Newfoundland and Labrador,2,April,April-W2
2020-04-09,5,13,Northwest Territories,2,April,April-W2
2020-04-09,342,2,Nova Scotia,2,April,April-W2
2020-04-09,5759,11,Ontario,2,April,April-W2
2020-04-09,25,8,Prince Edward Island,2,April,April-W2
2020-04-09,10912,1,Quebec,2,April,April-W2
2020-04-09,271,3,Saskatchewan,2,April,April-W2
2020-04-09,7,9,Yukon,2,April,April-W2
2020-04-09,0,12,Nunavut,2,April,April-W2
2020-04-10,1451,4,Alberta,2,April,April-W2
2020-04-10,1370,6,British Columbia,2,April,April-W2
2020-04-10,230,10,Manitoba,2,April,April-W2
2020-04-10,112,7,New Brunswick,2,April,April-W2
2020-04-10,239,5,Newfoundland and Labrador,2,April,April-W2
2020-04-10,5,13,Northwest Territories,2,April,April-W2
2020-04-10,407,2,Nova Scotia,2,April,April-W2
