pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-09-2020,36,2020,1.0,270,1.0,51.33,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,05-09-2020,36,2020,1.0,192,1.0,23.64,2,0.0,0.25,0.12,0.0,4.0,0.0,0.49,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,05-09-2020,36,2020,1.0,1086,2.0,106.5,65,0.0,6.37,0.2,0.0,7.0,0.0,0.69,0.0,0.31,0.03,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,05-09-2020,36,2020,1.0,49,5.0,28.71,0,0.0,0.0,2.93,0.0,5.0,0.0,2.93,0.0,0.73,0.43,0.0,0.0
60,Yukon,Yukon,05-09-2020,36,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,05-09-2020,36,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,05-09-2020,36,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,05-09-2020,36,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,05-09-2020,36,2020,,125119,4065.0,321.4,8906,29.0,22.88,10.44,0.07,7362.0,58.0,18.91,0.15,580.71,1.49,4.14,0.01
59,British Columbia,Colombie-Britannique,12-09-2020,37,2020,1.0,6962,800.0,130.88,213,2.0,4.0,15.04,0.04,1466.0,9.0,27.56,0.17,114.29,2.15,0.29,0.01
48,Alberta,Alberta,12-09-2020,37,2020,1.0,15582,888.0,342.98,252,8.0,5.55,19.55,0.18,1884.0,15.0,41.47,0.33,126.86,2.79,1.14,0.03
47,Saskatchewan,Saskatchewan,12-09-2020,37,2020,1.0,1709,66.0,143.04,24,0.0,2.01,5.52,0.0,94.0,0.0,7.87,0.0,9.43,0.79,0.0,0.0
46,Manitoba,Manitoba,12-09-2020,37,2020,1.0,1410,116.0,100.06,16,0.0,1.14,8.23,0.0,259.0,2.0,18.38,0.14,16.57,1.18,0.0,0.0
35,Ontario,Ontario,12-09-2020,37,2020,1.0,44767,1511.0,296.29,2946,7.0,19.5,10.0,0.05,2487.0,12.0,16.46,0.08,215.86,1.43,1.0,0.01
24,Quebec,Québec,12-09-2020,37,2020,1.0,58163,1723.0,668.87,5412,10.0,62.24,19.81,0.11,2970.0,18.0,34.15,0.21,246.14,2.83,1.43,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-09-2020,37,2020,1.0,271,1.0,51.52,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,12-09-2020,37,2020,1.0,193,1.0,23.77,2,0.0,0.25,0.12,0.0,2.0,0.0,0.25,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,12-09-2020,37,2020,1.0,1086,0.0,106.5,65,0.0,6.37,0.0,0.0,2.0,0.0,0.2,0.0,0.04,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,12-09-2020,37,2020,1.0,55,6.0,32.22,0,0.0,0.0,3.52,0.0,11.0,0.0,6.44,0.0,0.88,0.51,0.0,0.0
60,Yukon,Yukon,12-09-2020,37,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,12-09-2020,37,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,12-09-2020,37,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,12-09-2020,37,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,12-09-2020,37,2020,,130231,5112.0,334.53,8933,27.0,22.95,13.13,0.07,9177.0,56.0,23.57,0.14,730.29,1.88,3.86,0.01
59,British Columbia,Colombie-Britannique,19-09-2020,38,2020,1.0,7842,880.0,147.42,223,10.0,4.19,16.54,0.19,1680.0,12.0,31.58,0.23,125.71,2.36,1.43,0.03
48,Alberta,Alberta,19-09-2020,38,2020,1.0,16576,994.0,364.86,253,1.0,5.57,21.88,0.02,1882.0,9.0,41.43,0.2,142.0,3.13,0.14,0.0
47,Saskatchewan,Saskatchewan,19-09-2020,38,2020,1.0,1787,78.0,149.56,24,0.0,2.01,6.53,0.0,144.0,0.0,12.05,0.0,11.14,0.93,0.0,0.0
46,Manitoba,Manitoba,19-09-2020,38,2020,1.0,1558,148.0,110.56,16,0.0,1.14,10.5,0.0,264.0,0.0,18.73,0.0,21.14,1.5,0.0,0.0
35,Ontario,Ontario,19-09-2020,38,2020,1.0,47139,2372.0,311.98,2962,16.0,19.6,15.7,0.11,3883.0,23.0,25.7,0.15,338.86,2.24,2.29,0.02
24,Quebec,Québec,19-09-2020,38,2020,1.0,60660,2497.0,697.59,5440,28.0,62.56,28.72,0.32,4220.0,38.0,48.53,0.44,356.71,4.1,4.0,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-09-2020,38,2020,1.0,272,1.0,51.71,3,0.0,0.57,0.19,0.0,2.0,0.0,0.38,0.0,0.14,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,19-09-2020,38,2020,1.0,194,1.0,23.89,2,0.0,0.25,0.12,0.0,2.0,0.0,0.25,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,19-09-2020,38,2020,1.0,1086,0.0,106.5,65,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,19-09-2020,38,2020,1.0,57,2.0,33.39,0,0.0,0.0,1.17,0.0,8.0,0.0,4.69,0.0,0.24,0.14,0.0,0.0
60,Yukon,Yukon,19-09-2020,38,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,19-09-2020,38,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,19-09-2020,38,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,19-09-2020,38,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,19-09-2020,38,2020,,137204,6973.0,352.44,8988,55.0,23.09,17.91,0.14,12085.0,82.0,31.04,0.21,996.14,2.56,7.86,0.02
59,British Columbia,Colombie-Britannique,26-09-2020,39,2020,1.0,8641,799.0,162.45,230,7.0,4.32,15.02,0.13,1679.0,17.0,31.56,0.32,114.14,2.15,1.0,0.02
48,Alberta,Alberta,26-09-2020,39,2020,1.0,17595,1019.0,387.29,262,9.0,5.77,22.43,0.2,2013.0,10.0,44.31,0.22,145.57,3.2,1.29,0.03
47,Saskatchewan,Saskatchewan,26-09-2020,39,2020,1.0,1863,76.0,155.93,24,0.0,2.01,6.36,0.0,154.0,0.0,12.89,0.0,10.86,0.91,0.0,0.0
46,Manitoba,Manitoba,26-09-2020,39,2020,1.0,1829,271.0,129.79,19,3.0,1.35,19.23,0.21,419.0,3.0,29.73,0.21,38.71,2.75,0.43,0.03
35,Ontario,Ontario,26-09-2020,39,2020,1.0,50262,3123.0,332.65,2977,15.0,19.7,20.67,0.1,5495.0,31.0,36.37,0.21,446.14,2.95,2.14,0.01
24,Quebec,Québec,26-09-2020,39,2020,1.0,65273,4613.0,750.64,5468,28.0,62.88,53.05,0.32,7110.0,56.0,81.76,0.64,659.0,7.58,4.0,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-09-2020,39,2020,1.0,272,0.0,51.71,3,0.0,0.57,0.0,0.0,1.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,26-09-2020,39,2020,1.0,200,6.0,24.63,2,0.0,0.25,0.74,0.0,7.0,0.0,0.86,0.0,0.86,0.11,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,26-09-2020,39,2020,1.0,1087,1.0,106.6,65,0.0,6.37,0.1,0.0,1.0,0.0,0.1,0.0,0.1,0.01,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,26-09-2020,39,2020,1.0,58,1.0,33.98,0,0.0,0.0,0.59,0.0,3.0,0.0,1.76,0.0,0.16,0.1,0.0,0.0
60,Yukon,Yukon,26-09-2020,39,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,26-09-2020,39,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,26-09-2020,39,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,26-09-2020,39,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,26-09-2020,39,2020,,147113,9909.0,377.89,9050,62.0,23.25,25.45,0.16,16882.0,117.0,43.37,0.3,1415.57,3.64,8.86,0.02
59,British Columbia,Colombie-Britannique,03-10-2020,40,2020,1.0,9381,740.0,176.36,238,8.0,4.47,13.91,0.15,1539.0,15.0,28.93,0.28,105.71,1.99,1.14,0.02
48,Alberta,Alberta,03-10-2020,40,2020,1.0,18736,1141.0,412.4,277,15.0,6.1,25.11,0.33,2160.0,24.0,47.54,0.53,163.0,3.59,2.14,0.05
47,Saskatchewan,Saskatchewan,03-10-2020,40,2020,1.0,1954,91.0,163.54,24,0.0,2.01,7.62,0.0,167.0,0.0,13.98,0.0,13.0,1.09,0.0,0.0
46,Manitoba,Manitoba,03-10-2020,40,2020,1.0,2108,279.0,149.59,22,3.0,1.56,19.8,0.21,550.0,6.0,39.03,0.43,39.86,2.83,0.43,0.03
35,Ontario,Ontario,03-10-2020,40,2020,1.0,54487,4225.0,360.62,3002,25.0,19.87,27.96,0.17,7348.0,40.0,48.63,0.26,603.57,3.99,3.57,0.02
24,Quebec,Québec,03-10-2020,40,2020,1.0,72571,7298.0,834.57,5519,51.0,63.47,83.93,0.59,11911.0,79.0,136.98,0.91,1042.57,11.99,7.29,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-10-2020,40,2020,1.0,276,4.0,52.47,3,0.0,0.57,0.76,0.0,4.0,0.0,0.76,0.0,0.57,0.11,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,03-10-2020,40,2020,1.0,201,1.0,24.75,2,0.0,0.25,0.12,0.0,7.0,0.0,0.86,0.0,0.14,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,03-10-2020,40,2020,1.0,1088,2.0,106.7,65,0.0,6.37,0.2,0.0,3.0,0.0,0.29,0.0,0.24,0.02,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,03-10-2020,40,2020,1.0,60,2.0,35.15,0,0.0,0.0,1.17,0.0,3.0,0.0,1.76,0.0,0.29,0.17,0.0,0.0
60,Yukon,Yukon,03-10-2020,40,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,03-10-2020,40,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,03-10-2020,40,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,03-10-2020,40,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,03-10-2020,40,2020,,160895,13783.0,413.29,9152,102.0,23.51,35.4,0.26,23692.0,164.0,60.86,0.42,1969.0,5.06,14.57,0.04
59,British Columbia,Colombie-Britannique,10-10-2020,41,2020,1.0,10185,804.0,191.47,245,7.0,4.61,15.11,0.13,1544.0,15.0,29.03,0.28,114.86,2.16,1.0,0.02
48,Alberta,Alberta,10-10-2020,41,2020,1.0,20310,1574.0,447.05,284,7.0,6.25,34.65,0.15,2715.0,22.0,59.76,0.48,224.86,4.95,1.0,0.02
47,Saskatchewan,Saskatchewan,10-10-2020,41,2020,1.0,2068,114.0,173.08,24,0.0,2.01,9.54,0.0,205.0,0.0,17.16,0.0,16.29,1.36,0.0,0.0
46,Manitoba,Manitoba,10-10-2020,41,2020,1.0,2524,416.0,179.11,32,10.0,2.27,29.52,0.71,695.0,13.0,49.32,0.92,59.43,4.22,1.43,0.1
35,Ontario,Ontario,10-10-2020,41,2020,1.0,59526,5039.0,393.97,3037,35.0,20.1,33.35,0.23,9264.0,60.0,61.31,0.4,719.86,4.76,5.0,0.03
24,Quebec,Québec,10-10-2020,41,2020,1.0,79522,6951.0,914.5,5601,82.0,64.41,79.94,0.94,14249.0,133.0,163.86,1.53,993.0,11.42,11.71,0.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-10-2020,41,2020,1.0,282,6.0,53.62,4,1.0,0.76,1.14,0.19,10.0,1.0,1.9,0.19,0.86,0.16,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,10-10-2020,41,2020,1.0,258,57.0,31.77,2,0.0,0.25,7.02,0.0,58.0,0.0,7.14,0.0,8.14,1.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,10-10-2020,41,2020,1.0,1091,3.0,106.99,65,0.0,6.37,0.29,0.0,5.0,0.0,0.49,0.0,0.39,0.04,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,10-10-2020,41,2020,1.0,62,2.0,36.32,0,0.0,0.0,1.17,0.0,4.0,0.0,2.34,0.0,0.29,0.17,0.0,0.0
60,Yukon,Yukon,10-10-2020,41,2020,1.0,15,0.0,34.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,10-10-2020,41,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,10-10-2020,41,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,10-10-2020,41,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,10-10-2020,41,2020,,175861,14966.0,451.74,9294,142.0,23.87,38.44,0.36,28749.0,244.0,73.85,0.63,2138.0,5.49,20.29,0.05
59,British Columbia,Colombie-Britannique,17-10-2020,42,2020,1.0,11189,1004.0,210.35,251,6.0,4.72,18.87,0.11,1808.0,13.0,33.99,0.24,143.43,2.7,0.86,0.02
48,Alberta,Alberta,17-10-2020,42,2020,1.0,22107,1797.0,486.6,289,5.0,6.36,39.55,0.11,3371.0,12.0,74.2,0.26,256.71,5.65,0.71,0.02
47,Saskatchewan,Saskatchewan,17-10-2020,42,2020,1.0,2306,238.0,193.0,25,1.0,2.09,19.92,0.08,352.0,1.0,29.46,0.08,34.0,2.85,0.14,0.01
46,Manitoba,Manitoba,17-10-2020,42,2020,1.0,3258,734.0,231.19,38,6.0,2.7,52.09,0.43,1150.0,16.0,81.61,1.14,104.86,7.44,0.86,0.06
35,Ontario,Ontario,17-10-2020,42,2020,1.0,64800,5274.0,428.87,3077,40.0,20.36,34.91,0.26,10313.0,75.0,68.26,0.5,753.43,4.99,5.71,0.04
24,Quebec,Québec,17-10-2020,42,2020,1.0,86727,7205.0,997.36,5687,86.0,65.4,82.86,0.99,14156.0,168.0,162.79,1.93,1029.29,11.84,12.29,0.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-10-2020,42,2020,1.0,287,5.0,54.57,4,0.0,0.76,0.95,0.0,11.0,1.0,2.09,0.19,0.71,0.14,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,17-10-2020,42,2020,1.0,305,47.0,37.56,2,0.0,0.25,5.79,0.0,104.0,0.0,12.81,0.0,6.71,0.83,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,17-10-2020,42,2020,1.0,1096,4.0,107.48,65,0.0,6.37,0.39,0.0,7.0,0.0,0.69,0.0,0.63,0.06,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,17-10-2020,42,2020,1.0,64,1.0,37.5,0,0.0,0.0,0.59,0.0,3.0,0.0,1.76,0.0,0.2,0.12,0.0,0.0
60,Yukon,Yukon,17-10-2020,42,2020,1.0,16,1.0,36.54,0,0.0,0.0,2.28,0.0,1.0,0.0,2.28,0.0,0.1,0.22,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,17-10-2020,42,2020,1.0,5,0.0,10.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,17-10-2020,42,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,17-10-2020,42,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,17-10-2020,42,2020,,192173,16310.0,493.64,9438,144.0,24.24,41.9,0.37,31276.0,286.0,80.34,0.73,2330.0,5.99,20.57,0.05
59,British Columbia,Colombie-Britannique,24-10-2020,43,2020,1.0,12554,1365.0,236.01,256,5.0,4.81,25.66,0.09,2369.0,11.0,44.54,0.21,195.0,3.67,0.71,0.01
48,Alberta,Alberta,24-10-2020,43,2020,1.0,25039,2932.0,551.14,306,17.0,6.74,64.54,0.37,4729.0,22.0,104.09,0.48,418.86,9.22,2.43,0.05
47,Saskatchewan,Saskatchewan,24-10-2020,43,2020,1.0,2669,363.0,223.38,25,0.0,2.09,30.38,0.0,601.0,1.0,50.3,0.08,51.86,4.34,0.0,0.0
46,Manitoba,Manitoba,24-10-2020,43,2020,1.0,4088,830.0,290.09,50,12.0,3.55,58.9,0.85,1564.0,18.0,110.98,1.28,118.57,8.41,1.71,0.12
35,Ontario,Ontario,24-10-2020,43,2020,1.0,70841,6041.0,468.85,3136,59.0,20.76,39.98,0.39,11315.0,99.0,74.89,0.66,863.0,5.71,8.43,0.06
24,Quebec,Québec,24-10-2020,43,2020,1.0,93286,6559.0,1072.79,5807,120.0,66.78,75.43,1.38,13764.0,206.0,158.29,2.37,937.0,10.78,17.14,0.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-10-2020,43,2020,1.0,289,2.0,54.95,4,0.0,0.76,0.38,0.0,7.0,0.0,1.33,0.0,0.29,0.05,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,24-10-2020,43,2020,1.0,326,21.0,40.14,4,2.0,0.49,2.59,0.25,68.0,2.0,8.37,0.25,3.0,0.37,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,24-10-2020,43,2020,1.0,1100,4.0,107.87,65,0.0,6.37,0.39,0.0,8.0,0.0,0.78,0.0,0.61,0.06,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,24-10-2020,43,2020,1.0,64,0.0,37.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.59,0.0,0.06,0.04,0.0,0.0
60,Yukon,Yukon,24-10-2020,43,2020,1.0,19,3.0,43.39,0,0.0,0.0,6.85,0.0,4.0,0.0,9.13,0.0,0.43,0.98,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,24-10-2020,43,2020,1.0,8,3.0,17.54,0,0.0,0.0,6.58,0.0,3.0,0.0,6.58,0.0,0.41,0.89,0.0,0.0
62,Nunavut,Nunavut,24-10-2020,43,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,24-10-2020,43,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,24-10-2020,43,2020,,210296,18123.0,540.19,9653,215.0,24.8,46.55,0.55,34433.0,359.0,88.45,0.92,2589.0,6.65,30.71,0.08
59,British Columbia,Colombie-Britannique,31-10-2020,44,2020,1.0,14733,2179.0,276.97,263,7.0,4.94,40.96,0.13,3544.0,12.0,66.63,0.23,311.29,5.85,1.0,0.02
48,Alberta,Alberta,31-10-2020,44,2020,1.0,28568,3529.0,628.82,333,27.0,7.33,77.68,0.59,6461.0,44.0,142.22,0.97,504.14,11.1,3.86,0.08
47,Saskatchewan,Saskatchewan,31-10-2020,44,2020,1.0,3144,475.0,263.14,25,0.0,2.09,39.76,0.0,838.0,0.0,70.14,0.0,67.86,5.68,0.0,0.0
46,Manitoba,Manitoba,31-10-2020,44,2020,1.0,5723,1635.0,406.11,67,17.0,4.75,116.02,1.21,2465.0,29.0,174.92,2.06,233.57,16.57,2.43,0.17
35,Ontario,Ontario,31-10-2020,44,2020,1.0,77232,6391.0,511.15,3203,67.0,21.2,42.3,0.44,12432.0,126.0,82.28,0.83,913.0,6.04,9.57,0.06
24,Quebec,Québec,31-10-2020,44,2020,1.0,99959,6673.0,1149.53,5946,139.0,68.38,76.74,1.6,13232.0,259.0,152.17,2.98,953.29,10.96,19.86,0.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-10-2020,44,2020,1.0,291,2.0,55.33,4,0.0,0.76,0.38,0.0,4.0,0.0,0.76,0.0,0.29,0.05,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,31-10-2020,44,2020,1.0,343,17.0,42.24,6,2.0,0.74,2.09,0.25,38.0,4.0,4.68,0.49,2.43,0.3,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,31-10-2020,44,2020,1.0,1110,10.0,108.85,65,0.0,6.37,0.98,0.0,14.0,0.0,1.37,0.0,1.39,0.14,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,31-10-2020,44,2020,1.0,64,0.0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,31-10-2020,44,2020,1.0,23,4.0,52.52,1,1.0,2.28,9.13,2.28,7.0,1.0,15.99,2.28,0.62,1.41,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,31-10-2020,44,2020,1.0,10,2.0,21.93,0,0.0,0.0,4.39,0.0,5.0,0.0,10.96,0.0,0.27,0.58,0.0,0.0
62,Nunavut,Nunavut,31-10-2020,44,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,31-10-2020,44,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,31-10-2020,44,2020,,231213,20917.0,593.92,9913,260.0,25.46,53.73,0.67,39040.0,475.0,100.28,1.22,2988.14,7.68,37.14,0.1
59,British Columbia,Colombie-Britannique,07-11-2020,45,2020,1.0,17716,2983.0,333.05,276,13.0,5.19,56.08,0.24,5162.0,20.0,97.04,0.38,426.14,8.01,1.86,0.03
48,Alberta,Alberta,07-11-2020,45,2020,1.0,33252,4684.0,731.92,373,40.0,8.21,103.1,0.88,8213.0,67.0,180.78,1.47,669.14,14.73,5.71,0.13
47,Saskatchewan,Saskatchewan,07-11-2020,45,2020,1.0,3738,594.0,312.85,27,2.0,2.26,49.72,0.17,1069.0,2.0,89.47,0.17,84.86,7.1,0.29,0.02
46,Manitoba,Manitoba,07-11-2020,45,2020,1.0,7689,1966.0,545.62,103,36.0,7.31,139.51,2.55,3601.0,53.0,255.53,3.76,280.86,19.93,5.14,0.36
35,Ontario,Ontario,07-11-2020,45,2020,1.0,84835,7603.0,561.47,3307,104.0,21.89,50.32,0.69,13994.0,171.0,92.62,1.13,1086.14,7.19,14.86,0.1
24,Quebec,Québec,07-11-2020,45,2020,1.0,107783,7824.0,1239.5,6077,131.0,69.89,89.98,1.51,14497.0,270.0,166.72,3.1,1117.71,12.85,18.71,0.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-11-2020,45,2020,1.0,296,5.0,56.28,4,0.0,0.76,0.95,0.0,7.0,0.0,1.33,0.0,0.71,0.14,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,07-11-2020,45,2020,1.0,353,10.0,43.47,6,0.0,0.74,1.23,0.0,27.0,2.0,3.32,0.25,1.43,0.18,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,07-11-2020,45,2020,1.0,1124,15.0,110.23,65,0.0,6.37,1.47,0.0,25.0,0.0,2.45,0.0,2.12,0.21,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,07-11-2020,45,2020,1.0,66,2.0,38.67,0,0.0,0.0,1.17,0.0,2.0,0.0,1.17,0.0,0.24,0.14,0.0,0.0
60,Yukon,Yukon,07-11-2020,45,2020,1.0,23,0.0,52.52,1,0.0,2.28,0.0,0.0,4.0,1.0,9.13,2.28,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,07-11-2020,45,2020,1.0,10,0.0,21.93,0,0.0,0.0,0.0,0.0,2.0,0.0,4.39,0.0,0.04,0.09,0.0,0.0
62,Nunavut,Nunavut,07-11-2020,45,2020,1.0,1,1.0,2.47,0,0.0,0.0,2.47,0.0,1.0,0.0,2.47,0.0,0.16,0.4,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,07-11-2020,45,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,07-11-2020,45,2020,,256899,25687.0,659.9,10239,326.0,26.3,65.98,0.84,46604.0,586.0,119.71,1.51,3669.57,9.43,46.57,0.12
59,British Columbia,Colombie-Britannique,14-11-2020,46,2020,1.0,21639,3923.0,406.8,290,14.0,5.45,73.75,0.26,6906.0,27.0,129.83,0.51,560.43,10.54,2.0,0.04
48,Alberta,Alberta,14-11-2020,46,2020,1.0,39030,5778.0,859.1,422,49.0,9.29,127.18,1.08,10462.0,89.0,230.28,1.96,825.43,18.17,7.0,0.15
47,Saskatchewan,Saskatchewan,14-11-2020,46,2020,1.0,4820,1082.0,403.41,29,2.0,2.43,90.56,0.17,1676.0,4.0,140.27,0.33,154.57,12.94,0.29,0.02
46,Manitoba,Manitoba,14-11-2020,46,2020,1.0,10453,2764.0,741.76,152,49.0,10.79,196.14,3.48,4730.0,85.0,335.65,6.03,394.86,28.02,7.0,0.5
