pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
11,Prince Edward Island,Île-du-Prince-Édouard,08-02-2020,6,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,08-02-2020,6,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,08-02-2020,6,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,08-02-2020,6,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,08-02-2020,6,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,08-02-2020,6,2020,,8,4.0,0.02,0,0.0,0.0,0.01,0.0,5.0,0.0,0.01,0.0,0.57,0.0,0.0,0.0
59,British Columbia,Colombie-Britannique,15-02-2020,7,2020,1.0,4,0.0,0.08,0,0.0,0.0,0.0,0.0,3.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
48,Alberta,Alberta,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Saskatchewan,Saskatchewan,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,15-02-2020,7,2020,1.0,4,0.0,0.03,0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
24,Quebec,Québec,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,15-02-2020,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,15-02-2020,7,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,15-02-2020,7,2020,,8,0.0,0.02,0,0.0,0.0,0.0,0.0,4.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
59,British Columbia,Colombie-Britannique,22-02-2020,8,2020,1.0,6,2.0,0.11,0,0.0,0.0,0.04,0.0,2.0,0.0,0.04,0.0,0.29,0.01,0.0,0.0
48,Alberta,Alberta,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Saskatchewan,Saskatchewan,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,22-02-2020,8,2020,1.0,5,1.0,0.03,0,0.0,0.0,0.01,0.0,1.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0
24,Quebec,Québec,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,22-02-2020,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,22-02-2020,8,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,22-02-2020,8,2020,,11,3.0,0.03,0,0.0,0.0,0.01,0.0,3.0,0.0,0.01,0.0,0.43,0.0,0.0,0.0
59,British Columbia,Colombie-Britannique,29-02-2020,9,2020,1.0,7,1.0,0.13,0,0.0,0.0,0.02,0.0,3.0,0.0,0.06,0.0,0.14,0.0,0.0,0.0
48,Alberta,Alberta,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Saskatchewan,Saskatchewan,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,29-02-2020,9,2020,1.0,18,13.0,0.12,0,0.0,0.0,0.09,0.0,14.0,0.0,0.09,0.0,1.86,0.01,0.0,0.0
24,Quebec,Québec,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,29-02-2020,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,29-02-2020,9,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,29-02-2020,9,2020,,25,14.0,0.06,0,0.0,0.0,0.04,0.0,17.0,0.0,0.04,0.0,2.0,0.01,0.0,0.0
59,British Columbia,Colombie-Britannique,07-03-2020,10,2020,1.0,27,20.0,0.51,0,0.0,0.0,0.38,0.0,21.0,0.0,0.39,0.0,2.86,0.05,0.0,0.0
48,Alberta,Alberta,07-03-2020,10,2020,1.0,2,2.0,0.04,0,0.0,0.0,0.04,0.0,2.0,0.0,0.04,0.0,0.29,0.01,0.0,0.0
47,Saskatchewan,Saskatchewan,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,07-03-2020,10,2020,1.0,33,15.0,0.22,0,0.0,0.0,0.1,0.0,28.0,0.0,0.19,0.0,2.14,0.01,0.0,0.0
24,Quebec,Québec,07-03-2020,10,2020,1.0,1,1.0,0.01,0,0.0,0.0,0.01,0.0,1.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,07-03-2020,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,07-03-2020,10,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,07-03-2020,10,2020,,63,38.0,0.16,0,0.0,0.0,0.1,0.0,52.0,0.0,0.13,0.0,5.43,0.01,0.0,0.0
59,British Columbia,Colombie-Britannique,14-03-2020,11,2020,1.0,64,37.0,1.2,1,1.0,0.02,0.7,0.02,57.0,1.0,1.07,0.02,5.29,0.1,0.14,0.0
48,Alberta,Alberta,14-03-2020,11,2020,1.0,56,54.0,1.23,0,0.0,0.0,1.19,0.0,56.0,0.0,1.23,0.0,7.71,0.17,0.0,0.0
47,Saskatchewan,Saskatchewan,14-03-2020,11,2020,1.0,2,2.0,0.17,0,0.0,0.0,0.17,0.0,2.0,0.0,0.17,0.0,0.29,0.02,0.0,0.0
46,Manitoba,Manitoba,14-03-2020,11,2020,1.0,4,4.0,0.28,0,0.0,0.0,0.28,0.0,4.0,0.0,0.28,0.0,0.57,0.04,0.0,0.0
35,Ontario,Ontario,14-03-2020,11,2020,1.0,181,148.0,1.2,1,1.0,0.01,0.98,0.01,163.0,1.0,1.08,0.01,21.14,0.14,0.14,0.0
24,Quebec,Québec,14-03-2020,11,2020,1.0,7,6.0,0.08,1,1.0,0.01,0.07,0.01,7.0,1.0,0.08,0.01,0.86,0.01,0.14,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-03-2020,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,14-03-2020,11,2020,1.0,2,2.0,0.25,0,0.0,0.0,0.25,0.0,2.0,0.0,0.25,0.0,0.29,0.04,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,14-03-2020,11,2020,1.0,2,2.0,0.2,0,0.0,0.0,0.2,0.0,2.0,0.0,0.2,0.0,0.31,0.03,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,14-03-2020,11,2020,1.0,1,1.0,0.59,0,0.0,0.0,0.59,0.0,1.0,0.0,0.59,0.0,0.08,0.05,0.0,0.0
60,Yukon,Yukon,14-03-2020,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,14-03-2020,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,14-03-2020,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,14-03-2020,11,2020,,2,2.0,,0,0.0,,,,2.0,0.0,,,0.29,,0.0,
1,Canada,Canada,14-03-2020,11,2020,,321,258.0,0.82,3,3.0,0.01,0.66,0.01,296.0,3.0,0.76,0.01,36.86,0.09,0.43,0.0
59,British Columbia,Colombie-Britannique,21-03-2020,12,2020,1.0,424,360.0,7.97,10,9.0,0.19,6.77,0.17,397.0,10.0,7.46,0.19,51.43,0.97,1.29,0.02
48,Alberta,Alberta,21-03-2020,12,2020,1.0,244,188.0,5.37,1,1.0,0.02,4.14,0.02,242.0,1.0,5.33,0.02,26.86,0.59,0.14,0.0
47,Saskatchewan,Saskatchewan,21-03-2020,12,2020,1.0,44,42.0,3.68,0,0.0,0.0,3.52,0.0,44.0,0.0,3.68,0.0,6.0,0.5,0.0,0.0
46,Manitoba,Manitoba,21-03-2020,12,2020,1.0,19,15.0,1.35,0,0.0,0.0,1.06,0.0,19.0,0.0,1.35,0.0,2.14,0.15,0.0,0.0
35,Ontario,Ontario,21-03-2020,12,2020,1.0,628,447.0,4.16,2,1.0,0.01,2.96,0.01,595.0,2.0,3.94,0.01,63.86,0.42,0.14,0.0
24,Quebec,Québec,21-03-2020,12,2020,1.0,288,281.0,3.31,5,4.0,0.06,3.23,0.05,287.0,5.0,3.3,0.06,40.14,0.46,0.57,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-03-2020,12,2020,1.0,6,6.0,1.14,0,0.0,0.0,1.14,0.0,6.0,0.0,1.14,0.0,0.86,0.16,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,21-03-2020,12,2020,1.0,17,15.0,2.09,0,0.0,0.0,1.85,0.0,17.0,0.0,2.09,0.0,2.14,0.26,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,21-03-2020,12,2020,1.0,30,28.0,2.94,0,0.0,0.0,2.75,0.0,30.0,0.0,2.94,0.0,4.0,0.39,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,21-03-2020,12,2020,1.0,2,2.0,1.17,0,0.0,0.0,1.17,0.0,3.0,0.0,1.76,0.0,0.22,0.13,0.0,0.0
60,Yukon,Yukon,21-03-2020,12,2020,1.0,1,1.0,2.28,0,0.0,0.0,2.28,0.0,1.0,0.0,2.28,0.0,0.1,0.22,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,21-03-2020,12,2020,1.0,1,1.0,2.19,0,0.0,0.0,2.19,0.0,1.0,0.0,2.19,0.0,0.1,0.22,0.0,0.0
62,Nunavut,Nunavut,21-03-2020,12,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,21-03-2020,12,2020,,13,11.0,,0,0.0,,,,13.0,0.0,,,1.57,,0.0,
1,Canada,Canada,21-03-2020,12,2020,,1717,1397.0,4.41,18,15.0,0.05,3.59,0.04,1655.0,18.0,4.25,0.05,199.57,0.51,2.14,0.01
59,British Columbia,Colombie-Britannique,28-03-2020,13,2020,1.0,884,460.0,16.62,16,6.0,0.3,8.65,0.11,820.0,15.0,15.42,0.28,65.71,1.24,0.86,0.02
48,Alberta,Alberta,28-03-2020,13,2020,1.0,666,422.0,14.66,1,0.0,0.02,9.29,0.0,610.0,1.0,13.43,0.02,60.29,1.33,0.0,0.0
47,Saskatchewan,Saskatchewan,28-03-2020,13,2020,1.0,134,90.0,11.22,0,0.0,0.0,7.53,0.0,132.0,0.0,11.05,0.0,12.86,1.08,0.0,0.0
46,Manitoba,Manitoba,28-03-2020,13,2020,1.0,64,45.0,4.54,1,1.0,0.07,3.19,0.07,60.0,1.0,4.26,0.07,6.43,0.46,0.14,0.01
35,Ontario,Ontario,28-03-2020,13,2020,1.0,1955,1327.0,12.94,29,27.0,0.19,8.78,0.18,1774.0,28.0,11.74,0.19,189.57,1.25,3.86,0.03
24,Quebec,Québec,28-03-2020,13,2020,1.0,2368,2080.0,27.23,41,36.0,0.47,23.92,0.41,2361.0,40.0,27.15,0.46,297.14,3.42,5.14,0.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-03-2020,13,2020,1.0,120,114.0,22.81,0,0.0,0.0,21.67,0.0,120.0,0.0,22.81,0.0,16.29,3.1,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,28-03-2020,13,2020,1.0,51,34.0,6.28,0,0.0,0.0,4.19,0.0,49.0,0.0,6.03,0.0,4.86,0.6,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,28-03-2020,13,2020,1.0,102,72.0,10.0,0,0.0,0.0,7.06,0.0,100.0,0.0,9.81,0.0,10.33,1.01,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,28-03-2020,13,2020,1.0,13,11.0,7.62,0,0.0,0.0,6.44,0.0,13.0,0.0,7.62,0.0,1.59,0.93,0.0,0.0
60,Yukon,Yukon,28-03-2020,13,2020,1.0,4,3.0,9.13,0,0.0,0.0,6.85,0.0,4.0,0.0,9.13,0.0,0.43,0.98,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,28-03-2020,13,2020,1.0,1,0.0,2.19,0,0.0,0.0,0.0,0.0,1.0,0.0,2.19,0.0,0.04,0.09,0.0,0.0
62,Nunavut,Nunavut,28-03-2020,13,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,28-03-2020,13,2020,,13,0.0,,0,0.0,,,,11.0,0.0,,,0.0,,0.0,
1,Canada,Canada,28-03-2020,13,2020,,6375,4658.0,16.38,88,70.0,0.23,11.97,0.18,6055.0,85.0,15.55,0.22,665.43,1.71,10.0,0.03
59,British Columbia,Colombie-Britannique,04-04-2020,14,2020,1.0,1203,319.0,22.62,38,22.0,0.71,6.0,0.41,779.0,28.0,14.64,0.53,45.57,0.86,3.14,0.06
48,Alberta,Alberta,04-04-2020,14,2020,1.0,1232,566.0,27.12,23,22.0,0.51,12.46,0.48,988.0,22.0,21.75,0.48,80.86,1.78,3.14,0.07
47,Saskatchewan,Saskatchewan,04-04-2020,14,2020,1.0,231,97.0,19.33,3,3.0,0.25,8.12,0.25,187.0,3.0,15.65,0.25,13.86,1.16,0.43,0.04
46,Manitoba,Manitoba,04-04-2020,14,2020,1.0,194,130.0,13.77,2,1.0,0.14,9.22,0.07,175.0,2.0,12.42,0.14,18.57,1.32,0.14,0.01
35,Ontario,Ontario,04-04-2020,14,2020,1.0,4753,2798.0,31.46,176,147.0,1.16,18.52,0.97,4125.0,174.0,27.3,1.15,399.71,2.65,21.0,0.14
24,Quebec,Québec,04-04-2020,14,2020,1.0,6749,4381.0,77.61,188,147.0,2.16,50.38,1.69,6461.0,183.0,74.3,2.1,625.86,7.2,21.0,0.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-04-2020,14,2020,1.0,195,75.0,37.07,1,1.0,0.19,14.26,0.19,189.0,1.0,35.93,0.19,10.71,2.04,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,04-04-2020,14,2020,1.0,98,47.0,12.07,0,0.0,0.0,5.79,0.0,81.0,0.0,9.97,0.0,6.71,0.83,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,04-04-2020,14,2020,1.0,246,143.0,24.12,0,0.0,0.0,14.02,0.0,215.0,0.0,21.08,0.0,20.45,2.01,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,04-04-2020,14,2020,1.0,22,8.0,12.89,0,0.0,0.0,4.69,0.0,19.0,0.0,11.13,0.0,1.18,0.69,0.0,0.0
60,Yukon,Yukon,04-04-2020,14,2020,1.0,6,3.0,13.7,0,0.0,0.0,6.85,0.0,6.0,0.0,13.7,0.0,0.38,0.87,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,04-04-2020,14,2020,1.0,4,3.0,8.77,0,0.0,0.0,6.58,0.0,3.0,0.0,6.58,0.0,0.41,0.89,0.0,0.0
62,Nunavut,Nunavut,04-04-2020,14,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
