Date,City,State,Dead,Injured,Total,Description
30-04-2019,Charlotte,North Carolina,2,4,6,"University of North Carolina at Charlotte shooting: Six people were shot, two fatally, on the last day of classes at the University of North Carolina at Charlotte. The student gunman was taken into custody after he was tackled by one of the students in the classroom. He had several more loaded magazines in a backpack."
28-04-2019,Nashville,Tennessee,0,7,7,Two men got into an altercation at a party and exchanged gunfire; seven people were wounded in the crossfire.
28-04-2019,Birmingham,Alabama,0,4,4,"A suspect in a vehicle opened fire on patrons outside of a nightclub, injuring four."
28-04-2019,Baltimore,Maryl,1,7,8,One person was killed and seven were wounded when a gunman opened fire on two cookouts at an intersection.
28-04-2019,West Chester Township,Ohio,4,0,4,"Four family members, three women and one man, were found shot to death in an apartment. The suspect remains at large."
27-04-2019,Jackson,Mississippi,1,3,4,One person was killed and three were injured in a shooting in south Jackson.
27-04-2019,Jackson,Michigan,0,4,4,Four people were wounded in an overnight shooting.
27-04-2019,Poway,California,1,3,4,Poway synagogue shooting: One person was killed and at least three were wounded by a shooter at the Chabad of Poway synagogue.
26-04-2019,Hugo,Oklahoma,0,4,4,"Investigators attempted to make contact with the suspect in relation to another crime, he then began to open fire, injuring three children and himself."
21-04-2019,Philadelphia,Pennsylvania,0,4,4,Four people were wounded in the Grays Ferry Section of the city.
21-04-2019,Los Angeles,California,0,4,4,Four seniors were wounded by gunfire after a suspect opened fire in the vehicle behind them.
20-04-2019,Corpus Christi,Texas,0,4,4,A disturbance in a neighborhood escalated into a shooting; four men were wounded.
20-04-2019,Memphis,Tennessee,0,7,7,Seven people were wounded in a shooting that police believe occurred after a large fight.
19-04-2019,Wichita,Kansas,0,4,4,"Two suspects fired multiple shots at people attending a party, injuring four."
18-04-2019,Louisville,Kentucky,0,4,4,Four people in a vehicle were wounded when they were shot at by at least one person in another car.
16-04-2019,Germantown,Maryl,1,3,4,A drive-by shooting killed an 18-year-old male and wounded three other men in a cul-de-sac.
14-04-2019,Miami,Florida,2,2,4,Two women were killed and another man and woman were wounded in a drive-by shooting outside of Miami's Liberty City neighborhood.
14-04-2019,Valleho,California,1,3,4,One man was killed and three were injured in an early morning shooting.
14-04-2019,Stockton,California,0,4,4,"A man opened fire inside of a bar following a disturbance, wounding four patrons."
12-04-2019,Pearl Harbor,Hawaii,3,1,4,"22-year-old Gabriel Romero, a US Navy sailor and submarine crewman, randomly opened fire just minutes after starting his shift for routine guard duty at at Joint Base Pearl Harbor–Hickam. He opened fire on a group of civilian workers, killing two and wounded another, before immediately shooting himself. The motive is thought to be a toxic cultural environment in the USN, particularly among submarine crewman."
12-04-2019,Montgomery,Alabama,2,2,4,Two people were killed and two wounded in an apartment complex.
11-04-2019,Houston,Texas,1,3,4,A man was killed and three other people were injured when a person opened fire at a group in a driveway.
09-04-2019,Marrero,Louisiana,2,2,4,"A man and a seven-year-old girl were killed, and another man and a 11-year-old boy were injured after an argument apparently escalated."
09-04-2019,Jacksonville,Florida,0,4,4,Three adults and a child were wounded in a shooting.
08-04-2019,Chicago,Illinois,0,7,7,Seven people were wounded in a drive-by shooting near Douglass Park.
08-04-2019,Dayton,Ohio,10,27,37,"2019 Dayton shooting: A gunman killed nine people and injured 27 outside of a bar after he was denied entry, before being killed by police."
08-04-2019,Memphis,Tennessee,1,3,4,One man was killed and three others were injured in an early morning shooting.
08-04-2019,Chicago,Illinois,1,7,8,One person was killed and seven others were injured in a shooting in the Lawndale community.
08-04-2019,Grenada,Mississippi,0,4,4,Four people were discovered wounded in an overnight shooting.
07-04-2019,Chicago,Illinois,1,3,4,"One man was killed and three were wounded, after a suspect opened fire from a vehicle."
07-04-2019,Los Angeles,California,0,4,4,"Four people, including a 15-year-old girl were wounded, after two perpetrators opened fire in the Historic South-Central neighborhood."
07-04-2019,Rockford,Illinois,0,4,4,Four people were wounded after an argument escalated.
07-04-2019,Fresno,California,1,3,4,One person was killed and three were injured after gunfire erupted at an Independence Day celebration.
05-04-2019,Indianapolis,Indiana,0,4,4,Three teens and one man were injured after a fight involving between 20 and 30 individuals.
05-04-2019,Wilmington,Delaware,0,4,4,Four people were wounded in a shooting at West 27th and Tatnall Streets.
05-04-2019,St. Louis,Missouri,1,4,5,Five people were shot inside of a vehicle; the incident resulted in one death and four injuries.
04-04-2019,Panama City,Florida,1,3,4,One person was killed and three were found with gunshot injuries in Panama City.
04-04-2019,Stockbridge,Georgia,3,2,5,Two officers responding to a suspected hostage situation were wounded and three individuals were later found deceased in a murder–suicide.
02-04-2019,Baton Rouge,Louisiana,0,4,4,Four people were wounded in an early morning shooting.
02-04-2019,Washington D.C.,Washington D.C.,0,5,5,Four men and an elementary-school-age girl were injured in a shooting at a bus stop.
01-04-2019,Torrance,California,3,4,7,"An argument at the Torrance bowling alley escalated into a fight and three people were killed by gunshots, at least four others were wounded. A suspect who was out of prison on parole has been arrested."
01-04-2019,Houston,Texas,1,3,4,A man injured his brother and two friends before being killed by a police officer.
01-04-2019,Hurt,Virginia,3,2,5,A man killed his wife and son in their home and injured two people who were inside a vehicle before killing himself.
31-03-2019,North Charleston,South Carolina,0,7,7,Seven people were wounded in a shooting at an overnight house party.
31-03-2019,Atlanta,Georgia,1,4,5,One person was killed and four were wounded during a house party.
31-03-2019,Chicago,Illinois,1,4,5,One person was killed and four people were wounded in a shooting in East Garfield Park.
28-03-2019,Baltimore,Maryl,0,4,4,Four people were wounded in a shooting near a playground.
25-03-2019,North Las Vegas,Nevada,0,5,5,An after-school fight led to a shooting in a neighborhood; five teenagers were wounded.
24-03-2019,Phoenix,Arizona,0,7,7,"During a warehouse party, a fight broke out and escalated into a shooting; seven people were wounded."
24-03-2019,San Francisco,California,1,5,6,A shooting occurred near the Fillmore Heritage Center around 8:40 pm local time; one person was killed and five others were injured.
19-03-2019,Phoenix,Arizona,2,4,6,An argument at a house party ended in a shooting when the perpetrator returned to the party and killed two and wounded four before fleeing.
17-03-2019,Rochelle,Georgia,1,3,4,"In the early morning, two groups were involved in a dispute, which ended with one person killed and three people wounded."
17-03-2019,Las Vegas,Nevada,0,4,4,Four people were wounded at the El Cortez Hotel and Casino in an early morning shooting. The suspect was later arrested.
17-03-2019,Augusta,Georgia,0,4,4,"Four people were wounded after an argument, although the shooter claims that it was in self-defense to being randomly attacked."
16-03-2019,Camden,New Jersey,1,3,4,"One man was killed and three others were wounded following a shooting at a ""residential speakeasy""."
15-03-2019,Mobile,Alabama,2,3,5,Two men were killed and three others were wounded in an overnight shooting behind a home. The suspect was arrested the next day.
14-03-2019,Missoula,Montana,1,3,4,"One person was fatally shot and three others were wounded, including a Montana Highway Patrol trooper following a road rage incident."
13-03-2019,Harvey,Illinois,1,3,4,One person was killed and three were wounded after gunfire erupted in a nightclub.
11-03-2019,Nacogdoches,Texas,1,3,4,"A man shot at five men working on a barn, killing one and injured three others."
11-03-2019,Toledo,Ohio,0,4,4,Officers responding to a Shotspotter alert found four people wounded at a nightclub.
10-03-2019,Roxboro,North Carolina,1,3,4,A man was killed and three others wounded.
10-03-2019,Marshall,Missouri,1,3,4,Three people were wounded and a fourth later died at the hospital in a shooting.
08-03-2019,El Paso,Texas,23,23,46,2019 El Paso shooting: 23 people were killed and 23 were injured at a Walmart near the Cielo Vista Mall in a Hispanophobic massacre. The perpetrator was taken into custody.
07-03-2019,Katy,Texas,2,3,5,The perpetrator shot and killed his sister and three others at a housewarming party. He later died at a hospital.
05-03-2019,Dallas,Texas,1,3,4,Four men were discovered shot at Cherrywood Park after a drive-by shooting; one of the victims died from their injuries.
05-03-2019,Baltimore,Maryl,0,4,4,Four people were injured and discovered after a Shot Spotter gunfire alert notified police to the location.
05-03-2019,Baltimore,Maryl,0,5,5,"Emergency responders discovered a female and two young children injured, and two men were later identified as being wounded in the same incident."
03-03-2019,Oakland,California,0,4,4,Four people were injured in a shooting at a sports bar following a fight.
03-03-2019,Chicago,Illinois,0,6,6,Six people were injured in a shooting at a bar following a fight.
02-03-2019,Chicago,Illinois,2,5,7,"Around 2 am local time, two people were killed and five people were wounded in a drive-by shooting after a fight outside of a club."
01-03-2019,Texas City,Texas,3,1,4,Three children under the age of six were found deceased along with a wounded woman in an apparent home invasion.
28-02-2019,Joliet,Illinois,4,0,4,Two adults and their 6 and 1-year-old children were killed in an apparent murder suicide.
28-02-2019,Oakland,California,1,4,5,One person was killed and four others were wounded in a shooting near a gas station.
22-02-2019,Birmingham,Alabama,2,2,4,Two people were killed and two were injured in a shooting at a party in a home.
21-02-2019,Elizabeth,Kentucky,2,2,4,Two people were killed and two others were found wounded in two separate shootings believed to be perpetrated by the same man.
21-02-2019,Baltimore,Maryl,1,4,5,"Officers on patrol responded to gunshots, and upon investigation discovered a deceased male and four wounded victims."
21-02-2019,Houston,Texas,2,2,4,A gunman perched on the roof of a home killed two and wounded two after an argument led to the incident.
20-02-2019,Covington,Tennessee,0,4,4,Three adults and a teenager were injured inside a home in a presumed targeted shooting.
18-02-2019,Solon Township,Michigan,4,0,4,"A 28-year-old woman killed her three children, ages 8, 6 and 2, before killing herself."
17-02-2019,New Orleans,Louisiana,1,5,6,"After police attempted to arrest a suspect, a gunfight broke out, and led to one person being killed and five being wounded."
17-02-2019,Evansville,Indiana,0,5,5,Five people were wounded after shots were fired outside of a bar. Two suspects were taken into custody by police.
17-02-2019,Henderson,Texas,2,2,4,"Two people were wounded and two were killed in a shooting at an apartment complex. The suspect was later arrested in Bienville Parish, Louisiana."
16-02-2019,Clinton,Mississippi,4,0,5,"Police responded to a domestic dispute at a residence; upon arrival, the suspect fired shots at officers leading to a 12-hour hostage standoff. Four people were killed, and the suspect was taken into custody and later died."
15-02-2019,Aurora,Illinois,6,6,12,"Aurora, Illinois shooting: A man opened fire in his workplace, killing five employees, and injuring five police officers and a civilian before being killed by police."
14-02-2019,Jacksonville,Florida,2,2,4,"After a fight broke out near a basketball court at a park, multiple people started shooting at each other. Two people were killed, and two were wounded."
11-02-2019,Baton Rouge,Louisiana,0,4,4,Four people were wounded in a shooting.
11-02-2019,Detroit,Michigan,1,4,5,One person was killed and five injured at an after hours party.
09-02-2019,Chicago,Illinois,0,4,4,Four men were wounded in a drive-by shooting outside of a CTA Green Line station in Washington Park.
09-02-2019,Elkmont,Alabama,5,0,5,A 14-year-old boy shot dead five family members – two adults and three children – in an Alabama residence. He confessed the crime to the police.
09-02-2019,Greensboro,North Carolina,2,2,4,Two men were killed and a woman and small child injured during a home invasion.
08-02-2019,Pomfret,Maryl,3,1,4,"A man shot and killed his in-laws, and wounded an 11-year-old boy sitting in a relative's car before committing suicide."
08-02-2019,Suffolk,Virginia,2,3,5,"Two men were killed, and two women and a two-year-old were wounded at multiple crime scenes."
07-02-2019,Washington Park,Illinois,0,4,4,"A 16-year-old, 12-year-old and an adult were injured when an argument over fireworks escalated. The perpetrator was shot by a by-stander."
07-02-2019,Wellston,Missouri,0,4,4,Four people were injured in a drive-by shooting just before midnight near a local food store.
04-02-2019,Hermanville,Mississippi,0,4,4,A man shot four people in a drive-by shooting outside of a convenience store.
04-02-2019,Covington,Kentucky,0,5,5,Five people were wounded in a drive-by shooting at an intersection.
03-02-2019,Pine Bluff,Arkansas,1,4,5,One person was killed and four other were wounded at a party when shots were fired into a home.
01-02-2019,Jonesboro,Arkansas,1,3,4,A 16-year-old boy was killed and three others were wounded during a home invasion.
28-01-2019,Houston,Texas,2,4,6,Pecan Park Raid: Four police officers were shot while serving a warrant in southeast Houston. The two homeowners were killed.
27-01-2019,Birmingham,Alabama,0,5,5,"Police responded to a call and discovered five people with gunshot wounds, along with two of the victims sustaining life-threatening injuries."
26-01-2019,Albany,Georgia,0,4,4,"Two people were found with bullet wounds in front of a residence, and two more arrived at a hospital with gunshot injuries from the same shooting."
26-01-2019,Indianapolis,Indiana,0,5,5,"A man was asked to leave a bar; shortly after, he came back and shot five people, critically wounding two."
26-01-2019,Ascension Parish and Livingston Parish,Louisiana,5,0,5,"January 2019 Louisiana shootings: A 21-year-old man killed five people, including his parents, in two parishes in Louisiana. The suspect fled to Virginia and was arrested the next day."
26-01-2019,Newark,New Jersey,1,3,4,"A gunman opened fire on individuals attending a candlelight vigil, killing one, and wounding three others."
24-01-2019,State College,Pennsylvania,4,1,5,"A man killed two people and injured one inside a local bar, then drove away and broke into a home and killed the homeowner before killing himself."
24-01-2019,Rockmart,Georgia,4,1,5,A man killed four individuals and injured another in two separate shootings.
23-01-2019,Sebring,Florida,5,0,5,2019 Sebring shooting: At least five people were killed in a hostage incident and shooting at a bank. The suspect was taken into custody by police.
20-01-2019,Miami,Florida,0,4,4,Three adults and a child were wounded in a shooting while attending a block party.
19-01-2019,Gaffney,South Carolina,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub.
19-01-2019,Chicago,Illinois,0,4,4,"Early in the morning, three women and a man were involved in a fight and were injured in the ensuing shooting."
19-01-2019,Lebanon,Pennsylvania,0,4,4,"In an apparent targeted shooting, four individuals were discovered shot in a building."
19-01-2019,Houston,Texas,3,2,5,Three people were killed and two more were injured by a homeowner in a possible attempted home invasion.
19-01-2019,Jacksonville,Florida,3,2,5,A man killed two people and injured two more before killing himself.
17-01-2019,Owensboro,Kentucky,3,1,4,Three people were killed and another person was wounded in a shooting at a home. Two men were arrested in relation to the shooting.
16-01-2019,Jacksonville,Florida,1,5,6,"A man was killed and five other people were injured in a shooting. The Mayor of Jacksonville described the shooting as gang-related, although this characterization has been disputed by the sister of the deceased man."
16-01-2019,Palmdale,California,3,1,4,Three people were killed and another one was wounded in a shooting.
15-01-2019,Little Rock,Arkansas,1,4,5,"An argument over a gun inside a local ice cream shop led to a shooting. One man was killed and four others, including the suspected shooter, were injured."
13-01-2019,Phoenix,Arizona,1,5,6,"An argument at a motel escalated into a shooting. One person was killed, and five others were injured."
12-01-2019,Aurora,Illinois,1,4,5,"One person was killed and four were injured in a shooting in Aurora, Illinois."
12-01-2019,New Orleans,Louisiana,0,10,10,2019 New Orleans shooting: Ten people were shot in a densely populated area with heavy police presence at a time when tens of thousands of tourists were downtown for the Bayou Classic football game.
12-01-2019,Cotton Valley,Louisiana,2,3,5,"One woman was killed and three others wounded, including a perpetrator, after an argument escalated at a nightclub."
12-01-2019,Comstock Township,Michigan,1,3,4,One person was killed and three police officers wounded when a home invasion turned into a hostage situation.
12-01-2019,New Orleans,Louisiana,2,2,4,Two people were killed and two injured at an intersection hours after the first mass shooting in the city.
11-01-2019,Tolleson,Arizona,0,5,5,Five teenagers were wounded at a Halloween party in a vacant home.
11-01-2019,San Angelo,Texas,0,4,4,Four people were wounded in a drive-by shooting outside a night club.
10-01-2019,St. Louis,Missouri,0,4,4,Four men were wounded after two cars drove by a crowd of people and opened fire.
09-01-2019,Hartford,Connecticut,0,4,4,Three men and a 17-year-old boy were wounded in a shooting.
09-01-2019,Toledo,Ohio,0,4,4,Four people were found shot in the early morning.
09-01-2019,Rocky Mount,North Carolina,0,4,4,Four people were shot at a private party at a Moose Lodge.
09-01-2019,Valley,Alabama,0,7,7,Six adult males and a 15-year-old boy were wounded outside a kindergarten after an argument over a Lanett vs. Lafayette football game escalated.
07-01-2019,Baltimore,Maryl,0,4,4,"Four women were injured after a suspect opened fire on them, two were discovered by police, the others privately entered the hospital."
06-01-2019,Portsmouth,Virginia,1,3,4,One person was killed and three were critically injured in an overnight shooting.
06-01-2019,Macon,Georgia,0,4,4,Three men and a woman were injured after a suspect opened fire at a block party.
06-01-2019,Chicago,Illinois,0,4,4,An adult male and three teenagers were wounded in a shooting in the Austin community of Chicago.
06-01-2019,Allendale,South Carolina,0,5,5,Five men were wounded in a shooting at a car wash.
06-01-2019,Chicago,Illinois,0,4,4,Four men were wounded in two separate locations near Northwestern University's Gold Coast campus.
06-01-2019,Atlanta,Georgia,0,5,5,Police discovered three individuals wounded after responding to a shooting; an additional two were transported via personal vehicles to the hospital.
05-01-2019,Boston,Massachusetts,1,3,4,One person was killed and three were wounded while sitting in a parked car in Boston's Dorchester neighborhood.
02-01-2019,San Diego,California,0,4,4,A fight broke out at a house party and shots were fired; four people were wounded.
01-01-2019,Tallahassee,Florida,0,5,5,Five people were shot and wounded around 3am local time at the University Village Shopping Center.
01-01-2019,Columbia,South Carolina,0,5,5,Five people were shot and wounded outside of a nightclub around 6am local time.
31-12-2018,Cleveland,Ohio,3,2,5,A dispute began at a rented Airbnb during a New Year's Eve party. Three men were killed and another man and woman were wounded.
29-12-2018,Lima,Ohio,1,3,4,One person was killed and three people were wounded in a shooting at an afterhours club.
28-12-2018,St. Charles,Missouri,4,1,5,"A gunman shot and killed his girlfriend, her two children, and her mother. He was arrested after exchanging fire with police and attempting to carjack a vehicle."
24-12-2018,Lutcher,Louisiana,2,2,4,Three people were killed and two others were wounded in a shooting outside of a bar.
23-12-2018,Springfield,Missouri,0,7,7,Seven people were wounded during a shooting at a holiday party.
22-12-2018,Las Vegas,Nevada,0,4,4,Four people were wounded during a shooting at a holiday party.
18-12-2018,Baltimore,Maryl,0,5,5,Five people were injured in a shooting outside a deli.
15-12-2018,Miami,Florida,0,5,5,Five people were wounded in a shooting.
14-12-2018,Colorado Springs,Colorado,1,3,4,One person was killed and three others were injured in a shooting near the Colorado Springs Airport.
13-12-2018,Philadelphia,Pennsylvania,0,4,4,Four men were injured in a shooting that occurred inside a barbershop. The suspect evaded police but the weapon was recovered.
11-12-2018,Dunn,North Carolina,3,1,4,A man killed three people and injured one in a shooting after a fight at a home. The shooter was arrested after crashing a vehicle he stole from the scene.
10-12-2018,Spartanburg,South Carolina,0,6,6,Six people were injured in a shooting at a fast food restaurant. One suspect was arrested and another turned himself in to police. A third person is also suspected of being involved.
10-12-2018,Las Vegas,Nevada,0,4,4,Four people were wounded after being shot in central Las Vegas.
08-12-2018,Pittsburgh,Pennsylvania,0,4,4,A woman shot and injured four people in a street fight in the East Liberty neighborhood of Pittsburgh. She later turned herself in to police.
08-12-2018,Clearlake,California,4,1,5,A father killed three of his children and wounded the fourth before killing himself.
07-12-2018,Memphis,Tennessee,0,5,5,Five people were wounded in a shooting near a community center. Police believe the shooting was spurred by an earlier fight over a dice game.
06-12-2018,New York City,New York,0,4,4,Four people were injured in a shooting in the Bronx.
05-12-2018,Omaha,Nebraska,0,7,7,Seven people were wounded in a shooting.
05-12-2018,Paulsboro,New Jersey,0,4,4,Four people were injured by gunfire in a shooting following a fight at a birthday party.
03-12-2018,Modesto,California,0,4,4,Four people were injured when shots were fired through the garage door of the garage they were in.
01-12-2018,Nashville,Tennessee,3,2,5,"A man wounded his stepmother and killed her two daughters before highjacking a car, killing the driver and wounding the passenger. A suspect was arrested after abandoning the car."
26-11-2018,Powell,Tennessee,0,4,4,Four people were wounded in a shooting. Two suspects were taken into custody by police.
25-11-2018,Oakland,California,0,4,4,Four people were wounded in a drive-by shooting while attending a vigil for a resident of their area who had died of natural causes.
25-11-2018,Demopolis,Alabama,2,2,4,Two people were killed and two others were wounded in a shooting at an intersection.
25-11-2018,Houston,Texas,1,6,7,"A thirteen-year-old boy was killed and six other people were injured in a shooting at a block party. At least two shooters were involved, and police believe it may have been gang-related."
24-11-2018,Orlando,Florida,2,2,4,Two people were killed and two others were wounded in a shooting outside a pizza shop. A suspect was taken into custody by police.
23-11-2018,Miami,Florida,2,2,4,"Two people were killed and five others were wounded in a shooting outside of a convenience store. Two of the injured were hit with bullets, the other three were injured in other ways."
22-11-2018,Fort Wayne,Indiana,3,2,5,"Three people were killed and two others were injured in a home invasion shooting. One person was arrested the next day, and police suspect another person was involved."
21-11-2018,St. Louis,Missouri,0,4,4,Four people were injured in a shooting in the Penrose neighborhood of St. Louis.
19-11-2018,Philadelphia,Pennsylvania,4,0,4,Four people were discovered shot execution style in the head in a basement of a home.
19-11-2018,Chicago,Illinois,4,0,4,"Mercy Hospital shooting: A gunman opened fire in the Mercy Hospital and Medical Center in Chicago, killing a doctor at the hospital who was his former fiancée, a police officer, and one other person before being killed either by himself or by police."
19-11-2018,Denver,Colorado,1,3,4,One person was killed and three others were injured in a shooting in the LoDo neighborhood.
18-11-2018,Los Angeles,California,1,3,4,"A man killed his girlfriend and wounded his uncle and grandmother in a shooting in Watts, Los Angeles. The shooter was also injured, either during a confrontation with police or by a self-inflicted gunshot."
16-11-2018,Little Rock,Arkansas,3,1,4,"Police found a boy suffering from gunshot injuries, then discovered a car that had crashed into a ditch. Inside the car were three people who had all been shot and killed."
16-11-2018,Wheatland,Wisconsin,1,3,4,"Two people were shot inside a home, and two others were shot at a gas station. One of the victims later died of their injuries."
14-11-2018,Baton Rouge,Louisiana,3,1,4,Three people were killed and one person was injured in a shooting.
13-11-2018,Indianapolis,Indiana,2,2,4,A man killed two people and wounded two others after shooting them during what police believe to be a drug robbery. One of the deceased men is suspected to have been the perpetrator.
13-11-2018,Tsayatoh,New Mexico,4,1,5,A person killed three people and injured a fourth before killing themself in a residence in an apparent murder–suicide.
12-11-2018,Natachitoches,Louisiana,1,3,4,One person was killed and three others were wounded in a shooting just before midnight.
11-11-2018,Robbins,Illinois,1,4,5,"Shooting of Jemel Roberson: A man re-entered a bar after being ejected and began to fire, wounding three people and becoming injured himself. Armed security guards apprehended the suspect. Responding officers saw one of the security guards with a gun, and shot and killed him."
11-11-2018,Globe,Arizona,3,3,5,Three people were killed and one injured when a man began firing at 5 individuals at a bar following a pool game. The suspect was arrested.
08-11-2018,San Francisco,California,1,4,5,One person was killed and four others were shot in an early-morning shooting in the Crocker-Amazon neighborhood of San Francisco.
08-11-2018,Columbus,Ohio,0,4,4,Two adults and two children were wounded in a shooting at a party at a park in north Columbus.
08-11-2018,Thornton,Colorado,1,3,4,"After being kicked out of a sports bar following several fights, a man returned with a gun and killed a bartender. Three others were wounded by gunfire. The shooter was taken into custody."
07-11-2018,Houston,Texas,0,4,4,Four people were injured in a drive-by shooting while they were inside their car at restaurant.
07-11-2018,Reddick,Florida,0,4,4,"Gunmen injured four people—two inside a mobile home, and two in separate vehicles outside of the home."
06-11-2018,Montgomery,Alabama,0,4,4,Four people were injured in a shooting after a verbal altercation. Three suspects were arrested.
06-11-2018,Orlando,Florida,5,1,6,"After barricading himself and his four children in a home for nearly 24 hours, a man shot and wounded a police officer before killing the four children and himself."
05-11-2018,St. Louis,Missouri,0,4,4,Two children and two adults were injured when shooters fired at them from two cars.
05-11-2018,Talihina,Oklahoma,1,4,5,"Four police officers were injured in a shootout while trying to execute a search warrant, either by gunfire or from shrapnel from explosives in the home. The suspect was killed."
03-11-2018,South Bend,Indiana,0,6,6,Six people were wounded when a man began shooting at a house party. He was arrested.
03-11-2018,Champaign,Illinois,1,3,4,Three people were wounded and one other was fatally injured in a nightclub shooting following a verbal argument.
03-11-2018,Saginaw,Michigan,0,5,5,Five people were injured in a shooting following an argument at a party.
02-11-2018,Detroit,Michigan,4,3,7,Three women were killed and three police officers were wounded before a gunman killed himself in a murder–suicide in a home.
01-11-2018,St. Robert,Missouri,2,2,4,"Four people were discovered in a vehicle, two deceased and two wounded, after police responded to calls of an abandoned car."
31-10-2018,Detroit,Michigan,1,3,4,A fifteen-year-old boy was killed and three other people were wounded in a shooting at a home after a robbery.
30-10-2018,Vallejo,California,2,3,5,Two people were killed and three others were wounded in a shooting.
30-10-2018,Los Angeles,California,0,5,5,Five people were injured in a drive-by shooting in South Los Angeles.
29-10-2018,Riverside,California,0,7,7,Seven people were wounded in a shooting following a fight at a nightclub.
28-10-2018,El Dorado,Arkansas,2,2,4,Two people were killed and two were injured in a shooting at a home.
27-10-2018,Pittsburgh,Pennsylvania,11,6,17,"Pittsburgh synagogue shooting: A man opened fire in the Tree of Life synagogue in an antisemitic attack, killing eleven people and injuring six others . The suspect was taken into custody by police."
27-10-2018,Memphis,Tennessee,0,5,5,Five people were wounded by several shooters at a high school Halloween party.
26-10-2018,Jersey City,New Jersey,1,3,4,A seventeen-year-old was killed and three other people were wounded in a shooting.
24-10-2018,Chicago,Illinois,0,5,5,Several gunmen wounded five people who were standing on a sidewalk.
22-10-2018,Chicago,Illinois,0,6,6,"Six people were injured at a funeral service for Vantrease Criss, a rapper who was killed a week before."
21-10-2018,Lakewood,Washington,1,3,4,One person was killed and three were wounded after three gunmen began shooting at a nightclub following an argument.
21-10-2018,Jacksonville,Florida,0,6,6,Six people were injured in a drive-by shooting before an NFL game between the Houston Texans and the Jacksonville Jaguars. Those injured were between the ages of 20 and 70.
16-10-2018,Atlanta,Georgia,0,4,4,Four people were injured in a drive-by shooting.
15-10-2018,Columbia,Tennessee,5,0,5,A mother and four teenage children were found by an older brother in an apparent murder–suicide in which the mother is the reported perpetrator.
14-10-2018,North Las Vegas,Nevada,3,1,4,Three people were killed and one was wounded after someone arguing with them outside a shopping center shot them and fled.
14-10-2018,East Palo Alto,California,2,2,4,Two people were killed and two were injured in a shooting outside of a Halloween party.
14-10-2018,Fort Worth,Texas,0,4,4,Two children and two adults were injured in a drive-by shooting.
13-10-2018,Taft,Texas,4,1,5,"A dispute at a one-year-olds birthday party, resulted in four men killed and one wounded."
13-10-2018,St. Louis,Missouri,0,4,4,Four people were wounded near Glasgow Village when one or more people shot into a home.
11-10-2018,Memphis,Tennessee,2,4,6,Two people were killed and four people were wounded when they were shot after an argument over gambling.
08-10-2018,St. Louis,Missouri,0,4,4,A man wounded four people at a gas station after shooting at them from his truck. He was arrested by police.
08-10-2018,Detroit,Michigan,0,4,4,Four people were wounded by a gunman who was later taken into custody.
06-10-2018,Chicago,Illinois,1,5,6,One person was killed and five others were injured in a drive-by shooting.
06-10-2018,Indianapolis,Indiana,1,4,5,A 14-year-old boy was killed and four other people were wounded at a party. A 14-year-old boy was arrested in connection to the shooting.
06-10-2018,Bloomington,Illinois,2,2,4,Two people were killed and two others were wounded after a shooting at a birthday party. The suspect was later taken into custody.
06-10-2018,Aurora,Illinois,0,7,7,"Seven people were injured after gunfire broke out at a party. Several men arrived at the home and began to shoot, and an attendee at the party shot back. The police believe the incident was gang-related."
06-10-2018,Bradenton,Florida,1,5,6,One person was killed and five others were injured after a fight in a bar moved outside and a member of one of the groups began shooting.
06-10-2018,Valley Village,California,0,6,6,Six people were injured by gunfire at a birthday party.
02-10-2018,Paintsville,Kentucky,5,0,5,A gunman killed two people in a home and two other people in an apartment building before killing himself in a murder–suicide.
24-09-2018,Memphis,Tennessee,3,2,5,"A fight at an apartment complex, reportedly got out of control and three people were killed and two women wounded."
21-09-2018,Aberdeen,Maryl,4,3,7,"Aberdeen, Maryland Shooting: An employee of the Rite Aid Distribution facility killed three victims before wounding herself. The shooter died later in the hospital."
20-09-2018,Middleton,Wisconsin,1,3,4,"A gunman opened fire at the WTS Paradigm software company and wounded three people. The gunman was injured in a shootout with the police, and later died in the hospital."
20-09-2018,Masontown,Pennsylvania,1,4,5,A gunman opened fire in a municipal building and wounded four people before being shot by officer who responded to the incident.
17-09-2018,Silver Spring,Maryl,4,1,5,"A father shot and killed his wife and two children, and injured his adult stepdaughter, before he committed suicide."
13-09-2018,Bakersfield,California,6,0,6,"A gunman opened fire at three locations after following a witness to another store and then to a private home. He killed two women and three men before carjacking a woman and child, and committing suicide when police approached."
12-09-2018,Madison,Wisconsin,0,4,4,Four people were injured by gunfire inside a strip club following a fight. One additional person was stabbed.
12-09-2018,Laurinburg,North Carolina,1,3,4,One person was killed and three others were wounded in a shooting.
07-09-2018,Orlando,Florida,1,4,5,"Following a fight, a man was killed and four other people were injured by gunshots. Two people were arrested."
07-09-2018,Prices Corner,Delaware,5,0,5,A man killed his wife and three children in their home before killing himself in a murder–suicide.
06-09-2018,Boston,Massachusetts,0,4,4,Four people were injured in a shooting at a house party.
06-09-2018,Kannapolis,North Carolina,0,4,4,Four people were wounded after a gunman began shooting outside a high school graduation party.
06-09-2018,Philadelphia,Pennsylvania,1,4,5,Four or five gunmen killed one person and injured four others.
