Date;Time;TimeN
2023-12-11;02:30:00;0.0729166666666667
2023-12-12;02:15:00;0.0659722222222222
2023-12-13;02:00:00;0.0590277777777778
2023-12-14;02:30:00;0.0729166666666667
2023-12-16;03:00:00;0.0833333333333333
2023-12-17;02:45:00;0.0763888888888889
2023-12-18;02:30:00;0.0729166666666667
2023-12-19;02:15:00;0.0659722222222222
2023-12-23;03:30:00;0.0972222222222222
2023-12-24;03:15:00;0.0902777777777778
2023-12-25;04:00:00;0.111111111111111
2023-12-26;03:30:00;0.0972222222222222
2023-12-27;03:45:00;0.104166666666667
2023-12-28;03:30:00;0.0972222222222222
2023-12-29;04:15:00;0.118055555555556
2023-12-30;04:00:00;0.111111111111111
2023-12-31;04:45:00;0.131944444444444
2024-01-02;01:30:00;0.0625
2024-01-03;01:15:00;0.0555555555555556
2024-01-05;02:30:00;0.0729166666666667
2024-01-07;02:15:00;0.0659722222222222
2024-01-08;02:00:00;0.0590277777777778
2024-01-10;03:15:00;0.0902777777777778
2024-01-11;04:30:00;0.145833333333
