Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust,Geo,"1:35","1:40","1:45","1:50","1:55","2:00","2:05","2:10","2:15","2:20","2:25","2:30","2:35","2:40","2:45","2:50","2:55","3:00","3:05","3:10","3:15","3:20","3:25","3:30","3:35","3:40","3:45","3:50","3:55","4:00","4:05","4:10","4:15","4:20","4:25","4:30","4:35","4:40","4:45","4:50","4:55","5:00","5:05","5:10","5:15","5:20","5:25","5:30","5:35","5:40","5:45","5:50","5:55","6:00","6:05","6:10","6:15","6:20","6:25","6:30","6:35","6:40","6:45","6:50","6:55","7:00","7:05","7:10","7:15","7:20","7:25","7:30","7:35","7:40","7:45","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event"
"1702341022365","Europe/Warsaw","12. 12. 2023 1:30","12. 12. 2023 7:45","24. 12. 2023 2:10","6.250","0.0","","10008","-1","-1.0","2","0.93333334","0","","7.732035","4.902082","2.6440647","2.2296376","1.6087902","1.9259062","1.7586783","2.0640967","1.7838103","2.122403","1.8149775","1.801317","1.4656191","1.5016384","1.6734614","2.1308014","1.7612354","1.8591111","1.8608627","1.5685649","1.5899187","1.4409335","1.5674372","1.7320074","1.4442911","1.5818434","1.4757231","1.6359693","1.5600022","1.6611236","1.5627202","1.7623638","1.6530336","1.5678133","2.600968","1.6291766","1.4164916","1.7310406","1.5226616","1.0980852","1.3547963","1.5461965","1.4233568","1.51442","1.4968204","1.4496297","1.5032144","1.6732428","1.7794008","1.3883073","1.5410819","1.534622","1.6844261","1.6769516","1.7980322","1.7198665","1.8247869","1.601753","1.8400139","1.8125308","1.6374581","3.051305","1.5816588","1.4755098","3.7067847","1.4976487","1.4356776","1.6273823","1.6954559","1.813224","1.6689671","1.5756677","1.6335008","10.0","10.0","DHA-1702341022365-9.403955E-38","LIGHT_START-1702341022365","DHA-1702341022366-3.8518672E-34","DHA-1702341022367","DHA-1702341022368","DHA-1702341022369","DHA-1702341022370","DHA-1702341022371","DHA-1702341022372","DHA-1702341022373","DHA-1702341022374","DHA-1702341022375","DHA-1702341022376","DHA-1702341022377","DHA-1702341022378","DHA-1702341022379","DHA-1702341022380","DHA-1702341022381","DHA-1702341022382","DHA-1702341022383","DHA-1702341022384","DHA-1702341022385","DHA-1702341022386","DHA-1702341022387","DHA-1702341022388","DHA-1702341022389","DHA-1702341022390","DHA-1702341022391","DHA-1702341022392","DHA-1702341022393","DHA-1702341022394","DHA-1702341022395","DHA-1702341022396","DHA-1702341022397-7.34684E-40","DHA-1702341022398","DHA-1702341022399","DHA-1702341022400","DHA-1702341022401","DHA-1702341022402","DHA-1702341022403","DHA-1702341022404","DHA-1702341022405","DHA-1702341022406","DHA-1702341022407","DHA-1702341022408","DHA-1702341022409","DHA-1702341022410","DHA-1702341022411","DHA-1702341022412","DHA-1702341022413","DHA-1702341022414","DHA-1702341022415","DHA-1702341022416","DHA-1702341022417","DHA-1702341022418","DHA-1702341022419","DHA-1702341022420","DHA-1702341022421","DHA-1702341022422-5.6E-45","DHA-1702341022423","DHA-1702341022424","DHA-1702341022425-2.938736E-39","DHA-1702341022426","DHA-1702341022427","DHA-1702341022428","DHA-1702341022429","DHA-1702341022430","DHA-1702341022431","DHA-1702341022432","DHA-1702341022433","DHA-1702341022434-2.3326216E-38","DHA-1702341022435","LUX-1702341052691","LIGHT_END-1702341622365","DEEP_START-1702341622365","LIGHT_START-1702360222365","DEEP_END-1702360222365","LIGHT_END-1702360522365","DEEP_START-1702360522365","LIGHT_START-1702362922365","DEEP_END-1702362922365","DEVICE-1702363519071-1.51768E-40","TRACKING_STOPPED_BY_USER-1702363519072","LIGHT_END-1702363522365"
