Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust,Geo,"2:52","2:57","3:02","3:07","3:12","3:17","3:22","3:27","3:32","3:37","3:42","3:47","3:52","3:57","4:02","4:07","4:12","4:17","4:22","4:27","4:32","4:37","4:42","4:47","4:52","4:57","5:02","5:07","5:12","5:17","5:22","5:27","5:32","5:37","5:42","5:47","5:52","5:57","6:02","6:07","6:12","6:17","6:22","6:27","6:32","6:37","6:42","6:47","6:52","6:57","7:02","7:07","7:12","7:17","7:22","7:27","7:32","7:37","7:42","7:47","7:52","7:57","8:02","8:07","8:12","8:17","8:22","8:27","8:32","8:37","8:42","8:47","8:52","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event","Event"
"1702691251972","Europe/Warsaw","16. 12. 2023 2:47","16. 12. 2023 8:52","28. 12. 2023 3:28","6.080","0.0","","10008","-1","-1.0","2","0.9444444","-1","","2.3808467","4.2288275","3.0683258","2.626595","1.8102767","2.2169156","1.7930489","1.869851","2.039426","2.94373","-0.001","1.9468181","1.8454773","1.7555773","2.0535653","1.9256566","1.8307387","1.9160309","1.9078108","2.4460056","1.8975055","1.4520645","1.7533214","1.6642551","1.9862137","1.6701316","1.722287","2.6458561","1.8407297","1.7700534","1.6953983","1.8090826","1.799797","1.6325842","1.6064042","1.6053972","1.7483938","1.5410843","1.4966811","1.8681284","1.5423322","1.5066125","2.0532126","1.6452917","1.926727","1.8757697","1.6197776","1.74371","1.9594665","1.7952182","1.6683942","2.025939","1.5434953","1.7682226","1.6064817","2.1344688","1.6352146","1.9413849","1.5708818","1.725093","1.4740385","1.5813673","2.2208745","1.6326594","1.4411837","1.7990353","1.9846106","2.485144","1.7531221","1.6532762","1.7414272","10.0","10.0","DHA-1702691251972","LIGHT_START-1702691251972","DHA-1702691251973-1.551687E-36","DHA-1702691251974","DHA-1702691251975-9.403955E-38","DHA-1702691251976","DHA-1702691251977","DHA-1702691251978","DHA-1702691251979","DHA-1702691251980-1.4E-45","DHA-1702691251981","DHA-1702691251982","DHA-1702691251983","DHA-1702691251984","DHA-1702691251985","DHA-1702691251986","DHA-1702691251987","DHA-1702691251988","DHA-1702691251989","DHA-1702691251990","DHA-1702691251991","DHA-1702691251992","DHA-1702691251993","DHA-1702691251994","DHA-1702691251995","DHA-1702691251996","DHA-1702691251997-1.7219E-41","DHA-1702691251998","DHA-1702691251999","DHA-1702691252000","DHA-1702691252001","DHA-1702691252002","DHA-1702691252003","DHA-1702691252004","DHA-1702691252005","DHA-1702691252006","DHA-1702691252007","DHA-1702691252008","DHA-1702691252009","DHA-1702691252010","DHA-1702691252011","DHA-1702691252012","DHA-1702691252013","DHA-1702691252014","DHA-1702691252015","DHA-1702691252016","DHA-1702691252017","DHA-1702691252018","DHA-1702691252019","DHA-1702691252020","DHA-1702691252021","DHA-1702691252022","DHA-1702691252023","DHA-1702691252024","DHA-1702691252025","DHA-1702691252026","DHA-1702691252027","DHA-1702691252028","DHA-1702691252029","DHA-1702691252030","DHA-1702691252031","DHA-1702691252032","DHA-1702691252033","DHA-1702691252034","DHA-1702691252035","DHA-1702691252036","DHA-1702691252037","DHA-1702691252038","DHA-1702691252039-2.2043299E-38","DHA-1702691252040","LUX-1702691252320-4.0","LIGHT_END-1702691851972","DEEP_START-1702691851972","BROKEN_START-1702694251972","DEEP_END-1702694251972","BROKEN_END-1702694551972","DEEP_START-1702694551972","LIGHT_START-1702712551972","DEEP_END-1702712551972","AWAKE_START-1702713021376","AWAKE_END-1702713111386","DEVICE-1702713133739-1.51768E-40","TRACKING_STOPPED_BY_USER-1702713133740","LIGHT_END-1702713151972"
