index,_pos
6057,"array([6.8751294 , 3.36813833])"
6058,"array([6.88261067, 3.3325281 ])"
6059,"array([6.87856918, 3.31098826])"
6060,"array([6.88108581, 3.29798399])"
6061,"array([6.88884051, 3.29324321])"
6062,"array([6.89129054, 3.28173532])"
6063,"array([6.87862275, 3.28667974])"
6064,"array([6.88864826, 3.26621558])"
6065,"array([6.88804854, 3.25035093])"
6066,"array([6.89485187, 3.23551308])"
6067,"array([6.9011334 , 3.22680239])"
6068,"array([6.9127742 , 3.45858966])"
6069,"array([6.92361656, 3.46924175])"
6070,"array([5.66083132, 4.2341868 ])"
6071,"array([6.91496137, 3.42689963])"
6072,"array([6.91184727, 3.3984851 ])"
6073,"array([5.64170616, 4.23089614])"
6074,"array([6.90642049, 3.35862131])"
6075,"array([6.91661279, 3.35279787])"
6076,"array([6.89835029, 3.34176998])"
6077,"array([6.90829539, 3.33166249])"
6078,"array([6.91820939, 3.33943534])"
6079,"array([6.90991585, 3.31630503])"
6080,"array([6.90654092, 3.30177287])"
6081,"array([6.89173309, 3.30319583])"
6082,"array([6.90652002, 3.28531677])"
6083,"array([6.90542234, 3.2667779 ])"
6084,"array([6.9128136 , 3.25029397])"
6085,"array([5.63200996, 4.22573476])"
6086,"array([6.91068838, 3.22749549])"
6087,"array([6.91997193, 3.21987559])"
6088,"array([6.92962965, 3.33341162])"
6089,"array([5.63628283, 4.22261699])"
6090,"array([6.92890131, 3.32130599])"
6091,"array([6.93050269, 3.31243422])"
6092,"array([6.9364729 , 3.30499334])"
6093,"array([6.92168934, 3.29340632])"
6094,"array([6.92193297, 3.27921059])"
6095,"array([6.918808  , 3.26740777])"
6096,"array([6.92530538, 3.2552822 ])"
6097,"array([6.92661873, 3.24365349])"
6098,"array([6.93108115, 3.22747285])"
6099,"array([6.93769004, 3.3219697 ])"
6100,"array([6.92690049, 3.27177143])"
6101,"array([6.93448045, 3.25660404])"
6102,"array([6.93806372, 3.24935712])"
6103,"array([6.93105591, 3.26109837])"
6104,"array([6.90832427, 3.25879917])"
6105,"array([6.90810675, 3.26968975])"
6106,"array([6.92559249, 3.26564714])"
6107,"array([6.93544544, 3.46245895])"
6108,"array([6.93021218, 3.44670687])"
6109,"array([6.92957577, 3.4239546 ])"
6110,"array([6.94195646, 3.43406327])"
6111,"array([6.93048261, 3.40986254])"
6112,"array([6.92386022, 3.37500835])"
6113,"array([6.92458683, 3.36222271])"
6114,"array([6.94911466, 3.47290779])"
6115,"array([6.96373565, 3.47070595])"
6116,"array([6.9671458, 3.46021  ])"
6117,"array([6.93478576, 3.35806371])"
6118,"array([6.94080245, 3.34985578])"
6119,"array([6.94158208, 3.33848434])"
6120,"array([6.95167101, 3.34019589])"
6121,"array([6.93841809, 3.38168822])"
6122,"array([6.94430913, 3.3726395 ])"
6123,"array([6.94191782, 3.36327367])"
6124,"array([6.94671445, 3.35661675])"
6125,"array([6.95185954, 3.27342183])"
6126,"array([6.95007472, 3.25410921])"
6127,"array([6.97640376, 3.47719254])"
6128,"array([6.98167751, 3.46544829])"
6129,"array([6.02480689, 4.45658167])"
6130,"array([6.96155121, 3.43166802])"
6131,"array([6.95091775, 3.41285896])"
6132,"array([5.98283362, 4.42274232])"
6133,"array([6.95758543, 3.381931  ])"
6134,"array([6.95360449, 3.37091288])"
6135,"array([6.9552878 , 3.35883407])"
6136,"array([6.96108486, 3.34844848])"
6137,"array([5.96941711, 4.41166851])"
6138,"array([6.95312752, 3.31371711])"
6139,"array([6.96430705, 3.30451393])"
6140,"array([6.96508865, 3.28705863])"
6141,"array([5.95508429, 4.39981696])"
6142,"array([6.97713742, 3.3301148 ])"
6143,"array([6.97423597, 3.31593236])"
6144,"array([5.97023968, 4.38641299])"
6145,"array([6.98224424, 3.43074325])"
6146,"array([6.96594265, 3.41459939])"
6147,"array([6.97279027, 3.41094782])"
6148,"array([6.97939798, 3.41835305])"
6149,"array([6.98020584, 3.40949228])"
6150,"array([6.99089419, 3.4149612 ])"
6151,"array([6.985017  , 3.40162452])"
6152,"array([6.97002969, 3.37780311])"
6153,"array([6.97001752, 3.36501573])"
6154,"array([6.98115605, 3.38590979])"
6155,"array([6.98024092, 3.37579927])"
6156,"array([6.99067294, 3.38206573])"
6157,"array([6.98422035, 3.3134847 ])"
6158,"array([6.97769535, 3.29778038])"
6159,"array([6.98425627, 3.28890517])"
6160,"array([6.98310162, 3.2760134 ])"
6161,"array([6.98599666, 3.26465048])"
6162,"array([5.93963254, 4.38783894])"
6163,"array([7.01538197, 3.46198384])"
6164,"array([7.0094134 , 3.44916781])"
6165,"array([7.00304398, 3.4369285 ])"
6166,"array([7.00324936, 3.4250796 ])"
6167,"array([7.00496549, 3.38520058])"
6168,"array([7.00537286, 3.37565681])"
6169,"array([7.00533816, 3.36642418])"
6170,"array([7.00408096, 3.35805872])"
6171,"array([6.99273656, 3.34042816])"
6172,"array([6.99589559, 3.32707805])"
6173,"array([6.99916776, 3.31802264])"
6174,"array([6.99547451, 3.30666482])"
6175,"array([6.99199862, 3.29658849])"
6176,"array([6.9985632 , 3.29327548])"
6177,"array([6.99459098, 3.27892876])"
6178,"array([6.99443271, 3.26859826])"
6179,"array([6.60186564, 3.42069184])"
6180,"array([6.59000216, 3.25967571])"
6181,"array([6.68946309, 3.18674857])"
6182,"array([6.72170826, 3.21553722])"
6183,"array([6.72139332, 3.20778609])"
6184,"array([6.66707923, 3.14083405])"
6185,"array([5.94528729, 4.36458667])"
6186,"array([6.67237611, 3.11835861])"
6187,"array([6.30293226, 3.93153896])"
6188,"array([6.28409307, 3.93990471])"
6189,"array([6.26543835, 3.94897557])"
6190,"array([5.90674562, 4.36343112])"
6191,"array([5.89106505, 4.35113994])"
6192,"array([6.63406941, 4.41792199])"
6193,"array([6.67878978, 3.12265547])"
6194,"array([5.90528632, 4.33809862])"
6195,"array([5.87492025, 4.33929263])"
6196,"array([5.88879579, 4.32566317])"
6197,"array([5.84782382, 4.31621516])"
6198,"array([6.67877432, 3.16275138])"
6199,"array([6.72050708, 3.14860584])"
6200,"array([5.85908   , 4.30440429])"
6201,"array([6.73223832, 3.17346274])"
6202,"array([6.73778795, 3.15875065])"
6203,"array([6.7441272 , 3.13473387])"
6204,"array([6.75097902, 3.12651851])"
6205,"array([5.82133928, 4.31428003])"
6206,"array([6.74476128, 3.17968204])"
6207,"array([5.84422905, 4.29523809])"
6208,"array([6.74576133, 3.14511851])"
6209,"array([6.7543633 , 3.14009536])"
6210,"array([6.75307717, 3.13198902])"
6211,"array([5.77229932, 4.29826937])"
6212,"array([5.74479532, 4.29763602])"
6213,"array([5.71985292, 4.2875982 ])"
6214,"array([5.74890386, 4.27203169])"
6215,"array([6.7520179 , 3.18927855])"
6216,"array([6.75469131, 3.1797397 ])"
6217,"array([6.76466122, 3.17387947])"
6218,"array([6.76175067, 3.15827363])"
6219,"array([6.77192584, 3.16009383])"
6220,"array([6.7754224 , 3.15048052])"
6221,"array([6.77187596, 3.14320842])"
6222,"array([6.76990474, 3.13365733])"
6223,"array([6.77384853, 3.12631396])"
6224,"array([5.71230123, 4.27421875])"
6225,"array([6.77766653, 3.17068552])"
6226,"array([6.78659571, 3.16190036])"
6227,"array([6.78924047, 3.14943106])"
6228,"array([6.78296958, 3.14644597])"
6229,"array([6.78525434, 3.13957382])"
6230,"array([6.77793884, 3.13755037])"
6231,"array([5.72371112, 4.26482758])"
6232,"array([6.78596626, 3.1319143 ])"
6233,"array([6.78851438, 3.12840962])"
6234,"array([5.69467643, 4.24870835])"
6235,"array([5.68509858, 4.2387449 ])"
6236,"array([5.6726541 , 4.22734303])"
6237,"array([5.6487776 , 4.20085861])"
6238,"array([6.81562485, 3.19097122])"
6239,"array([6.80547098, 3.18729445])"
6240,"array([6.81122142, 3.17097412])"
6241,"array([6.81935838, 3.15893816])"
6242,"array([6.79243419, 3.13793208])"
6243,"array([6.8008784 , 3.13691816])"
6244,"array([6.81410548, 3.14584675])"
6245,"array([6.79329226, 3.16889243])"
6246,"array([5.64194801, 4.19248677])"
6247,"array([5.64613039, 4.18866642])"
6248,"array([6.84449101, 3.18277646])"
6249,"array([6.85683557, 3.18449762])"
6250,"array([6.84411114, 3.1711368 ])"
6251,"array([6.83284769, 3.16152204])"
6252,"array([6.83444043, 3.1523249 ])"
6253,"array([6.85662636, 3.17419005])"
6254,"array([6.04528924, 4.43066474])"
6255,"array([6.05839424, 4.41512685])"
6256,"array([6.07109099, 4.40083673])"
6257,"array([6.05966924, 4.38736977])"
6258,"array([6.84428768, 3.15590564])"
6259,"array([6.01151736, 4.40963998])"
6260,"array([6.02145804, 4.38369029])"
6261,"array([6.04813015, 4.37201128])"
6262,"array([5.99765536, 4.38385741])"
6263,"array([6.86992499, 3.18096824])"
6264,"array([6.03170733, 4.3594567 ])"
6265,"array([5.98535787, 4.37243674])"
6266,"array([6.00107435, 4.35940447])"
6267,"array([6.88056761, 3.19562392])"
6268,"array([6.88273587, 3.18621062])"
6269,"array([6.0176164, 4.3471828])"
6270,"array([7.20696674, 4.52846568])"
6271,"array([5.97277961, 4.36040182])"
6272,"array([6.89615272, 3.18836114])"
6273,"array([6.00448699, 4.33494404])"
6274,"array([6.2479805 , 3.96097213])"
6275,"array([6.23024303, 3.96856641])"
6276,"array([6.21268797, 3.97536216])"
6277,"array([6.90188159, 3.20280225])"
6278,"array([6.90543168, 3.19390057])"
6279,"array([6.91649187, 3.19430857])"
6280,"array([6.91590053, 3.18720125])"
6281,"array([5.9366596 , 4.34307043])"
6282,"array([6.92645426, 3.20051192])"
6283,"array([6.92372709, 3.19148113])"
6284,"array([5.92198049, 4.32639619])"
6285,"array([5.93589918, 4.3179584 ])"
6286,"array([5.95208382, 4.309185  ])"
6287,"array([6.94397699, 3.2182967 ])"
6288,"array([6.94158494, 3.20626969])"
6289,"array([6.95593265, 3.2046247 ])"
6290,"array([6.96656897, 3.20108114])"
6291,"array([6.95898316, 3.21985267])"
6292,"array([6.96495364, 3.21025352])"
6293,"array([6.98689658, 3.20624199])"
6294,"array([6.97746279, 3.20865578])"
6295,"array([6.97701482, 3.20283813])"
6296,"array([6.98529831, 3.21130402])"
6297,"array([5.96582255, 4.29656089])"
6298,"array([6.98633936, 3.21913147])"
6299,"array([6.99215542, 3.21353838])"
6300,"array([6.9959011, 3.221248 ])"
6301,"array([6.97342983, 3.24515901])"
6302,"array([5.91590985, 4.31396091])"
6303,"array([6.97999654, 3.22596571])"
6304,"array([5.94104548, 4.29869789])"
6305,"array([6.98246193, 3.25288653])"
6306,"array([6.98985217, 3.24804948])"
6307,"array([6.98545764, 3.24039048])"
6308,"array([6.98602681, 3.23162613])"
6309,"array([6.99333484, 3.23090755])"
6310,"array([6.99576738, 3.23711634])"
6311,"array([5.95341326, 4.28526257])"
6312,"array([6.69485218, 3.14982357])"
6313,"array([6.7062436, 3.1536139])"
6314,"array([6.70172499, 3.17002434])"
6315,"array([6.69427195, 3.16722218])"
6316,"array([6.68631507, 3.14969758])"
6317,"array([6.68445881, 3.16222414])"
6318,"array([6.67939717, 3.15759401])"
6319,"array([6.62062562, 3.18631514])"
6320,"array([6.69585787, 3.15663109])"
6321,"array([6.63929012, 3.16280852])"
6322,"array([6.66127597, 3.16011636])"
6323,"array([6.61826268, 3.17972626])"
6324,"array([6.4841673 , 5.01244949])"
6325,"array([6.40553702, 4.92387876])"
6326,"array([6.37064397, 4.87310287])"
6327,"array([6.38379359, 4.86983004])"
6328,"array([6.36485734, 4.85998099])"
6329,"array([6.3555197 , 4.86422409])"
6330,"array([6.3572824 , 4.83867698])"
6331,"array([6.37131499, 4.84042843])"
6332,"array([5.89972323, 4.30940349])"
6333,"array([6.34830209, 4.78313552])"
6334,"array([6.34891295, 4.82651168])"
6335,"array([5.91079612, 4.29537974])"
6336,"array([6.49104255, 4.98426317])"
6337,"array([6.46681316, 4.93804578])"
6338,"array([6.44829575, 4.91892929])"
6339,"array([6.42848052, 4.89862065])"
6340,"array([5.93848323, 4.27639901])"
6341,"array([6.5249637 , 4.99606966])"
6342,"array([6.47113552, 4.89068072])"
6343,"array([6.42919919, 4.85426857])"
6344,"array([6.38506736, 4.79749415])"
6345,"array([6.53828974, 4.98382175])"
6346,"array([5.86983039, 4.29175833])"
6347,"array([6.5000685 , 4.89647473])"
6348,"array([6.48125473, 4.87925502])"
6349,"array([6.45642484, 4.87276922])"
6350,"array([6.59749031, 4.92530884])"
6351,"array([6.57566061, 4.91605376])"
6352,"array([6.51802956, 4.89463058])"
6353,"array([5.88027298, 4.27897001])"
6354,"array([6.51733846, 4.88226289])"
6355,"array([6.52081722, 4.86803539])"
6356,"array([6.49429312, 4.86327615])"
6357,"array([6.50981119, 4.8587801 ])"
6358,"array([6.51557339, 4.84465596])"
6359,"array([6.47783721, 4.82205396])"
6360,"array([6.488265  , 4.80627015])"
6361,"array([6.44566302, 4.80074571])"
6362,"array([5.91340548, 4.26733008])"
6363,"array([6.39686455, 4.75591097])"
6364,"array([6.64642981, 4.91667121])"
6365,"array([5.88781663, 4.26472309])"
6366,"array([5.90356545, 4.25718238])"
6367,"array([5.85460939, 4.2826454 ])"
6368,"array([5.87633422, 4.25761043])"
6369,"array([6.32462666, 4.9286985 ])"
6370,"array([6.54322938, 4.85723559])"
6371,"array([6.07368277, 5.0099708 ])"
6372,"array([6.56287414, 4.84605311])"
6373,"array([5.80467902, 4.25965673])"
6374,"array([5.82091247, 4.24675536])"
6375,"array([5.78691074, 4.25317636])"
6376,"array([5.80026265, 4.24786608])"
6377,"array([6.6510772 , 4.91063558])"
6378,"array([5.81711308, 4.22574123])"
6379,"array([5.7561721 , 4.23354318])"
6380,"array([6.64776829, 4.86785895])"
6381,"array([6.65502558, 4.84780578])"
6382,"array([6.63295581, 4.85692591])"
6383,"array([6.60655642, 4.84326579])"
6384,"array([5.76830618, 4.21871404])"
6385,"array([5.79939988, 4.22499959])"
6386,"array([6.59877336, 4.81539468])"
6387,"array([6.06212437, 5.00510585])"
6388,"array([5.74127718, 4.2311524 ])"
6389,"array([6.52540187, 4.75254185])"
6390,"array([5.72736931, 4.21539696])"
6391,"array([6.51038185, 4.724607  ])"
6392,"array([6.54112464, 4.71589305])"
6393,"array([6.52243818, 4.71493573])"
6394,"array([6.66563292, 4.8255341 ])"
6395,"array([6.66070241, 4.81038489])"
6396,"array([6.64401054, 4.80636009])"
6397,"array([7.19953101, 4.53092417])"
6398,"array([6.6733275, 4.7997488])"
6399,"array([6.68386463, 4.79103068])"
6400,"array([6.68758793, 4.77824425])"
6401,"array([5.72529708, 4.20422252])"
6402,"array([6.66081506, 4.76532603])"
6403,"array([6.67641675, 4.75572526])"
6404,"array([6.65347676, 4.75395561])"
6405,"array([6.58040719, 4.69770231])"
6406,"array([6.72629133, 5.2214745 ])"
6407,"array([6.70052045, 5.2222005 ])"
6408,"array([6.66991453, 5.24429431])"
6409,"array([6.68133243, 5.22232499])"
6410,"array([6.662286  , 5.18710556])"
6411,"array([6.69472576, 5.21129983])"
6412,"array([6.78080556, 5.19044095])"
6413,"array([6.74970344, 5.19365682])"
6414,"array([6.75422773, 5.17241429])"
6415,"array([6.74751567, 5.15870055])"
6416,"array([6.73182831, 5.1579961 ])"
6417,"array([6.71751776, 5.16298175])"
6418,"array([6.6361868 , 5.14154466])"
6419,"array([6.71178044, 5.15083331])"
6420,"array([6.70006401, 5.15737193])"
6421,"array([6.67139047, 5.1708239 ])"
6422,"array([6.76483482, 5.15756601])"
6423,"array([6.75620195, 5.1455091 ])"
6424,"array([6.77106103, 5.14057022])"
6425,"array([6.79893488, 5.12551036])"
6426,"array([6.78940442, 5.11877747])"
6427,"array([6.77437457, 5.12449528])"
6428,"array([6.80920025, 5.11374429])"
6429,"array([6.79806968, 5.1065583 ])"
6430,"array([6.77108868, 5.08817802])"
6431,"array([6.77954739, 5.071996  ])"
6432,"array([6.71900911, 5.01739599])"
6433,"array([5.75569781, 4.20049502])"
6434,"array([6.7157419 , 5.00730215])"
6435,"array([6.67599365, 5.00401962])"
6436,"array([6.66221669, 5.00281069])"
6437,"array([5.75930957, 4.2024417 ])"
6438,"array([6.83606971, 5.09247892])"
6439,"array([6.84073468, 5.0766988 ])"
6440,"array([6.83238256, 5.07156033])"
6441,"array([6.82051606, 5.08154257])"
6442,"array([6.81760928, 5.09928872])"
6443,"array([6.83932262, 5.05799706])"
6444,"array([6.78716425, 5.05526857])"
6445,"array([6.7902026 , 4.97089427])"
6446,"array([6.77682325, 4.96897046])"
6447,"array([6.76707369, 4.97692151])"
6448,"array([6.85026141, 5.04573584])"
6449,"array([6.91481779, 5.03615989])"
6450,"array([6.90666815, 5.011633  ])"
6451,"array([6.85795121, 4.99658664])"
6452,"array([6.85818266, 4.98144884])"
6453,"array([6.84591547, 5.09366666])"
6454,"array([6.16909964, 5.77994591])"
6455,"array([6.20099342, 5.79533429])"
6456,"array([6.23320728, 5.80689492])"
6457,"array([6.25205754, 5.81145409])"
6458,"array([6.26896243, 5.81197295])"
6459,"array([6.28106324, 5.80396398])"
6460,"array([6.18524134, 5.786356  ])"
6461,"array([6.62433279, 4.42613118])"
6462,"array([5.68725631, 4.19226198])"
6463,"array([6.11913084, 5.65622611])"
6464,"array([6.10850719, 5.66137308])"
6465,"array([5.88384305, 5.65737311])"
6466,"array([5.90523341, 5.67533094])"
6467,"array([5.69373142, 4.18680734])"
6468,"array([6.85405922, 3.96183404])"
6469,"array([6.8657248 , 3.95043926])"
6470,"array([6.86290244, 3.95490058])"
6471,"array([6.84374468, 4.04351328])"
6472,"array([6.81246627, 4.15737599])"
6473,"array([6.61195005, 4.40993982])"
6474,"array([6.27741892, 5.42716393])"
6475,"array([7.11034049, 4.25138463])"
6476,"array([7.04521973, 4.24267375])"
6477,"array([5.68406332, 4.17160587])"
6478,"array([5.70210564, 4.17615884])"
6479,"array([6.57985749, 4.39577781])"
6480,"array([6.56901295, 4.38482921])"
6481,"array([5.67836609, 4.14472509])"
6482,"array([6.35408987, 5.51670407])"
6483,"array([6.95611865, 4.41750964])"
6484,"array([6.18060331, 5.26151773])"
6485,"array([6.19015469, 5.2466724 ])"
6486,"array([6.00730663, 5.45465232])"
6487,"array([6.77144175, 4.53559039])"
6488,"array([6.74995648, 4.52228605])"
6489,"array([6.74848299, 4.49127238])"
6490,"array([6.73014762, 4.45647756])"
6491,"array([6.8060234 , 4.56699364])"
6492,"array([6.8597251 , 4.62632227])"
6493,"array([5.5923521, 5.2410704])"
6494,"array([6.86958728, 4.73604552])"
6495,"array([6.82224414, 4.76349413])"
6496,"array([6.78976165, 4.79488883])"
6497,"array([5.66043471, 4.15920936])"
6498,"array([7.2001606 , 3.87352828])"
6499,"array([6.28566434, 5.17639282])"
6500,"array([7.07442772, 3.73468865])"
6501,"array([7.07239118, 3.72340147])"
6502,"array([6.45021036, 5.11541087])"
6503,"array([6.4763512 , 5.09423836])"
6504,"array([7.00182703, 5.03393384])"
6505,"array([7.01851775, 5.01277742])"
6506,"array([7.03035754, 4.97846171])"
6507,"array([7.02524995, 4.95497495])"
6508,"array([7.02215941, 4.92318174])"
6509,"array([6.95623778, 4.74019056])"
6510,"array([6.9360368 , 4.71270146])"
6511,"array([5.66822946, 4.14451615])"
6512,"array([7.21179605, 4.50906006])"
6513,"array([6.88707866, 4.95840505])"
6514,"array([6.8946289 , 4.96019781])"
6515,"array([6.65299394, 5.49107996])"
6516,"array([6.71181383, 5.36869814])"
6517,"array([6.7196622 , 5.36141362])"
6518,"array([6.74625006, 5.32901949])"
6519,"array([6.59004046, 5.46592789])"
6520,"array([6.63343063, 5.44199773])"
6521,"array([7.33331955, 4.08298011])"
6522,"array([7.32567165, 4.0601875 ])"
6523,"array([5.65103654, 4.15646966])"
6524,"array([7.24911991, 3.95132407])"
6525,"array([7.24032684, 3.93827814])"
6526,"array([7.23247742, 3.92232921])"
6527,"array([7.2263787 , 3.90311232])"
6528,"array([7.21985626, 3.89134537])"
6529,"array([7.21604025, 3.87860691])"
6530,"array([7.20982572, 3.86879361])"
6531,"array([7.33692851, 4.07399894])"
6532,"array([7.33831083, 4.06376595])"
6533,"array([7.33446499, 4.05369827])"
6534,"array([7.3307512 , 4.04280141])"
6535,"array([7.32570966, 4.03246759])"
6536,"array([7.32360478, 4.01848481])"
6537,"array([7.33328048, 4.01354677])"
6538,"array([7.32709464, 4.00548667])"
6539,"array([7.32837842, 3.99372131])"
6540,"array([7.33279389, 4.00103534])"
6541,"array([7.32692473, 3.98034613])"
6542,"array([5.65454636, 4.15160377])"
6543,"array([7.31305703, 3.96918625])"
6544,"array([7.3188924, 3.9733712])"
6545,"array([7.25643875, 3.94848267])"
6546,"array([7.2483923 , 3.92212557])"
6547,"array([7.24164061, 3.92508468])"
6548,"array([7.23842167, 3.91258939])"
6549,"array([6.27102715, 4.13147206])"
6550,"array([7.21879276, 3.87192238])"
6551,"array([7.21205285, 3.85705234])"
6552,"array([7.34254832, 4.0481856 ])"
6553,"array([7.33820076, 4.03647897])"
6554,"array([7.34162043, 4.02239982])"
6555,"array([6.32860977, 4.16688123])"
6556,"array([7.23878717, 3.8964088 ])"
6557,"array([7.23377935, 3.88258984])"
6558,"array([7.34848102, 4.04240991])"
6559,"array([7.35111153, 4.0315346 ])"
6560,"array([7.31254367, 3.95147033])"
6561,"array([7.20779083, 4.47888697])"
6562,"array([6.34492151, 4.14435815])"
6563,"array([7.17949521, 4.4620851 ])"
6564,"array([7.3510616 , 4.01918661])"
6565,"array([7.34306112, 4.00831902])"
6566,"array([6.62419579, 4.39052155])"
6567,"array([7.33660229, 3.99062667])"
6568,"array([7.33102279, 3.97065434])"
6569,"array([7.32942517, 3.96114144])"
6570,"array([7.32164184, 3.95823467])"
6571,"array([7.2502007 , 3.89966689])"
6572,"array([7.2444404 , 3.88910979])"
6573,"array([7.24000626, 3.87603988])"
6574,"array([7.23082458, 3.86758481])"
6575,"array([7.22122207, 3.85126508])"
6576,"array([7.20748711, 3.83823327])"
6577,"array([7.25409854, 3.93649635])"
6578,"array([7.35699127, 4.05354322])"
6579,"array([7.36059864, 4.04253514])"
6580,"array([7.36389621, 4.03156028])"
6581,"array([7.36049882, 4.02182194])"
6582,"array([6.07617159, 4.98785226])"
6583,"array([5.6757791 , 5.57958172])"
6584,"array([7.32642911, 3.95020542])"
6585,"array([7.33098983, 3.95285254])"
6586,"array([6.08799924, 4.99636318])"
6587,"array([7.30731129, 3.93244589])"
6588,"array([5.99751908, 4.98669036])"
6589,"array([7.29246509, 3.89904467])"
6590,"array([7.24743442, 3.88413123])"
6591,"array([7.24223433, 3.86882856])"
6592,"array([7.23570337, 3.85296057])"
6593,"array([5.73489699, 4.19094756])"
6594,"array([7.22028287, 3.83662548])"
6595,"array([7.37141055, 4.02834881])"
6596,"array([7.32133486, 3.92935948])"
6597,"array([7.32566759, 3.93204934])"
6598,"array([7.30982295, 3.92256178])"
6599,"array([7.30609173, 3.91515312])"
6600,"array([7.23127254, 3.83977341])"
6601,"array([7.2263663, 3.8275981])"
6602,"array([7.37709202, 4.02500957])"
6603,"array([7.16560625, 4.42652746])"
6604,"array([7.15576228, 4.38075838])"
6605,"array([7.31520849, 3.9087417 ])"
6606,"array([7.32097721, 3.91949506])"
6607,"array([7.3144359 , 3.91537036])"
6608,"array([7.30446748, 3.90690527])"
6609,"array([7.30945972, 3.90613498])"
6610,"array([7.30205369, 3.89968475])"
6611,"array([7.29325239, 3.89221915])"
6612,"array([7.28475326, 3.88339903])"
6613,"array([7.27308685, 3.86600216])"
6614,"array([7.26075492, 3.8489032 ])"
6615,"array([7.24800398, 3.83212755])"
6616,"array([7.33165562, 4.06989373])"
6617,"array([6.63531414, 4.38654133])"
6618,"array([5.57561179, 4.54949355])"
6619,"array([6.97358882, 4.08510782])"
6620,"array([6.98106454, 4.0769821 ])"
6621,"array([6.96644169, 4.07357973])"
6622,"array([6.97109101, 4.06431738])"
6623,"array([5.71251509, 4.16679331])"
6624,"array([6.36132139, 5.12822364])"
6625,"array([5.68389767, 4.13388182])"
6626,"array([6.27349809, 5.62576047])"
6627,"array([6.27962376, 5.61069031])"
6628,"array([5.67280731, 4.12925681])"
6629,"array([6.45499172, 5.09569643])"
6630,"array([6.4571107, 5.1039284])"
6631,"array([6.65055806, 4.40147901])"
6632,"array([6.64009163, 4.40591214])"
6633,"array([6.64508569, 4.41376476])"
6634,"array([6.31000305, 4.48354963])"
6635,"array([6.3130703 , 4.48900073])"
6636,"array([6.31284984, 4.47863311])"
6637,"array([6.30336122, 4.47814854])"
6638,"array([7.2341722 , 4.45766362])"
6639,"array([7.21872808, 4.45516083])"
6640,"array([7.2008819 , 4.46159977])"
6641,"array([7.19114462, 4.4456258 ])"
6642,"array([7.18302653, 4.43029713])"
6643,"array([7.07337412, 4.20178433])"
6644,"array([7.08094366, 4.21404934])"
6645,"array([7.08460379, 4.22774793])"
6646,"array([7.08413252, 4.22102306])"
6647,"array([7.07575283, 4.21914118])"
6648,"array([7.18297234, 4.53501549])"
6649,"array([7.17107579, 4.51613603])"
6650,"array([7.15960085, 4.53007011])"
6651,"array([6.31994089, 5.15708577])"
6652,"array([7.12521842, 4.5382868 ])"
6653,"array([7.09241774, 4.55357085])"
6654,"array([7.0689876 , 4.51674274])"
6655,"array([5.66177762, 4.11346019])"
6656,"array([7.06032224, 4.5075237 ])"
6657,"array([5.65860398, 4.11942392])"
6658,"array([7.10849772, 4.46453515])"
6659,"array([5.66351013, 4.10491291])"
6660,"array([7.10334137, 4.44595478])"
6661,"array([7.12149985, 4.44128493])"
6662,"array([7.14232726, 4.42062682])"
6663,"array([5.66801893, 4.08544912])"
6664,"array([7.1455386 , 4.39816733])"
6665,"array([7.15883873, 4.40446963])"
6666,"array([7.16469048, 4.3398021 ])"
6667,"array([7.15028613, 4.31511166])"
6668,"array([7.14686625, 4.32620324])"
6669,"array([7.15764551, 4.35389792])"
6670,"array([5.67080263, 4.07701684])"
6671,"array([6.0854564 , 4.38940313])"
6672,"array([6.10015888, 4.37936836])"
6673,"array([7.15945523, 4.71347811])"
6674,"array([6.07542236, 4.3737618 ])"
6675,"array([6.9910179 , 3.78089729])"
6676,"array([6.98453159, 3.76697649])"
6677,"array([7.00021964, 3.78568401])"
6678,"array([6.99357604, 3.77332469])"
6679,"array([7.07135052, 3.77243916])"
6680,"array([7.06543329, 3.76119608])"
6681,"array([7.05373503, 3.77687558])"
6682,"array([7.04531837, 3.76212816])"
6683,"array([5.8648763 , 4.57523614])"
6684,"array([6.99682831, 4.15815014])"
6685,"array([6.98882074, 4.16788656])"
6686,"array([6.98323684, 4.17891099])"
6687,"array([6.88750316, 3.81173617])"
6688,"array([6.88488995, 3.79982   ])"
6689,"array([6.89437242, 3.80409947])"
6690,"array([6.89716308, 3.8082825 ])"
6691,"array([6.85500331, 3.82286064])"
6692,"array([6.84941722, 3.81325292])"
6693,"array([6.84889027, 3.82154791])"
6694,"array([6.85129045, 3.82524154])"
6695,"array([6.53921921, 4.35028885])"
6696,"array([6.52825292, 4.34363661])"
6697,"array([6.06258518, 4.35786275])"
6698,"array([6.07701418, 4.34089768])"
6699,"array([6.53921931, 4.51740548])"
6700,"array([7.24801739, 4.43365035])"
6701,"array([6.04736229, 4.34573931])"
6702,"array([7.2213579 , 4.32741813])"
6703,"array([6.03308803, 4.3341865 ])"
6704,"array([7.16009473, 4.36675106])"
6705,"array([6.04716339, 4.3200891 ])"
6706,"array([6.02024179, 4.32271004])"
6707,"array([6.11657465, 4.03170999])"
6708,"array([7.34642184, 4.07333493])"
6709,"array([7.35127434, 4.08584717])"
6710,"array([7.34266268, 4.0870018 ])"
6711,"array([7.35118744, 4.07255592])"
6712,"array([6.36024577, 5.2378858 ])"
6713,"array([5.69052044, 5.62413164])"
6714,"array([5.69849394, 5.68454199])"
