index,_pos
3205,"array([6.51128188, 4.39228771])"
3206,"array([5.89272553, 5.60391255])"
3207,"array([6.52074561, 4.39988493])"
3208,"array([5.87116274, 5.60072659])"
3209,"array([6.5136798 , 4.40160291])"
3210,"array([6.60175889, 4.3477848 ])"
3211,"array([5.76138726, 5.41738852])"
3212,"array([6.58677985, 4.34160759])"
3213,"array([5.80424167, 5.49679719])"
3214,"array([6.13634523, 5.77315347])"
3215,"array([6.82548577, 4.69435324])"
3216,"array([5.94834188, 5.49184442])"
3217,"array([5.85741261, 5.47395435])"
3218,"array([5.75539066, 5.43515954])"
3219,"array([5.78901799, 5.44506858])"
3220,"array([6.08390895, 5.75892387])"
3221,"array([6.44934984, 4.51286189])"
3222,"array([5.82855035, 5.6593544 ])"
3223,"array([5.58095938, 5.58288034])"
3224,"array([5.52985588, 5.57369677])"
3225,"array([6.46819156, 4.39344876])"
3226,"array([5.72633348, 5.53714946])"
3227,"array([5.65844756, 5.44233157])"
3228,"array([5.64912394, 5.44918211])"
3229,"array([5.63547842, 5.42230018])"
3230,"array([5.62154375, 5.42658565])"
3231,"array([5.61018421, 5.43443908])"
3232,"array([5.51141142, 5.49221247])"
3233,"array([5.69262705, 5.58674822])"
3234,"array([6.42709787, 5.70091889])"
3235,"array([6.42404087, 5.69565761])"
3236,"array([6.4149357 , 5.70173864])"
3237,"array([6.40911923, 5.69532826])"
3238,"array([6.39926078, 5.69248599])"
3239,"array([6.3990396 , 5.67976114])"
3240,"array([6.38527999, 5.67936815])"
3241,"array([6.3802799 , 5.66721489])"
3242,"array([6.36649402, 5.66182994])"
3243,"array([6.35150516, 5.65619376])"
3244,"array([6.43774341, 3.69967772])"
3245,"array([6.44859511, 3.69248261])"
3246,"array([6.31912121, 5.65715429])"
3247,"array([6.30703835, 5.6522575 ])"
3248,"array([6.30682838, 5.63918262])"
3249,"array([6.29054906, 5.636006  ])"
3250,"array([6.42930287, 5.68514447])"
3251,"array([6.25231303, 4.64197374])"
3252,"array([6.42042697, 5.67275836])"
3253,"array([6.46222709, 5.3769738 ])"
3254,"array([6.39248948, 5.65165143])"
3255,"array([6.3789504 , 5.65017563])"
3256,"array([6.36846123, 5.64503423])"
3257,"array([6.35318746, 5.64601716])"
3258,"array([6.45322897, 5.37167077])"
3259,"array([6.32229352, 5.63169062])"
3260,"array([6.4521513 , 5.38026927])"
3261,"array([6.30084568, 5.61252886])"
3262,"array([6.29263438, 5.60732095])"
3263,"array([6.30087375, 5.59875901])"
3264,"array([6.44204408, 5.68425039])"
3265,"array([6.43841339, 5.67541753])"
3266,"array([6.44261673, 5.66084003])"
3267,"array([6.42747469, 5.66276584])"
3268,"array([6.41585313, 5.65541645])"
3269,"array([6.41056057, 5.63815793])"
3270,"array([6.40013135, 5.6272146 ])"
3271,"array([6.38891857, 5.62388441])"
3272,"array([6.44045916, 5.37940171])"
3273,"array([6.3727423 , 5.62041882])"
3274,"array([6.3589942 , 5.61917638])"
3275,"array([6.35986382, 5.606674  ])"
3276,"array([6.27762748, 4.71294613])"
3277,"array([6.33313485, 5.5923201 ])"
3278,"array([6.31652721, 5.59122119])"
3279,"array([6.31533936, 5.57827307])"
3280,"array([6.38787735, 5.63842395])"
3281,"array([6.37807966, 5.63798092])"
3282,"array([6.37990754, 5.62792731])"
3283,"array([6.3457603 , 5.62724295])"
3284,"array([6.33670555, 5.62027946])"
3285,"array([6.38575097, 5.60220627])"
3286,"array([6.37278926, 5.59793078])"
3287,"array([6.35920675, 5.59609922])"
3288,"array([6.40809582, 5.61002184])"
3289,"array([6.39897536, 5.59507068])"
3290,"array([6.37245382, 5.58023811])"
3291,"array([6.3606431 , 5.58376845])"
3292,"array([6.35109307, 5.57478135])"
3293,"array([6.33688984, 5.57825971])"
3294,"array([6.32618446, 5.5678671 ])"
3295,"array([6.33829014, 5.55933224])"
3296,"array([6.35709812, 5.56235909])"
3297,"array([6.36885266, 5.56825845])"
3298,"array([6.37246599, 5.5522588 ])"
3299,"array([6.37823879, 5.56156999])"
3300,"array([6.39103569, 5.56316267])"
3301,"array([6.39461475, 5.57476027])"
3302,"array([6.40395956, 5.57588643])"
3303,"array([6.40422567, 5.56783505])"
3304,"array([6.41193802, 5.58137246])"
3305,"array([6.45755771, 5.6693305 ])"
3306,"array([6.46868356, 5.65054795])"
3307,"array([6.27840654, 4.71792415])"
3308,"array([6.46329612, 5.63019258])"
3309,"array([6.4615904 , 5.61572203])"
3310,"array([5.87025465, 4.55631609])"
3311,"array([6.45130397, 5.5951232 ])"
3312,"array([6.44046695, 5.57298755])"
3313,"array([6.42740823, 5.56947084])"
3314,"array([5.87056234, 4.54979014])"
3315,"array([6.42479636, 5.55768003])"
3316,"array([6.36309155, 4.56658047])"
3317,"array([6.40048792, 5.55403351])"
3318,"array([6.39903315, 5.54154856])"
3319,"array([6.38427649, 5.53748957])"
3320,"array([6.38396353, 5.51904087])"
3321,"array([6.45113726, 5.55687366])"
3322,"array([6.43738769, 5.55866156])"
3323,"array([6.43266434, 5.54710513])"
3324,"array([6.41969629, 5.54646048])"
3325,"array([6.4130698 , 5.53585879])"
3326,"array([6.41737934, 5.50889617])"
3327,"array([6.39747206, 5.50583126])"
3328,"array([6.47341246, 5.62002378])"
3329,"array([6.47235019, 5.60685257])"
3330,"array([6.64768953, 3.37276353])"
3331,"array([6.4638659 , 5.59686661])"
3332,"array([6.46483108, 5.58627137])"
3333,"array([6.47721244, 5.57249728])"
3334,"array([6.46847964, 5.55814136])"
3335,"array([6.49667889, 5.62734366])"
3336,"array([6.48439789, 5.63358482])"
3337,"array([6.64455061, 3.36217011])"
3338,"array([6.50692821, 5.61772549])"
3339,"array([6.49526123, 5.62162893])"
3340,"array([6.49663532, 5.60986501])"
3341,"array([6.50593442, 5.59336381])"
3342,"array([6.49877331, 5.58283153])"
3343,"array([6.51452673, 5.56912098])"
3344,"array([6.51023544, 5.55452735])"
3345,"array([6.49258351, 5.55716433])"
3346,"array([6.49344994, 5.54019294])"
3347,"array([6.47766892, 5.54429238])"
3348,"array([6.46987446, 5.53224192])"
3349,"array([6.45537854, 5.53790164])"
3350,"array([6.44350687, 5.53210105])"
3351,"array([6.43431164, 5.51889196])"
3352,"array([6.43548509, 5.50291159])"
3353,"array([6.43980493, 5.48845157])"
3354,"array([6.52178563, 5.60674151])"
3355,"array([6.52953528, 5.59309489])"
3356,"array([6.65339499, 3.35583971])"
3357,"array([6.53375845, 5.60724082])"
3358,"array([6.55029714, 5.59032392])"
3359,"array([6.54343852, 5.58683761])"
3360,"array([6.65160159, 3.36626504])"
3361,"array([6.55287441, 5.56807616])"
3362,"array([6.54261372, 5.56579377])"
3363,"array([6.53042344, 5.56935192])"
3364,"array([6.52931762, 5.55623856])"
3365,"array([6.52367102, 5.5408328 ])"
3366,"array([6.53000589, 5.51877171])"
3367,"array([6.50686553, 5.52354592])"
3368,"array([6.47618254, 5.51644938])"
3369,"array([6.46508556, 5.50528613])"
3370,"array([6.45168559, 5.49461069])"
3371,"array([6.56319999, 5.56815536])"
3372,"array([6.56130307, 5.56082437])"
3373,"array([6.55551261, 5.55562008])"
3374,"array([6.54761909, 5.55696498])"
3375,"array([6.5472528 , 5.54774089])"
3376,"array([6.55683605, 5.54799806])"
3377,"array([6.61707432, 3.37684219])"
3378,"array([6.61564131, 3.36613473])"
3379,"array([6.62286523, 3.36775289])"
3380,"array([6.61587842, 3.38461344])"
3381,"array([6.4915075 , 5.49139885])"
3382,"array([6.58717423, 3.37777126])"
3383,"array([6.46408944, 5.48075509])"
3384,"array([6.466825  , 5.46157917])"
3385,"array([6.42928863, 3.68354447])"
3386,"array([6.56739484, 5.57336305])"
3387,"array([6.57269086, 5.56079412])"
3388,"array([6.56940403, 5.55226134])"
3389,"array([6.56595642, 5.54401641])"
3390,"array([6.57573359, 5.54208846])"
3391,"array([6.56143089, 5.53516388])"
3392,"array([7.09324679, 4.65262417])"
3393,"array([6.50121001, 5.47485276])"
3394,"array([6.48739825, 5.47194697])"
3395,"array([6.47663767, 5.44654315])"
3396,"array([6.42105857, 3.67097233])"
3397,"array([6.4151782 , 3.66833626])"
3398,"array([6.16287301, 5.60812645])"
3399,"array([6.14732457, 5.60719551])"
3400,"array([6.58634702, 3.37112394])"
3401,"array([6.12832623, 5.58690606])"
3402,"array([6.57545656, 3.36816771])"
3403,"array([6.11159135, 5.56669043])"
3404,"array([6.1045861 , 5.55742078])"
3405,"array([6.08580947, 5.52457357])"
3406,"array([5.97935008, 5.07188618])"
3407,"array([6.24771691, 5.63386058])"
3408,"array([6.23886451, 5.62697277])"
3409,"array([6.22718875, 5.62528476])"
3410,"array([6.46466692, 5.39912851])"
3411,"array([6.25980787, 5.62804144])"
3412,"array([5.96155969, 5.08339478])"
3413,"array([6.25695272, 5.60886117])"
3414,"array([6.24713362, 5.61128448])"
3415,"array([6.23923739, 5.60714688])"
3416,"array([6.25716881, 5.60022586])"
3417,"array([6.24146612, 5.5962157 ])"
3418,"array([6.22676565, 5.59023323])"
3419,"array([6.24252949, 5.58655323])"
3420,"array([6.18428476, 5.60001775])"
3421,"array([6.61279913, 4.87797242])"
3422,"array([6.17136158, 5.59556478])"
3423,"array([6.16829917, 5.58000706])"
3424,"array([6.15144651, 5.57898276])"
3425,"array([6.14875611, 5.56199518])"
3426,"array([6.13262583, 5.55713708])"
3427,"array([6.12446892, 5.5408922 ])"
3428,"array([6.18137228, 5.56737523])"
3429,"array([6.17669566, 5.55297485])"
3430,"array([6.16134496, 5.54976884])"
3431,"array([6.16031438, 5.53326635])"
3432,"array([6.62043188, 4.86639809])"
3433,"array([6.13867314, 5.50754544])"
3434,"array([6.62532857, 4.87011635])"
3435,"array([6.09912464, 5.50834633])"
3436,"array([6.0889747 , 5.49670379])"
3437,"array([6.07501531, 5.49657695])"
3438,"array([6.07990937, 5.47588356])"
3439,"array([6.09189024, 5.48314511])"
3440,"array([6.10585335, 5.47702372])"
3441,"array([6.12166362, 5.48288425])"
3442,"array([6.13745182, 5.47143953])"
3443,"array([6.1510363, 5.4807524])"
3444,"array([6.16371047, 5.47637446])"
3445,"array([6.251232  , 5.57826698])"
3446,"array([6.25901133, 5.56889675])"
3447,"array([6.25518594, 5.55101143])"
3448,"array([6.24109898, 5.54196938])"
3449,"array([6.63047207, 4.87756993])"
3450,"array([6.2047771 , 5.54890037])"
3451,"array([6.33408065, 4.50360317])"
3452,"array([6.18750027, 5.54191302])"
3453,"array([6.1789602 , 5.52560715])"
3454,"array([6.18875511, 5.50523098])"
3455,"array([6.17544467, 5.49043859])"
3456,"array([6.15531827, 5.49462375])"
3457,"array([6.26866886, 5.58229472])"
3458,"array([6.34458583, 4.49856841])"
3459,"array([6.28885147, 5.58850636])"
3460,"array([6.27305244, 5.600882  ])"
3461,"array([6.35025484, 4.49112763])"
3462,"array([6.30311493, 5.5629961 ])"
3463,"array([6.29185128, 5.55504017])"
3464,"array([6.34135608, 4.50628479])"
3465,"array([6.26575636, 5.53943779])"
3466,"array([6.25833146, 5.52756302])"
3467,"array([6.24507057, 5.53109891])"
3468,"array([6.23395593, 5.52508475])"
3469,"array([6.21005706, 5.49755965])"
3470,"array([6.1885844, 5.466652 ])"
3471,"array([6.63688066, 4.63247686])"
3472,"array([6.12608932, 5.45015388])"
3473,"array([6.10986652, 5.45291345])"
3474,"array([6.63677826, 4.62239987])"
3475,"array([6.09118267, 5.45496834])"
3476,"array([6.09716795, 5.44746329])"
3477,"array([6.12776092, 5.44053973])"
3478,"array([6.65390885, 4.61765017])"
3479,"array([6.31531256, 5.55602662])"
3480,"array([6.43788114, 3.67506191])"
3481,"array([6.42923458, 3.67416078])"
3482,"array([6.65633435, 4.62755824])"
3483,"array([6.32449067, 5.53059989])"
3484,"array([6.43999104, 3.65820753])"
3485,"array([6.43263057, 3.67054953])"
3486,"array([6.28658087, 5.52019414])"
3487,"array([6.2040521 , 4.70356762])"
3488,"array([6.34517496, 5.50571703])"
3489,"array([6.36253456, 5.50173996])"
3490,"array([6.36816253, 5.51340053])"
3491,"array([6.38967227, 5.48894411])"
3492,"array([6.375518  , 5.48966416])"
3493,"array([6.37759041, 5.47511444])"
3494,"array([6.39199297, 5.47085436])"
3495,"array([6.36545014, 5.4654239 ])"
3496,"array([6.36427348, 5.45283625])"
3497,"array([6.35182747, 5.46506504])"
3498,"array([6.33862658, 5.48227825])"
3499,"array([6.31334852, 5.50938892])"
3500,"array([6.29818945, 5.50477914])"
3501,"array([6.27964566, 5.50272736])"
3502,"array([6.26767124, 5.46226546])"
3503,"array([6.1995677 , 4.69303591])"
3504,"array([6.2525757 , 5.45751846])"
3505,"array([6.21543793, 4.69242958])"
3506,"array([6.23131075, 5.46929892])"
3507,"array([6.22444644, 5.46882653])"
3508,"array([6.21893276, 5.46184601])"
3509,"array([6.20522847, 5.46193935])"
3510,"array([6.23389067, 5.47755989])"
3511,"array([6.22642638, 5.47696376])"
3512,"array([6.23077351, 5.49162708])"
3513,"array([6.213339  , 4.70267134])"
3514,"array([6.20346102, 5.47391467])"
3515,"array([6.25055424, 5.4444815 ])"
3516,"array([6.23102649, 5.44953509])"
3517,"array([6.19415955, 5.45221247])"
3518,"array([6.16919197, 5.44346976])"
3519,"array([6.15369411, 5.43740838])"
3520,"array([6.14484084, 5.42322968])"
3521,"array([6.12903691, 5.42599082])"
3522,"array([6.11512794, 5.41649921])"
3523,"array([6.50217601, 4.50829387])"
3524,"array([6.10758079, 5.39479883])"
3525,"array([6.13081378, 5.38352594])"
3526,"array([6.14699182, 5.38933652])"
3527,"array([6.15145701, 5.40689876])"
3528,"array([6.19963186, 5.43388466])"
3529,"array([6.38280965, 4.60074218])"
3530,"array([6.21572531, 5.41829754])"
3531,"array([6.20568158, 5.41673621])"
3532,"array([6.18918522, 5.41496372])"
3533,"array([6.17562982, 5.4053063 ])"
3534,"array([6.1593417, 5.3995958])"
3535,"array([6.32706369, 5.48905414])"
3536,"array([6.31350974, 5.48924334])"
3537,"array([6.32142336, 5.47157945])"
3538,"array([6.33140335, 5.45886751])"
3539,"array([6.32950135, 5.44729844])"
3540,"array([6.31483647, 5.43552334])"
3541,"array([6.29585234, 5.40803727])"
3542,"array([6.26773094, 5.43185962])"
3543,"array([6.33355469, 5.43585717])"
3544,"array([6.32416571, 5.4256399 ])"
3545,"array([6.3234359 , 5.40908888])"
3546,"array([6.19973756, 5.39421395])"
3547,"array([6.34391243, 5.45273367])"
3548,"array([6.34674103, 5.43646474])"
3549,"array([6.33333018, 5.39499287])"
3550,"array([6.41703732, 4.62059711])"
3551,"array([6.40347499, 5.45266349])"
3552,"array([6.3963396 , 5.41458042])"
3553,"array([6.45792099, 5.4523897 ])"
3554,"array([6.44016852, 5.46005432])"
3555,"array([6.43440869, 5.4713949 ])"
3556,"array([6.42368448, 5.46037064])"
3557,"array([6.4706952 , 5.43822952])"
3558,"array([6.40728088, 5.40904809])"
3559,"array([6.39728752, 5.39954721])"
3560,"array([6.36711947, 5.38161885])"
3561,"array([6.42889671, 4.63318352])"
3562,"array([5.99787734, 5.48606083])"
3563,"array([6.02579573, 5.48784434])"
3564,"array([6.07747246, 5.45264557])"
3565,"array([6.10605041, 5.38569696])"
3566,"array([6.46798991, 4.62001533])"
3567,"array([6.11161825, 5.37066063])"
3568,"array([6.15318244, 5.29971715])"
3569,"array([6.19529772, 5.29643102])"
3570,"array([6.11745477, 5.37164151])"
3571,"array([6.44319166, 4.64572532])"
3572,"array([6.45680433, 4.65476337])"
3573,"array([5.94728637, 5.42408514])"
3574,"array([5.93150298, 5.14108251])"
3575,"array([6.1455021 , 5.22457543])"
3576,"array([5.56298857, 5.32383484])"
3577,"array([5.58206193, 5.30743024])"
3578,"array([5.72972126, 5.31392787])"
3579,"array([5.58680906, 5.20788594])"
3580,"array([5.81554678, 5.29652453])"
3581,"array([5.82587706, 5.16310649])"
3582,"array([6.44000627, 3.66760278])"
3583,"array([6.51445267, 4.76245532])"
3584,"array([6.52647961, 4.77396248])"
3585,"array([5.88556153, 5.10554007])"
3586,"array([6.03799884, 5.50906826])"
3587,"array([5.67600235, 5.02431303])"
3588,"array([5.65063085, 5.00912174])"
3589,"array([5.58262387, 4.98770051])"
3590,"array([6.53444261, 4.78859277])"
3591,"array([6.58201626, 5.55924558])"
3592,"array([6.58365572, 5.54843837])"
3593,"array([6.58647584, 5.53278887])"
3594,"array([6.58807754, 5.5165995 ])"
3595,"array([6.57277626, 5.51931721])"
3596,"array([6.57142001, 5.5029456 ])"
3597,"array([6.5524433 , 5.49816092])"
3598,"array([6.54818841, 4.79750297])"
3599,"array([6.55166311, 5.45845655])"
3600,"array([6.55987555, 4.86928471])"
3601,"array([6.51776904, 5.46111025])"
3602,"array([6.52129356, 5.44728693])"
3603,"array([6.51220118, 5.4374194 ])"
3604,"array([6.49793922, 5.44259196])"
3605,"array([6.48773672, 5.45293317])"
3606,"array([6.47824333, 5.43846336])"
3607,"array([6.46711774, 5.43154331])"
3608,"array([6.47542856, 5.42620653])"
3609,"array([7.07994411, 4.62933058])"
3610,"array([6.49014753, 5.43518294])"
3611,"array([6.51792219, 5.42340674])"
3612,"array([6.49814038, 5.41952306])"
3613,"array([6.51742464, 5.40703114])"
3614,"array([6.52801801, 5.4176082 ])"
3615,"array([6.5273486 , 5.42871736])"
3616,"array([6.40372031, 4.61334299])"
3617,"array([6.53441528, 5.45494505])"
3618,"array([6.59582632, 5.54803379])"
3619,"array([6.59412924, 5.54150004])"
3620,"array([6.6020926 , 5.53137793])"
3621,"array([6.59796656, 5.52432404])"
3622,"array([6.6061844 , 5.51219959])"
3623,"array([6.60088561, 5.50125013])"
3624,"array([6.58874296, 5.49377379])"
3625,"array([6.30924953, 4.53704063])"
3626,"array([6.60909979, 5.53714796])"
3627,"array([6.61173653, 5.52423021])"
3628,"array([6.61887208, 5.50873063])"
3629,"array([6.62168735, 5.53410091])"
3630,"array([6.30091944, 4.52643785])"
3631,"array([6.63183438, 5.49307482])"
3632,"array([6.61686857, 5.48610902])"
3633,"array([6.61242923, 5.46930983])"
3634,"array([6.62400349, 5.46671958])"
3635,"array([6.62791486, 5.47518166])"
3636,"array([6.59752755, 5.47764357])"
3637,"array([6.5820589 , 5.45378474])"
3638,"array([6.51578851, 4.53038633])"
3639,"array([6.5724955 , 5.42336422])"
3640,"array([6.54484022, 4.5548849 ])"
3641,"array([6.54567865, 5.41045478])"
3642,"array([6.53934201, 5.39373213])"
3643,"array([6.5568278 , 5.44421155])"
3644,"array([6.54677827, 5.43282138])"
3645,"array([6.54036519, 5.42096409])"
3646,"array([6.61456786, 5.44889738])"
3647,"array([6.60254318, 5.43674749])"
3648,"array([7.07738514, 4.60745557])"
3649,"array([7.05900173, 4.59726848])"
3650,"array([6.58598426, 5.40915915])"
3651,"array([6.57672237, 5.3926909 ])"
3652,"array([6.56057641, 5.38250409])"
3653,"array([6.66092804, 5.4824673 ])"
3654,"array([6.64896608, 5.48043261])"
3655,"array([6.65965704, 5.46437043])"
3656,"array([6.65210147, 5.45850362])"
3657,"array([6.64058006, 5.46749656])"
3658,"array([6.63171183, 5.45716493])"
3659,"array([6.63842267, 5.44695731])"
3660,"array([6.62797413, 5.43688369])"
3661,"array([6.58640156, 5.38322713])"
3662,"array([6.57917999, 5.37349003])"
3663,"array([6.68413534, 5.45659136])"
3664,"array([6.69125216, 5.44679155])"
3665,"array([6.68668093, 5.44068504])"
3666,"array([6.6725362 , 5.45015384])"
3667,"array([6.67223683, 5.43835523])"
3668,"array([6.65769757, 5.44490303])"
3669,"array([7.04365205, 4.54827233])"
3670,"array([6.64584568, 5.43732025])"
3671,"array([6.63966886, 5.42303773])"
3672,"array([6.61921726, 5.42061143])"
3673,"array([6.61025215, 5.41060008])"
3674,"array([6.5992141, 5.3998296])"
3675,"array([7.02267807, 4.54021854])"
3676,"array([6.60090246, 5.38201966])"
3677,"array([6.71999989, 5.4166895 ])"
3678,"array([6.7054476 , 5.43153935])"
3679,"array([6.69851952, 5.4374979 ])"
3680,"array([6.69824281, 5.42807347])"
3681,"array([6.73292349, 5.40027436])"
3682,"array([6.72094967, 5.40950414])"
3683,"array([6.70782446, 5.4117552 ])"
3684,"array([6.69637541, 5.41170442])"
3685,"array([6.6844167 , 5.42471143])"
3686,"array([6.70348729, 4.69126549])"
3687,"array([6.68413182, 5.41784719])"
3688,"array([6.68279368, 5.41044819])"
3689,"array([6.62344329, 5.40346626])"
3690,"array([6.63538354, 5.38491175])"
3691,"array([6.63227556, 5.36620049])"
3692,"array([6.52789443, 4.51490694])"
3693,"array([6.50949893, 4.47523653])"
3694,"array([6.61209867, 5.36505042])"
3695,"array([6.71409863, 5.3952346 ])"
3696,"array([6.70036156, 5.39628563])"
3697,"array([6.68055557, 5.40270876])"
3698,"array([6.65976718, 5.40667735])"
3699,"array([6.66313249, 5.38802079])"
3700,"array([6.53599424, 4.50473576])"
3701,"array([6.67266135, 5.37251676])"
3702,"array([6.66456536, 5.36951239])"
3703,"array([7.13999949, 4.6633204 ])"
3704,"array([6.68427232, 5.35796603])"
3705,"array([6.67188899, 5.35568651])"
3706,"array([6.6685601 , 5.34006978])"
3707,"array([6.67662966, 5.32519737])"
3708,"array([6.63570248, 5.34316154])"
3709,"array([6.62167416, 5.35052847])"
3710,"array([6.6384425 , 5.32792305])"
3711,"array([6.64949073, 5.31547608])"
3712,"array([6.6638144 , 5.30299335])"
3713,"array([6.74962773, 5.38034115])"
3714,"array([6.73631678, 5.39013735])"
3715,"array([6.74678758, 4.62632375])"
3716,"array([6.72784807, 5.37980347])"
3717,"array([6.72840722, 5.36537112])"
3718,"array([6.71362172, 5.37918231])"
3719,"array([6.70982086, 5.35750771])"
3720,"array([6.70120818, 5.34576901])"
3721,"array([6.68321096, 5.32684929])"
3722,"array([6.51848059, 4.4723808 ])"
3723,"array([6.69839595, 5.31369446])"
3724,"array([6.68271005, 5.30940597])"
3725,"array([6.76979208, 5.35719441])"
3726,"array([6.78639548, 5.33691971])"
3727,"array([6.77937935, 5.34429489])"
3728,"array([6.78344599, 5.33167848])"
3729,"array([6.78121624, 5.32604861])"
3730,"array([6.7932131 , 5.31613971])"
3731,"array([6.77227004, 5.33880328])"
3732,"array([6.757481  , 5.35268212])"
3733,"array([6.74311613, 5.37239207])"
3734,"array([6.75978189, 5.3381438 ])"
3735,"array([6.74346435, 5.3466044 ])"
3736,"array([6.74835463, 5.31119031])"
3737,"array([6.72995135, 5.31515884])"
3738,"array([6.73381899, 5.30198134])"
3739,"array([6.7254988 , 5.29529449])"
3740,"array([6.7124207, 5.295131 ])"
3741,"array([6.57447884, 4.55504231])"
3742,"array([6.68811792, 5.28324503])"
3743,"array([6.69738775, 5.27005821])"
3744,"array([6.80270871, 5.31369558])"
3745,"array([6.81748568, 5.28972617])"
3746,"array([6.56823158, 4.48457932])"
3747,"array([5.55712297, 5.28230787])"
3748,"array([6.81547737, 5.27717293])"
3749,"array([6.80520816, 5.28658718])"
3750,"array([6.79774054, 5.28581539])"
3751,"array([6.79564754, 5.29610431])"
3752,"array([6.78527273, 5.30897721])"
3753,"array([6.77435001, 5.32109137])"
3754,"array([6.78011858, 5.30650278])"
3755,"array([6.77466094, 5.29312003])"
3756,"array([6.78476811, 5.29110798])"
3757,"array([6.76407766, 5.2935554 ])"
3758,"array([6.75729726, 5.28594669])"
3759,"array([6.74317397, 5.29216079])"
3760,"array([6.73318081, 5.28768908])"
3761,"array([6.7300716 , 5.27650075])"
3762,"array([6.72386777, 5.26362631])"
3763,"array([6.7111762 , 5.26363952])"
3764,"array([6.72765909, 5.24984792])"
3765,"array([6.71528362, 5.25338965])"
3766,"array([6.48068151, 5.42033287])"
3767,"array([6.47439166, 5.40247745])"
3768,"array([6.45554725, 5.3955912 ])"
3769,"array([6.43982338, 5.39546089])"
3770,"array([6.42466937, 5.39369275])"
3771,"array([6.50414762, 5.38997691])"
3772,"array([6.48788095, 5.39070242])"
3773,"array([6.48563408, 5.37629369])"
3774,"array([6.47157412, 5.36960735])"
3775,"array([6.45698135, 5.36237969])"
3776,"array([6.50247743, 5.37055143])"
3777,"array([6.45471406, 5.32912118])"
3778,"array([6.25644163, 5.24932015])"
3779,"array([6.31779618, 5.22385512])"
3780,"array([6.53562435, 5.37471068])"
3781,"array([6.55019161, 5.36715327])"
3782,"array([6.5603672 , 5.35436954])"
3783,"array([6.5460077 , 5.33295561])"
3784,"array([6.51174459, 5.32447451])"
3785,"array([6.49529572, 5.32203476])"
3786,"array([6.48007692, 5.32769961])"
3787,"array([6.48833708, 5.3046268 ])"
3788,"array([6.4723293 , 5.31382649])"
3789,"array([6.4719827 , 5.29368867])"
3790,"array([6.30623851, 5.23387645])"
3791,"array([6.44508115, 5.12054052])"
3792,"array([6.49485929, 5.1531332 ])"
3793,"array([6.50367895, 5.15483724])"
3794,"array([6.51109717, 5.14828447])"
3795,"array([6.52124426, 5.14820266])"
3796,"array([6.50943315, 5.1793984 ])"
3797,"array([6.52096268, 5.184327  ])"
3798,"array([6.52485487, 5.17462519])"
3799,"array([6.53874435, 5.17819313])"
3800,"array([6.50258936, 5.2093373 ])"
3801,"array([6.61680147, 5.33866085])"
3802,"array([6.60227595, 5.34412813])"
3803,"array([6.52292154, 4.46210187])"
3804,"array([6.56404619, 5.32468491])"
3805,"array([6.56423612, 5.28213828])"
3806,"array([6.5246771 , 5.28251109])"
3807,"array([6.62616842, 5.32458877])"
3808,"array([6.61344618, 5.31465467])"
3809,"array([6.59978383, 5.30203841])"
3810,"array([6.58421134, 5.29849235])"
3811,"array([6.59949281, 5.28818707])"
3812,"array([6.58626184, 5.28378915])"
3813,"array([6.6049429 , 4.51522679])"
3814,"array([6.60284917, 5.27199262])"
3815,"array([6.63918146, 5.31621738])"
3816,"array([6.64672902, 5.30576224])"
3817,"array([6.63316054, 5.29971909])"
3818,"array([6.63456553, 5.2848377 ])"
3819,"array([6.62713249, 5.27372016])"
3820,"array([6.64489283, 5.27796328])"
3821,"array([6.63656103, 5.25966596])"
3822,"array([6.62747672, 5.2529213 ])"
3823,"array([6.61527061, 5.25643896])"
3824,"array([6.67180038, 5.28307767])"
3825,"array([6.67378259, 5.26479088])"
3826,"array([6.69129136, 5.25965292])"
3827,"array([6.70479123, 5.247622  ])"
3828,"array([6.65232252, 5.2666083 ])"
3829,"array([6.65106655, 5.25030885])"
3830,"array([6.53086598, 5.09367167])"
3831,"array([6.57806449, 4.47584016])"
3832,"array([6.13944063, 5.17128925])"
3833,"array([6.70206489, 4.63693862])"
3834,"array([6.70848573, 4.6097966 ])"
3835,"array([6.56902973, 4.42749335])"
3836,"array([6.16883936, 5.15690737])"
3837,"array([6.14419172, 5.14902178])"
3838,"array([6.08178722, 5.10490264])"
3839,"array([6.61626517, 4.5217045 ])"
3840,"array([6.03493832, 5.07029513])"
3841,"array([6.57641606, 4.42156274])"
3842,"array([6.02532613, 5.05288839])"
3843,"array([6.0079706 , 5.07745626])"
3844,"array([6.74685488, 4.57561494])"
3845,"array([5.97384296, 5.07200129])"
3846,"array([5.97954752, 5.07832539])"
3847,"array([6.01426684, 5.03422629])"
3848,"array([6.00167791, 5.02848567])"
3849,"array([6.01489671, 5.02859014])"
3850,"array([6.01420727, 5.0390324 ])"
3851,"array([6.03828462, 5.01336791])"
3852,"array([6.03061896, 5.00987768])"
3853,"array([6.04095914, 5.02060503])"
3854,"array([6.03874212, 5.02415867])"
3855,"array([6.05799533, 5.02020304])"
3856,"array([6.10718811, 5.0908551 ])"
3857,"array([6.78468289, 4.69430137])"
3858,"array([6.10115044, 5.07619754])"
3859,"array([6.09166511, 5.07384556])"
3860,"array([6.08037598, 5.05810929])"
3861,"array([6.11085185, 5.06134194])"
3862,"array([6.09728985, 5.05466562])"
3863,"array([6.07363559, 5.03126799])"
