endTime,artistName,trackName,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,genre
2023-12-10 13:21:00,Taco Hemingway,Całe Lata,236755,0.674,0.552,2,-9.029,0,0.0559,0.203,0.0,0.277,0.68,147.995,5A2baHJCFwwewI5z0zkXdo,237218,polish hip hop
2023-12-10 13:21:00,Taco Hemingway,Całe Lata,236755,0.674,0.552,2,-9.029,0,0.0559,0.203,0.0,0.277,0.68,147.995,5A2baHJCFwwewI5z0zkXdo,237218,polish pop
2023-12-10 13:21:00,Taco Hemingway,Całe Lata,236755,0.674,0.552,2,-9.029,0,0.0559,0.203,0.0,0.277,0.68,147.995,5A2baHJCFwwewI5z0zkXdo,237218,talent show
2023-12-10 13:21:00,Taco Hemingway,Całe Lata,236755,0.674,0.552,2,-9.029,0,0.0559,0.203,0.0,0.277,0.68,147.995,5A2baHJCFwwewI5z0zkXdo,237218,polish trap
2023-12-10 13:24:00,Dawid Podsiadło,Let You Down,227046,0.326,0.369,0,-8.003,1,0.0272,0.168,0.0477,0.111,0.0776,110.046,1qpGMJi0ippCaMUOs7cz2q,227047,polish pop
2023-12-10 13:24:00,Dawid Podsiadło,Let You Down,227046,0.326,0.369,0,-8.003,1,0.0272,0.168,0.0477,0.111,0.0776,110.046,1qpGMJi0ippCaMUOs7cz2q,227047,talent show
2023-12-10 13:28:00,Dawid Podsiadło,D I A B L E,219466,0.754,0.72,9,-6.312,0,0.0292,0.0887,8.13e-05,0.0888,0.794,114.001,0K0r4umLd6ssfXIu1MjjYI,219467,polish pop
2023-12-10 13:28:00,Dawid Podsiadło,D I A B L E,219466,0.754,0.72,9,-6.312,0,0.0292,0.0887,8.13e-05,0.0888,0.794,114.001,0K0r4umLd6ssfXIu1MjjYI,219467,talent show
2023-12-10 13:31:00,Męskie Granie Orkiestra,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655,0.503,0.743,10,-4.712,1,0.034,0.0671,6.85e-05,0.0984,0.313,174.002,64F1Z2LAsf04V346A75hi1,209655,talent show
2023-12-10 13:31:00,Męskie Granie Orkiestra,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655,0.503,0.743,10,-4.712,1,0.034,0.0671,6.85e-05,0.0984,0.313,174.002,64F1Z2LAsf04V346A75hi1,209655,polish indie
2023-12-10 13:31:00,Męskie Granie Orkiestra,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655,0.503,0.743,10,-4.712,1,0.034,0.0671,6.85e-05,0.0984,0.313,174.002,64F1Z2LAsf04V346A75hi1,209655,polish pop
2023-12-10 13:31:00,Męskie Granie Orkiestra,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655,0.503,0.743,10,-4.712,1,0.034,0.0671,6.85e-05,0.0984,0.313,174.002,64F1Z2LAsf04V346A75hi1,209655,polish alternative rock
2023-12-10 13:31:00,Męskie Granie Orkiestra,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655,0.503,0.743,10,-4.712,1,0.034,0.0671,6.85e-05,0.0984,0.313,174.002,64F1Z2LAsf04V346A75hi1,209655,polish alternative
2023-12-10 13:33:00,sanah,ostatnia nadzieja,60483,0.688,0.721,4,-7.931,0,0.0326,0.126,0.000247,0.583,0.493,104.973,2KTfSSKBBfMLXwDqrtoOE5,225768,polish viral pop
2023-12-10 13:33:00,sanah,ostatnia nadzieja,60483,0.688,0.721,4,-7.931,0,0.0326,0.126,0.000247,0.583,0.493,104.973,2KTfSSKBBfMLXwDqrtoOE5,225768,polish pop
2023-12-10 13:33:00,sanah,ostatnia nadzieja,60483,0.688,0.721,4,-7.931,0,0.0326,0.126,0.000247,0.583,0.493,104.973,2KTfSSKBBfMLXwDqrtoOE5,225768,talent show
2023-12-10 13:36:00,Fred again..,leavemealone,222784,0.682,0.882,0,-4.5,1,0.0543,0.00521,0.0194,0.571,0.103,174.052,1MVqeIAwhD4T44AKVkIfic,222784,edm
2023-12-10 13:36:00,Fred again..,leavemealone,222784,0.682,0.882,0,-4.5,1,0.0543,0.00521,0.0194,0.571,0.103,174.052,1MVqeIAwhD4T44AKVkIfic,222784,house
2023-12-10 13:36:00,Fred again..,leavemealone,222784,0.682,0.882,0,-4.5,1,0.0543,0.00521,0.0194,0.571,0.103,174.052,1MVqeIAwhD4T44AKVkIfic,222784,stutter house
2023-12-10 13:36:00,Fred again..,leavemealone,222784,0.682,0.882,0,-4.5,1,0.0543,0.00521,0.0194,0.571,0.103,174.052,1MVqeIAwhD4T44AKVkIfic,222784,rap
2023-12-10 13:36:00,Fred again..,leavemealone,222784,0.682,0.882,0,-4.5,1,0.0543,0.00521,0.0194,0.571,0.103,174.052,1MVqeIAwhD4T44AKVkIfic,222784,hip hop
2023-12-10 13:40:00,Mild Minds,DEVOTION,231978,0.577,0.871,2,-5.4,0,0.0332,0.577,0.813,0.15,0.214,118.003,3b589i3VEOsWJRNdOdWDsK,231979,australian dance
2023-12-10 13:43:00,Stereoclip,How To Listen To This Album,150461,0.551,0.712,9,-10.032,0,0.0514,0.285,0.44,0.109,0.0746,123.059,0Py4iHLT1CPUOB6UJCrKeq,150462,
2023-12-10 13:45:00,Duskus,Let Go,126043,0.793,0.564,9,-11.307,1,0.125,0.311,0.914,0.203,0.399,133.054,4oZnV1W54b1TIn96i0KIwV,126044,future bass
2023-12-10 13:45:00,Duskus,Let Go,126043,0.793,0.564,9,-11.307,1,0.125,0.311,0.914,0.203,0.399,133.054,4oZnV1W54b1TIn96i0KIwV,126044,vapor twitch
2023-12-10 20:54:00,BROCKHAMPTON,FACE,12330,0.945,0.702,11,-5.016,0,0.12,0.591,0.000538,0.0788,0.678,119.887,5bknBRjKJZ643DAN2w8Yoy,259000,rap
2023-12-10 20:54:00,BROCKHAMPTON,FACE,12330,0.945,0.702,11,-5.016,0,0.12,0.591,0.000538,0.0788,0.678,119.887,5bknBRjKJZ643DAN2w8Yoy,259000,boy band
2023-12-10 20:54:00,Snoop Dogg,Who Am I (What’s My Name)?,20410,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,0eO8MW9YSTK3CjdaTYKlhF,246200,pop rap
2023-12-10 20:54:00,Snoop Dogg,Who Am I (What’s My Name)?,20410,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,0eO8MW9YSTK3CjdaTYKlhF,246200,gangster rap
2023-12-10 20:54:00,Snoop Dogg,Who Am I (What’s My Name)?,20410,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,0eO8MW9YSTK3CjdaTYKlhF,246200,rap
2023-12-10 20:54:00,Snoop Dogg,Who Am I (What’s My Name)?,20410,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,0eO8MW9YSTK3CjdaTYKlhF,246200,west coast rap
2023-12-10 20:54:00,Snoop Dogg,Who Am I (What’s My Name)?,20410,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,0eO8MW9YSTK3CjdaTYKlhF,246200,hip hop
2023-12-10 20:54:00,Snoop Dogg,Who Am I (What’s My Name)?,20410,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,0eO8MW9YSTK3CjdaTYKlhF,246200,g funk
2023-12-10 20:58:00,A Tribe Called Quest,Electric Relaxation,226133,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,0eEXcw3JLVXcRxYrVYMy68,226133,queens hip hop
