endTime,artistName,trackName,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,genre
2024-01-04 12:18:00,Noize MC,"Детка, послушай",218807,0.734,0.787,9,-5.837,0,0.134,0.186,0.0,0.317,0.681,150.032,72KGaXMZmwMejit1FLl263,218807,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:18:00,Noize MC,Из окна,1333,0.669,0.854,0,-4.13,1,0.36,0.604,0.0,0.142,0.739,179.876,6vNYgb1E4Wejx9hNCxOLKj,243840,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:18:00,Noize MC,Make Some Noize,732,0.441,0.803,9,-5.521,0,0.341,0.0441,0.0,0.152,0.471,93.947,71jVsmmC7PabKQG8X8gAfH,213287,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:22:00,Noize MC,Из окна,243840,0.669,0.854,0,-4.13,1,0.36,0.604,0.0,0.142,0.739,179.876,6vNYgb1E4Wejx9hNCxOLKj,243840,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:23:00,Atlantida Project,Гвозди (feat. Noize MC),8238,0.446,0.962,9,-3.904,1,0.336,0.0122,3.81e-05,0.269,0.476,219.874,59JVOW6sxZiZqVoLkFt5HO,207409,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:23:00,Noize MC,Капитал,10212,0.746,0.89,9,-4.456,0,0.28,0.121,0.0,0.303,0.942,124.988,3rUkINHVKrMU3Zv13Om53E,155707,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:23:00,Noize MC,Джеймесон,5378,0.709,0.748,6,-5.184,0,0.0274,0.0321,0.0,0.152,0.598,107.022,47yAprz0ImpmHThOcW0y1N,231997,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:23:00,Noize MC,Двадцатые годы,5510,0.672,0.896,11,-4.769,0,0.154,0.487,0.0,0.361,0.701,80.073,7hHD97tWYQjg8tesn30ioB,195587,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:23:00,Noize MC,Make Some Noize,35101,0.441,0.803,9,-5.521,0,0.341,0.0441,0.0,0.152,0.471,93.947,71jVsmmC7PabKQG8X8gAfH,213287,"russian hip hop, russian reggae, russian rock"
2024-01-04 12:39:00,Noize MC,Парнас / Parnassus,92062,0.616,0.64,7,-7.535,1,0.0483,0.00195,0.0,0.221,0.41,145.958,7xNCXU1jhiEuxtkfNUukom,201067,"russian hip hop, russian reggae, russian rock"
2024-01-05 00:15:00,Noize MC,Парнас / Parnassus,3006,0.616,0.64,7,-7.535,1,0.0483,0.00195,0.0,0.221,0.41,145.958,7xNCXU1jhiEuxtkfNUukom,201067,"russian hip hop, russian reggae, russian rock"
2024-01-05 11:01:00,Noize MC,Парнас / Parnassus,107040,0.616,0.64,7,-7.535,1,0.0483,0.00195,0.0,0.221,0.41,145.958,7xNCXU1jhiEuxtkfNUukom,201067,"russian hip hop, russian reggae, russian rock"
2024-01-05 11:04:00,Noize MC,Песня для радио,173120,0.746,0.813,9,-3.795,0,0.305,0.275,0.0,0.102,0.676,105.011,7mOOd7iPdzJC2wduLjWUur,173120,"russian hip hop, russian reggae, russian rock"
2024-01-05 11:10:00,Noize MC,Вот и всё. Ну и что?,177613,0.837,0.871,11,-4.507,0,0.178,0.19,0.0,0.258,0.746,111.063,1RubhuYCH2Oruv41nyXCFv,177613,"russian hip hop, russian reggae, russian rock"
2024-01-05 11:18:00,Noize MC,Любимый цвет,2161,0.726,0.293,0,-12.166,1,0.143,0.553,0.0,0.159,0.806,81.253,7jtpU2QItNvj5lbtvRcRcE,151277,"russian hip hop, russian reggae, russian rock"
