;documentType;title;firstInstallationTime;lastUpdateTime;model;carrier;manufacturer;deviceDisplayName
428;Android Apps;Microsoft Outlook;2023-08-02T05:38:05.073916Z;2023-12-12T10:25:50.725083Z;SM-T733;No carrier;samsung;samsung SM-T733
429;Android Apps;Microsoft Outlook;2022-02-25T17:35:25.606581Z;2023-07-20T14:05:17.212346Z;;;;
430;Android Apps;Microsoft Outlook;2021-03-31T20:25:23.126464Z;2021-04-09T19:24:15.196960Z;;;;
431;Android Apps;Microsoft Outlook;2021-03-23T10:00:21.767259Z;2021-03-29T12:18:03.737675Z;;;;
432;Android Apps;Microsoft PowerPoint;2021-04-13T10:07:36.588590Z;2023-12-17T19:33:41.359125Z;RMX3081;No carrier;realme;realme RMX3081
433;Android Apps;Microsoft PowerPoint;2023-08-03T05:36:11.126386Z;2023-12-05T00:58:37.370309Z;SM-T733;No carrier;samsung;samsung SM-T733
434;Android Apps;Microsoft PowerPoint;2022-11-22T12:36:42.088998Z;2023-07-19T20:55:17.362349Z;;;;
435;Android Apps;Microsoft PowerPoint;2021-03-31T20:27:58.201860Z;2021-03-31T20:27:58.201860Z;;;;
436;Android Apps;Microsoft PowerPoint;2019-11-06T14:57:08.552Z;2021-03-26T13:54:05.406968Z;;;;
437;Android Apps;Microsoft PowerPoint;2020-03-01T08:25:16.753Z;2020-09-25T21:19:50.326502Z;;;;
438;Android Apps;Microsoft PowerPoint;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
439;Android Apps;Microsoft Word: Edit Documents;2021-04-13T10:07:36.588590Z;2023-12-17T12:36:09.269296Z;RMX3081;No carrier;realme;realme RMX3081
440;Android Apps;Microsoft Word: Edit Documents;2023-08-03T05:36:11.126386Z;2023-12-05T00:57:37.015513Z;SM-T733;No carrier;samsung;samsung SM-T733
441;Android Apps;Microsoft Word: Edit Documents;2022-11-12T15:46:04.006669Z;2023-07-19T20:55:17.362349Z;;;;
442;Android Apps;Microsoft Word: Edit Documents;2021-03-31T20:18:22.834759Z;2021-03-31T20:18:22.834759Z;;;;
443;Android Apps;Microsoft Word: Edit Documents;2019-11-12T08:36:21.335Z;2021-03-27T17:25:17.766314Z;;;;
444;Android Apps;Microsoft Word: Edit Documents;2020-03-01T08:25:16.753Z;2020-09-25T21:39:45.767318Z;;;;
445;Android Apps;Microsoft Word: Edit Documents;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
446;Android Apps;Microsoft OneDrive;2022-02-25T17:34:03.844894Z;2023-07-23T13:41:41.262638Z;;;;
447;Android Apps;Microsoft OneDrive;2021-03-31T18:37:11.988537Z;2021-04-02T20:14:16.088787Z;;;;
448;Android Apps;Microsoft OneDrive;2019-07-22T19:18:40.875Z;2021-03-21T12:39:31.773489Z;;;;
449;Android Apps;Microsoft OneDrive;2020-03-01T08:25:16.753Z;2020-10-26T13:29:39.575483Z;;;;
450;Android Apps;Microsoft OneDrive;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
451;Android Apps;Microsoft Teams;2023-04-27T18:53:12.679610Z;2023-12-08T09:04:07.758140Z;RMX3081;No carrier;realme;realme RMX3081
452;Android Apps;Microsoft Teams;2023-08-03T05:40:12.793652Z;2023-12-05T03:57:49.832244Z;SM-T733;No carrier;samsung;samsung SM-T733
453;Android Apps;Microsoft Teams;2023-04-29T00:25:46.755801Z;2023-07-19T20:55:17.362349Z;;;;
454;Android Apps;Microsoft Teams;2021-03-31T20:22:48.652019Z;2021-03-31T20:22:48.652019Z;;;;
455;Android Apps;Microsoft Teams;2020-12-16T11:36:41.447848Z;2021-03-27T17:33:01.930609Z;;;;
456;Android Apps;Microsoft Teams;2020-10-26T13:18:14.194261Z;2020-10-26T13:18:14.194261Z;;;;
457;Android Apps;Microsoft To Do: Lists & Tasks;2022-03-15T22:37:44.733302Z;2023-11-18T14:14:33.792605Z;RMX3081;No carrier;realme;realme RMX3081
458;Android Apps;Brain Out;2021-03-31T20:14:58.156772Z;2021-03-31T20:14:58.156772Z;;;;
459;Android Apps;Brain Out;2019-11-11T12:00:59.289Z;2021-03-09T12:32:24.152289Z;;;;
460;Android Apps;Bowmasters;2020-03-01T08:25:16.753Z;2020-08-19T10:39:13.573Z;;;;
461;Android Apps;File Commander Manager & Vault;2020-03-01T08:25:16.753Z;2020-10-04T10:00:39.411164Z;;;;
462;Android Apps;Potion Punch;2020-03-01T08:25:16.753Z;2020-03-01T11:43:52.543Z;;;;
463;Android Apps;Potion Punch 2: Cooking Quest;2023-08-03T05:40:12.793652Z;2023-08-03T05:40:12.793652Z;SM-T733;No carrier;samsung;samsung SM-T733
464;Android Apps;Potion Punch 2: Cooking Quest;2022-03-06T12:16:24.446760Z;2023-07-19T20:55:17.362349Z;;;;
465;Android Apps;Potion Punch 2: Cooking Quest;2020-04-10T17:00:01.252Z;2020-09-12T20:46:00.005778Z;;;;
466;Android Apps;Moodle;2021-03-31T20:13:39.715749Z;2021-03-31T20:13:39.715749Z;;;;
467;Android Apps;Moodle;2021-03-15T23:05:09.398678Z;2021-03-15T23:05:09.398678Z;;;;
468;Android Apps;Time Lapse camera;2021-03-31T20:30:38.321587Z;2021-03-31T20:30:38.321587Z;;;;
469;Android Apps;Time Lapse camera;2021-01-27T14:56:11.437385Z;2021-01-27T14:56:11.437385Z;;;;
470;Android Apps;com.natenai.glowhockey;2021-04-13T10:07:36.588590Z;2023-07-05T20:01:20.064803Z;RMX3081;No carrier;realme;realme RMX3081
471;Android Apps;com.natenai.glowhockey;2021-03-31T20:17:05.469622Z;2021-03-31T20:17:05.469622Z;;;;
472;Android Apps;com.natenai.glowhockey;2019-08-31T11:51:33.926Z;2019-10-16T18:58:04.538Z;;;;
473;Android Apps;Navitel Navigator GPS & Maps;2020-03-01T08:25:16.753Z;2020-09-12T20:10:16.633090Z;;;;
474;Android Apps;Storyteller;2023-11-27T10:37:50.109226Z;2023-12-16T10:10:35.503287Z;RMX3081;No carrier;realme;realme RMX3081
475;Android Apps;Netflix;2023-02-12T13:40:53.789101Z;2023-12-11T14:05:12.931527Z;RMX3081;No carrier;realme;realme RMX3081
476;Android Apps;Netflix;2023-08-02T05:38:05.073916Z;2023-11-27T14:42:42.570285Z;SM-T733;No carrier;samsung;samsung SM-T733
477;Android Apps;Netflix;2022-02-25T17:34:03.844894Z;2023-08-05T01:22:23.896762Z;;;;
478;Android Apps;Netflix;2021-03-31T18:37:11.988537Z;2021-04-13T06:57:47.847700Z;;;;
479;Android Apps;Netflix;2019-07-22T19:18:40.875Z;2021-03-30T12:49:57.445540Z;;;;
480;Android Apps;Netflix;2020-06-25T05:17:08.514Z;2020-10-07T18:57:51.851665Z;;;;
481;Android Apps;Snapseed;2021-04-13T10:07:36.588590Z;2023-09-29T21:10:59.277880Z;RMX3081;No carrier;realme;realme RMX3081
482;Android Apps;Snapseed;2021-03-31T20:20:51.389313Z;2021-03-31T20:20:51.389313Z;;;;
483;Android Apps;Snapseed;2019-09-29T07:33:13.909Z;2020-04-14T11:44:58.573Z;;;;
484;Android Apps;SUPER PADS DJ - Drum Launchpad;2020-03-01T08:25:16.753Z;2020-03-01T11:25:30.459Z;;;;
485;Android Apps;Przeglądarka Opera z VPN;2021-10-17T12:55:33.238782Z;2023-12-14T20:24:21.088713Z;RMX3081;No carrier;realme;realme RMX3081
486;Android Apps;Przeglądarka Opera z VPN;2023-08-03T05:40:12.793652Z;2023-08-03T05:40:12.793652Z;SM-T733;No carrier;samsung;samsung SM-T733
487;Android Apps;Przeglądarka Opera z VPN;2023-04-21T15:00:07.215350Z;2023-07-19T20:55:17.362349Z;;;;
488;Android Apps;Przeglądarka Opera Mini;2020-03-01T08:25:16.753Z;2020-09-12T20:54:16.446407Z;;;;
489;Android Apps;Games;2022-10-13T13:25:18.752747Z;2023-11-25T03:53:56.315188Z;RMX3081;No carrier;realme;realme RMX3081
490;Android Apps;Wireless Earphones;2023-10-31T09:48:54.345757Z;2023-12-01T19:29:00.728130Z;RMX3081;No carrier;realme;realme RMX3081
491;Android Apps;Global Search;2022-11-30T08:12:50.878382Z;2023-12-14T19:44:43.901095Z;RMX3081;No carrier;realme;realme RMX3081
492;Android Apps;Penly: Digital Planner & Notes;2023-09-10T10:08:05.248477Z;2023-12-14T19:44:43.901095Z;RMX3081;No carrier;realme;realme RMX3081
493;Android Apps;Penly: Digital Planner & Notes;2023-09-06T11:02:55.476425Z;2023-09-06T11:03:03.381901Z;SM-T733;No carrier;samsung;samsung SM-T733
494;Android Apps;Clusterduck;2023-08-27T09:34:49.148374Z;2023-11-16T19:15:19.338944Z;RMX3081;No carrier;realme;realme RMX3081
495;Android Apps;Clusterduck;2021-03-31T20:23:30.830261Z;2021-04-13T06:52:49.487497Z;;;;
496;Android Apps;Clusterduck;2021-03-23T10:37:04.869419Z;2021-03-23T10:37:04.869419Z;;;;
497;Android Apps;Kakuro - Classic Puzzle Game;2023-09-20T14:15:42.294835Z;2023-09-20T14:15:42.294835Z;RMX3081;No carrier;realme;realme RMX3081
498;Android Apps;Kakuro - Classic Puzzle Game;2023-08-03T05:40:12.793652Z;2023-08-03T05:40:12.793652Z;SM-T733;No carrier;samsung;samsung SM-T733
499;Android Apps;Kakuro - Classic Puzzle Game;2022-10-11T15:07:26.568189Z;2023-07-19T20:55:17.362349Z;;;;
500;Android Apps;Pinterest;2021-04-13T10:07:36.588590Z;2023-12-16T19:48:15.028259Z;RMX3081;No carrier;realme;realme RMX3081
501;Android Apps;Pinterest;2021-03-31T20:19:37.876659Z;2021-04-10T21:51:15.585963Z;;;;
502;Android Apps;Pinterest;2019-07-24T07:49:08.100Z;2021-03-30T12:35:17.162661Z;;;;
503;Android Apps;Pinterest;2020-03-01T08:25:16.753Z;2020-10-26T13:33:11.533196Z;;;;
504;Android Apps;Pizza Hut Polska;2021-04-13T10:07:36.588590Z;2023-11-24T23:02:48.909053Z;RMX3081;No carrier;realme;realme RMX3081
505;Android Apps;Pizza Hut Polska;2021-03-31T20:18:22.834759Z;2021-04-02T20:05:23.634202Z;;;;
506;Android Apps;Pizza Hut Polska;2020-05-28T19:00:48.519Z;2021-03-04T21:43:51.142742Z;;;;
507;Android Apps;PORTRA – Stunning art filter;2020-03-01T08:25:16.753Z;2020-03-01T08:25:16.753Z;;;;
508;Android Apps;Homescapes;2021-04-13T10:07:36.588590Z;2023-12-17T12:35:20.690412Z;RMX3081;No carrier;realme;realme RMX3081
509;Android Apps;Homescapes;2021-03-31T20:17:42.899124Z;2021-03-31T20:17:42.899124Z;;;;
510;Android Apps;Homescapes;2019-07-26T10:19:07.544Z;2021-03-23T18:53:06.159347Z;;;;
511;Android Apps;Run Sackboy! Run!;2021-03-31T20:24:43.893902Z;2021-03-31T20:24:43.893902Z;;;;
512;Android Apps;Run Sackboy! Run!;2020-05-17T16:25:12.700Z;2020-05-17T16:25:12.700Z;;;;
513;Android Apps;Pleco Chinese Dictionary;2023-10-12T13:02:33.887498Z;2023-10-12T13:02:33.887498Z;RMX3081;No carrier;realme;realme RMX3081
514;Android Apps;Samsung Security Policy Update;2020-04-07T19:20:45.113Z;2020-08-29T17:00:42.374Z;;;;
515;Android Apps;Tłumacz PONS;2021-04-13T10:07:36.588590Z;2023-10-17T08:33:45.991051Z;RMX3081;No carrier;realme;realme RMX3081
516;Android Apps;Tłumacz PONS;2021-03-31T20:28:38.853305Z;2021-03-31T20:28:38.853305Z;;;;
517;Android Apps;Tłumacz PONS;2019-09-10T17:27:13.535Z;2020-11-14T23:32:11.029523Z;;;;
518;Android Apps;Tłumacz PONS;2020-03-01T08:25:16.753Z;2020-08-17T19:54:24.512Z;;;;
519;Android Apps;PSD File Viewer;2021-04-04T09:45:19.103750Z;2021-04-04T09:45:19.103750Z;;;;
520;Android Apps;Mapa świata - Quiz;2020-03-01T08:25:16.753Z;2020-10-26T13:23:21.594844Z;;;;
521;Android Apps;Quizlet: fiszki oparte na SI;2021-11-08T20:55:43.549506Z;2023-12-16T20:01:12.000918Z;RMX3081;No carrier;realme;realme RMX3081
522;Android Apps;RAR;2021-07-12T13:46:06.714914Z;2023-10-10T19:19:04.272718Z;RMX3081;No carrier;realme;realme RMX3081
523;Android Apps;com.rawrmaan.falcross;2021-03-31T20:20:14.182889Z;2021-03-31T20:20:14.182889Z;;;;
524;Android Apps;com.rawrmaan.falcross;2020-11-22T12:23:53.223267Z;2020-11-22T12:23:53.223267Z;;;;
525;Android Apps;Revolut: Spend, Save, Trade;2022-08-03T07:04:41.253514Z;2023-12-16T10:45:59.417101Z;RMX3081;No carrier;realme;realme RMX3081
526;Android Apps;hive - hulajnogi na minuty;2021-03-31T20:36:35.338418Z;2021-03-31T20:36:35.338418Z;;;;
527;Android Apps;hive - hulajnogi na minuty;2019-09-27T07:49:55.320Z;2020-05-16T14:15:19.100Z;;;;
528;Android Apps;Ryanair;2022-10-17T08:08:45.082101Z;2023-12-08T19:25:08.067608Z;RMX3081;No carrier;realme;realme RMX3081
529;Android Apps;Lemmings;2021-03-31T20:28:38.853305Z;2021-03-31T20:28:38.853305Z;;;;
530;Android Apps;Lemmings;2019-08-08T15:17:15.660Z;2021-03-18T12:44:02.213218Z;;;;
531;Android Apps;com.samsung.SMT;2023-08-02T05:38:05.073916Z;2023-12-12T10:25:29.212805Z;SM-T733;No carrier;samsung;samsung SM-T733
532;Android Apps;com.samsung.SMT;2022-02-25T17:34:03.844894Z;2023-05-30T10:27:21.929853Z;;;;
533;Android Apps;com.samsung.SMT;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
534;Android Apps;com.samsung.SMT;2019-07-22T19:18:40.875Z;2021-03-06T08:41:31.066322Z;;;;
535;Android Apps;com.samsung.SMT;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
536;Android Apps;com.samsung.SMT;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
537;Android Apps;[Samsung] Always On Display;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
538;Android Apps;[Samsung] Always On Display;2020-05-09T12:48:00.277Z;2021-03-06T08:41:31.066322Z;;;;
539;Android Apps;[Samsung] Always On Display;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
540;Android Apps;com.samsung.android.app.memo;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
541;Android Apps;com.samsung.android.app.memo;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
542;Android Apps;Samsung Notes;2023-08-02T05:38:05.073916Z;2023-11-18T11:34:50.257065Z;SM-T733;No carrier;samsung;samsung SM-T733
543;Android Apps;Samsung Notes;2022-02-25T17:34:03.844894Z;2023-08-02T19:49:18.327550Z;;;;
544;Android Apps;com.samsung.android.app.reminder;2023-08-02T05:38:05.073916Z;2023-10-25T06:07:20.714678Z;SM-T733;No carrier;samsung;samsung SM-T733
545;Android Apps;com.samsung.android.app.reminder;2022-02-25T17:34:03.844894Z;2023-07-02T00:53:24.698882Z;;;;
546;Android Apps;com.samsung.android.app.reminder;2021-03-31T18:37:11.988537Z;2021-03-31T19:57:34.625534Z;;;;
547;Android Apps;com.samsung.android.app.reminder;2019-07-22T19:18:40.875Z;2021-02-08T12:13:12.002985Z;;;;
548;Android Apps;Link Sharing;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
549;Android Apps;Link Sharing;2019-07-22T19:18:40.875Z;2021-03-06T08:41:31.066322Z;;;;
550;Android Apps;Link Sharing;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
551;Android Apps;Galaxy Wearable (Samsung Gear);2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
552;Android Apps;Galaxy Wearable (Samsung Gear);2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
553;Android Apps;Separated Apps;2023-10-31T10:54:52.041027Z;2023-10-31T10:54:52.041027Z;SM-T733;No carrier;samsung;samsung SM-T733
554;Android Apps;Kalendarz Samsung;2023-08-02T05:38:05.073916Z;2023-08-02T10:53:24.289069Z;SM-T733;No carrier;samsung;samsung SM-T733
555;Android Apps;Kalendarz Samsung;2023-07-01T12:47:52.410588Z;2023-07-02T00:53:24.698882Z;;;;
556;Android Apps;Samsung Email;2021-03-31T18:37:11.988537Z;2021-04-09T19:15:56.115896Z;;;;
557;Android Apps;Samsung Email;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
558;Android Apps;Samsung Email;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
559;Android Apps;Samsung Flow;2023-08-02T14:54:15.692090Z;2023-10-23T09:32:25.047458Z;SM-T733;No carrier;samsung;samsung SM-T733
560;Android Apps;Samsung Flow;2022-03-03T21:54:16.357652Z;2023-07-19T20:55:17.362349Z;;;;
561;Android Apps;Daily Board;2023-08-02T05:38:05.073916Z;2023-08-21T11:46:11.600640Z;SM-T733;No carrier;samsung;samsung SM-T733
562;Android Apps;Daily Board;2022-02-25T17:34:03.844894Z;2023-08-02T19:49:18.327550Z;;;;
563;Android Apps;Device Care;2023-08-02T05:38:05.073916Z;2023-12-07T07:33:45.196699Z;SM-T733;No carrier;samsung;samsung SM-T733
564;Android Apps;Device Care;2022-02-25T17:34:03.844894Z;2023-07-19T20:55:17.362349Z;;;;
565;Android Apps;Device Care;2021-03-31T18:37:11.988537Z;2021-04-02T20:26:32.458517Z;;;;
566;Android Apps;Device Care;2020-05-09T12:48:00.277Z;2021-03-23T19:38:15.565480Z;;;;
567;Android Apps;Device Care;2020-03-01T08:25:16.753Z;2020-03-01T08:25:16.753Z;;;;
568;Android Apps;Device Care;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
569;Android Apps;Group Sharing;2023-08-02T05:38:05.073916Z;2023-09-23T11:02:30.690311Z;SM-T733;No carrier;samsung;samsung SM-T733
570;Android Apps;Group Sharing;2022-02-25T17:34:03.844894Z;2023-03-23T17:20:15.864737Z;;;;
571;Android Apps;Group Sharing;2021-03-31T18:37:11.988537Z;2021-04-06T05:46:22.525405Z;;;;
572;Android Apps;Group Sharing;2019-07-22T19:18:40.875Z;2020-11-25T11:02:45.909821Z;;;;
573;Android Apps;Group Sharing;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
574;Android Apps;SmartThings;2023-08-03T05:40:12.793652Z;2023-11-14T10:23:24.353650Z;SM-T733;No carrier;samsung;samsung SM-T733
575;Android Apps;SmartThings;2022-02-25T17:35:25.606581Z;2023-07-19T20:55:17.362349Z;;;;
576;Android Apps;SmartThings;2021-03-31T20:16:25.126876Z;2021-03-31T20:16:25.126876Z;;;;
577;Android Apps;SmartThings;2019-07-22T22:02:01.099Z;2021-03-20T15:20:06.200300Z;;;;
578;Android Apps;SmartThings;2020-03-01T08:25:16.753Z;2020-08-29T10:34:34.245Z;;;;
579;Android Apps;Private Share;2022-05-04T17:55:21.938780Z;2023-03-13T09:53:31.510638Z;;;;
580;Android Apps;Samsung Cloud for Wear OS;2023-08-02T05:38:05.073916Z;2023-11-23T05:09:13.167784Z;SM-T733;No carrier;samsung;samsung SM-T733
581;Android Apps;Samsung Cloud for Wear OS;2022-02-25T17:34:03.844894Z;2023-08-02T19:49:18.327550Z;;;;
582;Android Apps;Professional Audio System;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
583;Android Apps;Professional Audio System;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
584;Android Apps;com.samsung.android.slinkcloud;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
585;Android Apps;Write on PDF;2023-08-02T05:38:05.073916Z;2023-08-02T05:38:05.073916Z;SM-T733;No carrier;samsung;samsung SM-T733
586;Android Apps;Write on PDF;2022-02-25T17:34:03.844894Z;2023-02-12T10:00:01.979126Z;;;;
587;Android Apps;Ultra data saving;2023-08-02T05:38:05.073916Z;2023-10-23T09:32:25.047458Z;SM-T733;No carrier;samsung;samsung SM-T733
588;Android Apps;com.samsung.android.video;2023-08-02T05:38:05.073916Z;2023-10-20T03:58:30.523594Z;SM-T733;No carrier;samsung;samsung SM-T733
589;Android Apps;com.samsung.android.video;2022-02-25T17:34:03.844894Z;2023-04-09T15:44:41.111002Z;;;;
590;Android Apps;com.samsung.android.video;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
591;Android Apps;com.samsung.android.video;2020-04-15T00:03:04.865Z;2021-03-06T08:41:31.066322Z;;;;
592;Android Apps;com.samsung.android.video;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
593;Android Apps;com.samsung.android.video;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
594;Android Apps;Samsung Members;2023-10-10T09:05:42.606442Z;2023-11-23T05:09:13.167784Z;SM-T733;No carrier;samsung;samsung SM-T733
595;Android Apps;Samsung Members;2022-02-27T08:48:53.115836Z;2023-08-02T19:49:18.327550Z;;;;
596;Android Apps;Samsung Members;2021-03-31T20:38:59.991884Z;2021-04-04T18:30:20.580502Z;;;;
597;Android Apps;Samsung Members;2019-07-23T08:40:40.423Z;2020-11-18T17:04:02.151061Z;;;;
598;Android Apps;Samsung Members;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
599;Android Apps;com.samsung.ims.smk;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
600;Android Apps;com.samsung.ims.smk;2019-07-22T19:18:40.875Z;2020-08-31T19:53:01.208Z;;;;
601;Android Apps;Secure Folder;2023-08-02T05:38:05.073916Z;2023-12-12T10:25:29.212805Z;SM-T733;No carrier;samsung;samsung SM-T733
602;Android Apps;Secure Folder;2022-02-25T17:34:03.844894Z;2023-06-16T09:27:23.264080Z;;;;
603;Android Apps;Secure Folder;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
604;Android Apps;Secure Folder;2019-07-22T19:18:40.875Z;2021-03-06T08:41:31.066322Z;;;;
605;Android Apps;Secure Folder;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
606;Android Apps;Clock;2023-08-02T05:38:05.073916Z;2023-10-01T09:20:51.158880Z;SM-T733;No carrier;samsung;samsung SM-T733
607;Android Apps;Clock;2022-02-25T17:34:03.844894Z;2023-07-11T09:28:39.485651Z;;;;
608;Android Apps;Clock;2021-03-31T18:37:11.988537Z;2021-03-31T20:03:09.731252Z;;;;
609;Android Apps;Clock;2020-04-15T00:03:04.865Z;2021-02-08T12:13:12.002985Z;;;;
610;Android Apps;Clock;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
611;Android Apps;Clock;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
612;Android Apps;Ekran startowy Samsung One UI;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
613;Android Apps;Ekran startowy Samsung One UI;2019-07-22T19:18:40.875Z;2021-03-06T08:41:31.066322Z;;;;
614;Android Apps;Ekran startowy Samsung One UI;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
615;Android Apps;Ekran startowy Samsung One UI;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
616;Android Apps;Samsung Music;2021-03-31T21:23:46.205932Z;2021-04-12T17:13:23.450324Z;;;;
617;Android Apps;Samsung Music;2019-07-23T10:51:02.298Z;2020-12-29T15:13:01.635756Z;;;;
618;Android Apps;Samsung Music;2020-03-01T08:25:16.753Z;2020-06-19T11:03:38.975Z;;;;
619;Android Apps;Samsung My Files;2023-08-02T05:38:05.073916Z;2023-11-23T05:09:13.167784Z;SM-T733;No carrier;samsung;samsung SM-T733
620;Android Apps;Samsung My Files;2022-02-25T17:34:03.844894Z;2023-06-09T11:22:48.292661Z;;;;
621;Android Apps;Samsung My Files;2021-03-31T18:37:11.988537Z;2021-04-01T13:28:58.332256Z;;;;
622;Android Apps;Samsung My Files;2019-07-22T19:18:40.875Z;2021-02-04T12:52:26.861169Z;;;;
623;Android Apps;Samsung My Files;2020-03-01T08:25:16.753Z;2020-03-01T08:25:16.753Z;;;;
624;Android Apps;Samsung My Files;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
625;Android Apps;Samsung Calculator;2023-08-02T05:38:05.073916Z;2023-08-02T14:54:15.692090Z;SM-T733;No carrier;samsung;samsung SM-T733
626;Android Apps;Samsung Calculator;2023-06-16T09:27:23.264080Z;2023-07-19T20:55:17.362349Z;;;;
627;Android Apps;Samsung Calculator;2021-03-31T18:37:11.988537Z;2021-03-31T18:37:11.988537Z;;;;
628;Android Apps;Samsung Calculator;2019-07-23T08:40:40.423Z;2021-02-18T10:34:54.487336Z;;;;
629;Android Apps;Samsung Calculator;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
630;Android Apps;Samsung Calculator;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
631;Android Apps;Samsung Internet Browser;2023-08-02T14:54:15.692090Z;2023-11-30T10:07:45.109694Z;SM-T733;No carrier;samsung;samsung SM-T733
632;Android Apps;Samsung Internet Browser;2023-05-26T18:48:11.737612Z;2023-08-04T19:10:04.146115Z;;;;
633;Android Apps;Samsung Internet Browser;2021-03-31T22:36:38.980410Z;2021-03-31T22:36:38.980410Z;;;;
634;Android Apps;Samsung Internet Browser;2019-07-22T22:11:07.857Z;2021-03-18T15:47:23.025178Z;;;;
635;Android Apps;Samsung Internet Browser;2020-03-01T08:25:16.753Z;2020-10-07T11:00:28.190850Z;;;;
636;Android Apps;Samsung Internet Browser;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
637;Android Apps;Samsung Health;2021-03-31T18:37:11.988537Z;2021-04-13T06:49:27.836195Z;;;;
638;Android Apps;Samsung Health;2019-07-23T08:40:40.423Z;2021-03-18T15:57:36.205892Z;;;;
639;Android Apps;Samsung Health;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
640;Android Apps;Samsung Voice Recorder;2023-04-03T08:18:55.270331Z;2023-07-19T20:55:17.362349Z;;;;
641;Android Apps;Samsung Voice Recorder;2021-03-31T20:25:23.126464Z;2021-03-31T20:25:23.126464Z;;;;
642;Android Apps;Samsung Voice Recorder;2019-07-23T08:40:40.423Z;2020-12-18T11:07:22.577182Z;;;;
643;Android Apps;Samsung Voice Recorder;2019-07-20T11:28:24.484Z;2019-07-20T11:28:24.681855Z;;;;
644;Android Apps;Smart Switch Mobile;2023-08-02T05:44:37.944636Z;2023-11-21T08:08:08.189632Z;SM-T733;No carrier;samsung;samsung SM-T733
645;Android Apps;Smart Switch Mobile;2023-08-02T05:44:22.204039Z;2023-08-02T05:44:22.204039Z;;;;
646;Android Apps;Smart Switch Mobile;2021-03-31T18:58:02.971608Z;2021-03-31T18:58:02.971608Z;;;;
647;Android Apps;Smart Switch Mobile;2021-03-28T14:19:37.667674Z;2021-03-28T14:19:37.667674Z;;;;
648;Android Apps;Galeria Samsung;2023-08-02T05:38:05.073916Z;2023-08-22T12:56:00.179559Z;SM-T733;No carrier;samsung;samsung SM-T733
649;Android Apps;Galeria Samsung;2022-02-25T17:34:03.844894Z;2023-04-09T15:44:41.111002Z;;;;
650;Android Apps;Galeria Samsung;2021-03-31T18:37:11.988537Z;2021-04-06T05:46:22.525405Z;;;;
651;Android Apps;Galeria Samsung;2019-07-22T19:18:40.875Z;2021-03-05T17:09:38.776393Z;;;;
652;Android Apps;Galeria Samsung;2020-03-01T08:25:16.753Z;2020-08-29T17:00:42.374Z;;;;
