Activity ID,Runner,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Media
8106372643,Mateusz,"Nov 12, 2022, 11:30:21",Lunch Run,Run,,5628,14.15,,,FALSE,,,activities/8106372643.gpx,,,5628,5384,14156.84961,7.43599844,2.629429817,47.34614182,47.24614334,104.5999985,122.4000015,24.66281319,0.0007063718513,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,14249.40039,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.515431643,3633.899902,,,,,
8609412892,Igor,"Nov 27, 2022, 11:34:37",Lunch Run,Run,,3720,6.83,,,FALSE,,,activities/8609412892.gpx,,,3720,2782,6833.100098,10.14233398,2.456182718,7.800000191,6.800000191,108.5,116.4000015,5.405405521,0.01463464554,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,6848.899902,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.836854815,2007.599976,,,,,
8609671029,Nazarii,"Feb 23, 2023, 14:18:50",Afternoon Run,Run,,3513,7.92,,,FALSE,,,activities/8609671029.gpx,,,3513,3118,7922.640137,5.116000175,2.54093647,7.010000229,7.210000038,108.5,115.6999969,8.17757225,-0.002524411073,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,7933.200195,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.255234957,2117.399902,,,,,
8773489896,Mateusz,"Mar 25, 2023, 09:31:34",Morning Run,Run,,4725,10.35,,,FALSE,,,activities/8773489896.gpx,,,4725,4253,10350.87988,7.50390625,2.433783293,20.17359734,23.27359772,105.5999985,119.6999969,17.01097679,-0.02994914539,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,10381.7998,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.190662384,3206.199951,,,,,
8812712477,Igor,"Apr 1, 2023, 10:40:25",Lunch Run,Run,,4361,10.11,,,FALSE,,,activities/8812712477.gpx,,,4361,3784,10110.62988,6.989990234,2.671942472,12.97536755,12.27536774,109.0999985,117.5,5.137016296,0.006923406385,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,10129.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.318420172,4309.200195,,,,,
9126292398,Nazarii,"May 23, 2023, 17:10:46",Evening Run,Run,,1838,4.71,,,FALSE,,,activities/9126292398.gpx,,,1838,1762,4710.850098,5.852050781,2.673581123,0,1.100000024,113.8000031,115.5999985,7.13436079,-0.02335035056,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,4716.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.563030481,1760.699951,,,,,
9147311987,Mateusz,"May 27, 2023, 02:11:32",Morning Run,Run,,2319,5.52,,,FALSE,,,activities/9147311987.gpx,,,2319,2005,5519.75,11.67202187,2.75299263,8.67934227,13.37934208,108.5,117.6999969,5.290964127,-0.08514878154,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,5520.600098,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.380228519,1592.5,,,,,
9187846005,Igor,"Jun 2, 2023, 11:45:56",Afternoon Run,Run,,2903,7.14,,,FALSE,,,activities/9187846005.gpx,,,2903,2652,7144.919922,13.27299786,2.694162846,10.0968256,8.996825218,108.5999985,115.6999969,9.036091805,0.01539555378,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,7176.799805,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.461219311,2618.600098,,,,,
9425240437,Nazarii,"Jul 10, 2023, 15:47:03",Afternoon Run,Run,,3275,7.83,,,FALSE,,,activities/9425240437.gpx,,,3275,2947,7833.290039,14.86833286,2.658055544,10.86486244,11.0648632,110,117.6999969,6.711453438,-0.002553205704,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,7850.700195,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.391844273,2377.600098,,,,,
9712875750,Mateusz,"Aug 24, 2023, 15:26:16",Afternoon Run,Run,,3250,8.17,,,FALSE,,,activities/9712875750.gpx,,,3250,3102,8175.399902,9.120000839,2.635525465,14.33481598,15.53481579,108.5,116.3000031,10.29422855,-0.01467818115,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,8190.399902,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.515507698,1452,,,,,
9733184749,Igor,"Aug 27, 2023, 18:48:48",Evening Run,Run,,4491,10.01,,,FALSE,,,activities/9733184749.gpx,,,4491,3946,10009.98047,11.32800007,2.536741018,4.45614624,5.156146049,113.8000031,116.3000031,8.127138138,-0.006993020419,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,10023.2002,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.22889781,7122.399902,,,,,
9796640698,Nazarii,"Sep 6, 2023, 16:16:53",Evening Run,Run,,4624,11.73,,,FALSE,,,activities/9796640698.gpx,,,4624,4335,11729.5498,8.691015244,2.705778599,30.61029434,31.11029434,104.6999969,123,30.62008095,-0.004262738395,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,11803.40039,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.536667347,2202.399902,,,,,
9813446939,Mateusz,"Sep 9, 2023, 09:22:19",Lunch Run,Run,,3320,9.57,,,FALSE,,,activities/9813446939.gpx,,,3320,3126,9571.790039,9.174023628,3.061992884,12.82309914,13.22309971,104.6999969,116.1999969,11.63839817,-0.004178946838,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,9597.299805,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.883069277,1736.5,,,,,
9829081060,Igor,"Sep 11, 2023, 16:04:52",Evening Run,Run,,4147,11.47,,,FALSE,,,activities/9829081060.gpx,,,4147,3976,11470,8.912999153,2.884808779,16.20935822,15.70935917,104.6999969,116.1999969,16.51239967,0.004359197803,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,11500.7998,1694448000,1,26.53000069,26.95000076,15.69999981,0.5099999905,1012.929993,1.299999952,3.579999924,274,0,1694404992,1694451712,0.875,,,0,1,0.150000006,32118.98047,0,,,,,0,2.765854836,3230.399902,,,,,
