Elapsed Time (s),Speed (km/h)
5,0.4694843083645842
10,0.2451862587581991
15,0.09807450340970025
20,0.21185870435278123
25,1.6990537919340194
31,1.4362027418975385
35,4.237173396236972
41,2.1295570595275457
46,0.7467652033373178
51,2.3061413894445417
56,3.587648032766902
60,5.122925178057572
65,1.8302062979487896
71,0.5477382646395008
75,0.6485835312302451
81,0.7440564330199554
85,1.465327486087164
90,1.0453965754476706
95,0.7778149830143958
100,0.1961490290660904
105,0.5453188380646223
111,0.3361042622871675
116,4.025315231545609
120,4.295424252772635
121,1.8938493594311705
126,0.39229795225266473
131,5.617189750827977
133,7.992352292263812
134,3.7338260872046365
135,0.0
136,1.6198725516754202
138,1.0082366263474039
139,0.24518627548220834
140,0.40030228787714844
142,3.0047690782107757
143,4.430545975348664
144,0.4694232226080782
146,2.53205635267656
147,4.651486781926543
148,1.0872043986191016
151,0.31294878049101066
156,0.9719235044285262
161,1.2169807737566603
166,1.810691265376521
171,1.4220009113947276
176,0.4485375335475779
184,0.44051928095066245
189,2.3514721196578896
194,0.5938671901729596
199,0.46944895356954564
204,0.46944895345550414
209,1.4830085838989402
214,1.620165744996623
219,1.8163020895206745
229,2.0747347199889186
239,3.8502493536264875
240,5.064109077426249
241,2.5792591036626122
242,3.2124543931379854
244,1.1213436628543634
249,1.0592920911841752
253,0.4187143951335102
255,3.8213053594792257
256,2.2426871774561263
257,1.674614934665379
258,2.1323914032468534
260,15.327681755854533
261,29.791729643613344
263,6.2802497966884365
264,2.8165408733287176
265,1.7161263390211623
268,1.2546437643098582
269,2.2426942700411208
270,2.579266610268915
272,0.8374307688103019
273,1.059294913266221
274,2.451866342223692
275,11.775764165067766
277,3.968672950846437
279,1.9867612856777461
281,1.6792964254895562
282,2.0947283564750085
283,2.001923996277865
284,2.726598937526691
286,7.980199142500497
287,6.698461209733859
288,3.9906513583825762
289,5.2563399637567985
290,11.971952780921868
291,14.910294654765668
292,9.610383107187253
294,3.3154042111558555
295,4.033247854191193
296,11.632950687481433
297,3.349229594523186
298,2.3471148790538208
299,2.016623725183218
301,1.008311897412608
302,2.016623859949494
303,1.8776920936787371
304,2.3471151841052835
305,11.650120793040443
306,45.15360365027169
307,130.6576562338659
308,25.34865702061274
309,11.709293991967042
311,5.0052801236534
312,2.347109152774914
313,2.3471090806607036
314,2.816530802986407
315,2.3471089194307075
316,2.3471088498952373
317,2.952005654174031
318,2.1743977654397857
319,2.5320390336367633
321,2.051033002884268
322,2.3473961221534463
323,3.406109462470131
324,3.524694431448113
325,5.765666418715048
326,14.537851749624442
327,6.273039285750646
328,10.45543369698883
330,5.335880612127074
331,35.39754923817564
332,31.508245576161524
333,25.011846743929585
334,15.69169752989693
335,14.180303037234532
336,11.052173759263438
338,8.886064802246649
339,6.486531784843018
340,6.691805996942983
341,11.141438875608975
342,13.00086044096621
343,15.773191300244088
344,14.53742705020102
346,8.247770828964654
347,11.839864999653088
348,11.859400538217733
349,13.981171484119523
350,17.162820460256864
351,12.663514522075344
352,17.390065358636594
353,12.040624204988767
355,13.313817466682869
356,13.390323844287453
357,11.05219178721288
