Elapsed Time (s),Speed (km/h)
21,2.2604617881992084
26,2.4838769305218693
27,12.50861252727882
28,14.64021457513253
29,2.9283940471926337
30,5.287100322760329
31,5.158523247323796
33,9.783871893196809
34,22.833525316552787
35,11.473502504884726
36,6.446935310905045
37,6.23406663837428
39,4.345574356438889
40,5.3262774311787275
42,1.6062228872138582
43,2.844699851660222
44,7.735370396465813
45,3.6333389902470676
46,3.164809405011199
47,3.805586304249047
48,4.694225731144852
50,2.40515762584048
51,2.4839905649552003
52,1.2660240531433111
53,0.8374258569654449
54,0.24518476700767702
55,0.4694225105262553
56,0.24518477331020197
57,1.6198723167818652
59,0.6485829810327455
60,1.7620756794882513
61,2.0607062401977956
62,2.8970491663041686
63,2.5943317532298984
64,3.8914975384007016
65,3.429047902482812
67,2.780659654821661
68,10.431098513010184
69,4.8596167320620225
70,18.576421424378672
71,7.9193852144921815
72,12.894474560066389
74,7.641673395919038
75,5.2958310765040935
76,14.302067006694656
77,5.039916387565963
78,20.957686622467165
79,11.80918878702811
81,19.66494553312518
82,19.960422087386135
83,15.52929733789191
84,13.491004410059098
86,5.938605643755718
87,11.58600788068399
88,6.915553830523872
89,7.641668635536561
90,12.019076066725582
91,11.232573230801533
92,7.611168093732305
93,7.133948830988849
94,6.699383401901482
95,4.623606773602578
96,11.018684833019055
98,2.5741744782667713
99,4.976159497793977
100,5.273212012981298
101,4.976160511682676
102,11.967789851420932
103,4.623781135956904
104,12.073892950592695
105,10.906283136650382
107,5.549225072283609
108,13.245994571626166
109,16.44683633227321
110,15.691786599528799
111,16.297894903531876
112,16.194325594376092
113,15.295233559824206
114,17.63214428802397
115,19.219844205426355
116,17.776951976963414
117,18.497394672580004
119,9.126834835789362
120,16.765064227467004
121,17.99413583316756
122,16.518824074754733
123,13.104217895656616
124,12.420199116845362
125,12.250317554243825
126,12.674405858565567
127,11.584030525605446
129,6.349694081125291
130,11.87515448780285
131,11.211467642590241
132,15.588810962262377
133,4.92530853910287
134,14.200712332441416
135,5.652458416624433
136,10.579884698474054
138,6.324636485064492
139,13.35480795074125
140,12.256808985232615
141,10.591080762543648
142,14.307949370310737
143,5.101034149236483
144,15.817051357226765
145,5.897384790001797
146,11.017358851643918
147,11.140068995278286
148,10.926815338192412
150,5.861316750858702
151,12.508624915057442
152,10.751637396929254
153,13.874935652889002
154,13.042218141679736
155,13.435594064331028
156,14.11531471001814
157,13.533675676973024
158,14.147221729690244
159,13.246332962781873
160,12.95898405460313
162,7.668716990482308
163,14.759182650963186
164,16.09714870849584
165,16.03915706493211
166,18.669151532931807
167,15.14517358232221
169,7.153985998483858
170,18.420797386436806
171,13.327206851078111
172,14.424965975014738
173,12.364257066871838
174,12.17744754753145
175,12.177448273328555
176,14.1780110830968
177,10.502921071770743
179,5.471796027350745
180,11.816646142890784
181,12.711894130822861
182,16.89629951874963
183,12.334424723796452
184,12.633620979478225
185,12.105657269736316
186,12.42489397101694
187,11.95844202777875
188,10.661998347241116
190,5.7367603563704845
191,12.604055790470802
192,12.308220115031386
193,15.49343950410434
194,12.3082210179312
195,12.256825992461497
196,12.563447250182664
197,12.256826663880066
199,6.406108397895556
200,11.038601919377584
201,11.652901110633277
202,15.071587204083906
203,11.619119639642664
204,4.828594149356255
205,12.83077626742888
206,4.032948962534637
207,11.722348207181511
208,3.3492424609677984
210,7.082209212825558
211,5.407888570608721
212,14.940514448585615
213,5.209703113327989
214,12.04905296016397
215,14.115322249832245
216,13.47081841646416
217,10.786478828388082
219,9.924204038866888
220,7.15050517381158
221,7.320843242089702
222,11.394591806559758
223,10.921098053282957
224,11.507426315462702
225,14.77415035769682
226,3.8690687115719617
228,6.624770063041941
229,4.92028150595111
230,15.24966775558164
231,5.409199792480287
232,15.056419992922514
233,4.727061995007257
234,10.784766211076406
235,9.769954290215502
237,5.989105415713657
238,14.604008749048132
239,4.465330837599492
240,13.998714632832884
241,4.465329347731655
242,12.54323668000745
243,4.337909974453154
244,12.896875099900562
245,4.337908801676909
247,7.05943672136504
248,4.675927597502125
249,17.427454156434646
250,7.399378115320517
251,14.733643929597061
252,4.903958559559555
253,14.014081896559292
254,4.574025096659497
256,5.427668819256838
257,10.906879954827307
258,15.576589847413919
259,5.8983465973728775
260,16.227552487042093
261,5.639549802937389
262,10.796127671315393
263,12.01469278765839
264,10.298308104598517
266,5.5495304368625735
267,14.18114689509129
268,12.337123479134993
269,11.277836852548367
270,11.04894537819581
271,12.57602895565908
273,7.623365488944306
274,12.733638558631128
275,11.292269585490327
276,15.623306736865429
277,5.453430243470016
278,13.927548520857348
279,4.695030068457098
280,8.205689149795804
282,4.645229835305469
283,13.363876141181331
284,4.3378951794165586
285,11.840480392258918
286,4.102841913441042
287,11.586665427677113
288,13.754356335455133
289,5.1491383951467515
290,14.962377009819033
291,5.164675201366565
293,5.57472276296058
294,11.041128584276654
295,15.697719369241769
296,5.211007568479154
297,13.731036958998596
298,11.052788552753565
299,15.148634844579007
300,4.903940445662575
302,5.762130023945891
303,16.29868713126712
304,11.938428855116573
305,9.881124888636641
307,4.9405621151900725
308,15.056324804057118
309,5.526389471579944
310,11.877869005933064
311,10.78865998976718
312,15.286295079868044
313,4.811031700809627
314,8.474659143636956
316,4.205837811547378
317,13.013660639952697
318,4.5740033232096575
319,13.054502885490999
320,4.727026421560953
321,10.551048987640359
322,4.168341774472345
323,11.84045474191726
324,4.004001623689993
326,6.849009228747826
327,4.337883813228132
328,14.538166049502273
329,6.098665790822637
330,14.361544895926368
331,5.696060922052845
332,11.63493440345272
333,4.727021664158294
334,11.877844052581784
336,7.909844288348814
337,13.050771669286174
338,15.356612292442366
339,5.296651175990747
340,12.906341037318228
341,15.390722998639287
342,4.968844694015695
343,11.938387565816766
344,12.363924477714233
346,6.607738829472926
347,13.29405676632805
348,13.98190149742042
349,5.6536964242081575
350,13.730974179516718
351,4.695007266145019
352,14.22699740274345
353,5.164651497365726
354,11.213883864948935
355,11.489154101041402
356,15.356602453309904
357,5.3923358185639545
359,7.887906581534782
360,5.765957625391023
361,11.455235970881814
362,12.197322882194234
363,12.363934060340368
364,12.014616478821994
365,11.55199981817302
366,11.586625670807425
367,11.392115555093676
368,11.938393054095341
369,11.938391746675066
370,11.253888751134465
372,6.742770501730652
373,11.286119746621516
374,11.149398798020652
375,12.756475965937454
376,13.736811546660803
377,4.920231528160898
379,6.332080708279849
380,11.38406842554226
381,16.182190216504146
382,5.696050860666164
383,11.307389933541085
384,11.531157276972385
385,16.017964185088125
386,5.287300119528107
387,11.531900965262972
388,11.052733998807119
390,6.078683739535946
391,10.87933660759654
392,13.434685274739744
393,3.5667410188883135
394,6.446938757619945
395,6.004534333435426
396,9.365761583975884
397,4.90273060713691
398,4.957605530500915
399,9.022461289983523
401,6.735401918916781
402,11.837535547202103
403,12.205117926139664
404,12.674543478463868
405,11.060882217346409
406,12.250502812198096
407,3.889114590705026
408,12.804315452023411
409,3.432304103416255
410,7.641767469063621
412,4.651544694284652
413,12.013057803221773
414,12.887928322570064
415,10.926891641657594
416,13.829375655989018
417,5.209702920504192
418,9.607254931968862
420,8.407241977851504
421,12.031575321632628
422,13.29164204859435
423,14.485780024364091
425,8.250947032480159
426,14.223510642736205
427,12.81201965178025
428,11.251291855554605
429,13.230439230296714
430,12.03157505017325
431,14.429643053878172
432,4.902727089696429
434,7.320126178671105
435,4.102093657793801
436,12.674487322139374
437,3.7554032498526313
438,12.54815894475324
439,4.694253023154705
440,7.6218812636974285
442,4.2789475707481035
443,6.582455307255803
444,7.41396722678098
445,6.182125816885211
446,5.652298488411741
447,6.245014765946515
449,4.070043351158516
450,16.632525998959686
451,6.844777193062714
452,11.251290998118689
453,12.0714816375931
455,8.414389583627143
456,12.131095602097817
457,12.031574528059267
458,10.819280485805573
459,13.645568370065371
460,14.044864800688337
461,15.933854622742313
463,8.884891107915433
464,14.368579518018507
465,15.100595443008768
466,15.054743063907843
467,13.689552696002902
468,4.9027235656234165
469,12.633586184966171
471,2.968789964191828
472,6.023024841898835
473,6.316792400872892
474,11.144399506415967
475,3.4290500621050537
476,11.031126771744928
477,3.349229519332875
478,7.609694469437162
479,6.521106420916334
481,5.8250602967758685
482,3.602720598533436
483,15.150272107965522
484,5.407869046377766
485,11.416758133527024
487,7.550295067961806
488,12.809673245171515
489,15.00156173481758
490,4.820440651360859
491,13.486799599766549
492,4.967974594967084
493,11.01868568656019
494,11.71349702545817
495,11.736996968600836
496,3.2863965814491336
498,1.818290113610176
499,2.001899364931446
500,1.9614685967185317
501,4.518286591953107
