# index, name, nodeLabel, nodeLat, nodeLong, _pos
285,leytonstonehighroad,leytonstonehighroad,51.563807342647,0.0082688934065806,"array([1.52442663, 6.98842615])"
286,snaresbrook,snaresbrook,51.580891270601,0.021478357761873,"array([1.601772  , 6.77492028])"
287,wanstead,wanstead,51.574902145755,0.028774900468403,"array([1.5866309, 6.7975996])"
288,wansteadpark,wansteadpark,51.551778074703,0.026404363778733,"array([1.52512194, 6.95868255])"
289,limehouse,limehouse,51.512312167848,-0.039365669438682,"array([1.78458865, 6.94270752])"
290,westferry,westferry,51.509638150617,-0.026308729670621,"array([1.79004226, 6.91142168])"
291,londoncityairport,londoncityairport,51.50368965775,0.047887121033287,"array([1.77395566, 6.76273362])"
292,warwickavenue,warwickavenue,51.523104457076,-0.18293888140664,"array([1.8269986 , 7.30605713])"
293,turnpikelane,turnpikelane,51.590358146027,-0.1027906082273,"array([1.54718505, 7.12902724])"
294,millhilleast,millhilleast,51.608316669912,-0.20988127429344,"array([1.53676101, 7.38885226])"
295,towerhill,towerhill,51.510394282129,-0.076686790760475,"array([1.76810405, 6.99725367])"
296,moorpark,moorpark,51.629930718133,-0.4328985822977,"array([1.81991555, 7.66684771])"
297,northwood,northwood,51.611213662308,-0.42382334746562,"array([1.82391377, 7.63703106])"
298,neasden,neasden,51.554627747213,-0.25010062378951,"array([1.75594952, 7.36943361])"
299,westacton,westacton,51.517770184208,-0.28064276561988,"array([2.05908197, 7.37046215])"
300,northealing,northealing,51.517622323819,-0.28897914280262,"array([2.03169381, 7.45117453])"
301,southealing,southealing,51.501644057917,-0.30702584019952,"array([2.06675606, 7.4244395 ])"
302,northharrow,northharrow,51.584631342978,-0.3626185623764,"array([1.83649514, 7.53892983])"
303,northolt,northolt,51.548212945697,-0.36842617615208,"array([2.16645183, 7.34787413])"
304,northwembley,northwembley,51.562396328364,-0.30393379535805,"array([1.8661108 , 7.42843709])"
305,wembleycentral,wembleycentral,51.551864816194,-0.29637790641578,"array([1.87529405, 7.40611257])"
306,prestonroad,prestonroad,51.572103763883,-0.29495758553154,"array([1.7988858 , 7.41033436])"
307,northwoodhills,northwoodhills,51.600802695129,-0.40929692189409,"array([1.82814504, 7.60615309])"
308,pinner,pinner,51.592361724428,-0.38120935690424,"array([1.83252363, 7.57341626])"
309,westcroydon,westcroydon,51.378552186111,-0.1020199266263,"array([2.09417094, 6.79405278])"
310,queensway,queensway,51.510449255439,-0.18740549543317,"array([1.88176868, 7.24650412])"
311,oakwood,oakwood,51.64763797617,-0.1318390886991,"array([1.41669181, 7.13723503])"
312,cockfosters,cockfosters,51.652024496788,-0.14990225857042,"array([1.39821476, 7.13788216])"
313,edgwareroad(districtline),edgwareroad(districtline),51.51999806318,-0.1676538436008,"array([1.83746746, 7.2723867 ])"
314,royaloak,royaloak,51.518294375269,-0.18880926348942,"array([1.79778558, 7.31050609])"
315,paddington(h&cline),paddington(h&cline),51.515393806532,-0.17572234283505,"array([1.79595773, 7.29281364])"
316,parsonsgreen,parsonsgreen,51.474960176772,-0.20111009589714,"array([2.04106011, 7.22331397])"
317,peckhamrye,peckhamrye,51.469511372801,-0.069969158361951,"array([1.94021019, 7.00034618])"
318,pengewest,pengewest,51.418062935027,-0.060631385884983,"array([2.04351292, 6.82890154])"
319,pimlico,pimlico,51.489552877924,-0.1330938573102,"array([1.88965434, 7.12459544])"
320,victoria,victoria,51.496423969876,-0.14390630306143,"array([1.8660145 , 7.14848835])"
321,plaistow,plaistow,51.531288332324,0.017795056275962,"array([1.64730245, 6.86500764])"
322,uptonpark,uptonpark,51.536628195871,0.034556255633226,"array([1.60879926, 6.87503491])"
323,pontoondock,pontoondock,51.502216211037,0.033340112607835,"array([1.76311374, 6.78485881])"
324,westindiaquay,westindiaquay,51.506762659668,-0.020568040587805,"array([1.8022235 , 6.89239648])"
325,royalalbert,royalalbert,51.508493863562,0.045191552169371,"array([1.72090107, 6.71170161])"
326,puddingmilllane,puddingmilllane,51.53432785535,-0.012754096692901,"array([1.68654626, 6.89042125])"
327,queensroadpeckham,queensroadpeckham,51.474284715779,-0.057340582526957,"array([1.91890012, 6.96615137])"
328,ravenscourtpark,ravenscourtpark,51.494068008984,-0.23595483065011,"array([2.01002624, 7.34547745])"
329,southharrow,southharrow,51.564680211138,-0.35187954635816,"array([1.92936998, 7.5349365 ])"
330,redbridge,redbridge,51.576366911264,0.045408472505876,"array([1.56237921, 6.7843349 ])"
331,richmond,richmond,51.463232922347,-0.30172474133933,"array([1.97706802, 7.40733443])"
332,woodford,woodford,51.607201839663,0.034070640659794,"array([1.57515997, 6.71167281])"
333,rotherhithe,rotherhithe,51.501594510808,-0.052951891484305,"array([1.82748398, 6.94049806])"
334,ruislipgardens,ruislipgardens,51.559960227907,-0.40927968814014,"array([2.21017128, 7.35118851])"
335,southruislip,southruislip,51.55689035096,-0.39910148824501,"array([2.18937542, 7.34960927])"
336,tottenhamhale,tottenhamhale,51.587997785049,-0.060173390466137,"array([1.57121544, 7.08707203])"
337,wapping,wapping,51.504340322706,-0.055846408737992,"array([1.8048735 , 6.95867643])"
338,shepherdsbush,shepherdsbush,51.50453217729,-0.21850475368199,"array([1.93760075, 7.30450006])"
339,sloanesquare,sloanesquare,51.492359782932,-0.1564744555002,"array([1.89062263, 7.17205294])"
340,southwoodford,southwoodford,51.591552612383,0.027957511681624,"array([1.58885345, 6.74240689])"
341,southfields,southfields,51.444883338258,-0.20659499856664,"array([2.11651257, 7.2079236 ])"
342,sudburyhill,sudburyhill,51.557339600086,-0.33637769283987,"array([1.9553906 , 7.52635853])"
343,southwark,southwark,51.503853632869,-0.10578053394541,"array([1.82586445, 7.03424819])"
344,morden,morden,51.402185984981,-0.19483760810466,"array([2.15437294, 6.99335402])"
345,stamfordbrook,stamfordbrook,51.494449997347,-0.24523190696758,"array([2.01967509, 7.3594582 ])"
346,stanmore,stanmore,51.6196734807,-0.30308485086488,"array([1.74357756, 7.45260862])"
347,starlane,starlane,51.520604250081,0.0042054135552674,"array([1.71104562, 6.84202985])"
348,stepneygreen,stepneygreen,51.521995838874,-0.047368111957746,"array([1.71998909, 6.9483287 ])"
349,stjamesspark,stjamesspark,51.499609810342,-0.13386435110426,"array([1.85155687, 7.12887536])"
350,stjohnswood,stjohnswood,51.534854431713,-0.17405042505482,"array([1.76803936, 7.26225075])"
351,vauxhall,vauxhall,51.485735816391,-0.12381555294752,"array([1.90925721, 7.09993685])"
352,stratfordhighstreet,stratfordhighstreet,51.538148951165,-0.001065939537146,"array([1.66690668, 6.8663551 ])"
353,stratfordinternational,stratfordinternational,51.54480853536,-0.0087640154463654,"array([1.65003222, 6.892041  ])"
354,sudburytown,sudburytown,51.551397480891,-0.31632906529511,"array([1.97930271, 7.5138757 ])"
355,newcross,newcross,51.476429418617,-0.032264414494673,"array([1.90084253, 6.91849006])"
356,crystalpalace,crystalpalace,51.418170359941,-0.072592854062748,"array([2.01871354, 6.82400068])"
357,epping,epping,51.69368615157,0.11384001852178,"array([1.55593812, 6.59797274])"
358,tootingbroadway,tootingbroadway,51.42704916499,-0.16867014599257,"array([2.09578631, 7.01303364])"
359,woodsidepark,woodsidepark,51.617868422141,-0.185411063095,"array([1.49351746, 7.40093995])"
360,towergateway,towergateway,51.510392650922,-0.074395469530797,"array([1.77477689, 6.96160156])"
361,woodgreen,woodgreen,51.597453741251,-0.10951215426353,"array([1.51576567, 7.13236959])"
362,upminster,upminster,51.558763325208,0.2514152239117,"array([1.35096039, 6.84190764])"
363,woodgrangepark,woodgrangepark,51.549052529247,0.044586916011772,"array([1.53030039, 6.92941699])"
364,watfordjunction,watfordjunction,51.663883061474,-0.39615750118974,"array([1.73306198, 7.59725299])"
365,westfinchley,westfinchley,51.609262750488,-0.1889026706526,"array([1.51177727, 7.38651526])"
366,westruislip,westruislip,51.569587924657,-0.43784571956141,"array([2.22841942, 7.35259574])"
367,wimbledon,wimbledon,51.421107869794,-0.20664845638008,"array([2.1548618 , 7.20036903])"
368,wimbledonpark,wimbledonpark,51.434580976538,-0.19917189150183,"array([2.13723148, 7.20376226])"
