"date","suma_kumulacyjna","typ","app","person"
2021-02-11,53931,"odebrane","mg","z"
2021-02-12,14402,"wyslane","mg","z"
2021-02-13,53947,"odebrane","mg","z"
2021-02-13,14426,"wyslane","mg","z"
2021-02-14,53961,"odebrane","mg","z"
2021-02-14,14445,"wyslane","mg","z"
2021-02-17,53993,"odebrane","mg","z"
2021-02-17,14475,"wyslane","mg","z"
2021-02-18,54006,"odebrane","mg","z"
2021-02-21,54017,"odebrane","mg","z"
2021-02-21,14493,"wyslane","mg","z"
2021-02-22,54018,"odebrane","mg","z"
2021-02-23,54029,"odebrane","mg","z"
2021-02-23,14510,"wyslane","mg","z"
2021-02-24,54031,"odebrane","mg","z"
2021-02-24,14511,"wyslane","mg","z"
2021-02-25,54046,"odebrane","mg","z"
2021-02-26,54047,"odebrane","mg","z"
2021-02-28,54070,"odebrane","mg","z"
2021-02-28,14535,"wyslane","mg","z"
2021-03-01,54077,"odebrane","mg","z"
2021-03-01,14536,"wyslane","mg","z"
2021-03-04,54079,"odebrane","mg","z"
2021-03-04,14538,"wyslane","mg","z"
2021-03-07,14539,"wyslane","mg","z"
2021-03-08,54080,"odebrane","mg","z"
2021-03-09,54081,"odebrane","mg","z"
2021-03-09,14542,"wyslane","mg","z"
2021-03-10,54090,"odebrane","mg","z"
2021-03-11,54093,"odebrane","mg","z"
2021-03-12,54099,"odebrane","mg","z"
2021-03-12,14548,"wyslane","mg","z"
2021-03-16,54103,"odebrane","mg","z"
2021-03-17,54105,"odebrane","mg","z"
2021-03-19,54107,"odebrane","mg","z"
2021-03-21,54113,"odebrane","mg","z"
2021-03-23,54115,"odebrane","mg","z"
2021-03-24,54127,"odebrane","mg","z"
2021-03-24,14554,"wyslane","mg","z"
2021-03-25,54129,"odebrane","mg","z"
2021-03-25,14555,"wyslane","mg","z"
2021-03-28,54133,"odebrane","mg","z"
2021-03-28,14558,"wyslane","mg","z"
2021-03-30,54135,"odebrane","mg","z"
2021-03-30,14559,"wyslane","mg","z"
2021-04-02,54139,"odebrane","mg","z"
2021-04-03,54148,"odebrane","mg","z"
2021-04-03,14562,"wyslane","mg","z"
2021-04-04,54149,"odebrane","mg","z"
2021-04-04,14564,"wyslane","mg","z"
2021-04-05,54150,"odebrane","mg","z"
2021-04-05,14566,"wyslane","mg","z"
2021-04-06,54152,"odebrane","mg","z"
2021-04-06,14570,"wyslane","mg","z"
2021-04-07,54159,"odebrane","mg","z"
2021-04-07,14578,"wyslane","mg","z"
2021-04-08,54160,"odebrane","mg","z"
2021-04-11,54163,"odebrane","mg","z"
2021-04-11,14580,"wyslane","mg","z"
2021-04-12,54167,"odebrane","mg","z"
2021-04-12,14590,"wyslane","mg","z"
2021-04-15,54178,"odebrane","mg","z"
2021-04-15,14591,"wyslane","mg","z"
2021-04-16,54179,"odebrane","mg","z"
2021-04-16,14595,"wyslane","mg","z"
2021-04-18,54194,"odebrane","mg","z"
2021-04-18,14597,"wyslane","mg","z"
2021-04-24,54198,"odebrane","mg","z"
2021-04-24,14599,"wyslane","mg","z"
2021-04-25,54212,"odebrane","mg","z"
2021-04-25,14602,"wyslane","mg","z"
2021-05-02,54242,"odebrane","mg","z"
2021-05-02,14609,"wyslane","mg","z"
2021-05-03,54245,"odebrane","mg","z"
2021-05-03,14610,"wyslane","mg","z"
2021-05-05,54248,"odebrane","mg","z"
2021-05-05,14611,"wyslane","mg","z"
2021-05-06,54252,"odebrane","mg","z"
2021-05-06,14613,"wyslane","mg","z"
2021-05-07,54261,"odebrane","mg","z"
2021-05-07,14615,"wyslane","mg","z"
2021-05-08,54263,"odebrane","mg","z"
2021-05-08,14618,"wyslane","mg","z"
2021-05-09,54280,"odebrane","mg","z"
2021-05-09,14627,"wyslane","mg","z"
2021-05-11,54282,"odebrane","mg","z"
2021-05-13,54283,"odebrane","mg","z"
2021-05-14,54287,"odebrane","mg","z"
2021-05-15,54297,"odebrane","mg","z"
2021-05-15,14628,"wyslane","mg","z"
2021-05-16,54299,"odebrane","mg","z"
2021-05-16,14629,"wyslane","mg","z"
2021-05-23,54314,"odebrane","mg","z"
2021-05-23,14631,"wyslane","mg","z"
2021-05-24,54316,"odebrane","mg","z"
2021-05-24,14638,"wyslane","mg","z"
2021-05-26,14640,"wyslane","mg","z"
2021-05-28,54317,"odebrane","mg","z"
2021-05-30,54321,"odebrane","mg","z"
2021-05-30,14642,"wyslane","mg","z"
2021-05-31,54329,"odebrane","mg","z"
2021-06-01,54332,"odebrane","mg","z"
2021-06-01,14644,"wyslane","mg","z"
2021-06-02,54333,"odebrane","mg","z"
2021-06-02,14654,"wyslane","mg","z"
2021-06-04,54334,"odebrane","mg","z"
2021-06-04,14656,"wyslane","mg","z"
2021-06-05,54337,"odebrane","mg","z"
2021-06-06,54346,"odebrane","mg","z"
2021-06-06,14658,"wyslane","mg","z"
2021-06-07,54352,"odebrane","mg","z"
2021-06-14,54353,"odebrane","mg","z"
2021-06-16,54357,"odebrane","mg","z"
2021-06-17,54371,"odebrane","mg","z"
2021-06-18,54377,"odebrane","mg","z"
2021-06-19,54378,"odebrane","mg","z"
2021-06-22,54386,"odebrane","mg","z"
2021-06-23,54387,"odebrane","mg","z"
2021-06-23,14665,"wyslane","mg","z"
2021-06-24,54388,"odebrane","mg","z"
2021-06-24,14666,"wyslane","mg","z"
2021-06-25,54393,"odebrane","mg","z"
2021-06-25,14673,"wyslane","mg","z"
2021-06-26,54399,"odebrane","mg","z"
2021-06-26,14674,"wyslane","mg","z"
2021-06-27,54405,"odebrane","mg","z"
2021-06-27,14679,"wyslane","mg","z"
2021-06-28,54418,"odebrane","mg","z"
2021-06-28,14695,"wyslane","mg","z"
2021-07-01,54420,"odebrane","mg","z"
2021-07-01,14699,"wyslane","mg","z"
2021-07-02,54422,"odebrane","mg","z"
2021-07-02,14709,"wyslane","mg","z"
2021-07-03,54423,"odebrane","mg","z"
2021-07-03,14710,"wyslane","mg","z"
2021-07-04,54426,"odebrane","mg","z"
2021-07-08,14713,"wyslane","mg","z"
2021-07-12,54427,"odebrane","mg","z"
2021-07-14,14714,"wyslane","mg","z"
2021-07-17,54442,"odebrane","mg","z"
2021-07-17,14728,"wyslane","mg","z"
2021-07-18,54444,"odebrane","mg","z"
2021-07-19,54448,"odebrane","mg","z"
2021-07-19,14737,"wyslane","mg","z"
2021-07-20,54450,"odebrane","mg","z"
2021-07-20,14740,"wyslane","mg","z"
2021-07-21,54451,"odebrane","mg","z"
2021-07-21,14741,"wyslane","mg","z"
2021-07-22,54453,"odebrane","mg","z"
2021-07-22,14744,"wyslane","mg","z"
2021-07-24,54456,"odebrane","mg","z"
2021-07-24,14746,"wyslane","mg","z"
2021-07-26,54464,"odebrane","mg","z"
2021-07-26,14748,"wyslane","mg","z"
2021-07-27,54473,"odebrane","mg","z"
2021-07-27,14757,"wyslane","mg","z"
2021-07-28,54474,"odebrane","mg","z"
2021-07-28,14758,"wyslane","mg","z"
2021-07-29,54483,"odebrane","mg","z"
2021-07-29,14763,"wyslane","mg","z"
2021-08-02,54502,"odebrane","mg","z"
2021-08-02,14782,"wyslane","mg","z"
2021-08-03,14783,"wyslane","mg","z"
2021-08-04,54507,"odebrane","mg","z"
2021-08-05,54517,"odebrane","mg","z"
2021-08-05,14787,"wyslane","mg","z"
2021-08-06,54521,"odebrane","mg","z"
2021-08-07,54522,"odebrane","mg","z"
2021-08-09,54524,"odebrane","mg","z"
2021-08-09,14789,"wyslane","mg","z"
2021-08-10,54582,"odebrane","mg","z"
2021-08-10,14835,"wyslane","mg","z"
2021-08-11,14836,"wyslane","mg","z"
2021-08-12,54593,"odebrane","mg","z"
2021-08-12,14847,"wyslane","mg","z"
2021-08-13,54601,"odebrane","mg","z"
2021-08-13,14853,"wyslane","mg","z"
2021-08-14,54607,"odebrane","mg","z"
2021-08-14,14854,"wyslane","mg","z"
2021-08-15,54623,"odebrane","mg","z"
2021-08-15,14866,"wyslane","mg","z"
2021-08-16,54645,"odebrane","mg","z"
2021-08-16,14872,"wyslane","mg","z"
2021-08-17,54652,"odebrane","mg","z"
2021-08-17,14878,"wyslane","mg","z"
2021-08-19,14879,"wyslane","mg","z"
2021-08-20,54653,"odebrane","mg","z"
2021-08-22,54668,"odebrane","mg","z"
2021-08-22,14888,"wyslane","mg","z"
2021-08-23,54669,"odebrane","mg","z"
2021-08-23,14889,"wyslane","mg","z"
2021-08-24,54677,"odebrane","mg","z"
2021-08-24,14893,"wyslane","mg","z"
2021-08-25,54696,"odebrane","mg","z"
2021-08-25,14921,"wyslane","mg","z"
2021-08-26,54727,"odebrane","mg","z"
2021-08-26,14958,"wyslane","mg","z"
2021-08-27,54751,"odebrane","mg","z"
2021-08-28,54806,"odebrane","mg","z"
2021-08-28,14964,"wyslane","mg","z"
2021-08-29,54856,"odebrane","mg","z"
2021-08-29,14977,"wyslane","mg","z"
2021-08-30,54858,"odebrane","mg","z"
2021-08-30,14978,"wyslane","mg","z"
2021-08-31,54863,"odebrane","mg","z"
2021-08-31,14983,"wyslane","mg","z"
2021-09-01,54871,"odebrane","mg","z"
2021-09-01,14988,"wyslane","mg","z"
2021-09-02,54915,"odebrane","mg","z"
2021-09-02,15005,"wyslane","mg","z"
2021-09-03,54936,"odebrane","mg","z"
2021-09-03,15015,"wyslane","mg","z"
2021-09-04,54946,"odebrane","mg","z"
2021-09-04,15026,"wyslane","mg","z"
2021-09-05,54948,"odebrane","mg","z"
2021-09-06,15027,"wyslane","mg","z"
2021-09-07,54954,"odebrane","mg","z"
2021-09-07,15030,"wyslane","mg","z"
2021-09-09,54960,"odebrane","mg","z"
2021-09-09,15031,"wyslane","mg","z"
2021-09-10,54965,"odebrane","mg","z"
2021-09-10,15034,"wyslane","mg","z"
2021-09-11,54967,"odebrane","mg","z"
2021-09-12,54969,"odebrane","mg","z"
2021-09-12,15036,"wyslane","mg","z"
2021-09-13,54983,"odebrane","mg","z"
2021-09-13,15045,"wyslane","mg","z"
2021-09-14,54984,"odebrane","mg","z"
2021-09-15,54989,"odebrane","mg","z"
2021-09-15,15046,"wyslane","mg","z"
2021-09-16,54993,"odebrane","mg","z"
2021-09-16,15052,"wyslane","mg","z"
2021-09-17,55002,"odebrane","mg","z"
2021-09-17,15054,"wyslane","mg","z"
2021-09-18,55009,"odebrane","mg","z"
2021-09-18,15067,"wyslane","mg","z"
2021-09-19,55017,"odebrane","mg","z"
2021-09-19,15070,"wyslane","mg","z"
2021-09-20,55038,"odebrane","mg","z"
2021-09-20,15102,"wyslane","mg","z"
2021-09-21,55042,"odebrane","mg","z"
2021-09-21,15104,"wyslane","mg","z"
2021-09-22,55060,"odebrane","mg","z"
2021-09-22,15116,"wyslane","mg","z"
2021-09-23,55088,"odebrane","mg","z"
2021-09-23,15148,"wyslane","mg","z"
2021-09-24,55102,"odebrane","mg","z"
2021-09-24,15165,"wyslane","mg","z"
2021-09-25,55112,"odebrane","mg","z"
2021-09-25,15171,"wyslane","mg","z"
2021-09-26,55122,"odebrane","mg","z"
2021-09-26,15179,"wyslane","mg","z"
2021-09-27,55134,"odebrane","mg","z"
2021-09-27,15184,"wyslane","mg","z"
2021-09-28,55147,"odebrane","mg","z"
2021-09-28,15193,"wyslane","mg","z"
2021-09-29,55151,"odebrane","mg","z"
2021-09-30,55161,"odebrane","mg","z"
2021-09-30,15197,"wyslane","mg","z"
2021-10-01,55180,"odebrane","mg","z"
2021-10-01,15208,"wyslane","mg","z"
2021-10-02,55207,"odebrane","mg","z"
2021-10-02,15212,"wyslane","mg","z"
2021-10-03,55209,"odebrane","mg","z"
2021-10-03,15213,"wyslane","mg","z"
2021-10-05,55210,"odebrane","mg","z"
2021-10-06,55220,"odebrane","mg","z"
2021-10-06,15223,"wyslane","mg","z"
2021-10-07,55237,"odebrane","mg","z"
2021-10-07,15234,"wyslane","mg","z"
2021-10-08,15237,"wyslane","mg","z"
2021-10-09,55243,"odebrane","mg","z"
2021-10-09,15240,"wyslane","mg","z"
2021-10-10,55261,"odebrane","mg","z"
2021-10-10,15258,"wyslane","mg","z"
2021-10-11,55298,"odebrane","mg","z"
2021-10-11,15289,"wyslane","mg","z"
2021-10-12,55305,"odebrane","mg","z"
2021-10-12,15297,"wyslane","mg","z"
2021-10-13,55321,"odebrane","mg","z"
2021-10-13,15307,"wyslane","mg","z"
2021-10-14,55362,"odebrane","mg","z"
2021-10-14,15334,"wyslane","mg","z"
2021-10-15,55376,"odebrane","mg","z"
2021-10-15,15337,"wyslane","mg","z"
2021-10-16,55425,"odebrane","mg","z"
2021-10-16,15364,"wyslane","mg","z"
2021-10-17,55447,"odebrane","mg","z"
2021-10-17,15379,"wyslane","mg","z"
2021-10-18,55459,"odebrane","mg","z"
2021-10-18,15386,"wyslane","mg","z"
2021-10-19,55470,"odebrane","mg","z"
2021-10-19,15389,"wyslane","mg","z"
2021-10-20,55510,"odebrane","mg","z"
2021-10-20,15406,"wyslane","mg","z"
2021-10-21,55534,"odebrane","mg","z"
2021-10-21,15426,"wyslane","mg","z"
2021-10-22,55535,"odebrane","mg","z"
2021-10-22,15430,"wyslane","mg","z"
2021-10-23,55550,"odebrane","mg","z"
2021-10-23,15434,"wyslane","mg","z"
2021-10-24,55553,"odebrane","mg","z"
2021-10-24,15436,"wyslane","mg","z"
2021-10-25,55589,"odebrane","mg","z"
2021-10-25,15442,"wyslane","mg","z"
2021-10-26,55606,"odebrane","mg","z"
2021-10-26,15455,"wyslane","mg","z"
2021-10-27,55627,"odebrane","mg","z"
2021-10-27,15459,"wyslane","mg","z"
2021-10-28,55631,"odebrane","mg","z"
2021-10-28,15461,"wyslane","mg","z"
2021-10-29,55636,"odebrane","mg","z"
2021-10-29,15464,"wyslane","mg","z"
2021-10-30,55637,"odebrane","mg","z"
2021-10-31,55638,"odebrane","mg","z"
2021-10-31,15465,"wyslane","mg","z"
2021-11-01,55644,"odebrane","mg","z"
2021-11-01,15470,"wyslane","mg","z"
2021-11-02,55648,"odebrane","mg","z"
2021-11-02,15472,"wyslane","mg","z"
2021-11-03,55649,"odebrane","mg","z"
2021-11-04,55657,"odebrane","mg","z"
2021-11-04,15484,"wyslane","mg","z"
2021-11-05,55661,"odebrane","mg","z"
2021-11-05,15487,"wyslane","mg","z"
2021-11-06,55663,"odebrane","mg","z"
2021-11-06,15488,"wyslane","mg","z"
2021-11-08,55673,"odebrane","mg","z"
2021-11-08,15497,"wyslane","mg","z"
2021-11-09,55675,"odebrane","mg","z"
2021-11-10,55677,"odebrane","mg","z"
2021-11-11,55679,"odebrane","mg","z"
2021-11-11,15500,"wyslane","mg","z"
2021-11-13,55681,"odebrane","mg","z"
2021-11-14,55683,"odebrane","mg","z"
2021-11-15,55694,"odebrane","mg","z"
2021-11-15,15509,"wyslane","mg","z"
2021-11-16,55710,"odebrane","mg","z"
2021-11-16,15511,"wyslane","mg","z"
2021-11-17,55711,"odebrane","mg","z"
2021-11-17,15514,"wyslane","mg","z"
2021-11-18,55729,"odebrane","mg","z"
2021-11-18,15517,"wyslane","mg","z"
2021-11-19,55736,"odebrane","mg","z"
2021-11-19,15519,"wyslane","mg","z"
2021-11-20,55749,"odebrane","mg","z"
2021-11-20,15521,"wyslane","mg","z"
2021-11-21,55755,"odebrane","mg","z"
2021-11-21,15523,"wyslane","mg","z"
2021-11-23,55761,"odebrane","mg","z"
2021-11-24,55771,"odebrane","mg","z"
2021-11-24,15527,"wyslane","mg","z"
2021-11-25,55823,"odebrane","mg","z"
2021-11-25,15588,"wyslane","mg","z"
2021-11-26,55830,"odebrane","mg","z"
2021-11-27,55839,"odebrane","mg","z"
2021-11-28,55853,"odebrane","mg","z"
2021-11-28,15590,"wyslane","mg","z"
2021-11-29,55869,"odebrane","mg","z"
2021-11-29,15593,"wyslane","mg","z"
2021-11-30,55888,"odebrane","mg","z"
2021-11-30,15609,"wyslane","mg","z"
2021-12-01,55902,"odebrane","mg","z"
2021-12-01,15612,"wyslane","mg","z"
2021-12-02,55953,"odebrane","mg","z"
2021-12-02,15629,"wyslane","mg","z"
2021-12-03,55980,"odebrane","mg","z"
2021-12-03,15633,"wyslane","mg","z"
2021-12-04,56043,"odebrane","mg","z"
2021-12-04,15671,"wyslane","mg","z"
2021-12-05,56089,"odebrane","mg","z"
2021-12-05,15685,"wyslane","mg","z"
2021-12-06,56131,"odebrane","mg","z"
2021-12-06,15702,"wyslane","mg","z"
2021-12-07,56180,"odebrane","mg","z"
2021-12-07,15736,"wyslane","mg","z"
2021-12-08,56190,"odebrane","mg","z"
2021-12-08,15740,"wyslane","mg","z"
2021-12-09,56207,"odebrane","mg","z"
2021-12-09,15743,"wyslane","mg","z"
2021-12-10,56246,"odebrane","mg","z"
2021-12-10,15765,"wyslane","mg","z"
2021-12-11,56290,"odebrane","mg","z"
2021-12-11,15791,"wyslane","mg","z"
2021-12-12,56340,"odebrane","mg","z"
2021-12-12,15824,"wyslane","mg","z"
2021-12-13,56345,"odebrane","mg","z"
2021-12-13,15826,"wyslane","mg","z"
2021-12-14,56362,"odebrane","mg","z"
2021-12-14,15832,"wyslane","mg","z"
2021-12-15,56381,"odebrane","mg","z"
2021-12-15,15858,"wyslane","mg","z"
2021-12-16,56385,"odebrane","mg","z"
2021-12-17,56396,"odebrane","mg","z"
2021-12-18,56428,"odebrane","mg","z"
2021-12-18,15861,"wyslane","mg","z"
2021-12-19,56433,"odebrane","mg","z"
2021-12-19,15864,"wyslane","mg","z"
2021-12-20,15865,"wyslane","mg","z"
2021-12-21,56434,"odebrane","mg","z"
2021-12-22,56445,"odebrane","mg","z"
2021-12-22,15867,"wyslane","mg","z"
2021-12-23,56449,"odebrane","mg","z"
2021-12-23,15870,"wyslane","mg","z"
2021-12-24,56453,"odebrane","mg","z"
2021-12-24,15879,"wyslane","mg","z"
2021-12-25,15882,"wyslane","mg","z"
2021-12-26,56457,"odebrane","mg","z"
2021-12-26,15884,"wyslane","mg","z"
2021-12-27,56468,"odebrane","mg","z"
2021-12-27,15898,"wyslane","mg","z"
2021-12-28,15899,"wyslane","mg","z"
2021-12-30,56472,"odebrane","mg","z"
2021-12-30,15902,"wyslane","mg","z"
2021-12-31,56498,"odebrane","mg","z"
2021-12-31,15918,"wyslane","mg","z"
2022-01-02,56503,"odebrane","mg","z"
2022-01-02,15919,"wyslane","mg","z"
2022-01-03,56515,"odebrane","mg","z"
2022-01-03,15927,"wyslane","mg","z"
2022-01-04,56554,"odebrane","mg","z"
2022-01-04,15931,"wyslane","mg","z"
2022-01-06,56555,"odebrane","mg","z"
2022-01-07,56563,"odebrane","mg","z"
2022-01-08,56567,"odebrane","mg","z"
2022-01-08,15937,"wyslane","mg","z"
2022-01-09,56578,"odebrane","mg","z"
2022-01-09,15951,"wyslane","mg","z"
2022-01-10,56588,"odebrane","mg","z"
2022-01-10,15960,"wyslane","mg","z"
2022-01-11,56615,"odebrane","mg","z"
2022-01-11,15965,"wyslane","mg","z"
2022-01-12,56654,"odebrane","mg","z"
2022-01-12,15975,"wyslane","mg","z"
2022-01-13,56681,"odebrane","mg","z"
2022-01-13,15977,"wyslane","mg","z"
2022-01-14,56688,"odebrane","mg","z"
2022-01-14,15979,"wyslane","mg","z"
2022-01-15,56701,"odebrane","mg","z"
2022-01-15,15981,"wyslane","mg","z"
2022-01-16,56706,"odebrane","mg","z"
2022-01-16,15982,"wyslane","mg","z"
2022-01-17,56719,"odebrane","mg","z"
2022-01-18,56721,"odebrane","mg","z"
2022-01-18,15983,"wyslane","mg","z"
2022-01-19,56752,"odebrane","mg","z"
2022-01-19,15992,"wyslane","mg","z"
2022-01-20,56832,"odebrane","mg","z"
2022-01-20,16006,"wyslane","mg","z"
2022-01-21,56865,"odebrane","mg","z"
2022-01-21,16007,"wyslane","mg","z"
2022-01-23,56869,"odebrane","mg","z"
2022-01-23,16011,"wyslane","mg","z"
2022-01-24,56875,"odebrane","mg","z"
2022-01-24,16023,"wyslane","mg","z"
2022-01-25,56879,"odebrane","mg","z"
2022-01-25,16031,"wyslane","mg","z"
2022-01-26,56884,"odebrane","mg","z"
2022-01-27,56912,"odebrane","mg","z"
2022-01-27,16033,"wyslane","mg","z"
2022-01-28,56915,"odebrane","mg","z"
2022-01-28,16034,"wyslane","mg","z"
2022-01-29,56934,"odebrane","mg","z"
2022-01-29,16052,"wyslane","mg","z"
2022-01-30,56939,"odebrane","mg","z"
2022-01-31,57020,"odebrane","mg","z"
2022-01-31,16130,"wyslane","mg","z"
2022-02-01,57047,"odebrane","mg","z"
2022-02-01,16142,"wyslane","mg","z"
2022-02-02,57057,"odebrane","mg","z"
2022-02-02,16143,"wyslane","mg","z"
2022-02-03,57059,"odebrane","mg","z"
2022-02-04,57076,"odebrane","mg","z"
2022-02-04,16146,"wyslane","mg","z"
2022-02-05,57088,"odebrane","mg","z"
2022-02-05,16151,"wyslane","mg","z"
2022-02-07,57093,"odebrane","mg","z"
2022-02-07,16155,"wyslane","mg","z"
2022-02-08,57108,"odebrane","mg","z"
2022-02-08,16166,"wyslane","mg","z"
2022-02-09,57141,"odebrane","mg","z"
2022-02-09,16178,"wyslane","mg","z"
2022-02-10,57168,"odebrane","mg","z"
2022-02-10,16189,"wyslane","mg","z"
2022-02-11,57194,"odebrane","mg","z"
2022-02-11,16201,"wyslane","mg","z"
2022-02-12,57210,"odebrane","mg","z"
2022-02-12,16205,"wyslane","mg","z"
2022-02-13,57223,"odebrane","mg","z"
2022-02-13,16210,"wyslane","mg","z"
2022-02-14,57240,"odebrane","mg","z"
2022-02-14,16213,"wyslane","mg","z"
2022-02-15,57288,"odebrane","mg","z"
2022-02-15,16225,"wyslane","mg","z"
2022-02-16,57304,"odebrane","mg","z"
2022-02-16,16235,"wyslane","mg","z"
2022-02-18,57307,"odebrane","mg","z"
2022-02-18,16243,"wyslane","mg","z"
2022-02-19,57321,"odebrane","mg","z"
2022-02-19,16253,"wyslane","mg","z"
2022-02-20,57322,"odebrane","mg","z"
2022-02-21,57353,"odebrane","mg","z"
2022-02-21,16267,"wyslane","mg","z"
2022-02-22,57373,"odebrane","mg","z"
2022-02-22,16281,"wyslane","mg","z"
2022-02-23,57377,"odebrane","mg","z"
2022-02-24,57402,"odebrane","mg","z"
2022-02-24,16291,"wyslane","mg","z"
2022-02-25,57429,"odebrane","mg","z"
2022-02-25,16315,"wyslane","mg","z"
2022-02-26,57441,"odebrane","mg","z"
2022-02-26,16325,"wyslane","mg","z"
2022-02-27,57482,"odebrane","mg","z"
2022-02-27,16327,"wyslane","mg","z"
2022-02-28,57539,"odebrane","mg","z"
2022-02-28,16338,"wyslane","mg","z"
2022-03-01,57572,"odebrane","mg","z"
2022-03-01,16342,"wyslane","mg","z"
2022-03-02,57635,"odebrane","mg","z"
2022-03-02,16365,"wyslane","mg","z"
2022-03-03,57709,"odebrane","mg","z"
2022-03-03,16402,"wyslane","mg","z"
2022-03-04,57757,"odebrane","mg","z"
2022-03-04,16422,"wyslane","mg","z"
2022-03-05,57772,"odebrane","mg","z"
2022-03-05,16424,"wyslane","mg","z"
2022-03-06,57800,"odebrane","mg","z"
2022-03-06,16433,"wyslane","mg","z"
2022-03-07,57823,"odebrane","mg","z"
2022-03-07,16443,"wyslane","mg","z"
2022-03-08,57831,"odebrane","mg","z"
2022-03-08,16445,"wyslane","mg","z"
2022-03-09,57840,"odebrane","mg","z"
2022-03-09,16452,"wyslane","mg","z"
2022-03-10,57859,"odebrane","mg","z"
2022-03-10,16454,"wyslane","mg","z"
2022-03-11,57908,"odebrane","mg","z"
2022-03-11,16479,"wyslane","mg","z"
2022-03-12,57941,"odebrane","mg","z"
2022-03-12,16493,"wyslane","mg","z"
2022-03-13,57960,"odebrane","mg","z"
2022-03-13,16503,"wyslane","mg","z"
2022-03-14,57974,"odebrane","mg","z"
2022-03-14,16506,"wyslane","mg","z"
2022-03-15,57996,"odebrane","mg","z"
2022-03-15,16515,"wyslane","mg","z"
2022-03-16,58019,"odebrane","mg","z"
2022-03-16,16532,"wyslane","mg","z"
2022-03-17,58050,"odebrane","mg","z"
2022-03-17,16537,"wyslane","mg","z"
2022-03-18,16540,"wyslane","mg","z"
2022-03-19,58061,"odebrane","mg","z"
2022-03-19,16545,"wyslane","mg","z"
2022-03-20,58073,"odebrane","mg","z"
2022-03-20,16550,"wyslane","mg","z"
2022-03-21,58096,"odebrane","mg","z"
2022-03-21,16565,"wyslane","mg","z"
2022-03-22,58112,"odebrane","mg","z"
2022-03-22,16567,"wyslane","mg","z"
2022-03-23,58119,"odebrane","mg","z"
2022-03-23,16568,"wyslane","mg","z"
2022-03-24,58146,"odebrane","mg","z"
2022-03-24,16577,"wyslane","mg","z"
2022-03-25,58169,"odebrane","mg","z"
2022-03-25,16592,"wyslane","mg","z"
2022-03-26,58219,"odebrane","mg","z"
2022-03-26,16615,"wyslane","mg","z"
2022-03-27,58221,"odebrane","mg","z"
2022-03-27,16617,"wyslane","mg","z"
2022-03-28,58244,"odebrane","mg","z"
2022-03-28,16624,"wyslane","mg","z"
2022-03-29,58259,"odebrane","mg","z"
2022-03-29,16625,"wyslane","mg","z"
2022-03-30,58280,"odebrane","mg","z"
2022-03-30,16629,"wyslane","mg","z"
2022-03-31,58343,"odebrane","mg","z"
2022-03-31,16634,"wyslane","mg","z"
2022-04-01,58345,"odebrane","mg","z"
2022-04-01,16635,"wyslane","mg","z"
2022-04-02,58363,"odebrane","mg","z"
2022-04-03,58371,"odebrane","mg","z"
2022-04-03,16639,"wyslane","mg","z"
2022-04-04,58379,"odebrane","mg","z"
2022-04-05,58383,"odebrane","mg","z"
2022-04-05,16646,"wyslane","mg","z"
2022-04-06,58400,"odebrane","mg","z"
2022-04-06,16653,"wyslane","mg","z"
2022-04-07,58412,"odebrane","mg","z"
2022-04-07,16658,"wyslane","mg","z"
2022-04-08,58434,"odebrane","mg","z"
2022-04-08,16664,"wyslane","mg","z"
2022-04-09,58438,"odebrane","mg","z"
2022-04-09,16672,"wyslane","mg","z"
2022-04-10,58441,"odebrane","mg","z"
2022-04-10,16675,"wyslane","mg","z"
2022-04-11,58471,"odebrane","mg","z"
2022-04-11,16694,"wyslane","mg","z"
2022-04-12,58479,"odebrane","mg","z"
2022-04-12,16703,"wyslane","mg","z"
2022-04-13,58495,"odebrane","mg","z"
2022-04-13,16710,"wyslane","mg","z"
2022-04-14,58504,"odebrane","mg","z"
2022-04-14,16719,"wyslane","mg","z"
2022-04-15,58508,"odebrane","mg","z"
2022-04-16,58512,"odebrane","mg","z"
2022-04-16,16720,"wyslane","mg","z"
2022-04-17,58521,"odebrane","mg","z"
2022-04-17,16723,"wyslane","mg","z"
2022-04-18,58530,"odebrane","mg","z"
2022-04-18,16726,"wyslane","mg","z"
2022-04-19,58549,"odebrane","mg","z"
2022-04-19,16742,"wyslane","mg","z"
2022-04-20,58583,"odebrane","mg","z"
2022-04-20,16751,"wyslane","mg","z"
2022-04-21,58597,"odebrane","mg","z"
2022-04-21,16755,"wyslane","mg","z"
2022-04-22,58611,"odebrane","mg","z"
2022-04-22,16763,"wyslane","mg","z"
2022-04-23,58612,"odebrane","mg","z"
2022-04-24,58620,"odebrane","mg","z"
2022-04-24,16764,"wyslane","mg","z"
2022-04-25,58642,"odebrane","mg","z"
2022-04-25,16782,"wyslane","mg","z"
2022-04-26,58663,"odebrane","mg","z"
2022-04-26,16787,"wyslane","mg","z"
2022-04-27,58678,"odebrane","mg","z"
2022-04-27,16791,"wyslane","mg","z"
2022-04-28,58727,"odebrane","mg","z"
2022-04-28,16807,"wyslane","mg","z"
2022-04-29,58761,"odebrane","mg","z"
2022-04-29,16822,"wyslane","mg","z"
2022-04-30,58776,"odebrane","mg","z"
2022-04-30,16825,"wyslane","mg","z"
2022-05-01,58804,"odebrane","mg","z"
2022-05-01,16832,"wyslane","mg","z"
