com.samsung.shealth.sleep,6261011,7
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,sleep_type,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,goal_bed_time,quality,extra_data,goal_wake_up_time,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.create_sh_ver,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.modify_sh_ver,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-07 00:00:00.000,,,2023-12-07 07:33:18.312,2023-12-07 07:33:18.312,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-07 07:30:00.000,ffc1434f-4152-461f-b31b-7a14a4d96b66,
,,,,,,,,,,,,0,,,,,2023-12-08 05:03:00.330,,2023-12-08 00:00:00.000,,0,,,,0.0,,,,2023-12-08 00:50:00.000,,,2023-12-08 05:03:22.003,2023-12-08 05:03:03.788,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-08 05:03:00.330,b09833f6-a27f-47e8-9e8f-606e43bf1fb1,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-08 23:00:00.000,,,2023-12-09 09:35:51.044,2023-12-09 09:35:51.044,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-09 09:30:00.000,16750e87-afb1-437a-ba13-6f09594aa45a,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-10 01:50:00.000,,,2023-12-10 10:43:24.769,2023-12-10 10:43:24.769,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-10 10:00:00.000,78c38a55-dfe7-4e97-94f2-ef7237f4bfca,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-10 23:40:00.000,,,2023-12-11 05:03:31.084,2023-12-11 05:03:31.084,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-11 05:00:00.000,169267d3-7433-4db6-95d6-3976917b9611,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-12 00:20:00.000,,,2023-12-12 07:00:16.481,2023-12-12 07:00:16.481,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-12 07:00:00.000,86e173d9-3a7a-4ac7-a754-e91dc76a685f,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-13 01:50:00.000,,,2023-12-13 09:06:26.656,2023-12-13 09:06:26.656,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-13 09:06:23.898,be855df4-4746-461f-97fe-ef627993a8f0,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-14 00:10:00.000,,,2023-12-14 07:17:34.910,2023-12-14 07:17:34.910,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-14 07:10:00.000,02a06617-f1fa-4f4b-a8ec-97e248161adb,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-15 02:00:00.000,,,2023-12-15 05:47:35.489,2023-12-15 05:47:35.489,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-15 05:47:00.000,181c7799-f7aa-4c77-b686-444782d49a27,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-15 22:10:00.000,,,2023-12-16 09:06:15.131,2023-12-16 09:06:15.131,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-16 07:30:00.000,171c4b53-027a-4d30-adfe-df38dd571f57,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-17 00:00:00.000,,,2023-12-17 07:47:18.277,2023-12-17 07:47:18.277,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-17 07:47:11.985,ee6f3f05-8242-46fb-b753-2ee6a3cea0ca,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-17 23:10:00.000,,,2023-12-18 08:02:37.961,2023-12-18 08:02:37.961,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-18 08:02:35.883,8862d225-9b5e-4ebb-a043-173e77e80f15,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-19 00:20:00.000,,,2023-12-19 09:00:50.690,2023-12-19 09:00:50.690,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-19 07:20:00.000,288b9301-5ddd-4220-80f5-c2f7e38fc9d0,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-20 00:40:00.000,,,2023-12-20 10:12:23.301,2023-12-20 10:12:23.301,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-20 09:40:00.000,7d2fb37d-277e-4a16-98c1-bd2533064ee1,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-20 23:20:00.000,,,2023-12-21 08:52:57.511,2023-12-21 08:52:57.511,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-21 08:00:00.000,10fb661b-db37-435b-9ed0-dbe46fd765d5,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-22 00:10:00.000,,,2023-12-22 05:37:52.967,2023-12-22 05:37:52.967,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-22 04:50:00.000,0b6c1cbd-ede5-4e53-bf3a-07c82a29d8f8,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-23 00:00:00.000,,,2023-12-23 09:30:27.233,2023-12-23 09:30:27.233,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-23 09:30:00.000,3147630f-9af3-410c-9640-0620e4532e0c,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-24 01:50:00.000,,,2023-12-24 09:13:10.803,2023-12-24 09:13:10.803,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-24 08:30:00.000,85a1cfad-c8c5-474a-90b5-110ed227ddab,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-25 02:20:00.000,,,2023-12-25 11:47:24.737,2023-12-25 11:47:24.737,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-25 09:00:00.000,069b60a0-1e7d-4bed-9e7f-9e07b25096be,
,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,,,,2023-12-25 23:10:00.000,,,2023-12-26 08:43:38.126,2023-12-26 08:43:38.126,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-26 08:43:35.671,740ca7a4-5c47-4a29-8316-7cfd39314e0b,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2023-12-28 00:10:00.000,,62600630,2023-12-28 10:31:58.000,2023-12-28 10:31:58.000,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-28 09:20:00.000,4248cfdb-927a-4944-b396-61d9a8b37d84,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2023-12-29 01:00:00.000,,62600630,2023-12-29 09:24:46.854,2023-12-29 09:24:46.854,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-29 08:10:00.000,50fd19ed-8593-450d-bcea-be69ff62905e,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2023-12-27 00:30:00.000,,62600630,2023-12-29 09:25:09.181,2023-12-29 09:25:09.181,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-27 09:10:00.000,46efe5a1-4342-4ed5-859b-466eec8feca2,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2023-12-30 00:00:00.000,,62600630,2023-12-30 04:59:26.712,2023-12-30 04:59:26.712,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-30 04:50:00.000,f5e716c4-8661-4d86-9d6d-1ae9079a0ec2,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2023-12-30 22:10:00.000,,62600630,2023-12-31 08:06:30.797,2023-12-31 08:06:30.797,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2023-12-31 08:06:00.000,448559d8-2262-4c5f-8086-9ec12ca86ac2,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-01 02:10:00.000,,62600630,2024-01-01 10:24:08.222,2024-01-01 10:24:08.222,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-01 09:00:00.000,b3788ad4-16dd-4f24-bcb3-059cb573cb72,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-01 23:00:00.000,,62600630,2024-01-02 08:37:55.872,2024-01-02 08:37:55.872,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-02 08:37:53.724,cf34de15-3d6c-4d93-9293-8ab7fcfc17db,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-03 00:00:00.000,,62600630,2024-01-03 05:35:26.129,2024-01-03 05:35:26.129,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-03 05:35:00.000,447af54e-8933-478a-ab58-a80c69ac9c88,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-03 22:40:00.000,,62600630,2024-01-04 05:23:35.159,2024-01-04 05:23:35.159,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-04 05:10:00.000,f8e069b6-75ce-4851-bd84-91c47e5df7ad,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-04 23:40:00.000,,62600630,2024-01-05 06:09:28.139,2024-01-05 06:09:28.139,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-05 06:09:26.224,564182c1-562f-43e9-a6ff-60ad3d085b3a,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-05 23:00:00.000,,62600630,2024-01-06 09:28:59.106,2024-01-06 09:28:59.106,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-06 08:00:00.000,a7acf012-5232-43b0-b182-da5dff0a0951,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-07 01:40:00.000,,62600630,2024-01-07 10:39:58.323,2024-01-07 10:39:58.323,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-07 10:30:00.000,0738340f-2f61-4ae7-a583-edd1ac6d2741,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-07 22:40:00.000,,62600630,2024-01-08 05:11:08.762,2024-01-08 05:11:08.762,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-08 05:10:00.000,fea19c52-2a74-4bfc-99bc-f73cc0b2f292,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-08 23:30:00.000,,62600630,2024-01-09 05:55:15.383,2024-01-09 05:55:15.383,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-09 05:55:12.011,72a40415-1367-4a78-8248-29736bd18ee4,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-09 22:40:00.000,,62600630,2024-01-10 08:44:23.146,2024-01-10 08:44:23.146,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-10 08:40:00.000,4c06790e-cf94-4b7d-8f10-d07c94f72a18,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-11 02:00:00.000,,62600630,2024-01-11 09:13:48.161,2024-01-11 09:13:48.161,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-11 09:10:00.000,34977ff4-51a5-4343-8134-f63ffc077477,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-12 00:30:00.000,,62600630,2024-01-12 08:58:45.757,2024-01-12 08:58:45.757,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-12 08:30:00.000,2d2d17ae-4ad9-4159-80ba-6b2dab180ba0,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-13 02:20:00.000,,62600630,2024-01-13 09:10:51.258,2024-01-13 09:10:51.258,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-13 09:10:00.000,bbed18d5-3355-4cc9-a9b5-7b49e851c3df,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-14 00:30:00.000,,62600630,2024-01-14 09:28:41.024,2024-01-14 09:28:41.024,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-14 09:28:39.443,7d8f9f17-2d71-403b-84e2-b7613a314590,
,,,,,,,,,,,,0,,,,,,,,81000000,0,,23400000,,0.0,,,62600630,2024-01-15 02:10:00.000,,62600630,2024-01-15 09:52:49.890,2024-01-15 09:52:49.890,UTC+0100,YygnjwRWuX,,com.sec.android.app.shealth,2024-01-15 09:50:00.000,b80cd768-bcb9-402a-b939-128e452f078e,
