com.samsung.shealth.tracker.pedometer_step_count,6261011,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
31347,4,0,47,2023-12-19 09:07:00.000,,,2023-12-19 09:10:23.653,2023-12-19 09:10:23.653,47,1.1111112,34.83,1.88,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:08:00.000,c5626cb5-25b3-46f8-a707-eb2532dc6faf,
17692,4,0,27,2023-12-19 09:08:00.000,,,2023-12-19 09:10:23.697,2023-12-19 09:10:23.697,27,1.1388888,20.15,1.07,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:09:00.000,ee883484-8cd9-41b9-b7df-8a76881d3d4a,
7226,4,0,11,2023-12-19 09:09:00.000,,,2023-12-19 09:10:23.737,2023-12-19 09:10:23.737,11,1.1388888,8.23,0.44,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:10:00.000,39fbc0e9-681a-416d-a046-5607b3d539a5,
25414,4,0,40,2023-12-19 09:18:00.000,,,2023-12-19 09:19:33.202,2023-12-19 09:19:33.202,40,1.1666666,29.65,1.6,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:19:00.000,e4ded7a3-d45c-4428-aece-f098f721c659,
60000,4,0,110,2023-12-19 09:19:00.000,,,2023-12-19 09:25:42.968,2023-12-19 09:19:33.239,110,1.4213333,85.28,4.4,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:20:00.000,7da4a0b0-b4c9-4c9c-8b64-43306b67a7a2,
60000,4,0,100,2023-12-19 09:20:00.000,,,2023-12-19 09:25:43.069,2023-12-19 09:25:43.069,100,1.2481667,74.89,4.0,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:21:00.000,824f0ca8-b09d-4371-afa0-23730fc6cbbd,
60000,4,0,104,2023-12-19 09:21:00.000,,,2023-12-19 09:25:43.097,2023-12-19 09:25:43.097,104,1.3173335,79.04,4.16,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:22:00.000,584a2264-ee2b-47f9-92be-424d9ca64508,
41833,4,0,68,2023-12-19 09:22:00.000,,,2023-12-19 09:25:43.137,2023-12-19 09:25:43.137,68,1.2222222,51.13,2.72,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:23:00.000,c9d79222-81ad-476d-abe8-0c72e13c8d30,
20374,4,0,35,2023-12-19 09:23:00.000,,,2023-12-19 09:25:43.178,2023-12-19 09:25:43.178,35,1.3055556,26.6,1.38,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:24:00.000,a4daec50-7ca8-47f7-80c4-8e0dc630e818,
49285,4,0,77,2023-12-19 09:24:00.000,,,2023-12-19 09:25:43.214,2023-12-19 09:25:43.214,77,1.1666666,57.5,3.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:25:00.000,c1c143a6-f0f1-4911-b9cc-f2db852b6660,
32148,4,0,47,2023-12-19 09:25:00.000,,,2023-12-19 09:25:43.975,2023-12-19 09:25:43.239,47,1.0781204,34.66,1.87,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 09:26:00.000,33a14619-8fff-44a0-a351-03ec021ecbba,
60000,4,0,104,2023-12-19 12:49:00.000,,,2023-12-19 12:55:01.748,2023-12-19 12:55:01.748,104,1.3236666,79.42,4.13,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:50:00.000,deee8faa-0953-4b1c-9662-4d3d43725442,
20552,4,0,34,2023-12-19 12:50:00.000,,,2023-12-19 12:55:01.767,2023-12-19 12:55:01.767,34,1.25,25.69,1.35,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:51:00.000,1be05c16-19eb-4640-adad-af558cbc07c9,
30780,4,0,46,2023-12-19 12:53:00.000,,,2023-12-19 12:55:01.790,2023-12-19 12:55:01.790,46,1.1111112,34.2,1.83,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:54:00.000,2bd117b1-d69a-441d-935a-fef6069a4c11,
60000,4,0,102,2023-12-19 12:54:00.000,,,2023-12-19 12:55:01.808,2023-12-19 12:55:01.808,102,1.2841667,77.05,4.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:55:00.000,605186d8-7be9-4845-8b27-6d8f964290dc,
60000,4,0,101,2023-12-19 12:55:00.000,,,2023-12-19 13:00:53.434,2023-12-19 13:00:53.434,101,1.2666667,76.0,4.04,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:56:00.000,c3ffb9ea-cf9c-489f-85b8-505f6778f5df,
60000,4,0,102,2023-12-19 12:56:00.000,,,2023-12-19 13:00:53.471,2023-12-19 13:00:53.471,102,1.2821666,76.93,4.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:57:00.000,314ca6ab-a866-409a-a1c3-a00adfc38486,
48306,4,0,77,2023-12-19 12:57:00.000,,,2023-12-19 13:00:53.498,2023-12-19 13:00:53.498,77,1.1944444,57.7,3.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 12:58:00.000,7dd29d58-704e-4e2b-a7a1-7dffdca30d91,
29610,4,0,45,2023-12-19 13:02:00.000,,,2023-12-19 13:15:01.734,2023-12-19 13:02:19.213,45,1.1333631,33.56,1.79,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:03:00.000,7d1468e5-91b5-4061-8e3a-6710c39c7ec6,
60000,4,0,100,2023-12-19 13:03:00.000,,,2023-12-19 13:15:01.763,2023-12-19 13:15:01.763,100,1.2515,75.09,4.0,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:04:00.000,085cc1d4-dde1-48ce-8e80-d4bf1d0c50a2,
60000,4,0,98,2023-12-19 13:04:00.000,,,2023-12-19 13:15:01.786,2023-12-19 13:15:01.786,98,1.2231666,73.39,3.92,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:05:00.000,ec984912-0ece-42e6-8341-f7cb0242d0e8,
60000,4,0,96,2023-12-19 13:05:00.000,,,2023-12-19 13:15:01.808,2023-12-19 13:15:01.808,96,1.1921666,71.53,3.84,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:06:00.000,b3724b64-5196-4707-ac89-1c5a643746f0,
60000,4,0,96,2023-12-19 13:06:00.000,,,2023-12-19 13:15:01.830,2023-12-19 13:15:01.830,96,1.1918334,71.51,3.84,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:07:00.000,c0184014-f933-4250-b6ea-d04ec115eb47,
45843,4,0,66,2023-12-19 13:07:00.000,,,2023-12-19 13:15:02.039,2023-12-19 13:15:02.039,66,1.0555556,48.39,2.64,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:08:00.000,d73b7d0f-0415-4b97-bca7-178e77e41147,
11823,4,0,17,2023-12-19 13:08:00.000,,,2023-12-19 13:15:02.071,2023-12-19 13:15:02.071,17,1.0555556,12.48,0.68,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:09:00.000,cadd7d82-3325-40b2-a08f-fbf8d60c6c12,
7003,4,0,9,2023-12-19 13:09:00.000,,,2023-12-19 13:15:02.102,2023-12-19 13:15:02.102,9,0.9166667,6.42,0.36,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:10:00.000,143848bb-1980-4ab2-8ba3-a9b813bcee5a,
15494,4,0,28,2023-12-19 13:19:00.000,,,2023-12-19 13:35:01.678,2023-12-19 13:35:01.678,28,1.3888888,21.52,1.11,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 13:20:00.000,123ef647-76ed-4bd6-a1b6-37dd61177e7e,
9239,4,0,19,2023-12-19 14:33:00.000,,,2023-12-19 14:33:45.813,2023-12-19 14:33:21.826,19,1.6548539,15.290002,0.7300001,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:34:00.000,34eb66ab-237f-4547-afb3-70367fd3d541,
5898,4,0,11,2023-12-19 14:44:00.000,,,2023-12-19 14:46:28.704,2023-12-19 14:46:28.704,11,1.4444444,8.52,0.43,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:45:00.000,e7f2d6c3-6f34-481e-9e26-2cc5823dd565,
4496,4,0,8,2023-12-19 14:45:00.000,,,2023-12-19 14:46:28.751,2023-12-19 14:46:28.751,8,1.3611112,6.12,0.31,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:46:00.000,41240678-bb3a-4e21-a5fe-c249be7296fb,
4734,4,0,6,2023-12-19 14:47:00.000,,,2023-12-19 14:47:55.623,2023-12-19 14:47:55.623,6,0.9166666,4.34,0.24,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:48:00.000,652d00da-6b56-4a2e-9a0a-f071e6558ae6,
46585,4,0,73,2023-12-19 14:48:00.000,,,2023-12-19 14:50:15.859,2023-12-19 14:50:15.859,73,1.1666666,54.35,2.91,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:49:00.000,9e971220-fc15-4292-9bc0-595bd7d60468,
10447,4,0,19,2023-12-19 14:49:00.000,,,2023-12-19 14:50:15.915,2023-12-19 14:50:15.915,19,1.4166666,14.8,0.76,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:50:00.000,f8eb9578-cdcf-4033-800b-7719209bddbe,
22855,4,0,37,2023-12-19 14:50:00.000,,,2023-12-19 14:55:01.852,2023-12-19 14:50:16.011,37,1.2158852,27.79,1.48,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:51:00.000,48cdfbc2-a7bb-4268-abab-36995c2bfe4f,
23967,4,0,36,2023-12-19 14:51:00.000,,,2023-12-19 14:55:01.895,2023-12-19 14:55:01.895,36,1.111111,26.63,1.44,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:52:00.000,fc6a07dd-f74f-4e06-b6a3-f3e2272e914f,
60000,4,0,105,2023-12-19 14:52:00.000,,,2023-12-19 14:55:01.920,2023-12-19 14:55:01.920,105,1.3285,79.71,4.2,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:53:00.000,406945d4-737a-4200-b1cb-d1c18f334697,
60000,4,0,104,2023-12-19 14:53:00.000,,,2023-12-19 14:55:09.573,2023-12-19 14:55:09.573,104,1.3173335,79.04,4.16,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:54:00.000,60c5a294-b68e-4f7b-a363-e81c227444c0,
11667,4,0,19,2023-12-19 14:54:00.000,,,2023-12-19 14:55:09.602,2023-12-19 14:55:09.602,19,1.2222222,14.26,0.75,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:55:00.000,465ba8bd-ae69-4c9c-8184-d527138e0de6,
40320,4,0,63,2023-12-19 14:56:00.000,,,2023-12-19 14:57:16.268,2023-12-19 14:57:16.268,63,1.1666666,47.04,2.52,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:57:00.000,114a2ee0-8b6e-4491-89a9-e079238bd1b7,
60000,4,0,104,2023-12-19 14:57:00.000,,,2023-12-19 15:07:51.692,2023-12-19 14:57:16.296,104,1.3158334,78.950005,4.16,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:58:00.000,d1c779ac-5251-4590-ad8a-ab9a2da64ac9,
60000,4,0,108,2023-12-19 14:58:00.000,,,2023-12-19 15:07:51.743,2023-12-19 15:07:51.743,108,1.3836666,83.02,4.32,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 14:59:00.000,e94b2052-910a-4a9f-9038-e85c77f8b639,
60000,4,0,109,2023-12-19 14:59:00.000,,,2023-12-19 15:07:51.852,2023-12-19 15:07:51.852,109,1.3988333,83.93,4.36,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:00:00.000,c20b08e7-c185-4628-bd8e-b45cb069fe31,
60000,4,0,106,2023-12-19 15:00:00.000,,,2023-12-19 15:07:51.928,2023-12-19 15:07:51.928,106,1.3535,81.21,4.24,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:01:00.000,35c280fd-968f-4466-a511-6892cf702c5f,
60000,4,0,105,2023-12-19 15:01:00.000,,,2023-12-19 15:07:52.003,2023-12-19 15:07:52.003,105,1.329,79.74,4.2,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:02:00.000,66075a21-8469-420d-9119-a9b3190028c5,
60000,4,0,106,2023-12-19 15:02:00.000,,,2023-12-19 15:07:52.042,2023-12-19 15:07:52.042,106,1.3478334,80.87,4.24,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:03:00.000,92f48e2d-68dd-4dbe-be4e-b9e0440014a5,
60000,4,0,107,2023-12-19 15:03:00.000,,,2023-12-19 15:07:52.070,2023-12-19 15:07:52.070,107,1.364,81.84,4.28,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:04:00.000,d1a6582b-51ab-4ed1-b254-ad7b4bf5238c,
60000,4,0,104,2023-12-19 15:04:00.000,,,2023-12-19 15:07:52.101,2023-12-19 15:07:52.101,104,1.3180001,79.08,4.16,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:05:00.000,bfb95b9f-c334-4469-925e-9da53bb27ec7,
60000,4,0,105,2023-12-19 15:05:00.000,,,2023-12-19 15:07:52.128,2023-12-19 15:07:52.128,105,1.3318334,79.91,4.2,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:06:00.000,1d961f65-0e09-4f0c-9c06-f1ed53622748,
60000,4,0,106,2023-12-19 15:06:00.000,,,2023-12-19 15:07:52.173,2023-12-19 15:07:52.173,106,1.349,80.94,4.24,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:07:00.000,ba022571-4613-44c8-839f-53d001590acb,
53977,4,0,88,2023-12-19 15:07:00.000,,,2023-12-19 15:07:56.909,2023-12-19 15:07:52.209,88,1.2271874,66.240005,3.5199997,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:08:00.000,b88844f4-b967-4a01-a3aa-85d3ef0d8e35,
10154,4,0,16,2023-12-19 15:08:00.000,,,2023-12-19 15:08:49.811,2023-12-19 15:08:38.688,16,1.1985035,12.169998,0.62000006,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:09:00.000,b755161b-a3e9-4051-8222-1de5b75892eb,
6240,4,0,8,2023-12-19 15:09:00.000,,,2023-12-19 15:09:10.075,2023-12-19 15:09:07.966,8,0.91666675,5.7200003,0.32,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:10:00.000,a6acaa33-c920-49ee-856b-39d15956d6c0,
4812,4,0,7,2023-12-19 15:10:00.000,,,2023-12-19 15:10:29.804,2023-12-19 15:10:29.804,7,1.0555556,5.08,0.28,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:11:00.000,10aee602-d142-4a67-a91e-53dd8934896b,
55480,4,0,90,2023-12-19 15:14:00.000,,,2023-12-19 15:15:01.803,2023-12-19 15:15:01.803,90,1.2222222,67.81,3.58,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:15:00.000,32aab2b2-8409-41fc-b713-e2b4810de9d9,
60000,4,0,100,2023-12-19 15:15:00.000,,,2023-12-19 15:15:59.565,2023-12-19 15:15:55.223,100,1.2673331,76.03999,3.9999998,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:16:00.000,b3f3b6ca-a505-425f-a858-4cbe146407e4,
60000,4,0,101,2023-12-19 15:16:00.000,,,2023-12-19 15:20:40.850,2023-12-19 15:16:00.299,101,1.2665,75.99,4.02,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:17:00.000,de0015f1-293b-4017-bc4d-b33bdce9abb8,
60000,4,0,102,2023-12-19 15:17:00.000,,,2023-12-19 15:20:40.867,2023-12-19 15:20:40.867,102,1.2815,76.89,4.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:18:00.000,07aa1e92-d98a-44f7-b13b-1289f63a9cd9,
60000,4,0,102,2023-12-19 15:18:00.000,,,2023-12-19 15:20:40.888,2023-12-19 15:20:40.888,102,1.2848332,77.09,4.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:19:00.000,645d74d5-3b03-429a-b750-7fd599c85faa,
55188,4,0,88,2023-12-19 15:19:00.000,,,2023-12-19 15:20:40.928,2023-12-19 15:20:40.928,88,1.1944444,65.92,3.52,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:20:00.000,08b03ac3-aa75-4f51-8072-5571ab845428,
18983,4,0,29,2023-12-19 15:20:00.000,,,2023-12-19 15:20:40.969,2023-12-19 15:20:40.969,29,1.1388888,21.62,1.16,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:21:00.000,fc9b9a0c-6041-4aae-ad3d-be20c5507380,
8701,4,0,12,2023-12-19 15:42:00.000,,,2023-12-19 15:42:51.558,2023-12-19 15:42:20.847,12,1.0193688,8.87,0.47,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 15:43:00.000,75e1c1fe-71a9-4a75-915f-47aecf380f59,
40827,4,0,86,2023-12-19 16:11:00.000,,,2023-12-19 16:15:14.209,2023-12-19 16:15:14.209,86,1.6944444,69.18,3.41,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 16:12:00.000,86cfbac1-3111-4dcd-9539-c1ea774552bf,
58784,4,0,102,2023-12-19 16:12:00.000,,,2023-12-19 16:15:14.248,2023-12-19 16:15:14.248,102,1.3333334,78.38,4.08,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 16:13:00.000,fd78e181-13e5-498b-937d-46c39b980baa,
60000,4,0,140,2023-12-19 16:13:00.000,,,2023-12-19 16:15:14.279,2023-12-19 16:15:14.279,140,1.9245001,115.47,5.6,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 16:14:00.000,99d8592a-c5d9-4eee-a64f-637196d74365,
60000,4,31,118,2023-12-19 16:14:00.000,,,2023-12-19 16:15:14.303,2023-12-19 16:15:14.303,149,2.2225,133.35,7.4,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 16:15:00.000,e40744ee-b320-4fff-a867-d047a79e3b99,
60000,4,0,147,2023-12-19 16:15:00.000,,,2023-12-19 16:17:12.373,2023-12-19 16:17:12.373,147,2.0563333,123.38,5.88,UTC+0100,YygnjwRWuX,com.sec.android.app.shealth,2023-12-19 16:16:00.000,5be2fd71-9c4b-4aa4-a43f-61ca63eec90d,
