"","x","y","color","size"
"44",-0.00656565656565657,0,"drzewo",1
"45",-0.00555555555555556,0,"drzewo",1
"46",-0.00454545454545455,0,"drzewo",1
"47",-0.00353535353535354,0,"drzewo",1
"48",-0.00252525252525253,0,"drzewo",1
"49",-0.00151515151515152,0,"drzewo",1
"50",-0.000505050505050508,0,"drzewo",1
"51",0.000505050505050501,0,"drzewo",1
"52",0.00151515151515151,0,"drzewo",1
"53",0.00252525252525252,0,"drzewo",1
"54",0.00353535353535353,0,"drzewo",1
"55",0.00454545454545454,0,"drzewo",1
"56",0.00555555555555555,0,"drzewo",1
"57",0.00656565656565657,0,"drzewo",1
"58",0.00757575757575758,0,"drzewo",1
"59",0.00858585858585859,0,"drzewo",1
"60",0.0095959595959596,0,"drzewo",1
"61",0.0106060606060606,0,"drzewo",1
"62",0.0116161616161616,0,"drzewo",1
"63",0.0126262626262626,0,"drzewo",1
"64",0.0136363636363636,0,"drzewo",1
"65",0.0146464646464646,0,"drzewo",1
"66",0.0156565656565657,0,"drzewo",1
"67",0.0166666666666667,0,"drzewo",1
"68",0.0176767676767677,0,"drzewo",1
"69",0.0186868686868687,0,"drzewo",1
"70",0.0196969696969697,0,"drzewo",1
"71",0.0207070707070707,0,"drzewo",1
"72",0.0217171717171717,0,"drzewo",1
"73",0.0227272727272727,0,"drzewo",1
"74",0.0237373737373737,0,"drzewo",1
"75",0.0247474747474747,0,"drzewo",1
"76",0.0257575757575758,0,"drzewo",1
"77",0.0267676767676768,0,"drzewo",1
"78",0.0277777777777778,0,"drzewo",1
"79",0.0287878787878788,0,"drzewo",1
"80",0.0297979797979798,0,"drzewo",1
"81",0.0308080808080808,0,"drzewo",1
"82",0.0318181818181818,0,"drzewo",1
"83",0.0328282828282828,0,"drzewo",1
"84",0.0338383838383838,0,"drzewo",1
"85",0.0348484848484849,0,"drzewo",1
"86",0.0358585858585859,0,"drzewo",1
"87",0.0368686868686869,0,"drzewo",1
"88",0.0378787878787879,0,"drzewo",1
"89",0.0388888888888889,0,"drzewo",1
"90",0.0398989898989899,0,"drzewo",1
"91",0.0409090909090909,0,"drzewo",1
"92",0.0419191919191919,0,"drzewo",1
"93",0.0429292929292929,0,"drzewo",1
"94",0.0439393939393939,0,"drzewo",1
"95",0.0449494949494949,0,"drzewo",1
"96",0.045959595959596,0,"drzewo",1
"97",0.046969696969697,0,"drzewo",1
"98",0.047979797979798,0,"drzewo",1
"99",0.048989898989899,0,"drzewo",1
"100",0.05,0,"drzewo",1
"101",-0.05,0.00101010101010101,"drzewo",1
"102",-0.048989898989899,0.00101010101010101,"drzewo",1
"103",-0.047979797979798,0.00101010101010101,"drzewo",1
"104",-0.046969696969697,0.00101010101010101,"drzewo",1
"105",-0.045959595959596,0.00101010101010101,"drzewo",1
"106",-0.044949494949495,0.00101010101010101,"drzewo",1
"107",-0.0439393939393939,0.00101010101010101,"drzewo",1
"108",-0.0429292929292929,0.00101010101010101,"drzewo",1
"109",-0.0419191919191919,0.00101010101010101,"drzewo",1
"110",-0.0409090909090909,0.00101010101010101,"drzewo",1
"111",-0.0398989898989899,0.00101010101010101,"drzewo",1
"112",-0.0388888888888889,0.00101010101010101,"drzewo",1
"113",-0.0378787878787879,0.00101010101010101,"drzewo",1
"114",-0.0368686868686869,0.00101010101010101,"drzewo",1
"115",-0.0358585858585859,0.00101010101010101,"drzewo",1
"116",-0.0348484848484849,0.00101010101010101,"drzewo",1
"117",-0.0338383838383838,0.00101010101010101,"drzewo",1
"118",-0.0328282828282828,0.00101010101010101,"drzewo",1
"119",-0.0318181818181818,0.00101010101010101,"drzewo",1
"120",-0.0308080808080808,0.00101010101010101,"drzewo",1
"121",-0.0297979797979798,0.00101010101010101,"drzewo",1
"122",-0.0287878787878788,0.00101010101010101,"drzewo",1
"123",-0.0277777777777778,0.00101010101010101,"drzewo",1
"124",-0.0267676767676768,0.00101010101010101,"drzewo",1
"125",-0.0257575757575758,0.00101010101010101,"drzewo",1
"126",-0.0247474747474748,0.00101010101010101,"drzewo",1
"127",-0.0237373737373737,0.00101010101010101,"drzewo",1
"128",-0.0227272727272727,0.00101010101010101,"drzewo",1
"129",-0.0217171717171717,0.00101010101010101,"drzewo",1
"130",-0.0207070707070707,0.00101010101010101,"drzewo",1
"131",-0.0196969696969697,0.00101010101010101,"drzewo",1
"132",-0.0186868686868687,0.00101010101010101,"drzewo",1
"133",-0.0176767676767677,0.00101010101010101,"drzewo",1
"134",-0.0166666666666667,0.00101010101010101,"drzewo",1
"135",-0.0156565656565657,0.00101010101010101,"drzewo",1
"136",-0.0146464646464647,0.00101010101010101,"drzewo",1
"137",-0.0136363636363636,0.00101010101010101,"drzewo",1
"138",-0.0126262626262626,0.00101010101010101,"drzewo",1
"139",-0.0116161616161616,0.00101010101010101,"drzewo",1
"140",-0.0106060606060606,0.00101010101010101,"drzewo",1
"141",-0.0095959595959596,0.00101010101010101,"drzewo",1
"142",-0.00858585858585859,0.00101010101010101,"drzewo",1
"143",-0.00757575757575758,0.00101010101010101,"drzewo",1
"144",-0.00656565656565657,0.00101010101010101,"drzewo",1
"145",-0.00555555555555556,0.00101010101010101,"drzewo",1
"146",-0.00454545454545455,0.00101010101010101,"drzewo",1
"147",-0.00353535353535354,0.00101010101010101,"drzewo",1
"148",-0.00252525252525253,0.00101010101010101,"drzewo",1
"149",-0.00151515151515152,0.00101010101010101,"drzewo",1
"150",-0.000505050505050508,0.00101010101010101,"drzewo",1
"151",0.000505050505050501,0.00101010101010101,"drzewo",1
"152",0.00151515151515151,0.00101010101010101,"drzewo",1
"153",0.00252525252525252,0.00101010101010101,"drzewo",1
"154",0.00353535353535353,0.00101010101010101,"drzewo",1
"155",0.00454545454545454,0.00101010101010101,"drzewo",1
"156",0.00555555555555555,0.00101010101010101,"drzewo",1
"157",0.00656565656565657,0.00101010101010101,"drzewo",1
"158",0.00757575757575758,0.00101010101010101,"drzewo",1
"159",0.00858585858585859,0.00101010101010101,"drzewo",1
"160",0.0095959595959596,0.00101010101010101,"drzewo",1
"161",0.0106060606060606,0.00101010101010101,"drzewo",1
"162",0.0116161616161616,0.00101010101010101,"drzewo",1
"163",0.0126262626262626,0.00101010101010101,"drzewo",1
"164",0.0136363636363636,0.00101010101010101,"drzewo",1
"165",0.0146464646464646,0.00101010101010101,"drzewo",1
"166",0.0156565656565657,0.00101010101010101,"drzewo",1
"167",0.0166666666666667,0.00101010101010101,"drzewo",1
"168",0.0176767676767677,0.00101010101010101,"drzewo",1
"169",0.0186868686868687,0.00101010101010101,"drzewo",1
"170",0.0196969696969697,0.00101010101010101,"drzewo",1
"171",0.0207070707070707,0.00101010101010101,"drzewo",1
"172",0.0217171717171717,0.00101010101010101,"drzewo",1
"173",0.0227272727272727,0.00101010101010101,"drzewo",1
"174",0.0237373737373737,0.00101010101010101,"drzewo",1
"175",0.0247474747474747,0.00101010101010101,"drzewo",1
"176",0.0257575757575758,0.00101010101010101,"drzewo",1
"177",0.0267676767676768,0.00101010101010101,"drzewo",1
"178",0.0277777777777778,0.00101010101010101,"drzewo",1
"179",0.0287878787878788,0.00101010101010101,"drzewo",1
"180",0.0297979797979798,0.00101010101010101,"drzewo",1
"181",0.0308080808080808,0.00101010101010101,"drzewo",1
"182",0.0318181818181818,0.00101010101010101,"drzewo",1
"183",0.0328282828282828,0.00101010101010101,"drzewo",1
"184",0.0338383838383838,0.00101010101010101,"drzewo",1
"185",0.0348484848484849,0.00101010101010101,"drzewo",1
"186",0.0358585858585859,0.00101010101010101,"drzewo",1
"187",0.0368686868686869,0.00101010101010101,"drzewo",1
"188",0.0378787878787879,0.00101010101010101,"drzewo",1
"189",0.0388888888888889,0.00101010101010101,"drzewo",1
"190",0.0398989898989899,0.00101010101010101,"drzewo",1
"191",0.0409090909090909,0.00101010101010101,"drzewo",1
"192",0.0419191919191919,0.00101010101010101,"drzewo",1
"193",0.0429292929292929,0.00101010101010101,"drzewo",1
"194",0.0439393939393939,0.00101010101010101,"drzewo",1
"195",0.0449494949494949,0.00101010101010101,"drzewo",1
"196",0.045959595959596,0.00101010101010101,"drzewo",1
"197",0.046969696969697,0.00101010101010101,"drzewo",1
"198",0.047979797979798,0.00101010101010101,"drzewo",1
"199",0.048989898989899,0.00101010101010101,"drzewo",1
"200",0.05,0.00101010101010101,"drzewo",1
"201",-0.05,0.00202020202020202,"drzewo",1
"202",-0.048989898989899,0.00202020202020202,"drzewo",1
"203",-0.047979797979798,0.00202020202020202,"drzewo",1
"204",-0.046969696969697,0.00202020202020202,"drzewo",1
"205",-0.045959595959596,0.00202020202020202,"drzewo",1
"206",-0.044949494949495,0.00202020202020202,"drzewo",1
"207",-0.0439393939393939,0.00202020202020202,"drzewo",1
"208",-0.0429292929292929,0.00202020202020202,"drzewo",1
"209",-0.0419191919191919,0.00202020202020202,"drzewo",1
"210",-0.0409090909090909,0.00202020202020202,"drzewo",1
"211",-0.0398989898989899,0.00202020202020202,"drzewo",1
"212",-0.0388888888888889,0.00202020202020202,"drzewo",1
"213",-0.0378787878787879,0.00202020202020202,"drzewo",1
"214",-0.0368686868686869,0.00202020202020202,"drzewo",1
"215",-0.0358585858585859,0.00202020202020202,"drzewo",1
"216",-0.0348484848484849,0.00202020202020202,"drzewo",1
"217",-0.0338383838383838,0.00202020202020202,"drzewo",1
"218",-0.0328282828282828,0.00202020202020202,"drzewo",1
"219",-0.0318181818181818,0.00202020202020202,"drzewo",1
"220",-0.0308080808080808,0.00202020202020202,"drzewo",1
"221",-0.0297979797979798,0.00202020202020202,"drzewo",1
"222",-0.0287878787878788,0.00202020202020202,"drzewo",1
"223",-0.0277777777777778,0.00202020202020202,"drzewo",1
"224",-0.0267676767676768,0.00202020202020202,"drzewo",1
"225",-0.0257575757575758,0.00202020202020202,"drzewo",1
"226",-0.0247474747474748,0.00202020202020202,"drzewo",1
"227",-0.0237373737373737,0.00202020202020202,"drzewo",1
"228",-0.0227272727272727,0.00202020202020202,"drzewo",1
"229",-0.0217171717171717,0.00202020202020202,"drzewo",1
"230",-0.0207070707070707,0.00202020202020202,"drzewo",1
"231",-0.0196969696969697,0.00202020202020202,"drzewo",1
"232",-0.0186868686868687,0.00202020202020202,"drzewo",1
"233",-0.0176767676767677,0.00202020202020202,"drzewo",1
"234",-0.0166666666666667,0.00202020202020202,"drzewo",1
"235",-0.0156565656565657,0.00202020202020202,"drzewo",1
"236",-0.0146464646464647,0.00202020202020202,"drzewo",1
"237",-0.0136363636363636,0.00202020202020202,"drzewo",1
"238",-0.0126262626262626,0.00202020202020202,"drzewo",1
"239",-0.0116161616161616,0.00202020202020202,"drzewo",1
"240",-0.0106060606060606,0.00202020202020202,"drzewo",1
"241",-0.0095959595959596,0.00202020202020202,"drzewo",1
"242",-0.00858585858585859,0.00202020202020202,"drzewo",1
"243",-0.00757575757575758,0.00202020202020202,"drzewo",1
"244",-0.00656565656565657,0.00202020202020202,"drzewo",1
"245",-0.00555555555555556,0.00202020202020202,"drzewo",1
"246",-0.00454545454545455,0.00202020202020202,"drzewo",1
"247",-0.00353535353535354,0.00202020202020202,"drzewo",1
"248",-0.00252525252525253,0.00202020202020202,"drzewo",1
"249",-0.00151515151515152,0.00202020202020202,"drzewo",1
"250",-0.000505050505050508,0.00202020202020202,"drzewo",1
"251",0.000505050505050501,0.00202020202020202,"drzewo",1
"252",0.00151515151515151,0.00202020202020202,"drzewo",1
"253",0.00252525252525252,0.00202020202020202,"drzewo",1
"254",0.00353535353535353,0.00202020202020202,"drzewo",1
"255",0.00454545454545454,0.00202020202020202,"drzewo",1
"256",0.00555555555555555,0.00202020202020202,"drzewo",1
"257",0.00656565656565657,0.00202020202020202,"drzewo",1
"258",0.00757575757575758,0.00202020202020202,"drzewo",1
"259",0.00858585858585859,0.00202020202020202,"drzewo",1
"260",0.0095959595959596,0.00202020202020202,"drzewo",1
"261",0.0106060606060606,0.00202020202020202,"drzewo",1
"262",0.0116161616161616,0.00202020202020202,"drzewo",1
"263",0.0126262626262626,0.00202020202020202,"drzewo",1
"264",0.0136363636363636,0.00202020202020202,"drzewo",1
"265",0.0146464646464646,0.00202020202020202,"drzewo",1
"266",0.0156565656565657,0.00202020202020202,"drzewo",1
"267",0.0166666666666667,0.00202020202020202,"drzewo",1
"268",0.0176767676767677,0.00202020202020202,"drzewo",1
"269",0.0186868686868687,0.00202020202020202,"drzewo",1
"270",0.0196969696969697,0.00202020202020202,"drzewo",1
"271",0.0207070707070707,0.00202020202020202,"drzewo",1
"272",0.0217171717171717,0.00202020202020202,"drzewo",1
"273",0.0227272727272727,0.00202020202020202,"drzewo",1
"274",0.0237373737373737,0.00202020202020202,"drzewo",1
"275",0.0247474747474747,0.00202020202020202,"drzewo",1
"276",0.0257575757575758,0.00202020202020202,"drzewo",1
"277",0.0267676767676768,0.00202020202020202,"drzewo",1
"278",0.0277777777777778,0.00202020202020202,"drzewo",1
"279",0.0287878787878788,0.00202020202020202,"drzewo",1
"280",0.0297979797979798,0.00202020202020202,"drzewo",1
"281",0.0308080808080808,0.00202020202020202,"drzewo",1
"282",0.0318181818181818,0.00202020202020202,"drzewo",1
"283",0.0328282828282828,0.00202020202020202,"drzewo",1
"284",0.0338383838383838,0.00202020202020202,"drzewo",1
"285",0.0348484848484849,0.00202020202020202,"drzewo",1
"286",0.0358585858585859,0.00202020202020202,"drzewo",1
"287",0.0368686868686869,0.00202020202020202,"drzewo",1
"288",0.0378787878787879,0.00202020202020202,"drzewo",1
"289",0.0388888888888889,0.00202020202020202,"drzewo",1
"290",0.0398989898989899,0.00202020202020202,"drzewo",1
"291",0.0409090909090909,0.00202020202020202,"drzewo",1
"292",0.0419191919191919,0.00202020202020202,"drzewo",1
"293",0.0429292929292929,0.00202020202020202,"drzewo",1
"294",0.0439393939393939,0.00202020202020202,"drzewo",1
"295",0.0449494949494949,0.00202020202020202,"drzewo",1
"296",0.045959595959596,0.00202020202020202,"drzewo",1
"297",0.046969696969697,0.00202020202020202,"drzewo",1
"298",0.047979797979798,0.00202020202020202,"drzewo",1
"299",0.048989898989899,0.00202020202020202,"drzewo",1
"300",0.05,0.00202020202020202,"drzewo",1
"301",-0.05,0.00303030303030303,"drzewo",1
"302",-0.048989898989899,0.00303030303030303,"drzewo",1
"303",-0.047979797979798,0.00303030303030303,"drzewo",1
"304",-0.046969696969697,0.00303030303030303,"drzewo",1
"305",-0.045959595959596,0.00303030303030303,"drzewo",1
"306",-0.044949494949495,0.00303030303030303,"drzewo",1
"307",-0.0439393939393939,0.00303030303030303,"drzewo",1
"308",-0.0429292929292929,0.00303030303030303,"drzewo",1
"309",-0.0419191919191919,0.00303030303030303,"drzewo",1
"310",-0.0409090909090909,0.00303030303030303,"drzewo",1
"311",-0.0398989898989899,0.00303030303030303,"drzewo",1
"312",-0.0388888888888889,0.00303030303030303,"drzewo",1
"313",-0.0378787878787879,0.00303030303030303,"drzewo",1
"314",-0.0368686868686869,0.00303030303030303,"drzewo",1
"315",-0.0358585858585859,0.00303030303030303,"drzewo",1
"316",-0.0348484848484849,0.00303030303030303,"drzewo",1
"317",-0.0338383838383838,0.00303030303030303,"drzewo",1
"318",-0.0328282828282828,0.00303030303030303,"drzewo",1
"319",-0.0318181818181818,0.00303030303030303,"drzewo",1
"320",-0.0308080808080808,0.00303030303030303,"drzewo",1
"321",-0.0297979797979798,0.00303030303030303,"drzewo",1
"322",-0.0287878787878788,0.00303030303030303,"drzewo",1
"323",-0.0277777777777778,0.00303030303030303,"drzewo",1
"324",-0.0267676767676768,0.00303030303030303,"drzewo",1
"325",-0.0257575757575758,0.00303030303030303,"drzewo",1
"326",-0.0247474747474748,0.00303030303030303,"drzewo",1
"327",-0.0237373737373737,0.00303030303030303,"drzewo",1
"328",-0.0227272727272727,0.00303030303030303,"drzewo",1
"329",-0.0217171717171717,0.00303030303030303,"drzewo",1
"330",-0.0207070707070707,0.00303030303030303,"drzewo",1
"331",-0.0196969696969697,0.00303030303030303,"drzewo",1
"332",-0.0186868686868687,0.00303030303030303,"drzewo",1
"333",-0.0176767676767677,0.00303030303030303,"drzewo",1
"334",-0.0166666666666667,0.00303030303030303,"drzewo",1
"335",-0.0156565656565657,0.00303030303030303,"drzewo",1
"336",-0.0146464646464647,0.00303030303030303,"drzewo",1
"337",-0.0136363636363636,0.00303030303030303,"drzewo",1
"338",-0.0126262626262626,0.00303030303030303,"drzewo",1
"339",-0.0116161616161616,0.00303030303030303,"drzewo",1
"340",-0.0106060606060606,0.00303030303030303,"drzewo",1
"341",-0.0095959595959596,0.00303030303030303,"drzewo",1
"342",-0.00858585858585859,0.00303030303030303,"drzewo",1
"343",-0.00757575757575758,0.00303030303030303,"drzewo",1
"344",-0.00656565656565657,0.00303030303030303,"drzewo",1
"345",-0.00555555555555556,0.00303030303030303,"drzewo",1
"346",-0.00454545454545455,0.00303030303030303,"drzewo",1
"347",-0.00353535353535354,0.00303030303030303,"drzewo",1
"348",-0.00252525252525253,0.00303030303030303,"drzewo",1
"349",-0.00151515151515152,0.00303030303030303,"drzewo",1
"350",-0.000505050505050508,0.00303030303030303,"drzewo",1
"351",0.000505050505050501,0.00303030303030303,"drzewo",1
"352",0.00151515151515151,0.00303030303030303,"drzewo",1
"353",0.00252525252525252,0.00303030303030303,"drzewo",1
"354",0.00353535353535353,0.00303030303030303,"drzewo",1
"355",0.00454545454545454,0.00303030303030303,"drzewo",1
"356",0.00555555555555555,0.00303030303030303,"drzewo",1
"357",0.00656565656565657,0.00303030303030303,"drzewo",1
"358",0.00757575757575758,0.00303030303030303,"drzewo",1
"359",0.00858585858585859,0.00303030303030303,"drzewo",1
"360",0.0095959595959596,0.00303030303030303,"drzewo",1
"361",0.0106060606060606,0.00303030303030303,"drzewo",1
"362",0.0116161616161616,0.00303030303030303,"drzewo",1
"363",0.0126262626262626,0.00303030303030303,"drzewo",1
"364",0.0136363636363636,0.00303030303030303,"drzewo",1
"365",0.0146464646464646,0.00303030303030303,"drzewo",1
"366",0.0156565656565657,0.00303030303030303,"drzewo",1
"367",0.0166666666666667,0.00303030303030303,"drzewo",1
"368",0.0176767676767677,0.00303030303030303,"drzewo",1
"369",0.0186868686868687,0.00303030303030303,"drzewo",1
"370",0.0196969696969697,0.00303030303030303,"drzewo",1
"371",0.0207070707070707,0.00303030303030303,"drzewo",1
"372",0.0217171717171717,0.00303030303030303,"drzewo",1
"373",0.0227272727272727,0.00303030303030303,"drzewo",1
"374",0.0237373737373737,0.00303030303030303,"drzewo",1
"375",0.0247474747474747,0.00303030303030303,"drzewo",1
"376",0.0257575757575758,0.00303030303030303,"drzewo",1
"377",0.0267676767676768,0.00303030303030303,"drzewo",1
"378",0.0277777777777778,0.00303030303030303,"drzewo",1
"379",0.0287878787878788,0.00303030303030303,"drzewo",1
"380",0.0297979797979798,0.00303030303030303,"drzewo",1
"381",0.0308080808080808,0.00303030303030303,"drzewo",1
"382",0.0318181818181818,0.00303030303030303,"drzewo",1
"383",0.0328282828282828,0.00303030303030303,"drzewo",1
"384",0.0338383838383838,0.00303030303030303,"drzewo",1
"385",0.0348484848484849,0.00303030303030303,"drzewo",1
"386",0.0358585858585859,0.00303030303030303,"drzewo",1
"387",0.0368686868686869,0.00303030303030303,"drzewo",1
"388",0.0378787878787879,0.00303030303030303,"drzewo",1
"389",0.0388888888888889,0.00303030303030303,"drzewo",1
"390",0.0398989898989899,0.00303030303030303,"drzewo",1
"391",0.0409090909090909,0.00303030303030303,"drzewo",1
"392",0.0419191919191919,0.00303030303030303,"drzewo",1
"393",0.0429292929292929,0.00303030303030303,"drzewo",1
"394",0.0439393939393939,0.00303030303030303,"drzewo",1
"395",0.0449494949494949,0.00303030303030303,"drzewo",1
"396",0.045959595959596,0.00303030303030303,"drzewo",1
"397",0.046969696969697,0.00303030303030303,"drzewo",1
"398",0.047979797979798,0.00303030303030303,"drzewo",1
"399",0.048989898989899,0.00303030303030303,"drzewo",1
"400",0.05,0.00303030303030303,"drzewo",1
"401",-0.05,0.00404040404040404,"drzewo",1
"402",-0.048989898989899,0.00404040404040404,"drzewo",1
"403",-0.047979797979798,0.00404040404040404,"drzewo",1
"404",-0.046969696969697,0.00404040404040404,"drzewo",1
"405",-0.045959595959596,0.00404040404040404,"drzewo",1
"406",-0.044949494949495,0.00404040404040404,"drzewo",1
"407",-0.0439393939393939,0.00404040404040404,"drzewo",1
"408",-0.0429292929292929,0.00404040404040404,"drzewo",1
"409",-0.0419191919191919,0.00404040404040404,"drzewo",1
"410",-0.0409090909090909,0.00404040404040404,"drzewo",1
"411",-0.0398989898989899,0.00404040404040404,"drzewo",1
"412",-0.0388888888888889,0.00404040404040404,"drzewo",1
"413",-0.0378787878787879,0.00404040404040404,"drzewo",1
"414",-0.0368686868686869,0.00404040404040404,"drzewo",1
"415",-0.0358585858585859,0.00404040404040404,"drzewo",1
"416",-0.0348484848484849,0.00404040404040404,"drzewo",1
"417",-0.0338383838383838,0.00404040404040404,"drzewo",1
"418",-0.0328282828282828,0.00404040404040404,"drzewo",1
"419",-0.0318181818181818,0.00404040404040404,"drzewo",1
"420",-0.0308080808080808,0.00404040404040404,"drzewo",1
"421",-0.0297979797979798,0.00404040404040404,"drzewo",1
"422",-0.0287878787878788,0.00404040404040404,"drzewo",1
"423",-0.0277777777777778,0.00404040404040404,"drzewo",1
"424",-0.0267676767676768,0.00404040404040404,"drzewo",1
"425",-0.0257575757575758,0.00404040404040404,"drzewo",1
"426",-0.0247474747474748,0.00404040404040404,"drzewo",1
"427",-0.0237373737373737,0.00404040404040404,"drzewo",1
"428",-0.0227272727272727,0.00404040404040404,"drzewo",1
"429",-0.0217171717171717,0.00404040404040404,"drzewo",1
"430",-0.0207070707070707,0.00404040404040404,"drzewo",1
"431",-0.0196969696969697,0.00404040404040404,"drzewo",1
"432",-0.0186868686868687,0.00404040404040404,"drzewo",1
"433",-0.0176767676767677,0.00404040404040404,"drzewo",1
"434",-0.0166666666666667,0.00404040404040404,"drzewo",1
"435",-0.0156565656565657,0.00404040404040404,"drzewo",1
"436",-0.0146464646464647,0.00404040404040404,"drzewo",1
"437",-0.0136363636363636,0.00404040404040404,"drzewo",1
"438",-0.0126262626262626,0.00404040404040404,"drzewo",1
"439",-0.0116161616161616,0.00404040404040404,"drzewo",1
"440",-0.0106060606060606,0.00404040404040404,"drzewo",1
"441",-0.0095959595959596,0.00404040404040404,"drzewo",1
"442",-0.00858585858585859,0.00404040404040404,"drzewo",1
"443",-0.00757575757575758,0.00404040404040404,"drzewo",1
"444",-0.00656565656565657,0.00404040404040404,"drzewo",1
"445",-0.00555555555555556,0.00404040404040404,"drzewo",1
"446",-0.00454545454545455,0.00404040404040404,"drzewo",1
"447",-0.00353535353535354,0.00404040404040404,"drzewo",1
"448",-0.00252525252525253,0.00404040404040404,"drzewo",1
"449",-0.00151515151515152,0.00404040404040404,"drzewo",1
"450",-0.000505050505050508,0.00404040404040404,"drzewo",1
"451",0.000505050505050501,0.00404040404040404,"drzewo",1
"452",0.00151515151515151,0.00404040404040404,"drzewo",1
"453",0.00252525252525252,0.00404040404040404,"drzewo",1
"454",0.00353535353535353,0.00404040404040404,"drzewo",1
"455",0.00454545454545454,0.00404040404040404,"drzewo",1
"456",0.00555555555555555,0.00404040404040404,"drzewo",1
"457",0.00656565656565657,0.00404040404040404,"drzewo",1
"458",0.00757575757575758,0.00404040404040404,"drzewo",1
"459",0.00858585858585859,0.00404040404040404,"drzewo",1
"460",0.0095959595959596,0.00404040404040404,"drzewo",1
"461",0.0106060606060606,0.00404040404040404,"drzewo",1
"462",0.0116161616161616,0.00404040404040404,"drzewo",1
"463",0.0126262626262626,0.00404040404040404,"drzewo",1
"464",0.0136363636363636,0.00404040404040404,"drzewo",1
"465",0.0146464646464646,0.00404040404040404,"drzewo",1
"466",0.0156565656565657,0.00404040404040404,"drzewo",1
"467",0.0166666666666667,0.00404040404040404,"drzewo",1
"468",0.0176767676767677,0.00404040404040404,"drzewo",1
"469",0.0186868686868687,0.00404040404040404,"drzewo",1
"470",0.0196969696969697,0.00404040404040404,"drzewo",1
"471",0.0207070707070707,0.00404040404040404,"drzewo",1
"472",0.0217171717171717,0.00404040404040404,"drzewo",1
"473",0.0227272727272727,0.00404040404040404,"drzewo",1
"474",0.0237373737373737,0.00404040404040404,"drzewo",1
"475",0.0247474747474747,0.00404040404040404,"drzewo",1
"476",0.0257575757575758,0.00404040404040404,"drzewo",1
"477",0.0267676767676768,0.00404040404040404,"drzewo",1
"478",0.0277777777777778,0.00404040404040404,"drzewo",1
"479",0.0287878787878788,0.00404040404040404,"drzewo",1
"480",0.0297979797979798,0.00404040404040404,"drzewo",1
"481",0.0308080808080808,0.00404040404040404,"drzewo",1
"482",0.0318181818181818,0.00404040404040404,"drzewo",1
"483",0.0328282828282828,0.00404040404040404,"drzewo",1
"484",0.0338383838383838,0.00404040404040404,"drzewo",1
"485",0.0348484848484849,0.00404040404040404,"drzewo",1
"486",0.0358585858585859,0.00404040404040404,"drzewo",1
"487",0.0368686868686869,0.00404040404040404,"drzewo",1
"488",0.0378787878787879,0.00404040404040404,"drzewo",1
"489",0.0388888888888889,0.00404040404040404,"drzewo",1
"490",0.0398989898989899,0.00404040404040404,"drzewo",1
"491",0.0409090909090909,0.00404040404040404,"drzewo",1
"492",0.0419191919191919,0.00404040404040404,"drzewo",1
"493",0.0429292929292929,0.00404040404040404,"drzewo",1
"494",0.0439393939393939,0.00404040404040404,"drzewo",1
"495",0.0449494949494949,0.00404040404040404,"drzewo",1
"496",0.045959595959596,0.00404040404040404,"drzewo",1
"497",0.046969696969697,0.00404040404040404,"drzewo",1
"498",0.047979797979798,0.00404040404040404,"drzewo",1
"499",0.048989898989899,0.00404040404040404,"drzewo",1
"500",0.05,0.00404040404040404,"drzewo",1
