Country Name;Country Code;Indicator Name;Indicator Code;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Malta;MLT;GDP per capita (current US$);NY.GDP.PCAP.CD;15866.1421544241;16723.8776809978;19485.9506144632;22205.2827489016;21083.1259174108;21798.9029323123;23155.1148403386;22526.6557801467;24769.4496027657;26753.2601254783;24921.6778983872;25623.855626725;28823.3457592861;31566.3581092742;31506.5568445964;29196.9777453786;34218.2147417968;33940.9495961291
Myanmar;MMR;GDP per capita (current US$);NY.GDP.PCAP.CD;221.86590751011;246.692495457278;321.828348060028;472.260590479084;600.931617175435;765.241888636197;1086.83846738793;1161.30596207229;1195.93779969734;1238.72871010838;1224.5623682428;1161.86181771761;1175.20255456427;1274.91566321935;1295.20148745222;1477.45290479479;1210.5406876897;1095.70178954585
Middle East & North Africa (excluding high income);MNA;GDP per capita (current US$);NY.GDP.PCAP.CD;2591.88967140944;2963.38395266297;3543.29325511998;4287.85735164436;4094.73806272179;4624.87233094464;4678.50400085328;4953.99149145782;4470.13993154294;4317.81331814743;3805.67992801712;3832.82046747944;3771.39884360959;3514.39002104317;3475.85916647375;3120.19843893516;3604.88875794318;3952.11139122738
Montenegro;MNE;GDP per capita (current US$);NY.GDP.PCAP.CD;3674.6179242797;4425.67887307803;5976.39414454596;7367.75190910882;6727.10776676969;6688.40268414302;7328.79046472761;6586.39868358391;7188.86244459578;7387.87103632246;6517.18961381857;7033.43800629458;7803.36257940837;8850.37840418683;8909.65333601178;7677.36914105517;9465.96640819442;9893.51590693197
Mongolia;MNG;GDP per capita (current US$);NY.GDP.PCAP.CD;986.018041110446;1322.64067552776;1625.31847328834;2134.94983256711;1718.91402182752;2660.28817572742;3793.74365423533;4402.30452253522;4422.30087597824;4211.93943483306;3919.35121410276;3690.7567775547;3708.24822113607;4165.0228208175;4394.94715010112;4041.17414513165;4566.14013102675;4946.75481125723
Northern Mariana Islands;MNP;GDP per capita (current US$);NY.GDP.PCAP.CD;15371.2423035132;14986.3760217984;14877.0816812054;15641.657782516;13933.6791923724;14772.4961635883;13880.4265041889;14247.7893007888;14806.0067892829;16044.4307312558;17665.1007493109;24054.9156122269;30751.6410731534;25862.7544529262;23687.2718520599;17302.9221368504;;
Mozambique;MOZ;GDP per capita (current US$);NY.GDP.PCAP.CD;422.642862444255;442.559054939767;491.098430155638;574.769743614101;531.026967149674;481.268196951352;605.273469969424;667.717789497342;672.203988558972;680.375300447653;594.226917756451;430.992945098065;462.699970143116;504.535826061786;508.163403756662;454.062364345564;491.83907494798;541.454425499229
Mauritania;MRT;GDP per capita (current US$);NY.GDP.PCAP.CD;974.657585946703;1272.08243396613;1378.21512139971;1610.23695679852;1418.94082489596;1646.13044745656;1919.45224803707;1850.38496774479;1929.77566068946;1715.38883792802;1562.72685253245;1579.19930100836;1634.64284512097;1749.95423645373;1839.96277798478;1868.46824831502;2166.04479650543;2190.70020547034
Mauritius;MUS;GDP per capita (current US$);NY.GDP.PCAP.CD;5282.90005140873;5695.97531497804;6574.66352391952;8030.05242198701;7318.12640972422;8000.37643182154;9197.04299089459;9291.2363790748;9764.64402458295;10366.3551883371;9507.87133656424;9965.72521738767;10841.6846706773;11643.4605962124;11403.2528942201;9005.46202174274;9062.72247588818;10216.2947440415
Malawi;MWI;GDP per capita (current US$);NY.GDP.PCAP.CD;417.102263364075;443.523675665125;478.028076481469;557.519009408402;630.109154083703;688.139191185368;769.052599195882;563.061539677727;501.19717297875;534.126977149089;544.276872378699;454.443266065248;500.165547203323;537.932204050438;584.362867276266;622.184591368491;633.609733286822;645.158692067185
Malaysia;MYS;GDP per capita (current US$);NY.GDP.PCAP.CD;5536.83797041246;6137.15060967476;7143.99944555912;8343.30254803955;7167.87737583247;8880.14603964288;10209.3719094019;10601.5109136826;10727.6705533054;11045.5809765322;9699.58490873216;9555.64733478683;9979.70475684195;11073.9785943006;11132.1034532052;10160.8293465592;11109.2652881747;11971.9275991535
North America;NAC;GDP per capita (current US$);NY.GDP.PCAP.CD;43368.2524264329;45741.0325855388;47727.4820398445;48398.1029489662;46581.2835386802;48552.9424055168;50289.0244037158;51881.1708863839;53234.150098465;54714.4709286191;55452.4213839576;56312.4348848537;58423.8858786865;61174.6914729159;63203.3738891388;61461.1211260357;68382.9399492465;74164.6530205831
Namibia;NAM;GDP per capita (current US$);NY.GDP.PCAP.CD;3692.75279583402;4027.96170615871;4394.51754900563;4222.3263596888;4322.62935051041;5445.42006302741;5873.05938103204;6017.17848780818;5463.03136620996;5544.1038127905;4965.67282931154;4614.89217952266;5453.57062341501;5687.38118605248;5126.17614281673;4252.04180684509;4919.18895548026;4911.32763537761
New Caledonia;NCL;GDP per capita (current US$);NY.GDP.PCAP.CD;26861.6984352454;29604.0526339101;36864.857626378;37353.7372976145;35391.087865504;37494.8951551029;40697.6529400538;37294.0228133373;38503.2538471888;39675.5663122926;32428.5721129183;32286.9105568684;33874.9307617678;36495.1959858513;34934.5794941128;34700.9816157681;36668.4253519191;
Niger;NER;GDP per capita (current US$);NY.GDP.PCAP.CD;316.365647830517;331.103768040414;384.718345101102;472.178426897395;458.421889902541;471.612687756478;507.602495605198;525.047284446867;548.157849006161;560.754475310886;481.111301119154;497.036120778867;514.543268872382;567.330849192284;550.963543141805;564.821997328603;590.629481388087;533.028763819513
Nigeria;NGA;GDP per capita (current US$);NY.GDP.PCAP.CD;1250.40667526077;1652.15369043056;1876.41277665632;2227.78995171265;1883.88734830887;2280.11197852503;2504.87827884434;2728.02268335423;2976.75673612767;3200.95314600431;2679.55476480921;2144.77993839856;1941.87948520625;2125.83428239448;2334.02354308408;2074.61392802438;2065.74906750923;2184.42149316828
Nicaragua;NIC;GDP per capita (current US$);NY.GDP.PCAP.CD;1158.88132263158;1223.08314801605;1323.8390540045;1493.90482138796;1438.096625196;1495.73377659921;1644.80150938502;1746.42128913138;1794.78256608089;1913.52132128269;2025.32726145896;2079.44552907512;2127.27765860035;1981.86316786346;1905.63831305189;1876.60737169569;2064.92511550317;2255.42598603695
Netherlands;NLD;GDP per capita (current US$);NY.GDP.PCAP.CD;41994.7135305232;44900.9381441374;51799.2085521047;57879.9437553916;52722.2130568997;50999.7451168891;54230.3129029856;50070.1416045904;52198.8975607458;52900.5374153222;45193.4032187971;46039.105928411;48675.2223350217;53044.5324352244;52476.2732533318;52162.5701150397;57708.1112134322;55985.4034255707
Norway;NOR;GDP per capita (current US$);NY.GDP.PCAP.CD;67047.1704558264;74434.1128098681;85502.7539315067;97503.5407803783;80347.1441583813;88163.2085931423;101221.813476644;102175.919298374;103553.840134417;97666.6951838749;74809.9658049898;70867.3609970749;76131.8384032764;82792.8427113304;76430.5889473338;68340.0181033702;90655.3910229392;106148.778627718
Nepal;NPL;GDP per capita (current US$);NY.GDP.PCAP.CD;309.31042005501;341.028140039374;386.529586362442;466.693379122712;475.63597612014;589.165434913038;791.225576713285;794.092559333496;809.384457748037;827.744704916142;882.307663457577;880.224893683469;1027.96547448918;1161.5343496196;1185.68231813605;1139.18989202387;1229.39420520705;1336.54604726414
Nauru;NRU;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;4644.35527446884;6328.0997350125;9675.95926383597;8825.97522077303;9063.00364136768;7587.25148547245;8528.62766313758;9361.0386655318;10985.8755528475;10316.5250416633;10124.7004971896;11632.6914902719;11913.6573290384
New Zealand;NZL;GDP per capita (current US$);NY.GDP.PCAP.CD;27751.0654708859;26654.5932018985;32479.9817381467;31252.9625640673;28209.3623271229;33676.7741239925;38387.6270784076;39973.3807587223;42976.6495882584;44572.8987536626;38630.7265886928;40058.1961621466;42910.9728362488;43236.8866923404;42796.4305818389;41760.5947839997;49996.4206725811;48249.2640150011
OECD members;OED;GDP per capita (current US$);NY.GDP.PCAP.CD;30197.4623167404;31621.8984043496;34358.3176753879;36207.2917145078;33636.4177421735;35054.6766586839;37512.9055500211;37241.0004650651;37494.4599104378;38003.5730732136;35600.8318697942;36050.9052347759;37405.8305439479;39352.5214381054;39531.3435697755;38341.3207587843;42522.4500902694;43260.7027011599
Oman;OMN;GDP per capita (current US$);NY.GDP.PCAP.CD;12357.7013911873;14533.7294232494;16151.275839059;22974.2773504319;17937.9795676859;22552.1990071233;24166.0963053624;24722.6388245874;23563.9405992228;23121.2063768559;18777.4330589162;17082.2061998982;17802.5751178049;19887.5743113149;19132.1522739094;16707.6230063214;19509.4664633867;25056.7948608378
Other small states;OSS;GDP per capita (current US$);NY.GDP.PCAP.CD;7832.55308681834;8971.44693143408;10683.7304638566;12728.7485337506;10655.7181746351;12141.8908306879;14663.1479736486;14990.6143462357;15307.1559029115;15449.9740381913;12506.3179993659;12092.1033399975;12899.8790530463;14068.4470181579;13563.8976571233;11679.5574715833;13931.796724276;15990.6473634936
Pakistan;PAK;GDP per capita (current US$);NY.GDP.PCAP.CD;688.500587937743;770.843339358325;837.631537927295;914.731489303734;884.44101417044;911.089996122843;1075.45102015496;1109.67873521456;1126.04077606401;1173.39230924409;1282.44302583998;1468.82207690892;1567.64061969895;1620.7425960251;1437.1658337701;1322.31478270271;1505.01019279459;1596.66266149236
Panama;PAN;GDP per capita (current US$);NY.GDP.PCAP.CD;4953.12997978141;5385.56424337546;6205.82157550354;7197.11078610101;7618.43845900774;8124.55830734871;9403.43990821634;10767.2931788172;11932.2862205866;12837.2479584282;13669.5594424097;14382.2323819969;15185.9724813803;16156.0742942819;16472.8317548406;13293.3332050433;15491.2897902482;17357.6286293985
Peru;PER;GDP per capita (current US$);NY.GDP.PCAP.CD;2702.23770075461;3123.32015935927;3572.36358879114;4184.88598248749;4164.97048299155;5047.2046433225;5826.83230656078;6475.71941703429;6697.18768268879;6614.83049889676;6180.11879937394;6163.86117862599;6676.3077877014;6912.10462268352;6955.88176963678;6063.62657980167;6635.46392344859;7125.8292350929
Philippines;PHL;GDP per capita (current US$);NY.GDP.PCAP.CD;1245.28659123518;1452.22141963138;1741.60350474062;1990.35614640542;1893.28162262767;2201.77681934472;2431.19996489492;2671.77753848888;2847.56795417743;2935.9285781194;2974.29692047629;3038.15204593606;3077.43443152814;3194.67270414955;3413.8490672059;3224.4228110466;3460.53940077621;3498.50981598253
Palau;PLW;GDP per capita (current US$);NY.GDP.PCAP.CD;9603.79708537139;9805.92282990978;10270.4585355778;10380.2690817715;9960.84138956762;10029.28802589;10795.5646929825;11835.3839295665;12418.8261724235;13580.0067430883;15761.3633809149;16743.376740009;16011.6611537815;15948.275862069;15567.0908684974;14016.2474961051;12083.8881491345;
Papua New Guinea;PNG;GDP per capita (current US$);NY.GDP.PCAP.CD;748.735073405033;1245.47426268104;1379.12707100644;1635.03936399545;1578.96843728827;1879.24044384288;2303.82666052645;2653.09235802432;2578.49864720758;2742.25004998231;2502.07374624489;2332.6756636019;2495.14047352341;2584.32773832502;2593.77579783693;2446.08441340059;2644.53717330941;3020.26964580164
Poland;POL;GDP per capita (current US$);NY.GDP.PCAP.CD;8021.54706395971;9035.53178753546;11254.3140875349;13995.7830962135;11525.9019684428;12504.2501856093;13776.389395702;13010.7569185983;13558.3425613478;14181.9501803099;12560.051419682;12378.8117640735;13815.499946254;15504.5089372145;15700.0135796738;15816.8204022734;17999.8322682985;18321.2808899533
Pre-demographic dividend;PRE;GDP per capita (current US$);NY.GDP.PCAP.CD;807.041191443364;990.31540352758;1166.17844892636;1414.69473597011;1256.28476936225;1434.13567634704;1622.12151643712;1709.68228927243;1819.86827662709;1876.47621861826;1557.65947525165;1382.13840053726;1429.30516801927;1447.50951774897;1484.2360142926;1329.36845168249;1413.97365959385;1553.28051193406
Puerto Rico;PRI;GDP per capita (current US$);NY.GDP.PCAP.CD;21959.322696986;22935.9411586313;23664.8823485096;24898.3345857045;25768.7258883384;26435.74878578;27278.8830499205;27944.7338937424;28513.1657351067;28981.4573305866;29763.4883013861;30627.1634017011;31108.7527508912;31615.0667918433;32916.866800639;31427.4291136799;32601.5656391821;35208.6371888414
Korea, Dem. People's Rep.;PRK;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;
Portugal;PRT;GDP per capita (current US$);NY.GDP.PCAP.CD;18780.12751241;19839.4540499032;22811.0564844365;24949.0413566739;23151.2154130712;22520.642312405;23217.2954965209;20563.7136012629;21653.1959752226;22103.7009703317;19250.1065376852;19991.9724878811;21490.4298631042;23562.5545228187;23330.8172889316;22242.4064179716;24598.4727937544;24274.5165823077
Paraguay;PRY;GDP per capita (current US$);NY.GDP.PCAP.CD;1960.51476554933;2426.41709770871;3194.26298162817;4360.42910071309;3920.18607347104;4702.91576988272;5772.99550988836;5621.24402638513;6435.82655022784;6629.4265185753;5861.38972416093;5759.01833315657;6136.05835430284;6242.96150239538;5807.83881414187;5353.34804464198;5959.44176327886;6153.05567679103
West Bank and Gaza;PSE;GDP per capita (current US$);NY.GDP.PCAP.CD;1543.70141392774;1570.10439962728;1664.24571669276;2035.20234121766;2191.78178736868;2557.07562356699;2880.79843707909;3067.43872735614;3315.29753909282;3352.11259506043;3272.15432360708;3527.61382413178;3620.36048715937;3562.33094270256;3656.85827137011;3233.56863835858;3678.63565662194;3789.32796575153
Pacific island small states;PSS;GDP per capita (current US$);NY.GDP.PCAP.CD;2494.07648219721;2586.38849551362;2818.28767082616;2977.75721692489;2649.80854499322;2882.71637112879;3324.39550152484;3484.20319638184;3582.87862118196;3851.25099308888;3723.87521329512;3866.86192070379;4128.66065294262;4286.73414362489;4234.83396306924;3713.50694343002;3641.55824740651;3874.93417803281
Post-demographic dividend;PST;GDP per capita (current US$);NY.GDP.PCAP.CD;34155.5498470953;35742.5463033266;38784.7677662397;40837.4301002966;38249.0820809355;39711.096438339;42532.6439642176;42289.862069628;42524.0778250591;43169.4440151042;40641.1629320461;41372.2823086822;42971.5268715281;45386.7472120914;45701.5843923387;44494.6457414394;49340.466480345;50307.6693628282
French Polynesia;PYF;GDP per capita (current US$);NY.GDP.PCAP.CD;21047.1929140771;21382.2357756157;23837.8175509387;25437.6684945766;23326.087445605;21447.8582280033;21747.9888848168;19864.5356818415;20941.5172242157;21223.0753984013;18252.5141345944;18726.6395043448;19743.9589929011;20614.8943927479;20093.2086174285;18984.6173795396;19999.0767593202;
Qatar;QAT;GDP per capita (current US$);NY.GDP.PCAP.CD;52468.4456475056;59978.86120736;64706.9899026035;79811.5977371757;60733.9817002272;73021.3097525035;92992.9971307452;98041.3622380894;97630.8255152088;93126.1494633822;66984.9102002396;58467.2355711087;59407.6980498883;66264.081168209;62827.3969543275;52315.6600783117;66838.3276414802;88046.3204155891
Romania;ROU;GDP per capita (current US$);NY.GDP.PCAP.CD;4618.00324387028;5757.53058978343;8360.33775916596;10435.2165994087;8548.04859012993;8397.80917311457;9560.15838000631;8930.72991164974;9497.20742687855;10031.3421526698;8976.95523628605;9404.38048702324;10727.9717457361;12494.4246355892;12957.9991142218;13047.457681178;14927.1168555732;15892.1185256988
Russian Federation;RUS;GDP per capita (current US$);NY.GDP.PCAP.CD;5323.455078125;6920.19970703125;9101.2392578125;11635.2841796875;8562.82421875;10674.990234375;14311.064453125;15420.8583984375;15974.623046875;14095.646484375;9313.021484375;8704.89453125;10720.33203125;11287.3544921875;11536.2587890625;10194.44140625;12593.1572265625;15345.0966796875
Rwanda;RWA;GDP per capita (current US$);NY.GDP.PCAP.CD;325.024223691279;358.110853735226;427.419901790664;529.524269958173;564.97187526949;594.109511793169;650.936181967024;706.139033962179;704.423523628556;724.728681179813;733.822850390664;728.806677024971;756.547604942853;768.964130260141;806.128014394646;773.820557473379;821.228194072436;966.327110112571
South Asia;SAS;GDP per capita (current US$);NY.GDP.PCAP.CD;681.649893872674;763.83776713634;946.338669917225;947.233909042815;1028.57611958817;1242.04254330417;1351.62267896834;1347.45081720536;1364.39969359005;1475.33821399497;1523.38333625648;1675.3676225853;1887.85738514752;1920.20841039312;1964.98051916795;1853.89308716516;2136.15805981447;2272.4547387962
Saudi Arabia;SAU;GDP per capita (current US$);NY.GDP.PCAP.CD;13462.7630489265;14848.6020580308;15756.193622653;18944.8573494363;15064.6312806896;17958.9478313331;22441.571143891;24069.2033148131;23945.5123106892;23862.8011860096;20442.3660631613;19930.407543816;20910.4829617971;24175.5831237449;23405.7061087736;20398.0609873699;24160.6760455307;30436.2783034025
Sudan;SDN;GDP per capita (current US$);NY.GDP.PCAP.CD;945.689575195313;1179.89819335938;1500.67309570313;1585.58251953125;1382.62133789063;1706.41491699219;1982.81652832031;1797.40075683594;1834.56115722656;2076.0009765625;2226.40942382813;2614.29443359375;3188.76928710938;769.869140625;748.010925292969;608.33251953125;749.706787109375;1102.146484375
Senegal;SEN;GDP per capita (current US$);NY.GDP.PCAP.CD;1003.18719369279;1038.57909218166;1210.1674966254;1419.53090186872;1323.9712249327;1286.60496589073;1383.53911732143;1334.72591407482;1391.53219002002;1417.09498783186;1238.12639982031;1290.74997113225;1385.19921458889;1484.22706929232;1462.6783520711;1492.47590420334;1633.56011880605;1598.73599053078
Singapore;SGP;GDP per capita (current US$);NY.GDP.PCAP.CD;29961.3082806236;33768.4457393726;39432.8947414593;40008.5767618076;38926.8131057113;47236.6715371242;53891.4622883041;55547.5462532391;56967.4257940383;57564.8023114977;55645.6068614606;56895.6433372978;61164.8973569773;66836.5385122528;66070.4706679227;61274.0064626976;77710.0699565617;82807.6490834764
Solomon Islands;SLB;GDP per capita (current US$);NY.GDP.PCAP.CD;1145.86655032953;1250.953787206;1377.86200603136;1504.52755943292;1526.15997089155;1661.99781377727;1921.35634463639;2087.63766215129;2208.08525325958;2235.7335956261;2134.80542436874;2196.28390774566;2283.57894441331;2450.48293051599;2398.77296268603;2222.46214297336;2232.53695646531;2203.18965958102
Sierra Leone;SLE;GDP per capita (current US$);NY.GDP.PCAP.CD;286.285955827384;320.514389166159;358.077339528895;402.553445968448;386.433868490557;400.540693364957;443.451831975014;558.179774712445;706.452665201504;702.33860325433;581.293411814954;515.44783140804;484.456115646579;519.649983516466;506.606908156498;493.432252431844;504.621272179526;461.361138294258
El Salvador;SLV;GDP per capita (current US$);NY.GDP.PCAP.CD;2434.32353117029;2651.43088765876;2814.58988893523;2964.172140237;2889.68588721937;3017.3073947577;3304.97418347889;3471.05126865498;3555.16209958481;3638.51765819162;3761.51368000275;3870.31298246063;3986.04901435439;4145.86235103186;4280.28840404719;3961.72663347599;4664.31122268385;5127.32166823012
San Marino;SMR;GDP per capita (current US$);NY.GDP.PCAP.CD;60520.7920361111;63692.6167681957;71970.0587250442;77962.1439875871;66200.6729727817;59516.3233991396;55815.2852608873;48433.5702997669;50435.367329687;50133.6065241633;42281.8112547926;43398.4285242172;44885.5178370475;48464.5246465877;47287.3983949924;45321.489222868;54982.4517157142;
Somalia;SOM;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;356.117903406242;377.557387161667;387.607994416701;387.186681561763;377.349071976258;379.986002695215;405.786763279583;416.217774718244;446.98155963536;461.775850005151
Serbia;SRB;GDP per capita (current US$);NY.GDP.PCAP.CD;3720.47915467431;4382.61727851692;5848.47640545105;7101.04014116862;6169.11419477823;5735.42285659849;6809.15980400146;6015.94522756969;6755.07367461629;6600.05618640595;5588.9794435877;5765.20335248009;6292.5465490011;7252.40366767165;7417.20658487785;7733.80349392648;9230.17444674566;9393.62890629911
Sub-Saharan Africa (excluding high income);SSA;GDP per capita (current US$);NY.GDP.PCAP.CD;1072.3468786156;1234.02232677252;1390.59218989699;1534.14826833867;1436.26725664589;1660.46865211882;1823.09980291188;1841.9717720434;1904.2904823024;1935.43079529759;1680.14350918185;1520.25837569558;1602.20823161311;1622.83477392256;1624.43717233441;1487.89476802804;1630.03154175388;1689.21565485367
South Sudan;SSD;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;1653.04153713909;1325.2750772158;1503.13388901082;1455.35840718862;1114.92372260191;1659.14078728478;1245.14931107226;1071.77776475545;;;;;;;
Sub-Saharan Africa;SSF;GDP per capita (current US$);NY.GDP.PCAP.CD;1073.51252983123;1235.26818997478;1391.7800468337;1535.16469189126;1437.11499727467;1661.41506352534;1824.09449138454;1842.9690865488;1905.49834554254;1936.66436558837;1681.36733401646;1521.52750951476;1603.5018042159;1624.144531615;1625.76257570346;1488.79549974746;1630.98390327386;1690.38756577047
Small states;SST;GDP per capita (current US$);NY.GDP.PCAP.CD;7351.97690199366;8385.59453568306;9833.66711046599;11591.1264128626;9731.20484463134;10987.3062332558;13027.6118922466;13385.115393726;13667.1265135642;13841.3117720446;11583.9808617568;11165.6026482055;11855.7989344526;12810.4061877279;12442.1201273464;10702.8860207874;12638.5703105452;14626.5057055616
Sao Tome and Principe;STP;GDP per capita (current US$);NY.GDP.PCAP.CD;843.95508462772;861.518236935832;878.135469920286;1080.55659219495;1054.41609083662;1079.68965436787;1244.27162469378;1319.90083269011;1551.19290457442;1754.6004708083;1571.4985399244;1688.37530288509;1805.52465051182;1950.62935180937;1991.73826385183;2161.31020078768;2360.54355385897;2404.25869314484
Suriname;SUR;GDP per capita (current US$);NY.GDP.PCAP.CD;3474.12075667224;5031.15846462469;5562.33406798787;6616.8151257419;7176.85765780579;7999.50836563277;8009.25230244723;8922.95618613502;9124.54109297075;9199.17789329145;8907.8381273582;5705.39923222194;6112.88291225207;6730.83678250321;6690.04478601228;4796.53331389928;4869.13422621242;5858.2860595119
Slovak Republic;SVK;GDP per capita (current US$);NY.GDP.PCAP.CD;11690.1134689407;13170.7849804675;16106.0604446695;18753.5849413816;16597.2084581361;16908.847956488;18509.7402157542;17498.3539002594;18276.0095516548;18719.9881409368;16390.8821748507;16563.4404971233;17585.1970022571;19486.3936845502;19381.592110485;19551.6211601931;21782.8550659196;21258.1141354655
Slovenia;SVN;GDP per capita (current US$);NY.GDP.PCAP.CD;18098.9085440003;19672.9655554146;23817.8867320201;27595.5999653992;24792.1279805504;23532.4808545474;25128.0150431306;22641.805122503;23503.2824850257;24247.1733184079;20890.1664304173;21678.3594670635;23514.0254604149;26123.7471277906;26016.0786839136;25545.2410027132;29291.4006234431;29457.40284439
Sweden;SWE;GDP per capita (current US$);NY.GDP.PCAP.CD;43437.1309285673;46593.2916773864;53700.2436933091;56152.5594398572;46946.8427075849;52869.0442891587;60755.7595508465;58037.8213192173;61126.9431963979;60020.3604576572;51545.4836095322;51965.1571531985;53791.5087298403;54589.0603860606;51939.4297445291;52837.9039778149;61143.2212428047;55873.2208108977
Eswatini;SWZ;GDP per capita (current US$);NY.GDP.PCAP.CD;2964.9723311003;3053.93249561727;3200.51257139291;3022.45605552688;3270.13770013331;4035.53450204593;4360.95988797881;4396.57932040158;4111.12835304282;3928.52291126341;3583.31129031343;3339.99042721438;3824.04678338499;4021.44555622456;3818.54042507683;3372.90463883844;3982.90522931685;4039.51803604474
Sint Maarten (Dutch part);SXM;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;27997.2898302635;28460.3326151186;27942.8805401415;33043.6883812669;32274.8905524359;31616.6816992667;29369.0568278169;28988.2592085877;35084.0351930602;29314.0942947043;32316.5959834846;36220.3380075608
Seychelles;SYC;GDP per capita (current US$);NY.GDP.PCAP.CD;11802.1118276833;12782.9946646106;12669.3035428971;11265.4372893567;9748.95551779125;10938.1530897824;12113.8818128032;12342.5100888728;14729.6270299959;15188.1742779408;14894.4857827096;15409.8050193774;15961.2416816717;16409.4711279453;16851.1197648771;12020.021913519;12963.0646717088;15874.5400675106
Syrian Arab Republic;SYR;GDP per capita (current US$);NY.GDP.PCAP.CD;7221.64388308259;7914.77149445229;8695.84446115791;10155.9736670317;10288.1490473974;11304.644927596;2971.2824338307;1910.60452580833;993.739883114507;1071.23420366067;857.497867522093;664.341672265103;862.319063807846;1111.87209285102;1124.520554158;537.211361424552;;
Turks and Caicos Islands;TCA;GDP per capita (current US$);NY.GDP.PCAP.CD;24115.2656803501;28728.5697230181;29446.0826861581;31459.5434322807;24602.9110248067;23103.9426764449;23649.7144340602;22666.4069075154;22451.5687325118;24040.8746605688;25783.2941047676;26995.0321602259;25659.1958638691;26831.9714609396;27795.1485608171;20882.2612702141;23158.6378951102;24917.595805527
Chad;TCD;GDP per capita (current US$);NY.GDP.PCAP.CD;664.597656460819;716.667768586178;806.710317988614;936.49413616622;808.161522927009;896.876704216275;988.194160636686;969.616141908901;980.083544666224;1017.78776234557;774.411603146897;691.98007735414;662.89747343383;720.265100910693;701.621200811434;643.772216240999;685.690314996613;716.804381236651
East Asia & Pacific (IDA & IBRD countries);TEA;GDP per capita (current US$);NY.GDP.PCAP.CD;1656.75634186647;1979.1564262388;2482.42044763952;3115.8650619193;3354.55948325292;4051.97294784568;4916.04855779676;5436.72968238945;5948.47098907;6361.98221072104;6574.57347185452;6664.81340856374;7228.80110163654;8032.84451265894;8259.76325551476;8354.65293827494;9921.17770568929;10062.9224412061
Europe & Central Asia (IDA & IBRD countries);TEC;GDP per capita (current US$);NY.GDP.PCAP.CD;4678.64374635446;5651.11196051389;7257.34799216882;8959.7515535671;7078.28918207479;8280.2645673984;10026.9832206323;10420.8255869525;10963.2926109029;10296.6025496716;7995.18856221115;7640.98436011711;8532.08643311335;8869.05582689638;9016.26377063046;8439.66710909809;9983.84766919692;11324.5106744239
Togo;TGO;GDP per capita (current US$);NY.GDP.PCAP.CD;542.817805935672;544.005516680858;598.30659871602;725.854445848185;717.677304981008;709.1406700804;779.763519741879;759.895972175124;826.428607280639;853.007813755102;760.242911612052;787.280161556316;814.41983755384;873.555156326018;848.304826917637;875.245409906734;964.050010186895;918.376755793481
Thailand;THA;GDP per capita (current US$);NY.GDP.PCAP.CD;2876.24575803293;3343.78593219363;3934.69095574016;4327.79751701197;4154.18743212391;4996.37209760091;5396.64352674112;5748.63278226959;6041.13401347979;5822.37772319938;5708.79414662172;5854.46385243079;6436.78964911639;7124.55886705161;7628.57608699366;7001.78541255771;7060.89760941608;6908.80211929543
Tajikistan;TJK;GDP per capita (current US$);NY.GDP.PCAP.CD;333.713938442218;401.02682930627;517.434872519161;704.650178811389;666.721290560074;740.276191250251;837.881495175747;959.360217500231;1038.32071675482;1094.43012404924;970.362599670694;801.39383995978;844.365249851831;850.666958178735;889.023371807526;852.330229589791;916.691967061922;1054.18948358818
Turkmenistan;TKM;GDP per capita (current US$);NY.GDP.PCAP.CD;1658.67277890821;2074.40738939883;2520.28502555268;3778.6685390822;3901.67028309872;4286.88050515414;5453.15500459414;6441.88661774322;7049.79750519535;7685.50985852327;6208.2966545016;6163.25340597611;6354.53282979422;6721.34954037245;7180.4595520094;7297.18004219407;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;GDP per capita (current US$);NY.GDP.PCAP.CD;5011.3965931449;5822.53710912396;6813.69771412442;7870.76168840978;7290.15646844595;9009.87827741818;10161.7159958134;10149.1207016414;10287.0774222014;10377.3450398167;8505.15322358281;8199.54481275202;9052.33127649881;8759.32482226801;8532.48435762488;7136.21474095016;8195.12865998321;9237.90374865276
Timor-Leste;TLS;GDP per capita (current US$);NY.GDP.PCAP.CD;476.918807444035;456.285467802977;532.485417349283;621.711840747942;682.172795014734;810.141609538386;936.598363307025;1019.96491092367;1201.42360886915;1221.53422853912;1322.30088745104;1347.92636060894;1283.52588207378;1239.36608695997;1584.26382222333;1660.30830887811;2741.39394462437;2358.4090544008
Middle East & North Africa (IDA & IBRD countries);TMN;GDP per capita (current US$);NY.GDP.PCAP.CD;2603.16667188043;2978.47081392838;3563.77551646951;4312.62457576521;4115.82061694199;4647.93090169896;4698.68533748733;4975.30666238556;4483.24548822751;4328.80742842554;3811.77354395558;3836.32167107753;3773.13677949318;3513.83379259827;3473.74211447634;3118.8605067659;3604.01229800729;3954.09404072478
