field/0/_name,field/0/__text,field/1/_name,field/1/__text,field/2/_name,field/2/__text,field/3/_name,field/3/__text,field/4/_name,field/4/__text,field/5/_name,field/5/__text
Country or Area,Serbia,Element,Production,Year,2019,Unit,tonnes,Value,56193.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2018,Unit,tonnes,Value,54686.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2017,Unit,tonnes,Value,51791.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2016,Unit,tonnes,Value,46324.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2015,Unit,tonnes,Value,42981.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2014,Unit,tonnes,Value,36211.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2013,Unit,tonnes,Value,30505.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2012,Unit,tonnes,Value,29364.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2011,Unit,tonnes,Value,22439.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2010,Unit,tonnes,Value,22004.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2009,Unit,tonnes,Value,23327.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2008,Unit,tonnes,Value,23006.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2007,Unit,tonnes,Value,20047.00,Value Footnotes,A
Country or Area,Serbia,Element,Production,Year,2006,Unit,tonnes,Value,19099.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,2005,Unit,tonnes,Value,16000.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,2004,Unit,tonnes,Value,15173.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,2003,Unit,tonnes,Value,15428.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,2002,Unit,tonnes,Value,14185.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,2001,Unit,tonnes,Value,13772.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,2000,Unit,tonnes,Value,12000.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1999,Unit,tonnes,Value,12679.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1998,Unit,tonnes,Value,13550.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1997,Unit,tonnes,Value,17769.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1996,Unit,tonnes,Value,13532.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1995,Unit,tonnes,Value,10570.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1994,Unit,tonnes,Value,12109.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1993,Unit,tonnes,Value,13093.00,Value Footnotes,A
Country or Area,Serbia and Montenegro,Element,Production,Year,1992,Unit,tonnes,Value,19833.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2019,Unit,tonnes,Value,46153.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2018,Unit,tonnes,Value,49280.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2017,Unit,tonnes,Value,48193.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2016,Unit,tonnes,Value,47236.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2015,Unit,tonnes,Value,46278.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2014,Unit,tonnes,Value,45848.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2013,Unit,tonnes,Value,48999.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2012,Unit,tonnes,Value,49791.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2011,Unit,tonnes,Value,48279.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2010,Unit,tonnes,Value,47742.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2009,Unit,tonnes,Value,60722.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2008,Unit,tonnes,Value,68535.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2007,Unit,tonnes,Value,72958.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2006,Unit,tonnes,Value,75944.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2005,Unit,tonnes,Value,70027.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2004,Unit,tonnes,Value,51612.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2003,Unit,tonnes,Value,55843.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2002,Unit,tonnes,Value,56972.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2001,Unit,tonnes,Value,57963.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,2000,Unit,tonnes,Value,54464.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1999,Unit,tonnes,Value,54953.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1998,Unit,tonnes,Value,54290.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1997,Unit,tonnes,Value,45429.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1996,Unit,tonnes,Value,41586.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1995,Unit,tonnes,Value,38595.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1994,Unit,tonnes,Value,37369.00,Value Footnotes,A
Country or Area,Slovakia,Element,Production,Year,1993,Unit,tonnes,Value,34400.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2019,Unit,tonnes,Value,15795.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2018,Unit,tonnes,Value,16233.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2017,Unit,tonnes,Value,16927.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2016,Unit,tonnes,Value,15550.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2015,Unit,tonnes,Value,15497.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2014,Unit,tonnes,Value,16972.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2013,Unit,tonnes,Value,16324.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2012,Unit,tonnes,Value,17994.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2011,Unit,tonnes,Value,18657.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2010,Unit,tonnes,Value,18670.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2009,Unit,tonnes,Value,18455.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2008,Unit,tonnes,Value,19537.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2007,Unit,tonnes,Value,18748.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2006,Unit,tonnes,Value,20400.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2005,Unit,tonnes,Value,22000.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2004,Unit,tonnes,Value,23800.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2003,Unit,tonnes,Value,24618.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2002,Unit,tonnes,Value,23297.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2001,Unit,tonnes,Value,22366.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,2000,Unit,tonnes,Value,22090.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1999,Unit,tonnes,Value,21013.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1998,Unit,tonnes,Value,20368.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1997,Unit,tonnes,Value,18577.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1996,Unit,tonnes,Value,16910.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1995,Unit,tonnes,Value,15839.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1994,Unit,tonnes,Value,15263.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1993,Unit,tonnes,Value,13962.00,Value Footnotes,A
Country or Area,Slovenia,Element,Production,Year,1992,Unit,tonnes,Value,12436.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2019,Unit,tonnes,Value,20858.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2018,Unit,tonnes,Value,23692.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2017,Unit,tonnes,Value,22293.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2016,Unit,tonnes,Value,28328.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2015,Unit,tonnes,Value,24002.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2014,Unit,tonnes,Value,21858.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2013,Unit,tonnes,Value,21200.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2012,Unit,tonnes,Value,22700.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2011,Unit,tonnes,Value,20300.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2010,Unit,tonnes,Value,21025.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2009,Unit,tonnes,Value,17940.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2008,Unit,tonnes,Value,18610.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2007,Unit,tonnes,Value,18440.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2006,Unit,tonnes,Value,18310.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2005,Unit,tonnes,Value,17800.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2004,Unit,tonnes,Value,17800.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2003,Unit,tonnes,Value,18200.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2002,Unit,tonnes,Value,18350.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2001,Unit,tonnes,Value,17150.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,2000,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1999,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1998,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1997,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1996,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1995,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1994,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1993,Unit,tonnes,Value,17000.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1992,Unit,tonnes,Value,17500.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1991,Unit,tonnes,Value,18800.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1990,Unit,tonnes,Value,18800.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1989,Unit,tonnes,Value,18717.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1988,Unit,tonnes,Value,18613.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1987,Unit,tonnes,Value,18036.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1986,Unit,tonnes,Value,17729.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1985,Unit,tonnes,Value,16726.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1984,Unit,tonnes,Value,16811.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1983,Unit,tonnes,Value,14131.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1982,Unit,tonnes,Value,12334.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1981,Unit,tonnes,Value,14515.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1980,Unit,tonnes,Value,13562.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1979,Unit,tonnes,Value,11655.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1978,Unit,tonnes,Value,10082.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1977,Unit,tonnes,Value,11540.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1976,Unit,tonnes,Value,8003.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1975,Unit,tonnes,Value,8154.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1974,Unit,tonnes,Value,5326.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1973,Unit,tonnes,Value,5539.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1972,Unit,tonnes,Value,2803.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1971,Unit,tonnes,Value,2881.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1970,Unit,tonnes,Value,2600.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1969,Unit,tonnes,Value,1488.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1968,Unit,tonnes,Value,1587.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1967,Unit,tonnes,Value,2237.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1966,Unit,tonnes,Value,2439.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1965,Unit,tonnes,Value,1916.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1964,Unit,tonnes,Value,5092.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1963,Unit,tonnes,Value,5691.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1962,Unit,tonnes,Value,5105.00,Value Footnotes,A
Country or Area,Small Island Developing States,Element,Production,Year,1961,Unit,tonnes,Value,5024.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2019,Unit,tonnes,Value,55244.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2018,Unit,tonnes,Value,96652.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2017,Unit,tonnes,Value,53496.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2016,Unit,tonnes,Value,52050.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2015,Unit,tonnes,Value,49805.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2014,Unit,tonnes,Value,54004.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2013,Unit,tonnes,Value,88789.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2012,Unit,tonnes,Value,87537.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2011,Unit,tonnes,Value,82727.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2010,Unit,tonnes,Value,78099.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2009,Unit,tonnes,Value,72639.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2008,Unit,tonnes,Value,72435.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2007,Unit,tonnes,Value,73784.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2006,Unit,tonnes,Value,72323.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2005,Unit,tonnes,Value,69336.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2004,Unit,tonnes,Value,36882.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2003,Unit,tonnes,Value,36767.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2002,Unit,tonnes,Value,35250.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2001,Unit,tonnes,Value,37802.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,2000,Unit,tonnes,Value,35331.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1999,Unit,tonnes,Value,36897.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1998,Unit,tonnes,Value,38167.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1997,Unit,tonnes,Value,35764.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1996,Unit,tonnes,Value,39519.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1995,Unit,tonnes,Value,37674.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1994,Unit,tonnes,Value,38161.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1993,Unit,tonnes,Value,35510.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1992,Unit,tonnes,Value,32551.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1991,Unit,tonnes,Value,39181.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1990,Unit,tonnes,Value,42320.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1989,Unit,tonnes,Value,42470.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1988,Unit,tonnes,Value,39501.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1987,Unit,tonnes,Value,40386.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1986,Unit,tonnes,Value,35363.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1985,Unit,tonnes,Value,33897.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1984,Unit,tonnes,Value,36154.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1983,Unit,tonnes,Value,36214.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1982,Unit,tonnes,Value,35871.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1981,Unit,tonnes,Value,34729.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1980,Unit,tonnes,Value,32361.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1979,Unit,tonnes,Value,33578.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1978,Unit,tonnes,Value,27159.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1977,Unit,tonnes,Value,28769.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1976,Unit,tonnes,Value,29574.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1975,Unit,tonnes,Value,22043.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1974,Unit,tonnes,Value,19470.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1973,Unit,tonnes,Value,20933.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1972,Unit,tonnes,Value,19300.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1971,Unit,tonnes,Value,17735.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1970,Unit,tonnes,Value,17665.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1969,Unit,tonnes,Value,22157.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1968,Unit,tonnes,Value,20743.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1967,Unit,tonnes,Value,18607.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1966,Unit,tonnes,Value,14246.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1965,Unit,tonnes,Value,14662.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1964,Unit,tonnes,Value,14744.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1963,Unit,tonnes,Value,15190.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1962,Unit,tonnes,Value,16067.00,Value Footnotes,A
Country or Area,South Africa,Element,Production,Year,1961,Unit,tonnes,Value,17292.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2019,Unit,tonnes,Value,1102543.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2018,Unit,tonnes,Value,1097620.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2017,Unit,tonnes,Value,1021993.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2016,Unit,tonnes,Value,1152844.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2015,Unit,tonnes,Value,1194338.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2014,Unit,tonnes,Value,1193758.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2013,Unit,tonnes,Value,1186643.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2012,Unit,tonnes,Value,1203175.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2011,Unit,tonnes,Value,1159482.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2010,Unit,tonnes,Value,1124166.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2009,Unit,tonnes,Value,1054305.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2008,Unit,tonnes,Value,1021279.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2007,Unit,tonnes,Value,830781.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2006,Unit,tonnes,Value,754536.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2005,Unit,tonnes,Value,757846.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2004,Unit,tonnes,Value,732464.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2003,Unit,tonnes,Value,705297.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2002,Unit,tonnes,Value,733024.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2001,Unit,tonnes,Value,787782.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,2000,Unit,tonnes,Value,818606.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1999,Unit,tonnes,Value,770389.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1998,Unit,tonnes,Value,752142.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1997,Unit,tonnes,Value,762852.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1996,Unit,tonnes,Value,661331.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1995,Unit,tonnes,Value,655060.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1994,Unit,tonnes,Value,657353.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1993,Unit,tonnes,Value,662586.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1992,Unit,tonnes,Value,632319.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1991,Unit,tonnes,Value,559849.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1990,Unit,tonnes,Value,528807.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1989,Unit,tonnes,Value,529410.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1988,Unit,tonnes,Value,523352.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1987,Unit,tonnes,Value,532680.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1986,Unit,tonnes,Value,499662.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1985,Unit,tonnes,Value,481591.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1984,Unit,tonnes,Value,474362.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1983,Unit,tonnes,Value,476771.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1982,Unit,tonnes,Value,490399.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1981,Unit,tonnes,Value,497563.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1980,Unit,tonnes,Value,509002.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1979,Unit,tonnes,Value,481646.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1978,Unit,tonnes,Value,472682.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1977,Unit,tonnes,Value,461255.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1976,Unit,tonnes,Value,458712.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1975,Unit,tonnes,Value,435430.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1974,Unit,tonnes,Value,410293.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1973,Unit,tonnes,Value,411317.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1972,Unit,tonnes,Value,397202.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1971,Unit,tonnes,Value,388688.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1970,Unit,tonnes,Value,365285.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1969,Unit,tonnes,Value,376543.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1968,Unit,tonnes,Value,364494.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1967,Unit,tonnes,Value,338513.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1966,Unit,tonnes,Value,350006.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1965,Unit,tonnes,Value,314354.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1964,Unit,tonnes,Value,294993.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1963,Unit,tonnes,Value,272441.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1962,Unit,tonnes,Value,274634.00,Value Footnotes,A
Country or Area,South America,Element,Production,Year,1961,Unit,tonnes,Value,259106.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2019,Unit,tonnes,Value,159000.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2018,Unit,tonnes,Value,158995.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2017,Unit,tonnes,Value,160698.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2016,Unit,tonnes,Value,160455.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2015,Unit,tonnes,Value,159356.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2014,Unit,tonnes,Value,159393.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2013,Unit,tonnes,Value,156565.00,Value Footnotes,A
Country or Area,South Sudan,Element,Production,Year,2012,Unit,tonnes,Value,156565.00,Value Footnotes,A
Country or Area,South-eastern Asia,Element,Production,Year,2019,Unit,tonnes,Value,146473.00,Value Footnotes,A
Country or Area,South-eastern Asia,Element,Production,Year,2018,Unit,tonnes,Value,140251.00,Value Footnotes,A
Country or Area,South-eastern Asia,Element,Production,Year,2017,Unit,tonnes,Value,142272.00,Value Footnotes,A
Country or Area,South-eastern Asia,Element,Production,Year,2016,Unit,tonnes,Value,142761.00,Value Footnotes,A
