endTime,artistName,trackName,msPlayed,district
2024-01-04 12:06:00,Noize MC,Сохрани мою речь - из фильма «Сохрани мою речь навсегда»,107239,Wola
2024-01-04 12:10:00,Noize MC,Почитай старших,201800,Wola
2024-01-04 12:13:00,Noize MC,Кооператив «Лебединое озеро»,188247,Wola
2024-01-04 12:14:00,Noize MC,26.04,52125,Wola
2024-01-04 12:18:00,Noize MC,"Детка, послушай",218807,Wola
2024-01-04 12:22:00,Noize MC,Из окна,243840,Wola
2024-01-04 12:23:00,Noize MC,Make Some Noize,35101,Wola
2024-01-05 11:22:00,кис-кис,молчи,148039,Ochota
2024-01-05 11:25:00,Mumiy Troll,Забавы,141381,Ochota
2024-01-05 11:28:00,Mashina Vremeni,Однажды Мир Прогнется под Нас,194840,Ochota
2024-01-05 11:33:00,Oxxxymiron,Где нас нет,265909,Ochota
2024-01-05 11:36:00,Max Korzh,Жить в кайф,174344,Ochota
2024-01-05 19:59:00,Kasta,Вокруг Шум,211589,Bemowo
2024-01-05 20:02:00,Husky,Панелька,182666,Bemowo
2024-01-05 20:05:00,Папин Олимпос,Сегодня не пойду,110133,Bemowo
2024-01-05 20:09:00,Krovostok,Куртец,240692,Bemowo
2024-01-06 11:48:00,Poshlaya Molly,Контракт,167250,Wola
2024-01-06 11:53:00,Oxxxymiron,Переплетено,252907,Wola
2024-01-06 11:55:00,Max Korzh,Эндорфин,62163,Wola
2024-01-06 11:58:00,Дайте танк (!),Спам,161776,Wola
2024-01-06 12:01:00,Noize MC,Сопротивление воздуха,176454,Wola
2024-01-07 18:01:00,Poshlaya Molly,Супермаркет,69182,Bemowo
2024-01-07 18:48:00,Noize MC,Всё как у людей (Трибьют Егору Летову),79045,Wola
2024-01-07 18:50:00,Intelligency,Беларуская Песня (feat. Palina),68612,Wola
2024-01-07 18:52:00,Zemfira,ИСКАЛА,109482,Wola
2024-01-07 18:55:00,Zemfira,ариведерчи,166533,Wola
2024-01-07 19:00:00,Noize MC,"Детка, послушай",218807,Wola
2024-01-07 19:01:00,Tony Raut,Снова один,34649,Wola
2024-01-08 01:07:00,Krovostok,Куртец,240692,Śródmieście
2024-01-08 01:09:00,BOOKER,Быть артистом,112285,Śródmieście
2024-01-08 01:12:00,Krovostok,Биография,193946,Śródmieście
2024-01-08 01:15:00,Oxxxymiron,23 февраля,151628,Śródmieście
2024-01-08 01:20:00,Oxxxymiron,Город под подошвой,234125,Śródmieście
2024-01-08 01:22:00,Дайте танк (!),Утро,147000,Śródmieście
2024-01-08 18:52:00,Kasta,Ды-Ды-Дым,83865,Bemowo
2024-01-08 18:57:00,Nautilus Pompilius,Крылья,181444,Bemowo
2024-01-08 18:58:00,Surf Curse,Freaks,84910,Bemowo
2024-01-08 19:00:00,Oxxxymiron,ЦУНАМИ,54732,Bemowo
2024-01-08 19:02:00,Oxxxymiron,ЦУНАМИ,109791,Bemowo
2024-01-08 19:03:00,Mata,Kiss cam (podryw roku),35460,Bemowo
2024-01-08 19:06:00,Noize MC,В темноте,206766,Bemowo
2024-01-09 17:32:00,Nautilus Pompilius,Крылья,225973,Śródmieście
2024-01-09 17:36:00,лампабикт,Крылья,214336,Wola
2024-01-09 17:39:00,Oxxxymiron,23 февраля,151628,Wola
2024-01-09 17:41:00,BOOKER,Быть артистом,110833,Wola
2024-01-09 17:45:00,Oxxxymiron,Город под подошвой,246500,Wola
2024-01-09 17:52:00,Oxxxymiron,Больше Бена,136000,Wola
2024-01-12 14:56:00,PORCHY,Flashback,179649,Wola
2024-01-12 14:59:00,Oxxxymiron,23 февраля,134738,Wola
2024-01-12 15:02:00,Oxxxymiron,Песенка Гремлина,203500,Wola
2024-01-12 15:04:00,Oxxxymiron,Хоп-механика,54485,Wola
2024-01-12 15:05:00,Schokk,Мысли пачкают мозги,77200,Wola
2024-01-12 15:08:00,Oxxxymiron,Пролив Дрейка,161431,Wola
2024-01-12 15:13:00,Oxxxymiron,Признаки жизни,281796,Wola
2024-01-14 10:56:00,Дайте танк (!),Монополия,175106,Wola
2024-01-14 11:26:00,Дайте танк (!),Характеристика,187946,Wola
2024-01-15 13:58:00,Noize MC,Вселенная бесконечна?,178816,Śródmieście
2024-01-15 14:01:00,Monetochka,Коза,205711,Śródmieście
2024-01-15 16:12:00,Noize MC,Иордан,221740,Wola
2024-01-15 16:17:00,Noize MC,Джеймесон,231997,Wola
2024-01-15 16:19:00,Noize MC,Питерские крыши,129601,Wola
2024-01-15 16:23:00,Noize MC,"Детка, послушай",218807,Wola
2024-01-15 16:24:00,Noize MC,Бассейн,108318,Wola
2024-01-17 15:44:00,Noize MC,Сгораю,241359,Śródmieście
2024-01-17 15:49:00,Noize MC,Грабли,277500,Śródmieście
2024-01-17 15:53:00,Noize MC,Устрой дестрой,239506,Śródmieście
2024-01-17 15:57:00,Noize MC,Сохрани мою речь - из фильма «Сохрани мою речь навсегда»,249546,Śródmieście
2024-01-17 16:00:00,Noize MC,Почитай старших,201800,Śródmieście
2024-01-17 16:05:00,Noize MC,Всё как у людей (Bonus Track),256551,Śródmieście
2024-01-17 16:07:00,BOOKER,Быть артистом,112285,Śródmieście
2024-01-18 21:10:00,Nautilus Pompilius,Крылья,225973,Bemowo
2024-01-18 21:13:00,Дайте танк (!),Утро,147000,Bemowo
2024-01-18 21:17:00,лампабикт,Крылья,214336,Bemowo
2024-01-19 16:58:00,Pornofilmy,Это пройдёт,66670,Bemowo
2024-01-19 16:59:00,Дайте танк (!),Вы,79280,Bemowo
2024-01-19 17:02:00,Poshlaya Molly,Супермаркет,162701,Bemowo
2024-01-19 17:05:00,Дайте танк (!),Обиды,174699,Bemowo
2024-01-19 17:09:00,Noize MC,Вояджер-1,214556,Bemowo
2024-01-19 17:12:00,кис-кис,молчи,198000,Bemowo
2024-01-19 17:16:00,Дайте танк (!),Я,241052,Bemowo
2024-01-19 17:18:00,Monetochka,Нимфоманка,63660,Bemowo
2024-01-19 17:19:00,Aquarium,Город,95334,Bemowo
2024-01-19 17:21:00,Noize MC,Устрой дестрой,116762,Bemowo
2023-12-14 12:30:00,Oxxxymiron,Больше Бена,124998,Bemowo
2023-12-14 12:56:00,Oxxxymiron,КТО УБИЛ МАРКА?,567000,Wola
2023-12-14 12:57:00,Oxxxymiron,Больше Бена,37575,Wola
2023-12-14 13:17:00,Pornofilmy,Это пройдёт,236026,Śródmieście
2023-12-14 13:20:00,PORCHY,Flashback,170727,Śródmieście
2023-12-14 17:18:00,Skryptonite,Космос,191738,Wola
2023-12-14 17:21:00,Oxxxymiron,Всего лишь писатель,171070,Wola
2023-12-15 10:30:00,Oxxxymiron,Накануне,206432,Bemowo
2023-12-15 10:34:00,Oxxxymiron,Агент,214701,Bemowo
2023-12-15 11:08:00,Oxxxymiron,КТО УБИЛ МАРКА?,567000,Wola
2023-12-15 11:10:00,Oxxxymiron,Больше Бена,136000,Wola
2023-12-15 11:51:00,Kasta,Выходи гулять,41450,Wola
2023-12-16 11:41:00,Oxxxymiron,Признаки жизни,135034,Śródmieście
2023-12-16 14:17:00,Oxxxymiron,Пролив Дрейка,133490,Bemowo
2024-01-01 15:40:00,PORCHY,Flashback,135156,Wola
2024-01-01 19:21:00,PORCHY,Flashback,44198,Wola
2024-01-01 19:47:00,Noize MC,Ты не считаешь,165652,Wola
2024-01-04 11:43:00,Oxxxymiron,Прекрасное Далёко,204714,Bemowo
2024-01-04 11:45:00,Oxxxymiron,Больше Бена,136000,Bemowo
2024-01-04 11:47:00,BOOKER,Быть артистом,112285,Bemowo
2024-01-04 12:39:00,Noize MC,Парнас / Parnassus,92062,Śródmieście
2024-01-05 11:01:00,Noize MC,Парнас / Parnassus,107040,Ochota
2024-01-05 11:04:00,Noize MC,Песня для радио,173120,Ochota
2024-01-05 11:10:00,Noize MC,Вот и всё. Ну и что?,177613,Ochota
2024-01-05 11:18:00,Noize MC,Ты не считаешь,204304,Ochota
2024-01-05 11:20:00,BOOKER,Быть артистом,112285,Ochota
2024-01-05 11:41:00,Oxxxymiron,Город под подошвой,246500,Bemowo
2024-01-05 11:55:00,Папин Олимпос,Школа,54309,Bemowo
2024-01-05 19:54:00,Папин Олимпос,Школа,110451,Bemowo
2024-01-05 20:13:00,Дайте танк (!),Маленький,244784,Wola
2024-01-05 20:58:00,Poshlaya Molly,Контракт,38707,Wola
2024-01-06 12:19:00,Poshlaya Molly,Супермаркет,146530,Bemowo
2024-01-07 18:05:00,Дайте танк (!),Монополия,224771,Wola
2024-01-07 18:18:00,Noize MC,Всё как у людей (Трибьют Егору Летову),191933,Wola
2024-01-07 19:12:00,Pornofilmy,Чужое горе,43016,Śródmieście
2024-01-08 01:37:00,Kasta,Ды-Ды-Дым,124680,Bemowo
2024-01-08 19:25:00,Noize MC,Зубы мудрости,50580,Śródmieście
2024-01-09 17:54:00,BOOKER,Быть артистом,112285,Wola
2024-01-09 18:05:00,PORCHY,Flashback,46682,Wola
2024-01-12 15:29:00,Oxxxymiron,Где нас нет,100751,Bemowo
2024-01-13 01:20:00,Oxxxymiron,Где нас нет,85844,Wola
2024-01-14 09:40:00,Oxxxymiron,Где нас нет,270003,Wola
2024-01-14 09:41:00,FACE,ЧЕТВЁРТЫЙ ВСАДНИК,44316,Wola
2024-01-14 09:45:00,Nautilus Pompilius,Крылья,225973,Wola
2024-01-14 09:47:00,Дайте танк (!),Утро,147000,Wola
2024-01-14 09:48:00,Krovostok,Биография,78849,Wola
2024-01-14 09:51:00,Дайте танк (!),Люди,162356,Wola
2024-01-14 09:54:00,Дайте танк (!),Мы,182970,Wola
2024-01-14 09:58:00,Дайте танк (!),Маленький,244784,Wola
2024-01-14 10:01:00,Дайте танк (!),Обиды,174699,Wola
2024-01-14 10:04:00,Дайте танк (!),Вы,168200,Wola
2024-01-14 10:07:00,Дайте танк (!),Впереди,165000,Wola
2024-01-14 10:09:00,Дайте танк (!),Грех,125298,Wola
2024-01-14 10:13:00,Дайте танк (!),Друг,238000,Wola
2024-01-14 10:17:00,Дайте танк (!),Я,241052,Wola
2024-01-14 10:21:00,Дайте танк (!),Шанс,208881,Wola
2024-01-14 10:23:00,Дайте танк (!),Чудо,147080,Wola
2024-01-14 10:26:00,Дайте танк (!),Чехов,186537,Wola
2024-01-14 10:30:00,Дайте танк (!),Смешно,217880,Wola
2024-01-14 10:44:00,Дайте танк (!),Альтернатива,226428,Wola
2024-01-14 11:00:00,Дайте танк (!),Спам,214938,Wola
2024-01-14 11:39:00,Дайте танк (!),Во рту,57645,Bemowo
2024-01-15 14:05:00,Noize MC,Двадцатые годы,195586,Śródmieście
2024-01-15 14:09:00,Atlantida Project,Иордан (original atlantida version) [feat. noize mc],217148,Śródmieście
2024-01-15 14:12:00,Noize MC,Зубы мудрости,188131,Śródmieście
2024-01-15 14:15:00,Noize MC,В темноте,206766,Śródmieście
2024-01-15 16:00:00,Noize MC,Yes Future!,189173,Śródmieście
2024-01-15 16:37:00,Noize MC,Парнас / Parnassus,100738,Wola
2024-01-16 10:46:00,Noize MC,Парнас / Parnassus,35080,Śródmieście
2024-01-16 10:57:00,Noize MC,Парнас / Parnassus,80120,Śródmieście
2024-01-16 11:00:00,Noize MC,Сопротивление воздуха,176454,Śródmieście
2024-01-16 11:06:00,Anacondaz,Пусть они умрут,385653,Śródmieście
2024-01-16 11:11:00,Noize MC,На Марсе классно,254000,Śródmieście
2024-01-16 11:15:00,Noize MC,Это был дождь,262826,Śródmieście
2024-01-16 11:19:00,Noize MC,Песня предателя,237023,Śródmieście
2024-01-16 11:21:00,Noize MC,Страна дождей,138352,Śródmieście
2024-01-16 11:24:00,Noize MC,Кооператив «Лебединое озеро»,188247,Śródmieście
2024-01-16 11:29:00,Noize MC,Из окна,243840,Śródmieście
2024-01-16 11:33:00,Noize MC,Чайлдфри,243692,Śródmieście
2024-01-16 11:38:00,Noize MC,Похуисты,278760,Śródmieście
2024-01-16 21:43:00,Noize MC,Вот и всё. Ну и что?,63454,Wola
2024-01-16 21:47:00,Noize MC,Make Some Noize,213287,Wola
2024-01-16 21:58:00,Noize MC,Сгораю,65948,Wola
2024-01-17 06:28:00,Noize MC,Сгораю,30882,Wola
2024-01-17 16:25:00,Oxxxymiron,Где нас нет,57142,Bemowo
2024-01-18 21:30:00,Дайте танк (!),Люди,104984,Bemowo
