endTime,artistName,trackName,msPlayed,district
2023-12-18 12:32:00,Mitski,A Pearl,156145,Śródmieście
2023-12-18 12:35:00,Liana Flores,rises the moon,161929,Śródmieście
2023-12-18 13:09:00,Eyedress,Jealous,122338,Targówek
2023-12-18 13:12:00,Sir Chloe,Sedona,54472,Targówek
2023-12-18 13:22:00,Raport o stanie świata Dariusza Rosiaka,Raport - opowieści arabskie Jana Natkańskiego S02E03,608964,Targówek
2023-12-18 14:06:00,Hey,Zazdrosc,121000,Targówek
2023-12-18 14:08:00,Mitski,A Burning Hill,109627,Targówek
2023-12-18 14:11:00,girl in red,bad idea!,219638,Targówek
2023-12-18 14:14:00,Mother Mother,I Got Love,172300,Targówek
2023-12-18 14:18:00,TV Girl,Hate Yourself,213760,Targówek
2023-12-18 14:22:00,Arctic Monkeys,505,253586,Targówek
2023-12-18 14:25:00,Jack Stauber,Dog Nightmare,175677,Targówek
2023-12-18 14:27:00,Mitski,Why Didn't You Stop Me?,141978,Targówek
2023-12-18 14:31:00,Mother Mother,Arms Tonite,216666,Targówek
2023-12-18 14:34:00,girl in red,midnight love,193928,Targówek
2023-12-18 14:37:00,Queen,Good Old-Fashioned Lover Boy - Remastered 2011,173173,Targówek
2023-12-18 14:41:00,TV Girl,Lovers Rock,213920,Targówek
2023-12-18 14:42:00,Jack Stauber's Micropop,Just Take My Wallet,79942,Targówek
2023-12-18 14:44:00,Mother Mother,Dread In My Heart,151506,Targówek
2023-12-18 14:47:00,Mitski,Francis Forever,149680,Targówek
2023-12-18 14:50:00,girl in red,i'll die anyway.,192612,Targówek
2023-12-18 14:54:00,Fitz and The Tantrums,Out of My League,209386,Targówek
2023-12-18 14:56:00,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,168398,Targówek
2023-12-18 14:58:00,Mother Mother,Tic Toc,91453,Targówek
2023-12-18 15:01:00,Jack Stauber,Dead Weight,186105,Targówek
2023-12-18 15:04:00,Mitski,I Bet on Losing Dogs,170240,Targówek
2023-12-18 15:07:00,girl in red,Body And Mind,186672,Targówek
2023-12-18 15:10:00,Roar,I Can't Handle Change,198213,Targówek
2023-12-18 15:13:00,Mother Mother,Infinitesimal,176826,Targówek
2023-12-18 15:17:00,TV Girl,Cigarettes out the Window,198960,Targówek
2023-12-18 15:20:00,Jack Stauber,Oh Klahoma,185223,Targówek
2023-12-18 15:22:00,Mitski,Washing Machine Heart,128198,Targówek
2023-12-18 15:23:00,Jack Stauber's Micropop,Coffee,58868,Targówek
2023-12-18 15:27:00,Mela Koteluk,Melodia ulotna,245226,Targówek
2023-12-18 15:31:00,The Dumplings,Kocham być z tobą,252122,Targówek
2023-12-18 15:35:00,Hey,"Do Rycerzy, do Szlachty, do Mieszczan",250883,Targówek
2023-12-18 15:39:00,Artur Rojek,Syreny,216440,Targówek
2023-12-18 15:43:00,Myslovitz,Chłopcy,238200,Targówek
2023-12-18 15:46:00,Hey,Kto Tam? Kto Jest W Środku?,193946,Targówek
2023-12-18 15:50:00,Mela Koteluk,Żurawie origami,218199,Targówek
2023-12-18 15:53:00,Hey,Teksanski,161760,Targówek
2023-12-18 15:56:00,Kortez,Z imbirem,185024,Targówek
2023-12-18 15:59:00,KARAŚ/ROGUCKI,Kilka westchnień,228600,Targówek
2023-12-18 16:03:00,Varius Manx,Zanim Zrozumiesz,186133,Targówek
2023-12-18 16:04:00,Hey,Chyba,65040,Targówek
2023-12-18 16:08:00,Mela Koteluk,Spadochron,222440,Targówek
2023-12-18 16:11:00,Hey,[sic!],204173,Targówek
2023-12-18 16:15:00,Artur Rojek,Beksa,241880,Targówek
2023-12-18 16:18:00,Mikromusic,Takiego chłopaka,192750,Targówek
2023-12-18 16:21:00,Hey,Dreams,166626,Targówek
2023-12-18 16:26:00,Edyta Bartosiewicz,Ostatni,305800,Targówek
2023-12-18 16:31:00,Hey,List,271906,Targówek
2023-12-18 16:35:00,Mela Koteluk,Fastrygi,264309,Targówek
2023-12-18 16:39:00,Kayah,Bylam Roza (A Rose Was I) (Ero Una Rosa),223000,Targówek
2023-12-18 16:43:00,Obywatel G.C.,Tak ... Tak ... To Ja,219000,Targówek
2023-12-18 16:46:00,Hey,Muka - Version 2017,193413,Targówek
2023-12-18 16:50:00,Perfect,Wszystko Ma Swój Czas,235653,Targówek
2023-12-18 16:54:00,Hey,Mimo Wszystko,256560,Targówek
2023-12-18 16:56:00,Marek Grechuta,Będziesz moją panią,104733,Targówek
2023-12-18 17:34:00,Hey,4 Pory,135010,Targówek
2023-12-18 20:45:00,Raport o stanie świata Dariusza Rosiaka,Raport - opowieści arabskie Jana Natkańskiego S02E03,4694651,Targówek
2023-12-19 09:14:00,Tame Impala,Lost In Yesterday,249586,Śródmieście
2023-12-19 09:15:00,Tame Impala,Gossip,55413,Śródmieście
2023-12-19 13:41:00,The Dumplings,Nieszczęśliwa,264840,Targówek
2023-12-19 13:46:00,Mela Koteluk,Melodia ulotna,245226,Targówek
2023-12-19 13:50:00,Dawid Podsiadło,Trójkąty i Kwadraty,243066,Targówek
2023-12-19 13:53:00,Patrick the Pan,Niedopowieści,234866,Targówek
2023-12-19 13:58:00,The Dumplings,Kocham być z tobą,252122,Targówek
2023-12-19 14:01:00,Kaśka Sochacka,Ciche dni,204910,Targówek
2023-12-19 15:27:00,Pink Floyd,Breathe (In The Air) - 2011 Remastered Version,169560,Targówek
2023-12-19 15:29:00,Mitski,A Burning Hill,88820,Targówek
2023-12-19 15:32:00,Nirvana,About A Girl,168428,Targówek
2023-12-19 15:33:00,Black Sabbath,Orchid (2009 - Remaster),91040,Targówek
2023-12-19 15:38:00,R.E.M.,Losing My Religion,268426,Targówek
2023-12-19 15:41:00,Red Hot Chili Peppers,Scar Tissue,215906,Targówek
2023-12-19 15:43:00,The Alan Parsons Project,Sirius,115280,Targówek
2023-12-19 15:46:00,The Mamas & The Papas,California Dreamin' - Single Version,162373,Targówek
2023-12-19 15:48:00,John Lennon,Hold On - Remastered 2010,112040,Targówek
2023-12-19 15:50:00,Nirvana,Dumb,151893,Targówek
2023-12-19 15:55:00,Dire Straits,Six Blade Knife,252000,Targówek
2023-12-19 15:59:00,America,A Horse with No Name,252239,Targówek
2023-12-19 19:10:00,Tame Impala,Nangs,87771,Wola
2023-12-19 19:13:00,Drake,Time Flies,192931,Wola
2023-12-19 19:17:00,Aaron May,Let Go,176531,Wola
2023-12-19 19:19:00,Baby Keem,highway 95,76984,Wola
2023-12-19 19:22:00,"Tyler, The Creator",DOGTOOTH,192284,Wola
2023-12-19 19:26:00,Kendrick Lamar,Rich Spirit,202285,Wola
2023-12-19 19:28:00,Isaiah Rashad,RIP Young,158050,Wola
2023-12-19 19:30:00,Brent Faiyaz,Best Time,82508,Wola
2023-12-19 19:32:00,Mac Miller,Nikes on My Feet,164631,Wola
2023-12-19 19:34:00,XXXTENTACION,Riot,78680,Wola
2023-12-19 19:37:00,Kid Cudi,Tequila Shots,193293,Wola
2023-12-19 19:41:00,Kendrick Lamar,DNA.,185946,Wola
2023-12-19 19:43:00,"Tyler, The Creator",BEST INTEREST,127921,Wola
2023-12-19 19:49:00,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),330783,Wola
2023-12-19 19:51:00,Paperboy Fabe,Language,150360,Wola
2023-12-19 19:57:00,Jack Harlow,They Don't Love It,113292,Wola
2023-12-19 20:01:00,Kid Cudi,Day 'N' Nite (Nightmare),221240,Wola
2023-12-19 20:04:00,Kendrick Lamar,N95,195950,Wola
2023-12-19 20:07:00,"Tyler, The Creator",EARFQUAKE,190066,Wola
2023-12-19 20:11:00,The Game,Hate It Or Love It,206400,Wola
2023-12-19 20:13:00,Key Glock,Die Trying,153106,Wola
2023-12-19 20:17:00,Mac Miller,Weekend (feat. Miguel),208080,Wola
2023-12-19 20:20:00,Future,Mask Off,204600,Wola
2023-12-19 20:23:00,Frank Ocean,Pink + White,184516,Wola
2023-12-19 20:26:00,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386,Wola
2023-12-19 20:30:00,Joey Bada$$,Show Me,220386,Wola
2023-12-19 20:35:00,Kendrick Lamar,All The Stars (with SZA),232186,Wola
2023-12-20 16:52:00,Steve Lacy,Cody Freestyle,240080,Praga-Północ
2023-12-20 18:21:00,Isaiah Rashad,Claymore (feat. Smino),186151,Wola
2023-12-20 18:25:00,Thee Sacred Souls,It's Our Love,227906,Wola
2023-12-20 18:27:00,Hotel Ugly,Is there free breakfast here?,129200,Wola
2023-12-20 18:40:00,Planet Giza,LIMB,104827,Wola
2023-12-20 18:42:00,Vacations,Day Dreamin,115470,Wola
2023-12-20 18:43:00,Steve Lacy,When I,60952,Wola
2023-12-20 18:44:00,Spencer.,WHEN U COME AROUND,72015,Wola
2023-12-20 18:45:00,Orion Sun,Mirage,57495,Wola
2023-12-20 18:46:00,Men I Trust,Oncle Jazz,57876,Wola
2023-12-20 18:48:00,Isaiah Rashad,Silkk da Shocka (feat. Syd),166086,Wola
2023-12-20 18:50:00,Saba,an Interlude Called “Circus” (feat. Eryn Allen Kane),62973,Wola
2023-12-20 18:53:00,Hotel Ugly,The Ballad of Eddie Jabuley,192000,Wola
2023-12-20 18:55:00,Vacations,Home,116085,Wola
2023-12-20 19:04:00,Drake,Nice For What,210746,Wola
2023-12-20 19:08:00,"Tyler, The Creator",BEST INTEREST,127921,Wola
2023-12-20 19:11:00,"Tyler, The Creator",DOGTOOTH,161041,Wola
2023-12-20 19:15:00,Brent Faiyaz,Clouded,110128,Wola
2023-12-20 19:18:00,Future,Mask Off,204600,Wola
2023-12-20 19:20:00,Key Glock,Die Trying,126240,Wola
2023-12-20 19:26:00,Kendrick Lamar,Count Me Out,283642,Wola
2023-12-20 19:32:00,JAY-Z,4:44,284493,Wola
2023-12-20 19:36:00,Kid Cudi,Day 'N' Nite (Nightmare),221240,Wola
2023-12-20 19:38:00,Baby Keem,16,156040,Wola
2023-12-20 19:40:00,Offset,ON THE RIVER,96013,Wola
2023-12-20 19:43:00,"Tyler, The Creator",BEST INTEREST,127921,Wola
2023-12-20 19:47:00,The Game,Hate It Or Love It,206400,Wola
2023-12-20 19:50:00,Kid Cudi,Tequila Shots,193293,Wola
2023-12-20 19:54:00,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360,Wola
2023-12-20 19:58:00,"Tyler, The Creator",She,253386,Wola
2023-12-20 20:02:00,Joey Bada$$,Righteous Minds,224042,Wola
2023-12-20 20:05:00,Aaron May,Let Go,176531,Wola
2023-12-20 20:10:00,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),330783,Wola
2023-12-20 20:13:00,JID,151 Rum,156780,Wola
2023-12-20 20:14:00,XXXTENTACION,Fuck Love,81166,Wola
2023-12-20 20:18:00,Joey Bada$$,Show Me,220386,Wola
2023-12-20 20:19:00,DJ Khaled,NO SECRET (feat. Drake),47354,Wola
2023-12-20 20:27:00,Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,Wola
2023-12-20 20:30:00,Tame Impala,Feels Like We Only Go Backwards,192960,Wola
2023-12-20 20:51:00,Tame Impala,Disciples,108546,Targówek
2023-12-20 20:58:00,Tame Impala,Elephant,211226,Targówek
2023-12-20 21:03:00,Empire of the Sun,We Are The People,267373,Targówek
2023-12-20 21:05:00,"Tyler, The Creator",BEST INTEREST,127921,Targówek
2023-12-20 21:08:00,Gorillaz,Feel Good Inc.,222640,Targówek
2023-12-20 21:12:00,Metronomy,The Look,205979,Targówek
2023-12-20 22:45:00,Santana,Evil Ways,167466,Targówek
2023-12-20 22:48:00,Nirvana,Rape Me,170000,Targówek
2023-12-20 22:51:00,Blue Öyster Cult,Then Came the Last Days of May,210546,Targówek
2023-12-20 22:54:00,Buffalo Springfield,For What It's Worth,153693,Targówek
2023-12-20 22:57:00,Pink Floyd,Any Colour You Like - 2011 Remastered Version,205773,Targówek
2023-12-20 23:01:00,Led Zeppelin,Going to California - Remaster,212160,Targówek
2023-12-20 23:05:00,Eagles,Witchy Woman - 2013 Remaster,250888,Targówek
2023-12-21 07:37:00,Tame Impala,The Less I Know The Better,216320,Śródmieście
2023-12-21 07:41:00,Her's,What Once Was,209865,Śródmieście
2023-12-21 13:12:00,Dawid Podsiadło,"4:30 (piosenka z filmu ""Kamienie na szaniec"")",144173,No district found
2023-12-21 13:16:00,Czułe punkty,"Czy uciekać, czy się bać",221123,No district found
2023-12-22 20:35:00,Il Pagante,Settimana Bianca,160476,No district found
2023-12-22 20:36:00,Gazzelle,Polynesia,38405,No district found
2023-12-22 20:40:00,Righeira,Vamos a la Playa,208494,No district found
2023-12-22 20:46:00,Pineapples,Come On Closer - (Dub Version) Prod. by Roberto Ferrante - 2020 Remaster,369609,No district found
2023-12-22 20:52:00,Cerrone,Give Me Love - 1977,398303,No district found
2023-12-22 20:57:00,Q,"The Voice of Q - 12"" Mix",291232,No district found
2023-12-22 21:03:00,Clio,Eyes - Prod. by Roberto Ferrante - 2020 Remaster,359837,No district found
2023-12-22 21:11:00,Gino Soccio,Dancer,493411,No district found
2023-12-22 21:15:00,Stacey Q,Two of Hearts,231517,No district found
2023-12-22 21:33:00,Cerrone,Supernature,496382,No district found
2023-12-22 21:34:00,Matia Bazar,Ti Sento,37989,No district found
2023-12-23 09:39:00,Anton,"Hey Baby (Uhh, ahh)",218773,No district found
2023-12-23 09:41:00,Carl Douglas,Kung Fu Fighting,114118,No district found
2023-12-23 11:53:00,Eminem,The Real Slim Shady,284200,No district found
2023-12-23 11:54:00,Lady Gaga,Alejandro,30762,No district found
2023-12-23 11:58:00,Snoop Dogg,Drop It Like It's Hot,266066,No district found
2023-12-23 12:02:00,Baby Bash,Suga Suga,239026,No district found
2023-12-23 12:05:00,J. Cole,Work Out,149754,No district found
2023-12-23 12:08:00,JAY-Z,Ni**as In Paris,219333,No district found
2023-12-23 12:12:00,Kanye West,Heartless,211000,No district found
2023-12-23 12:16:00,Kylie Minogue,Can't Get You out of My Head,230640,No district found
2023-12-23 12:23:00,Will Smith,Miami,197560,No district found
2023-12-23 12:33:00,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,No district found
2023-12-23 12:37:00,Black Eyed Peas,Just Can’t Get Enough,219426,No district found
2023-12-24 13:18:00,Hibou,Sunder,199973,No district found
2023-12-24 13:20:00,Provoker,Blue Sheen,118521,No district found
2023-12-24 13:25:00,The KVB,Always Then,251376,No district found
2023-12-24 13:28:00,Labyrinth Ear,Lithium,207986,No district found
2023-12-24 13:30:00,Glaring,Paralyzed,145366,No district found
2023-12-24 13:34:00,Vestron Vulture,Judas Effect,192000,No district found
2023-12-24 13:37:00,Still Corners,Dreamhorse,205573,No district found
2023-12-24 13:42:00,Molly Nilsson,Mountain Time,268046,No district found
2023-12-24 13:45:00,Provoker,Rose In A Glass,178937,No district found
2023-12-24 13:47:00,PERMSKY KRAY,Добрая Мелодия,139200,No district found
2023-12-24 13:51:00,Labyrinth Ear,White Gold,231906,No district found
2023-12-24 13:54:00,Vestron Vulture,VCR Romance,192000,No district found
2023-12-24 13:56:00,Otha,One of the Girls,127726,No district found
2023-12-26 09:19:00,Kalwi & Remi,Explosion Ech poleczko - DNSQ Remix,130093,No district found
2023-12-26 09:24:00,Empire of the Sun,We Are The People,267373,No district found
2023-12-26 09:28:00,Gorillaz,Kids with Guns,225773,No district found
2023-12-26 09:30:00,alt-J,Left Hand Free,173630,No district found
2023-12-26 09:35:00,Radiohead,Jigsaw Falling Into Place,248893,No district found
2023-12-26 09:40:00,Arcade Fire,The Suburbs,315026,No district found
2023-12-26 09:43:00,Joy Again,Looking Out for You,179499,No district found
2023-12-26 09:46:00,Arctic Monkeys,Fluorescent Adolescent,183893,No district found
2023-12-26 09:50:00,alt-J,Breezeblocks,227080,No district found
2023-12-26 09:52:00,Vacations,Home,145666,No district found
2023-12-26 09:56:00,Cage The Elephant,Trouble,225973,No district found
2023-12-26 09:58:00,Dominic Fike,Babydoll,97960,No district found
2023-12-26 10:00:00,Vampire Weekend,A-Punk,137760,No district found
2023-12-26 10:03:00,TV Girl,Lovers Rock,213920,No district found
2023-12-26 10:07:00,No Vacation,Yam Yam,216038,No district found
2023-12-26 10:10:00,Arctic Monkeys,Teddy Picker,165000,No district found
2023-12-26 10:12:00,Good Morning,Warned You,136032,No district found
2023-12-26 10:15:00,The Whitest Boy Alive,Burning,175988,No district found
2023-12-27 09:43:00,Hey,Zazdrosc,121000,No district found
2023-12-27 09:48:00,Mela Koteluk,Melodia ulotna,245226,No district found
2023-12-27 09:52:00,The Dumplings,Kocham być z tobą,252122,No district found
2023-12-27 09:56:00,Hey,"Do Rycerzy, do Szlachty, do Mieszczan",250883,No district found
2023-12-27 10:06:00,Artur Rojek,Syreny,194963,No district found
2023-12-27 10:10:00,Myslovitz,Chłopcy,238200,No district found
2023-12-27 10:13:00,Hey,Kto Tam? Kto Jest W Środku?,193946,No district found
2023-12-27 10:17:00,Mela Koteluk,Żurawie origami,218199,No district found
2023-12-27 10:20:00,Hey,Teksanski,161760,No district found
2023-12-27 10:22:00,Nirvana,Come As You Are,109528,No district found
2023-12-27 10:23:00,Mikromusic,Takiego chłopaka,192750,No district found
2023-12-27 10:26:00,Requin Chagrin,Bye Bye Baby,162045,No district found
2023-12-27 10:27:00,CHATON,Silence,60833,No district found
2023-12-27 10:29:00,TRENTE,Partout,90836,No district found
2023-12-27 10:32:00,Rémi Parson,Brexit,219010,No district found
2023-12-27 10:35:00,Pépite,Les bateaux,174493,No district found
2023-12-27 10:38:00,Clea Vincent,Nuits sans sommeil,175400,No district found
2023-12-27 10:41:00,Lewis OfMan,Le métro et le bus,198545,No district found
2023-12-27 10:45:00,Miel De Montagne,C’est Dur,224413,No district found
2023-12-27 10:49:00,Requin Chagrin,PSS-380,200320,No district found
2023-12-27 10:51:00,Ojos,Le volcan qui dort,125305,No district found
2023-12-27 10:54:00,Since Charles,Des nuits de ça,202226,No district found
2023-12-27 10:57:00,Courrier Sud,Sur Ma Bossa,156887,No district found
2023-12-27 11:00:00,Pépite,Hiéroglyphes,231800,No district found
2023-12-27 11:04:00,Lewis OfMan,Un amour au super u,197522,No district found
2023-12-27 11:08:00,Miel De Montagne,L’after,269746,No district found
2023-12-27 11:11:00,Requin Chagrin,Rose,181773,No district found
2023-12-27 11:14:00,La Belle Vie,La maison,152973,No district found
2023-12-27 11:15:00,LE NOISEUR,Au début,93586,No district found
2023-12-27 11:17:00,Iliona,Intro,78603,No district found
2023-12-27 11:20:00,Odezenne,Salope d'amour,163621,No district found
2023-12-27 11:22:00,Requin Chagrin,Fou,177093,No district found
2023-12-27 11:26:00,Miel De Montagne,Trop Vite,185920,No district found
2023-12-27 11:29:00,Gwendoline,Du Lundi au Vendredi,182655,No district found
2023-12-27 11:32:00,Thousand,Merle hagard,204306,No district found
2023-12-27 11:35:00,Moodoïd,Memories (with Olivia Merilahti),205653,No district found
2023-12-27 11:39:00,Requin Chagrin,Ciao rubello,200893,No district found
2023-12-27 11:42:00,Iliona,Si tu m'aimes demain,176026,No district found
2023-12-27 11:45:00,Odezenne,Bleu fuchsia,187799,No district found
2023-12-27 11:48:00,Miel De Montagne,Calvin,183470,No district found
2023-12-27 11:51:00,Malik Djoudi,Vis la,178026,No district found
2023-12-27 11:54:00,Requin Chagrin,Les promesses,187333,No district found
2023-12-27 11:57:00,Ricky Hollywood,Le sens du sens,184586,No district found
2023-12-27 12:00:00,Camp Claude,Double Dreaming,175346,No district found
2023-12-27 12:04:00,Iliona,Une autre vie,218393,No district found
2023-12-27 12:07:00,Odezenne,Au Baccara,208493,No district found
2023-12-27 12:11:00,Requin Chagrin,Crush (feat. Anaïs Demoustier),198506,No district found
2023-12-27 12:13:00,Miel De Montagne,Cette fille,168983,No district found
2023-12-27 12:16:00,Juniore,Les héros de Barbès,152227,No district found
2023-12-27 12:19:00,Fabio Viscogliosi,Je dors dans tes bras,163840,No district found
2023-12-27 12:21:00,Videoclub,What Are You So Afraid Of,147400,No district found
2023-12-27 12:24:00,Requin Chagrin,Adélaïde,172360,No district found
2023-12-27 12:27:00,Clio,Vertige,156946,No district found
2023-12-27 12:30:00,Miel De Montagne,Jusqu’à L’aube,223626,No district found
2023-12-27 12:33:00,Malik Djoudi,Vertiges,159173,No district found
2023-12-27 12:36:00,Pépite,Renaissance,203120,No district found
2023-12-27 12:40:00,Requin Chagrin,Déjà vu,230240,No district found
2023-12-27 12:43:00,Reymour,Léon,165861,No district found
2023-12-27 12:46:00,Clio,Porque te vas,166480,No district found
2023-12-27 12:49:00,Miel De Montagne,Plus le même,185434,No district found
2023-12-27 12:52:00,Juniore,Drôle d’histoire,154373,No district found
2023-12-27 12:55:00,Requin Chagrin,RC,206466,No district found
2023-12-27 12:58:00,Requin Chagrin,Première vague,200946,No district found
2023-12-27 13:02:00,Miel De Montagne,L'amour,206007,No district found
2023-12-27 13:05:00,Kid Francescoli,Cent corps,184893,No district found
2023-12-27 13:07:00,Flavien Berger,Jericho,139826,No district found
2023-12-27 13:10:00,Clio,Amoureuse,183106,No district found
2023-12-27 13:14:00,Requin Chagrin,Rivières,235106,No district found
2023-12-27 13:17:00,Pépite,Uno,190800,No district found
2023-12-27 13:21:00,Miel De Montagne,Je T’appelle,233720,No district found
2023-12-27 13:24:00,Malik Djoudi,Où tu es,189533,No district found
2023-12-27 13:27:00,Juniore,Christine,167680,No district found
2023-12-27 13:32:00,Requin Chagrin,Alysson,258120,No district found
2023-12-27 13:34:00,Videoclub,Mai,139523,No district found
2023-12-27 16:00:00,Pink Floyd,Breathe (In The Air) - 2011 Remastered Version,169560,No district found
2023-12-27 16:03:00,Nirvana,About A Girl,168428,No district found
2023-12-27 16:05:00,Black Sabbath,Orchid (2009 - Remaster),91040,No district found
2023-12-28 10:44:00,Deep Purple,When A Blind Man Cries - Remastered,209246,No district found
2023-12-28 10:49:00,Pink Floyd,Wish You Were Here,321080,No district found
2023-12-28 10:52:00,The Cure,Boys Don't Cry,155973,No district found
2023-12-28 10:55:00,The Doors,Love Her Madly,198466,No district found
2023-12-28 10:56:00,Blur,Song 2 - 2012 Remaster,41361,No district found
2023-12-28 10:59:00,Queen,Killer Queen - Remastered 2011,179600,No district found
2023-12-28 11:01:00,Nirvana,You Know You're Right,135974,No district found
2023-12-28 11:06:00,Led Zeppelin,D'yer Mak'er - Remaster,262748,No district found
2023-12-28 11:10:00,Jimi Hendrix,All Along the Watchtower,240800,No district found
2023-12-28 11:11:00,Nirvana,Rape Me,41008,No district found
2023-12-28 11:19:00,Led Zeppelin,Over the Hills and Far Away - Remaster,226061,No district found
2023-12-28 11:23:00,Yann Tiersen,La valse d'Amélie,135906,No district found
2023-12-28 11:27:00,Frédéric Chopin,"Nocturne en Mi Bémol Majeur, Op. 9 No. 2",268426,No district found
2023-12-28 11:32:00,Ludovico Einaudi,Life,262653,No district found
2023-12-28 11:37:00,Ludovico Einaudi,Experience,315426,No district found
2023-12-28 11:38:00,Yann Tiersen,I've Never Been There,95093,No district found
2023-12-28 11:42:00,Erik Satie,Gnossienne: No. 1,214133,No district found
2023-12-28 11:44:00,Yann Tiersen,The Drowned Girl - Edit,123000,No district found
2023-12-28 11:49:00,Ludovico Einaudi,Fly,278933,No district found
2023-12-28 11:51:00,Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",112352,No district found
2023-12-28 11:54:00,Pyotr Godunov,Erik Satie: Gymnopédie No. 1,212503,No district found
2023-12-28 12:06:00,Max Richter,November,367240,No district found
2023-12-28 12:11:00,Mikhail Glinka,The Lark,322066,No district found
2023-12-28 12:15:00,Etienne Balestre,Valse De Marimón,198000,No district found
2023-12-28 12:19:00,Claude Debussy,"Rêverie, L. 68",233400,No district found
2023-12-28 12:23:00,Ólafur Arnalds,Happiness Does Not Wait,251626,No district found
2023-12-28 12:27:00,John Williams,Theme From Schindler's List,255693,No district found
2023-12-28 12:30:00,Wolfgang Amadeus Mozart,"Requiem in D minor, K.626: 3. Sequentia: Lacrimosa",170426,No district found
2023-12-28 12:33:00,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12 / Act II: No. 14 Scène (Moderato)",156506,No district found
2023-12-28 12:35:00,Frédéric Chopin,"Waltz in A Minor, Op. Posth., B. 150",148830,No district found
2023-12-28 12:39:00,Ólafur Arnalds,Poland,210013,No district found
2023-12-28 12:41:00,Fabrizio Paterlini,"All My Joy, All My Pain",172173,No district found
2023-12-28 12:44:00,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",152280,No district found
2023-12-28 12:49:00,Hans Zimmer,Time,275556,No district found
2023-12-28 12:50:00,John Williams,Sayuri's Theme,91493,No district found
2023-12-28 12:57:00,Ludovico Einaudi,Divenire,402240,No district found
2023-12-28 13:00:00,Jean Sibelius,"13 Pieces for Piano, Op. 76: II. Etude",168786,No district found
2023-12-28 13:02:00,Yann Tiersen,"Comptine d'un autre été, l'après-midi",140733,No district found
2023-12-28 13:06:00,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Aria da capo",224133,No district found
2023-12-28 13:22:00,Gibran Alcocer,Idea 10,128000,No district found
2023-12-28 13:27:00,Claude Debussy,"Clair de Lune, L. 32",268000,No district found
2023-12-28 13:30:00,Camille Saint-Saëns,The Swan,174333,No district found
2023-12-28 13:32:00,Alexis Ffrench,Wishing,128915,No district found
2023-12-28 13:34:00,Frédéric Chopin,"Chopin: 24 Preludes, Op. 28: No. 4 in E Minor",132533,No district found
2023-12-28 13:37:00,Fabrizio Paterlini,"My Piano, The Clouds",166173,No district found
2023-12-28 13:42:00,Johann Sebastian Bach,II. Air,312853,No district found
2023-12-28 13:45:00,Yann Tiersen,Les jours tristes - Instrumental,183466,No district found
2023-12-28 13:51:00,Ludovico Einaudi,Seven Days Walking / Day 5: Golden Butterflies,360999,No district found
2023-12-28 13:54:00,Charles Gounod,Ave Maria,163266,No district found
2023-12-28 13:59:00,Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",315426,No district found
2023-12-28 14:01:00,Yiruma,River Flows In You,118494,No district found
2023-12-28 17:14:00,BROCKHAMPTON,BOY BYE,142186,No district found
2023-12-28 17:20:00,Mac Miller,Weekend (feat. Miguel),208080,No district found
2023-12-28 17:21:00,Brent Faiyaz,Best Time,82508,No district found
2023-12-28 17:28:00,Kanye West,Gold Digger,240811,No district found
2023-12-28 17:34:00,Future,Mask Off,204600,No district found
2023-12-29 18:04:00,Fred again..,leavemealone - Nia Archives Remix,179441,No district found
2023-12-29 18:07:00,Gamblers,Another Dose (feat. Mick Jenkins),138760,No district found
2023-12-29 18:10:00,Fred again..,Nathan (still breathing),163996,No district found
2023-12-29 18:11:00,Fred again..,Tayla (every night),65500,No district found
2023-12-29 18:14:00,Jamie Jones,Got Time For Me (with Channel Tres),179034,No district found
2023-12-29 18:17:00,ODESZA,All My Life,192266,No district found
2023-12-29 18:19:00,piri,on & on,135386,No district found
2023-12-29 18:22:00,ANOTR,Relax My Eyes,192150,No district found
2023-12-29 18:23:00,RSCL,Lost,42791,No district found
2023-12-30 13:02:00,L.U.C.,Babie Lato,204605,No district found
2023-12-30 13:03:00,L.U.C.,Wycinanki,81918,No district found
2023-12-30 13:06:00,L.U.C.,Jarmark,192822,No district found
2023-12-30 13:08:00,L.U.C.,Deszcz,116520,No district found
2023-12-30 13:10:00,L.U.C.,Jagna,107183,No district found
2023-12-30 13:11:00,L.U.C.,Zaręczyny,51608,No district found
2023-12-30 13:12:00,L.U.C.,Bijatyka,85414,No district found
2023-12-30 13:15:00,L.U.C.,Rozczesała Rozpuściła,177686,No district found
2023-12-30 13:16:00,L.U.C.,Mazur Weselny,55120,No district found
