"player_id","match_id","x","y","type","minute","timestamp","champion_id","champion_name","position","team_id","win"
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",10899,5071,"kill",10,514978,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",9789,8794,"death",12,652021,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",NA,NA,"kill",15,836310,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",10620,3235,"kill",17,946152,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",10680,1816,"kill",17,952427,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",10707,2072,"kill",17,952427,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",10632,3114,"assist",17,949486,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",14063,4162,"kill",19,1075006,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",13253,2154,"kill",22,1246385,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",11725,1638,"death",22,1254355,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",4162,4559,"assist",24,1343832,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",4181,1448,"death",25,1412502,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",4077,814,"assist",25,1416337,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",3976,1217,"assist",25,1417340,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",4389,1373,"assist",25,1418407,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514367874",6652,4654,"death",27,1509780,246,"Qiyana","MIDDLE",200,TRUE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514358013",8214,8088,"death",5,221856,50,"Swain","MIDDLE",100,FALSE
"n_Qfzo6Yhpupwck98rbPTHI23QyxqF17iUwCkgz_6WApNw39aFp5bhbq93pFvLICoBGCviFqQvEQag","EUN1_3514358013",7262,6681,"kill",6,275999,50,"Swain","MIDDLE",100,FALSE
