ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,Date,WeekDay,NumberOfLecturesToday,Tests,Projects,SportActivity,CoffeeCups,Meeting,Productivity,SleepMinutes,EnergyLevelMorning,EnergyLevelEvening,StepsCount,WorkingHours,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
2023-12-10T00:11:11Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,424563,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",The Look,Roxette,Look Sharp!,spotify:track:2oWMI54r0qT4N8Xb4C76vq,,,,trackdone,trackdone,False,False,False,0,False,2023-12-10,Sunday,0,0,0,0,0,0,High,480,10,6,1589,0,"{'acousticness': 0.0531, 'instrumentalness': 8.34e-06, 'energy': 0.838, 'danceability': 0.634, 'liveness': 0.0522, 'loudness': -5.363, 'speechiness': 0.0413, 'valence': 0.541}",0.053411695298204644,8.34e-06,0.838,0.6795284030010719,0.025593081687507305,0.909445043749251,0.1019753086419753,0.5548717948717949,1988-10-21,https://p.scdn.co/mp3-preview/c1197fafd412c454493caab1c0eaa15fa089342a?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b2737d32e463de3d8d8b39dcac2c,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034,https://open.spotify.com/album/4rQV5S9FhajZdyzFfcyYw9,https://open.spotify.com/artist/2SHhfs4BiDxGQ3oxqf0UHY
2023-12-10T00:15:36Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,222947,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",The Look,Roxette,Look Sharp!,spotify:track:2oWMI54r0qT4N8Xb4C76vq,,,,clickrow,endplay,False,True,False,0,False,2023-12-10,Sunday,0,0,0,0,0,0,High,480,10,6,1589,0,"{'acousticness': 0.0531, 'instrumentalness': 8.34e-06, 'energy': 0.838, 'danceability': 0.634, 'liveness': 0.0522, 'loudness': -5.363, 'speechiness': 0.0413, 'valence': 0.541}",0.053411695298204644,8.34e-06,0.838,0.6795284030010719,0.025593081687507305,0.909445043749251,0.1019753086419753,0.5548717948717949,1988-10-21,https://p.scdn.co/mp3-preview/c1197fafd412c454493caab1c0eaa15fa089342a?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b2737d32e463de3d8d8b39dcac2c,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034,https://open.spotify.com/album/4rQV5S9FhajZdyzFfcyYw9,https://open.spotify.com/artist/2SHhfs4BiDxGQ3oxqf0UHY
2023-10-06T17:51:14Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,199913,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Thunder,RY X,Thunder,spotify:track:0SJiIneafLcHKgRwNj3UTZ,,,,trackdone,trackdone,True,False,False,0,False,2023-10-06,Friday,3,0,0,1,0,1,Low,445,8,2,7105,0,"{'acousticness': 0.811, 'instrumentalness': 0.0134, 'energy': 0.161, 'danceability': 0.253, 'liveness': 0.116, 'loudness': -16.756, 'speechiness': 0.0375, 'valence': 0.149}",0.8158936552657791,0.0134,0.161,0.2711682743837085,0.10015192240271122,0.5680510607695075,0.09259259259259259,0.15282051282051284,2016-12-16,,https://i.scdn.co/image/ab67616d0000b273e14a5091e547b939e06f7881,https://i.scdn.co/image/ab6761610000e5eb0f8c1383026ad2bbdc1a2f06,https://open.spotify.com/album/3JZKcfPG7r55cTR8hzqqKr,https://open.spotify.com/artist/2KjAo6wVc9d2WcxdxSArpV
2023-10-09T11:03:32Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,86082,PL,31.61.252.243,unknown,Thunder,RY X,Thunder,spotify:track:0SJiIneafLcHKgRwNj3UTZ,,,,trackdone,logout,True,False,False,1696849325,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.811, 'instrumentalness': 0.0134, 'energy': 0.161, 'danceability': 0.253, 'liveness': 0.116, 'loudness': -16.756, 'speechiness': 0.0375, 'valence': 0.149}",0.8158936552657791,0.0134,0.161,0.2711682743837085,0.10015192240271122,0.5680510607695075,0.09259259259259259,0.15282051282051284,2016-12-16,,https://i.scdn.co/image/ab67616d0000b273e14a5091e547b939e06f7881,https://i.scdn.co/image/ab6761610000e5eb0f8c1383026ad2bbdc1a2f06,https://open.spotify.com/album/3JZKcfPG7r55cTR8hzqqKr,https://open.spotify.com/artist/2KjAo6wVc9d2WcxdxSArpV
2023-10-14T23:09:29Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,10687,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Thunder,RY X,Thunder,spotify:track:0SJiIneafLcHKgRwNj3UTZ,,,,trackdone,endplay,False,True,False,0,False,2023-10-14,Saturday,0,0,0,0,1,0,High,470,8,2,1460,0,"{'acousticness': 0.811, 'instrumentalness': 0.0134, 'energy': 0.161, 'danceability': 0.253, 'liveness': 0.116, 'loudness': -16.756, 'speechiness': 0.0375, 'valence': 0.149}",0.8158936552657791,0.0134,0.161,0.2711682743837085,0.10015192240271122,0.5680510607695075,0.09259259259259259,0.15282051282051284,2016-12-16,,https://i.scdn.co/image/ab67616d0000b273e14a5091e547b939e06f7881,https://i.scdn.co/image/ab6761610000e5eb0f8c1383026ad2bbdc1a2f06,https://open.spotify.com/album/3JZKcfPG7r55cTR8hzqqKr,https://open.spotify.com/artist/2KjAo6wVc9d2WcxdxSArpV
2023-10-06T17:53:51Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,155870,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,trackdone,logout,True,False,False,0,False,2023-10-06,Friday,3,0,0,1,0,1,Low,445,8,2,7105,0,"{'acousticness': 0.0054, 'instrumentalness': 0.000133, 'energy': 0.917, 'danceability': 0.51, 'liveness': 0.396, 'loudness': -4.806, 'speechiness': 0.0854, 'valence': 0.313}",0.005423320195350313,0.000133,0.917,0.5466237942122186,0.4273694051653617,0.9261356826081746,0.2108641975308642,0.3210256410256411,2001-04-02,,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,https://i.scdn.co/image/ab6761610000e5eb32845b1556f9dbdfe8ee6575,https://open.spotify.com/album/1CtTTpKbHU8KbHRB4LmBbv,https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP
2023-10-14T23:15:05Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,10832,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,clickrow,endplay,False,True,False,0,False,2023-10-14,Saturday,0,0,0,0,1,0,High,470,8,2,1460,0,"{'acousticness': 0.0054, 'instrumentalness': 0.000133, 'energy': 0.917, 'danceability': 0.51, 'liveness': 0.396, 'loudness': -4.806, 'speechiness': 0.0854, 'valence': 0.313}",0.005423320195350313,0.000133,0.917,0.5466237942122186,0.4273694051653617,0.9261356826081746,0.2108641975308642,0.3210256410256411,2001-04-02,,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,https://i.scdn.co/image/ab6761610000e5eb32845b1556f9dbdfe8ee6575,https://open.spotify.com/album/1CtTTpKbHU8KbHRB4LmBbv,https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP
2023-12-17T21:43:25Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,226503,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,playbtn,endplay,False,True,False,0,False,2023-12-17,Sunday,0,0,0,0,0,0,High,510,10,5,3869,0,"{'acousticness': 0.0054, 'instrumentalness': 0.000133, 'energy': 0.917, 'danceability': 0.51, 'liveness': 0.396, 'loudness': -4.806, 'speechiness': 0.0854, 'valence': 0.313}",0.005423320195350313,0.000133,0.917,0.5466237942122186,0.4273694051653617,0.9261356826081746,0.2108641975308642,0.3210256410256411,2001-04-02,,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,https://i.scdn.co/image/ab6761610000e5eb32845b1556f9dbdfe8ee6575,https://open.spotify.com/album/1CtTTpKbHU8KbHRB4LmBbv,https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP
2023-10-09T18:50:55Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,175384,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,trackdone,False,False,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-09T18:57:08Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,130754,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,clickrow,trackdone,False,False,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-14T22:29:42Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,130769,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,trackdone,False,False,False,0,False,2023-10-14,Saturday,0,0,0,0,1,0,High,470,8,2,1460,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-17T23:01:10Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,130769,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,trackdone,False,False,False,0,False,2023-10-17,Tuesday,4,0,0,1,0,0,High,530,10,5,5420,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-20T17:51:10Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,130769,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,trackdone,False,False,False,0,False,2023-10-20,Friday,3,0,0,1,0,1,Low,515,8,3,13360,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-30T17:15:40Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,5380,PL,31.61.254.78,unknown,Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,playbtn,logout,True,False,False,1698686131,False,2023-10-30,Monday,2,0,0,0,1,0,Medium,525,10,2,7797,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-30T17:19:13Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,2820,PL,31.61.254.78,unknown,Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,appload,logout,True,False,False,1698686219,False,2023-10-30,Monday,2,0,0,0,1,0,Medium,525,10,2,7797,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-31T07:26:06Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,122853,PL,31.61.254.78,unknown,Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,appload,trackdone,True,False,False,1698737038,False,2023-10-31,Tuesday,4,1,0,1,0,0,Medium,215,7,3,5281,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-11-05T22:57:12Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,60879,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,logout,False,False,False,0,False,2023-11-05,Sunday,0,0,0,0,0,0,High,460,10,6,493,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-12-04T11:55:47Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,5298,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,backbtn,endplay,False,True,False,0,False,2023-12-04,Monday,2,0,0,0,0,0,Medium,545,10,2,3216,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-12-04T11:55:50Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,2540,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,backbtn,False,True,False,0,False,2023-12-04,Monday,2,0,0,0,0,0,Medium,545,10,2,3216,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-12-04T11:58:43Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,130651,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Marital Dance,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:10DKh4aJ2sPPOVZnBwjruG,,,,trackdone,trackdone,False,False,False,0,False,2023-12-04,Monday,2,0,0,0,0,0,Medium,545,10,2,3216,0,"{'acousticness': 0.986, 'instrumentalness': 0.00119, 'energy': 0.0245, 'danceability': 0.509, 'liveness': 0.0746, 'loudness': -26.618, 'speechiness': 0.0759, 'valence': 0.446}",0.9919516352028755,0.00119,0.0245,0.5455519828510182,0.05177048030851934,0.27253386072156316,0.18740740740740738,0.4574358974358975,2021-10-08,https://p.scdn.co/mp3-preview/8ea187a2513b2828c517b8496bcb6366818b9d54?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-09T18:52:19Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,83325,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Mira,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:38qL18OJQRpKAWIzXVB5qt,,,,trackdone,trackdone,False,False,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.933, 'instrumentalness': 0.924, 'energy': 0.157, 'danceability': 0.731, 'liveness': 0.171, 'loudness': -24.54, 'speechiness': 0.0392, 'valence': 0.173}",0.9386312184219264,0.924,0.157,0.7834941050375134,0.16442678508823183,0.3348016301090736,0.09679012345679011,0.17743589743589744,2021-10-08,https://p.scdn.co/mp3-preview/590776cf23e299c0875792fd005e24cbd3ae269f?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
2023-10-09T18:58:32Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,83366,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Mira,Evgueni Galperine,Scenes from a Marriage (Soundtrack from the HBO® Original Limited Series),spotify:track:38qL18OJQRpKAWIzXVB5qt,,,,trackdone,trackdone,False,False,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.933, 'instrumentalness': 0.924, 'energy': 0.157, 'danceability': 0.731, 'liveness': 0.171, 'loudness': -24.54, 'speechiness': 0.0392, 'valence': 0.173}",0.9386312184219264,0.924,0.157,0.7834941050375134,0.16442678508823183,0.3348016301090736,0.09679012345679011,0.17743589743589744,2021-10-08,https://p.scdn.co/mp3-preview/590776cf23e299c0875792fd005e24cbd3ae269f?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a794bfd424d4751e2bb75953,https://i.scdn.co/image/ab6761610000e5eb26d4aa0928c284745f10b2fe,https://open.spotify.com/album/5SG4qxHwgSHsIQHF045MjC,https://open.spotify.com/artist/6wUwrf6CPtVdxhMX8TejqM
