ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,Date,WeekDay,NumberOfLecturesToday,Tests,Projects,SportActivity,CoffeeCups,Meeting,Productivity,SleepMinutes,EnergyLevelMorning,EnergyLevelEvening,StepsCount,WorkingHours,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
2023-10-01T19:54:43Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,2500,PL,31.61.251.153,unknown,Major Tom (Coming Home),Peter Schilling,The Different Story (World Of Lust And Crime),spotify:track:709ffFK4o4MtG1NKoLvOma,,,,appload,logout,True,False,False,1696190079,False,2023-10-01,Sunday,0,0,0,0,0,0,Low,525,7,4,169,0,"{'acousticness': 0.153, 'instrumentalness': 0.164, 'energy': 0.42, 'danceability': 0.787, 'liveness': 0.169, 'loudness': -14.32, 'speechiness': 0.0645, 'valence': 0.838}",0.15391565070229576,0.164,0.42,0.8435155412647375,0.1620895173542129,0.6410463861920173,0.15925925925925927,0.8594871794871796,1989-04-04,https://p.scdn.co/mp3-preview/0df1d8782936bd7d3c210e4b3235f04055013e9e?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,https://i.scdn.co/image/ab6761610000e5eb58ed694b912dd14417374401,https://open.spotify.com/album/4YHQCvzRhFPYki87AK5Pdg,https://open.spotify.com/artist/7ip3CWlgPZbQHvgJpmcGSS
2023-10-02T12:28:24Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,99327,PL,31.61.241.92,unknown,Major Tom (Coming Home),Peter Schilling,The Different Story (World Of Lust And Crime),spotify:track:709ffFK4o4MtG1NKoLvOma,,,,appload,trackdone,True,False,False,1696249595,False,2023-10-02,Monday,2,0,0,0,0,0,Medium,450,9,5,9632,0,"{'acousticness': 0.153, 'instrumentalness': 0.164, 'energy': 0.42, 'danceability': 0.787, 'liveness': 0.169, 'loudness': -14.32, 'speechiness': 0.0645, 'valence': 0.838}",0.15391565070229576,0.164,0.42,0.8435155412647375,0.1620895173542129,0.6410463861920173,0.15925925925925927,0.8594871794871796,1989-04-04,https://p.scdn.co/mp3-preview/0df1d8782936bd7d3c210e4b3235f04055013e9e?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,https://i.scdn.co/image/ab6761610000e5eb58ed694b912dd14417374401,https://open.spotify.com/album/4YHQCvzRhFPYki87AK5Pdg,https://open.spotify.com/artist/7ip3CWlgPZbQHvgJpmcGSS
2023-10-09T19:28:14Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,67815,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Major Tom (Coming Home),Peter Schilling,The Different Story (World Of Lust And Crime),spotify:track:709ffFK4o4MtG1NKoLvOma,,,,trackdone,logout,False,False,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.153, 'instrumentalness': 0.164, 'energy': 0.42, 'danceability': 0.787, 'liveness': 0.169, 'loudness': -14.32, 'speechiness': 0.0645, 'valence': 0.838}",0.15391565070229576,0.164,0.42,0.8435155412647375,0.1620895173542129,0.6410463861920173,0.15925925925925927,0.8594871794871796,1989-04-04,https://p.scdn.co/mp3-preview/0df1d8782936bd7d3c210e4b3235f04055013e9e?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,https://i.scdn.co/image/ab6761610000e5eb58ed694b912dd14417374401,https://open.spotify.com/album/4YHQCvzRhFPYki87AK5Pdg,https://open.spotify.com/artist/7ip3CWlgPZbQHvgJpmcGSS
2023-10-20T18:32:55Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,301173,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Major Tom (Coming Home),Peter Schilling,The Different Story (World Of Lust And Crime),spotify:track:709ffFK4o4MtG1NKoLvOma,,,,trackdone,trackdone,False,False,False,0,False,2023-10-20,Friday,3,0,0,1,0,1,Low,515,8,3,13360,0,"{'acousticness': 0.153, 'instrumentalness': 0.164, 'energy': 0.42, 'danceability': 0.787, 'liveness': 0.169, 'loudness': -14.32, 'speechiness': 0.0645, 'valence': 0.838}",0.15391565070229576,0.164,0.42,0.8435155412647375,0.1620895173542129,0.6410463861920173,0.15925925925925927,0.8594871794871796,1989-04-04,https://p.scdn.co/mp3-preview/0df1d8782936bd7d3c210e4b3235f04055013e9e?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,https://i.scdn.co/image/ab6761610000e5eb58ed694b912dd14417374401,https://open.spotify.com/album/4YHQCvzRhFPYki87AK5Pdg,https://open.spotify.com/artist/7ip3CWlgPZbQHvgJpmcGSS
2023-12-10T00:11:53Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,41009,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Major Tom (Coming Home),Peter Schilling,The Different Story (World Of Lust And Crime),spotify:track:709ffFK4o4MtG1NKoLvOma,,,,trackdone,endplay,False,True,False,0,False,2023-12-10,Sunday,0,0,0,0,0,0,High,480,10,6,1589,0,"{'acousticness': 0.153, 'instrumentalness': 0.164, 'energy': 0.42, 'danceability': 0.787, 'liveness': 0.169, 'loudness': -14.32, 'speechiness': 0.0645, 'valence': 0.838}",0.15391565070229576,0.164,0.42,0.8435155412647375,0.1620895173542129,0.6410463861920173,0.15925925925925927,0.8594871794871796,1989-04-04,https://p.scdn.co/mp3-preview/0df1d8782936bd7d3c210e4b3235f04055013e9e?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,https://i.scdn.co/image/ab6761610000e5eb58ed694b912dd14417374401,https://open.spotify.com/album/4YHQCvzRhFPYki87AK5Pdg,https://open.spotify.com/artist/7ip3CWlgPZbQHvgJpmcGSS
2023-10-02T12:29:21Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,3913,PL,31.61.241.92,unknown,Lemon Tree,Fools Garden,Dish of the Day,spotify:track:1yr9HpAu3prvxmq783ZELn,,,,trackdone,fwdbtn,True,True,False,1696249756,False,2023-10-02,Monday,2,0,0,0,0,0,Medium,450,9,5,9632,0,"{'acousticness': 0.644, 'instrumentalness': 0, 'energy': 0.477, 'danceability': 0.663, 'liveness': 0.122, 'loudness': -8.839, 'speechiness': 0.0414, 'valence': 0.643}",0.6478840401258068,0.0,0.477,0.7106109324758842,0.10716372560476801,0.8052858683926646,0.10222222222222221,0.6594871794871796,1995-01-01,,https://i.scdn.co/image/ab67616d0000b2733b2faf93671fa56abd641659,https://i.scdn.co/image/ab6761610000e5ebc3f03a01c6b8fd8d957865d5,https://open.spotify.com/album/1VQkUcV1j0hbsZAFghmeXh,https://open.spotify.com/artist/0jRqFvRKCDryHOgrgFqsKG
2023-10-02T12:33:15Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,234906,PL,31.61.241.92,unknown,Always on My Mind,Pet Shop Boys,Discography - Complete Singles Collection,spotify:track:07ABETRdek3ACMpRPvQuaT,,,,fwdbtn,trackdone,True,False,False,1696249761,False,2023-10-02,Monday,2,0,0,0,0,0,Medium,450,9,5,9632,0,"{'acousticness': 0.0116, 'instrumentalness': 0.0565, 'energy': 0.783, 'danceability': 0.533, 'liveness': 0.186, 'loudness': -10.61, 'speechiness': 0.0366, 'valence': 0.726}",0.011660802913121732,0.0565,0.783,0.5712754555198285,0.1819562930933738,0.752217427783771,0.09037037037037036,0.7446153846153847,1998-03-31,https://p.scdn.co/mp3-preview/85acd16309f68796e2ad8abf0f9b0c0eda174839?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41,https://i.scdn.co/image/ab6761610000e5ebb4e195083ac89cfab5d93b9e,https://open.spotify.com/album/0Jt2LzWgtGxy3GZH5i2Kcy,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh
2023-10-18T11:03:27Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,234901,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Always on My Mind,Pet Shop Boys,Discography - Complete Singles Collection,spotify:track:07ABETRdek3ACMpRPvQuaT,,,,fwdbtn,trackdone,False,False,False,0,False,2023-10-18,Wednesday,2,0,1,0,0,0,Low,230,7,3,4199,0,"{'acousticness': 0.0116, 'instrumentalness': 0.0565, 'energy': 0.783, 'danceability': 0.533, 'liveness': 0.186, 'loudness': -10.61, 'speechiness': 0.0366, 'valence': 0.726}",0.011660802913121732,0.0565,0.783,0.5712754555198285,0.1819562930933738,0.752217427783771,0.09037037037037036,0.7446153846153847,1998-03-31,https://p.scdn.co/mp3-preview/85acd16309f68796e2ad8abf0f9b0c0eda174839?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41,https://i.scdn.co/image/ab6761610000e5ebb4e195083ac89cfab5d93b9e,https://open.spotify.com/album/0Jt2LzWgtGxy3GZH5i2Kcy,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh
2023-10-18T19:57:27Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,743,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Always on My Mind,Pet Shop Boys,Discography - Complete Singles Collection,spotify:track:07ABETRdek3ACMpRPvQuaT,,,,fwdbtn,fwdbtn,False,True,False,0,False,2023-10-18,Wednesday,2,0,1,0,0,0,Low,230,7,3,4199,0,"{'acousticness': 0.0116, 'instrumentalness': 0.0565, 'energy': 0.783, 'danceability': 0.533, 'liveness': 0.186, 'loudness': -10.61, 'speechiness': 0.0366, 'valence': 0.726}",0.011660802913121732,0.0565,0.783,0.5712754555198285,0.1819562930933738,0.752217427783771,0.09037037037037036,0.7446153846153847,1998-03-31,https://p.scdn.co/mp3-preview/85acd16309f68796e2ad8abf0f9b0c0eda174839?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41,https://i.scdn.co/image/ab6761610000e5ebb4e195083ac89cfab5d93b9e,https://open.spotify.com/album/0Jt2LzWgtGxy3GZH5i2Kcy,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh
2023-10-18T20:01:24Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,234881,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Always on My Mind,Pet Shop Boys,Discography - Complete Singles Collection,spotify:track:07ABETRdek3ACMpRPvQuaT,,,,backbtn,trackdone,False,False,False,0,False,2023-10-18,Wednesday,2,0,1,0,0,0,Low,230,7,3,4199,0,"{'acousticness': 0.0116, 'instrumentalness': 0.0565, 'energy': 0.783, 'danceability': 0.533, 'liveness': 0.186, 'loudness': -10.61, 'speechiness': 0.0366, 'valence': 0.726}",0.011660802913121732,0.0565,0.783,0.5712754555198285,0.1819562930933738,0.752217427783771,0.09037037037037036,0.7446153846153847,1998-03-31,https://p.scdn.co/mp3-preview/85acd16309f68796e2ad8abf0f9b0c0eda174839?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41,https://i.scdn.co/image/ab6761610000e5ebb4e195083ac89cfab5d93b9e,https://open.spotify.com/album/0Jt2LzWgtGxy3GZH5i2Kcy,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh
2023-10-20T18:42:11Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,234716,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Always on My Mind,Pet Shop Boys,Discography - Complete Singles Collection,spotify:track:07ABETRdek3ACMpRPvQuaT,,,,trackdone,trackdone,False,False,False,0,False,2023-10-20,Friday,3,0,0,1,0,1,Low,515,8,3,13360,0,"{'acousticness': 0.0116, 'instrumentalness': 0.0565, 'energy': 0.783, 'danceability': 0.533, 'liveness': 0.186, 'loudness': -10.61, 'speechiness': 0.0366, 'valence': 0.726}",0.011660802913121732,0.0565,0.783,0.5712754555198285,0.1819562930933738,0.752217427783771,0.09037037037037036,0.7446153846153847,1998-03-31,https://p.scdn.co/mp3-preview/85acd16309f68796e2ad8abf0f9b0c0eda174839?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41,https://i.scdn.co/image/ab6761610000e5ebb4e195083ac89cfab5d93b9e,https://open.spotify.com/album/0Jt2LzWgtGxy3GZH5i2Kcy,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh
2023-10-02T12:33:20Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,4023,PL,31.61.241.92,unknown,The Passenger,Iggy Pop,Lust For Life,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,,,,trackdone,fwdbtn,True,True,False,1696249995,False,2023-10-02,Monday,2,0,0,0,0,0,Medium,450,9,5,9632,0,"{'acousticness': 0.0947, 'instrumentalness': 1.62e-06, 'energy': 0.889, 'danceability': 0.498, 'liveness': 0.733, 'loudness': -5.413, 'speechiness': 0.0546, 'valence': 0.696}",0.09526319224325161,1.62e-06,0.889,0.5337620578778135,0.8211990183475516,0.9079467817331895,0.1348148148148148,0.7138461538461539,1977-08-29,,https://i.scdn.co/image/ab67616d0000b2734aa5f679427e35409a06f225,https://i.scdn.co/image/ab6761610000e5eb21e6d14c3d8aab9887380d00,https://open.spotify.com/album/2jnV6ytZOmt71iEC5xHEYz,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4
2023-10-23T14:37:23Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,283360,PL,194.29.137.21,unknown,The Passenger,Iggy Pop,Lust For Life,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,,,,fwdbtn,trackdone,True,False,False,1698071561,False,2023-10-23,Monday,2,0,0,0,1,0,Medium,365,10,2,1951,0,"{'acousticness': 0.0947, 'instrumentalness': 1.62e-06, 'energy': 0.889, 'danceability': 0.498, 'liveness': 0.733, 'loudness': -5.413, 'speechiness': 0.0546, 'valence': 0.696}",0.09526319224325161,1.62e-06,0.889,0.5337620578778135,0.8211990183475516,0.9079467817331895,0.1348148148148148,0.7138461538461539,1977-08-29,,https://i.scdn.co/image/ab67616d0000b2734aa5f679427e35409a06f225,https://i.scdn.co/image/ab6761610000e5eb21e6d14c3d8aab9887380d00,https://open.spotify.com/album/2jnV6ytZOmt71iEC5xHEYz,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4
2023-10-02T12:35:04Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,105173,PL,31.61.241.92,unknown,Main Title (from “Game of Thrones”),Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:3Y4egKQO2gOYob1oDITCzV,,,,fwdbtn,trackdone,True,False,False,1696250001,False,2023-10-02,Monday,2,0,0,0,0,0,Medium,450,9,5,9632,0,"{'acousticness': 0.37, 'instrumentalness': 0.947, 'energy': 0.606, 'danceability': 0.296, 'liveness': 0.125, 'loudness': -13.447, 'speechiness': 0.0393, 'valence': 0.569}",0.37222754582429557,0.947,0.606,0.3172561629153269,0.11066962720579641,0.6672060409924488,0.09703703703703703,0.5835897435897436,2022-10-23,https://p.scdn.co/mp3-preview/7bf1f3e2356005f3189c8ae99c90e06411816196?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a554f36bf49cea84257bc081,https://i.scdn.co/image/ab6761610000e5eb91e7dd670bc7d3ec7d1cbc6f,https://open.spotify.com/album/5gD5rf2UnvG1TYUHVv4vjv,https://open.spotify.com/artist/1hCkSJcXREhrodeIHQdav8
2023-11-05T12:43:34Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,7400,PL,31.61.241.255,unknown,Main Title (from “Game of Thrones”),Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:3Y4egKQO2gOYob1oDITCzV,,,,fwdbtn,logout,True,False,False,1699188207,False,2023-11-05,Sunday,0,0,0,0,0,0,High,460,10,6,493,0,"{'acousticness': 0.37, 'instrumentalness': 0.947, 'energy': 0.606, 'danceability': 0.296, 'liveness': 0.125, 'loudness': -13.447, 'speechiness': 0.0393, 'valence': 0.569}",0.37222754582429557,0.947,0.606,0.3172561629153269,0.11066962720579641,0.6672060409924488,0.09703703703703703,0.5835897435897436,2022-10-23,https://p.scdn.co/mp3-preview/7bf1f3e2356005f3189c8ae99c90e06411816196?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a554f36bf49cea84257bc081,https://i.scdn.co/image/ab6761610000e5eb91e7dd670bc7d3ec7d1cbc6f,https://open.spotify.com/album/5gD5rf2UnvG1TYUHVv4vjv,https://open.spotify.com/artist/1hCkSJcXREhrodeIHQdav8
2023-11-07T07:04:46Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,97783,PL,31.61.241.255,unknown,Main Title (from “Game of Thrones”),Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:3Y4egKQO2gOYob1oDITCzV,,,,appload,trackdone,True,False,False,1699340590,False,2023-11-07,Tuesday,4,2,0,1,0,0,High,205,5,2,9288,0,"{'acousticness': 0.37, 'instrumentalness': 0.947, 'energy': 0.606, 'danceability': 0.296, 'liveness': 0.125, 'loudness': -13.447, 'speechiness': 0.0393, 'valence': 0.569}",0.37222754582429557,0.947,0.606,0.3172561629153269,0.11066962720579641,0.6672060409924488,0.09703703703703703,0.5835897435897436,2022-10-23,https://p.scdn.co/mp3-preview/7bf1f3e2356005f3189c8ae99c90e06411816196?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a554f36bf49cea84257bc081,https://i.scdn.co/image/ab6761610000e5eb91e7dd670bc7d3ec7d1cbc6f,https://open.spotify.com/album/5gD5rf2UnvG1TYUHVv4vjv,https://open.spotify.com/artist/1hCkSJcXREhrodeIHQdav8
2023-12-14T20:51:29Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,86936,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Main Title (from “Game of Thrones”),Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:3Y4egKQO2gOYob1oDITCzV,,,,remote,fwdbtn,False,True,False,0,False,2023-12-14,Thursday,5,1,0,0,1,0,High,240,8,2,4107,0,"{'acousticness': 0.37, 'instrumentalness': 0.947, 'energy': 0.606, 'danceability': 0.296, 'liveness': 0.125, 'loudness': -13.447, 'speechiness': 0.0393, 'valence': 0.569}",0.37222754582429557,0.947,0.606,0.3172561629153269,0.11066962720579641,0.6672060409924488,0.09703703703703703,0.5835897435897436,2022-10-23,https://p.scdn.co/mp3-preview/7bf1f3e2356005f3189c8ae99c90e06411816196?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a554f36bf49cea84257bc081,https://i.scdn.co/image/ab6761610000e5eb91e7dd670bc7d3ec7d1cbc6f,https://open.spotify.com/album/5gD5rf2UnvG1TYUHVv4vjv,https://open.spotify.com/artist/1hCkSJcXREhrodeIHQdav8
2023-12-23T10:07:07Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,105173,BY,151.249.219.54,unknown,Main Title (from “Game of Thrones”),Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:3Y4egKQO2gOYob1oDITCzV,,,,playbtn,trackdone,True,False,False,1703325923,False,2023-12-23,Saturday,0,0,0,0,1,0,High,560,10,6,4487,0,"{'acousticness': 0.37, 'instrumentalness': 0.947, 'energy': 0.606, 'danceability': 0.296, 'liveness': 0.125, 'loudness': -13.447, 'speechiness': 0.0393, 'valence': 0.569}",0.37222754582429557,0.947,0.606,0.3172561629153269,0.11066962720579641,0.6672060409924488,0.09703703703703703,0.5835897435897436,2022-10-23,https://p.scdn.co/mp3-preview/7bf1f3e2356005f3189c8ae99c90e06411816196?cid=b93176585a884e64949d05d853154019,https://i.scdn.co/image/ab67616d0000b273a554f36bf49cea84257bc081,https://i.scdn.co/image/ab6761610000e5eb91e7dd670bc7d3ec7d1cbc6f,https://open.spotify.com/album/5gD5rf2UnvG1TYUHVv4vjv,https://open.spotify.com/artist/1hCkSJcXREhrodeIHQdav8
2023-10-02T12:40:17Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,312253,PL,31.61.241.92,unknown,Venus In Furs,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,spotify:track:29engDqjmMr3VLqMm0c0WE,,,,trackdone,trackdone,True,False,False,1696250105,False,2023-10-02,Monday,2,0,0,0,0,0,Medium,450,9,5,9632,0,"{'acousticness': 0.00137, 'instrumentalness': 0.616, 'energy': 0.618, 'danceability': 0.225, 'liveness': 0.079, 'loudness': -9.922, 'speechiness': 0.0331, 'valence': 0.567}",0.001368956428798888,0.616,0.618,0.24115755627009647,0.056912469323360984,0.7728335131247753,0.08172839506172838,0.5815384615384616,1967-03-12,,https://i.scdn.co/image/ab67616d0000b27398260c528e6eec9dd431c1d7,https://i.scdn.co/image/d69c2cf10323bf08443c7d122f3a1824a760ab57,https://open.spotify.com/album/4xwx0x7k6c5VuThz5qVqmV,https://open.spotify.com/artist/1nJvji2KIlWSseXRSlNYsC
2023-10-09T18:42:33Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,0,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Venus In Furs,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,spotify:track:29engDqjmMr3VLqMm0c0WE,,,,remote,endplay,False,True,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.00137, 'instrumentalness': 0.616, 'energy': 0.618, 'danceability': 0.225, 'liveness': 0.079, 'loudness': -9.922, 'speechiness': 0.0331, 'valence': 0.567}",0.001368956428798888,0.616,0.618,0.24115755627009647,0.056912469323360984,0.7728335131247753,0.08172839506172838,0.5815384615384616,1967-03-12,,https://i.scdn.co/image/ab67616d0000b27398260c528e6eec9dd431c1d7,https://i.scdn.co/image/d69c2cf10323bf08443c7d122f3a1824a760ab57,https://open.spotify.com/album/4xwx0x7k6c5VuThz5qVqmV,https://open.spotify.com/artist/1nJvji2KIlWSseXRSlNYsC
2023-10-09T18:47:58Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,312041,PL,194.29.137.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Venus In Furs,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,spotify:track:29engDqjmMr3VLqMm0c0WE,,,,clickrow,trackdone,False,False,False,0,False,2023-10-09,Monday,2,0,0,0,0,0,Medium,235,9,5,3922,0,"{'acousticness': 0.00137, 'instrumentalness': 0.616, 'energy': 0.618, 'danceability': 0.225, 'liveness': 0.079, 'loudness': -9.922, 'speechiness': 0.0331, 'valence': 0.567}",0.001368956428798888,0.616,0.618,0.24115755627009647,0.056912469323360984,0.7728335131247753,0.08172839506172838,0.5815384615384616,1967-03-12,,https://i.scdn.co/image/ab67616d0000b27398260c528e6eec9dd431c1d7,https://i.scdn.co/image/d69c2cf10323bf08443c7d122f3a1824a760ab57,https://open.spotify.com/album/4xwx0x7k6c5VuThz5qVqmV,https://open.spotify.com/artist/1nJvji2KIlWSseXRSlNYsC
