"startTime","ŚredniaPrędkość","Dystans","Osoba","Kalorie","Czas","Rok"
2020-07-17 08:36:34,10.3420387531592,30.69,"Maciek",1085,178.05,"2020"
2020-07-17 16:44:38,13.2883895131086,17.74,"Maciek",614,80.1,"2020"
2020-07-20 12:03:57,12.4318256850446,10.46,"Maciek",434,50.4833333333333,"2020"
2020-07-22 08:22:03,12.6641394996209,4.64,"Maciek",175,21.9833333333333,"2020"
2020-07-22 09:02:53,18.0722891566265,5,"Maciek",162,16.6,"2020"
2020-07-23 13:42:43,10.6858275520317,5.99,"Maciek",293,33.6333333333333,"2020"
2020-07-23 15:35:12,12.0371024734982,15.14,"Maciek",656,75.4666666666667,"2020"
2020-07-24 09:00:38,10.9182089552239,15.24,"Maciek",603,83.75,"2020"
2020-07-24 12:12:21,4.38578680203046,2.64,"Maciek",260,36.1166666666667,"2020"
2020-07-24 13:21:14,10.4465070835369,5.94,"Maciek",330,34.1166666666667,"2020"
2020-07-24 17:54:03,16.1014925373134,8.99,"Maciek",360,33.5,"2020"
2020-07-26 16:20:40,10.0967379077615,14.96,"Maciek",435,88.9,"2020"
2020-07-27 13:12:30,11.7595628415301,5.38,"Maciek",269,27.45,"2020"
2020-07-27 15:22:07,18.1507537688442,9.03,"Maciek",364,29.85,"2020"
2020-07-28 13:35:34,12.6728971962617,11.3,"Maciek",390,53.5,"2020"
2020-07-28 16:52:50,12.1726618705036,14.57,"Maciek",580,71.8166666666667,"2020"
2020-08-02 13:47:30,11.6258862025086,35.53,"Maciek",1029,183.366666666667,"2020"
2020-08-03 11:24:59,14.6042412558524,14.73,"Maciek",408,60.5166666666667,"2020"
2020-08-04 07:41:52,10.990090946111,22.49,"Maciek",850,122.783333333333,"2020"
2020-08-04 14:44:59,12.9977944419938,16.37,"Maciek",628,75.5666666666667,"2020"
2020-08-10 08:47:35,10.351110267603,15.15,"Maciek",681,87.8166666666667,"2020"
2020-08-10 17:22:36,14.2543130990415,18.59,"Maciek",693,78.25,"2020"
2020-08-11 15:13:45,12.2788381742739,4.11,"Maciek",186,20.0833333333333,"2020"
2020-08-11 17:30:18,14.3072677092916,4.32,"Maciek",181,18.1166666666667,"2020"
2020-08-12 13:32:31,11.7122832902988,44.1,"Maciek",1473,225.916666666667,"2020"
2020-08-14 12:44:20,16.4672192916353,6.07,"Maciek",278,22.1166666666667,"2020"
2020-08-14 20:43:03,13.6492890995261,7.2,"Maciek",236,31.65,"2020"
2020-08-18 17:10:34,14.3738796414853,18.71,"Maciek",587,78.1,"2020"
2020-08-19 12:51:29,11.7623762376238,0.99,"Maciek",40,5.05,"2020"
2020-08-19 13:25:20,14.1333333333333,7.42,"Maciek",254,31.5,"2020"
2020-08-28 11:05:55,10.9501738122827,21,"Maciek",857,115.066666666667,"2020"
2020-08-28 15:03:55,11.225416906268,21.69,"Maciek",890,115.933333333333,"2020"
2020-08-28 17:58:38,18,0.5,"Maciek",9,1.66666666666667,"2020"
2020-08-28 18:00:41,15.8770161290323,8.75,"Maciek",336,33.0666666666667,"2020"
2020-09-09 05:51:41,15.4032371569317,6.08,"Maciek",242,23.6833333333333,"2020"
2020-09-09 12:57:47,14.7628647214854,7.73,"Maciek",293,31.4166666666667,"2020"
2020-09-11 05:14:09,18.2485783915516,6.24,"Maciek",249,20.5166666666667,"2020"
2020-09-11 10:25:44,14.9448373408769,5.87,"Maciek",239,23.5666666666667,"2020"
2020-09-12 07:24:15,19.9927797833935,9.23,"Maciek",353,27.7,"2020"
2020-09-13 15:31:31,19.943661971831,9.44,"Maciek",288,28.4,"2020"
2020-09-14 05:20:24,19.6277436347673,6.21,"Maciek",237,18.9833333333333,"2020"
2020-09-14 12:53:37,15.8473804100228,7.73,"Maciek",302,29.2666666666667,"2020"
2020-09-16 06:01:44,19.2269197584124,6.19,"Maciek",191,19.3166666666667,"2020"
2020-09-16 12:54:53,15.7826910928617,6.94,"Maciek",256,26.3833333333333,"2020"
2020-09-23 05:54:07,17.1188811188811,6.12,"Maciek",204,21.45,"2020"
2020-09-23 12:56:35,17.429978888107,6.88,"Maciek",245,23.6833333333333,"2020"
2021-02-27 13:27:10,11.3360160965795,9.39,"Maciek",480,49.7,"2021"
2021-02-27 15:56:35,12.8700347088315,9.27,"Maciek",395,43.2166666666667,"2021"
2021-03-21 11:56:31,16.3288201160542,9.38,"Maciek",352,34.4666666666667,"2021"
2021-03-21 15:23:38,15.1225577264654,9.46,"Maciek",298,37.5333333333333,"2021"
2021-04-11 13:43:02,13.5816618911175,3.95,"Maciek",139,17.45,"2021"
2021-04-30 10:58:10,15.9175644028103,9.44,"Maciek",342,35.5833333333333,"2021"
2021-04-30 14:09:43,5.9445178335535,3.75,"Maciek",364,37.85,"2021"
2021-05-04 08:46:09,17.1822886716504,8.3,"Maciek",237,28.9833333333333,"2021"
2021-05-04 10:01:11,10.913163064833,15.43,"Maciek",613,84.8333333333333,"2021"
2021-05-16 14:43:48,11.8487639360155,6.79,"Maciek",312,34.3833333333333,"2021"
2021-05-16 15:25:15,10.4097971120453,15.82,"Maciek",641,91.1833333333333,"2021"
2021-05-16 17:18:55,10.9225456339418,6.15,"Maciek",308,33.7833333333333,"2021"
2021-06-05 10:33:58,16.8839779005525,7.64,"Maciek",206,27.15,"2021"
2021-06-05 11:06:07,9.84389732844421,5.22,"Maciek",215,31.8166666666667,"2021"
2021-06-05 14:08:29,8.1091922005571,12.13,"Maciek",623,89.75,"2021"
2021-06-05 18:30:14,13.0461828463713,7.69,"Maciek",341,35.3666666666667,"2021"
2021-06-11 05:23:05,17.3611111111111,6.25,"Maciek",227,21.6,"2021"
2021-06-11 10:24:11,11.7818181818182,1.26,"Maciek",56,6.41666666666667,"2021"
2021-06-11 10:46:05,13.2898272552783,5.77,"Maciek",198,26.05,"2021"
2021-06-12 10:09:33,12.1281366791244,6.31,"Maciek",211,31.2166666666667,"2021"
2021-06-17 05:10:54,17.2101616628176,6.21,"Maciek",230,21.65,"2021"
2021-06-17 13:33:18,14.5960396039604,8.19,"Maciek",301,33.6666666666667,"2021"
2021-06-18 05:20:13,17.9278267842823,6.21,"Maciek",203,20.7833333333333,"2021"
2021-06-18 10:16:56,10.0942928039702,2.26,"Maciek",134,13.4333333333333,"2021"
2021-06-18 13:41:51,12.530035335689,5.91,"Maciek",238,28.3,"2021"
2021-06-21 05:22:59,18.9717223650386,6.15,"Maciek",181,19.45,"2021"
2021-06-21 14:35:28,12.9007832898172,5.49,"Maciek",255,25.5333333333333,"2021"
2021-06-22 05:26:47,20.3563636363636,6.22,"Maciek",197,18.3333333333333,"2021"
2021-06-22 10:15:13,13.6256983240223,2.71,"Maciek",98,11.9333333333333,"2021"
2021-06-22 11:09:45,16.6702702702703,2.57,"Maciek",96,9.25,"2021"
2021-06-22 13:06:59,11.9089184060721,5.23,"Maciek",223,26.35,"2021"
2021-06-23 06:26:53,16.0918298446995,6.62,"Maciek",164,24.6833333333333,"2021"
2021-06-23 12:23:46,15.2566844919786,6.34,"Maciek",198,24.9333333333333,"2021"
2021-06-24 06:14:51,18.0434432823813,6.23,"Maciek",178,20.7166666666667,"2021"
2021-06-24 12:46:20,11.9570661896243,5.57,"Maciek",223,27.95,"2021"
2021-07-20 09:16:42,13.3388429752066,8.07,"Maciek",352,36.3,"2021"
2021-07-20 10:05:25,10.2631248692742,13.63,"Maciek",478,79.6833333333333,"2021"
2021-07-20 16:21:24,8.91768292682927,6.5,"Maciek",307,43.7333333333333,"2021"
2021-08-01 10:03:59,12.3521126760563,8.77,"Maciek",261,42.6,"2021"
2021-08-01 11:17:23,9.41567202906072,5.04,"Maciek",221,32.1166666666667,"2021"
2021-08-01 12:49:05,13.4937062937063,8.04,"Maciek",334,35.75,"2021"
2021-08-14 18:32:41,10.1662327258161,14.1,"Maciek",472,83.2166666666667,"2021"
2021-08-14 20:59:06,7.83613573830633,14.24,"Maciek",627,109.033333333333,"2021"
2022-03-15 14:07:53,11.8790100824931,3.6,"Maciek",170,18.1833333333333,"2022"
2022-03-15 15:53:30,9.62376237623762,4.05,"Maciek",192,25.25,"2022"
2022-03-18 06:17:20,14.8891820580475,6.27,"Maciek",251,25.2666666666667,"2022"
2022-03-18 11:44:48,10.1346588341618,6.23,"Maciek",263,36.8833333333333,"2022"
2022-03-21 13:55:39,14.1958136394328,5.84,"Maciek",221,24.6833333333333,"2022"
2022-03-21 16:24:03,10.1800947867299,3.58,"Maciek",143,21.1,"2022"
2022-03-22 06:16:31,16.5176470588235,5.85,"Maciek",217,21.25,"2022"
2022-03-22 12:25:14,13.2258461538462,5.97,"Maciek",248,27.0833333333333,"2022"
2022-03-23 06:23:45,15.9884643114636,6.16,"Maciek",240,23.1166666666667,"2022"
2022-03-23 13:16:54,13.3349112426035,6.26,"Maciek",221,28.1666666666667,"2022"
2022-03-24 06:21:27,15.3744740532959,6.09,"Maciek",234,23.7666666666667,"2022"
2022-03-24 13:24:08,17.2831281679942,6.63,"Maciek",192,23.0166666666667,"2022"
2022-03-28 05:23:56,17.5421303656598,6.13,"Maciek",180,20.9666666666667,"2022"
2022-03-28 16:11:48,15.9554565701559,5.97,"Maciek",179,22.45,"2022"
2022-05-07 08:05:03,16.2924901185771,9.16,"Maciek",332,33.7333333333333,"2022"
2022-05-07 13:22:18,19.2159227985525,8.85,"Maciek",289,27.6333333333333,"2022"
2022-05-12 08:28:51,20.8277602523659,9.17,"Maciek",288,26.4166666666667,"2022"
2022-05-12 11:07:31,18.1566920565832,9.27,"Maciek",337,30.6333333333333,"2022"
2022-05-23 11:39:06,13.5176577120435,12.44,"Maciek",463,55.2166666666667,"2022"
2022-06-03 12:09:42,13.0243265102968,58.15,"Maciek",1649,267.883333333333,"2022"
2022-06-09 09:43:59,13.7987152034261,17.9,"Maciek",517,77.8333333333333,"2022"
2022-06-09 13:46:31,12.8741721854305,5.4,"Maciek",222,25.1666666666667,"2022"
2022-06-13 07:10:12,16.5691573926868,5.79,"Maciek",188,20.9666666666667,"2022"
2022-06-13 08:17:17,13.7958041958042,2.74,"Maciek",98,11.9166666666667,"2022"
2022-06-13 10:09:17,13.3126530612245,9.06,"Maciek",301,40.8333333333333,"2022"
2022-07-27 07:19:51,16.3981542518128,6.91,"Maciek",235,25.2833333333333,"2022"
2022-07-27 16:04:50,16.0330368487929,7.01,"Maciek",193,26.2333333333333,"2022"
2022-08-08 17:17:00,7.29389312977099,6.37,"Maciek",276,52.4,"2022"
2022-08-16 07:40:59,10.8202247191011,3.21,"Maciek",168,17.8,"2022"
2022-08-16 09:14:42,13.1475409836066,4.01,"Maciek",138,18.3,"2022"
2022-09-01 07:38:57,10.9080675422139,29.07,"Maciek",944,159.9,"2022"
2022-09-01 12:12:44,11.8563129816242,27.78,"Maciek",886,140.583333333333,"2022"
2022-09-06 06:40:33,18.135775862069,9.35,"Maciek",306,30.9333333333333,"2022"
2022-09-06 13:40:04,17.381679389313,5.06,"Maciek",161,17.4666666666667,"2022"
2022-09-06 15:07:18,13.6330361332708,8.07,"Maciek",278,35.5166666666667,"2022"
2023-05-04 14:55:29,12.1895360315893,13.72,"Maciek",435,67.5333333333333,"2023"
2023-05-05 08:53:11,14.973531635997,16.5,"Maciek",368,66.1166666666667,"2023"
2023-05-05 10:53:00,5.65208545269583,9.26,"Maciek",505,98.3,"2023"
2023-06-25 14:10:57,11.1068325898098,13.14,"Maciek",305,70.9833333333333,"2023"
2023-06-25 17:34:24,7.62823243078795,13.93,"Maciek",42,109.566666666667,"2023"
2023-07-11 16:10:36,9.84796573875803,40.88,"Maciek",775,249.066666666667,"2023"
2023-07-29 11:22:09,9.85480349344978,20.06,"Maciek",432,122.133333333333,"2023"
2023-08-28 17:08:17,22.1157024793388,8.92,"Maciek",234,24.2,"2023"
2023-08-28 19:06:48,14.7008086253369,9.09,"Maciek",277,37.1,"2023"
2023-09-01 09:36:21,18.0725806451613,4.98,"Maciek",125,16.5333333333333,"2023"
2023-09-01 15:17:56,16.8390663390663,15.23,"Maciek",419,54.2666666666667,"2023"
2023-09-01 17:32:52,16.3793933558016,9.45,"Maciek",273,34.6166666666667,"2023"
2023-09-06 09:18:41,17.4738124238733,7.97,"Maciek",217,27.3666666666667,"2023"
2023-09-06 11:03:06,11.9938493080472,6.5,"Maciek",230,32.5166666666667,"2023"
2023-09-08 09:16:27,17.8324022346369,7.98,"Maciek",228,26.85,"2023"
2023-09-08 11:16:49,16.9151550614394,8.03,"Maciek",235,28.4833333333333,"2023"
2023-09-09 10:17:58,10.6049713193117,23.11,"Maciek",609,130.75,"2023"
2023-09-12 08:40:55,16.8210526315789,7.99,"Maciek",225,28.5,"2023"
2023-09-12 10:52:57,15.4459459459459,8.89,"Maciek",301,34.5333333333333,"2023"
2023-09-12 12:48:20,16.7182095625636,9.13,"Maciek",241,32.7666666666667,"2023"
2023-09-12 13:59:53,8.55203619909502,10.5,"Maciek",405,73.6666666666667,"2023"
2023-09-12 15:43:02,20.0960384153661,9.3,"Maciek",262,27.7666666666667,"2023"
2023-09-13 10:14:41,13.4367892976589,5.58,"Maciek",194,24.9166666666667,"2023"
2023-09-15 07:33:31,16.9216589861751,9.18,"Maciek",263,32.55,"2023"
2023-09-15 10:01:31,14.2367758186398,7.85,"Maciek",256,33.0833333333333,"2023"
2023-09-17 14:41:27,11.2901242159636,25.5,"Maciek",803,135.516666666667,"2023"
2023-09-18 07:56:50,16.1075268817204,7.49,"Maciek",239,27.9,"2023"
2023-09-18 10:16:51,12.4471085800034,5.152,"Maciek",122,24.8333333333333,"2023"
2023-09-18 16:08:29,14.5072077177173,8.747,"Maciek",235,36.1666666666667,"2023"
2023-09-19 11:57:26,11.8111847386398,3.752,"Maciek",100,19.05,"2023"
2023-09-21 09:40:01,10.7883232266253,21.25,"Maciek",529,118.183333333333,"2023"
2023-09-21 13:05:48,12.6365520099461,8.47,"Maciek",260,40.2166666666667,"2023"
2023-09-29 08:14:24,11.947426067908,9.09,"Maciek",270,45.65,"2023"
2023-09-16 12:39:38,27.6,54.84,"Ola",NA,119.416666666667,"2023"
2023-09-10 12:07:51,25.9,54.51,"Ola",NA,126.466666666667,"2023"
2023-09-09 11:23:29,27.5,54.57,"Ola",NA,119.116666666667,"2023"
2023-09-05 11:36:30,17.3,33.68,"Ola",886,116.883333333333,"2023"
2023-09-03 11:25:12,25,34.86,"Ola",789,83.7333333333333,"2023"
2023-09-02 12:44:32,24.1,54.65,"Ola",NA,135.933333333333,"2023"
2023-08-29 09:24:56,25.2,104.65,"Ola",NA,249.25,"2023"
2023-08-24 17:25:18,27.2,54.89,"Ola",NA,121,"2023"
2023-08-23 17:53:24,27.7,42.04,"Ola",NA,90.9666666666667,"2023"
2023-08-22 17:51:33,28.6,46.35,"Ola",NA,97.25,"2023"
2023-08-20 15:05:36,19.3,17.89,"Ola",412,55.5166666666667,"2023"
2023-08-14 17:42:21,25.8,41.9,"Ola",NA,97.3166666666667,"2023"
2023-08-13 10:12:01,25.9,66.94,"Ola",NA,154.866666666667,"2023"
2023-07-30 11:02:31,25.9,41.74,"Ola",NA,96.7,"2023"
2023-07-23 11:22:28,26.8,46.02,"Ola",NA,102.916666666667,"2023"
2023-06-25 11:33:54,25.8,72.62,"Ola",NA,168.966666666667,"2023"
2023-06-11 11:06:00,27.7,53.38,"Ola",NA,115.7,"2023"
2023-06-08 10:24:21,27.8,35.72,"Ola",NA,76.9666666666667,"2023"
2023-06-04 11:52:44,27.3,56.38,"Ola",NA,123.766666666667,"2023"
2023-05-21 11:35:36,26.6,56.61,"Ola",NA,127.816666666667,"2023"
2023-05-03 11:28:47,26.1,33.14,"Ola",855,76.15,"2023"
2023-05-01 16:21:01,26.3,41.98,"Ola",NA,95.9,"2023"
2023-04-23 17:12:47,25.5,36.23,"Ola",959,85.3333333333333,"2023"
2023-04-22 12:39:55,25,35.9,"Ola",NA,86.1833333333333,"2023"
2022-09-25 13:04:14,25.4,34.89,"Ola",910,82.3333333333333,"2022"
2022-09-04 11:56:07,25.9,60.04,"Ola",NA,139.283333333333,"2022"
2022-09-01 11:51:49,17.3,34.24,"Ola",859,118.616666666667,"2022"
2022-08-20 10:23:24,26.3,77.93,"Ola",NA,177.85,"2022"
2022-08-16 17:44:20,28,41.93,"Ola",NA,89.9833333333333,"2022"
2022-08-14 11:13:43,28.3,58.61,"Ola",NA,124.283333333333,"2022"
2022-08-03 10:51:28,25.8,103.84,"Ola",NA,241.8,"2022"
2022-07-28 17:03:35,27.4,62.81,"Ola",NA,137.516666666667,"2022"
2022-07-24 12:47:42,24.2,23.08,"Ola",514,57.3333333333333,"2022"
2022-07-20 18:26:04,26.6,41.55,"Ola",NA,93.65,"2022"
2022-07-17 16:06:41,25.7,10.76,"Ola",401,25.1,"2022"
2022-06-26 10:02:32,25.1,62.57,"Ola",NA,149.283333333333,"2022"
2022-06-19 11:30:41,25.1,41.53,"Ola",992,99.35,"2022"
2022-06-18 12:27:43,27.5,41.77,"Ola",NA,91.0666666666667,"2022"
2022-06-16 14:54:59,22.7,44.99,"Ola",998,119.116666666667,"2022"
2022-06-12 17:29:19,26.1,41.69,"Ola",NA,96.0333333333333,"2022"
2022-06-11 13:51:27,26,63.71,"Ola",NA,147.25,"2022"
2022-06-05 12:31:57,26.9,43.11,"Ola",NA,96.05,"2022"
2022-05-19 17:11:48,27.1,48.22,"Ola",NA,106.816666666667,"2022"
2022-05-11 18:05:00,26.1,41.97,"Ola",NA,96.6166666666667,"2022"
2022-05-08 12:31:50,25.3,34.77,"Ola",964,82.5,"2022"
2022-05-07 13:29:38,27.3,55.58,"Ola",NA,121.95,"2022"
2022-05-03 11:21:33,24.6,43.83,"Ola",NA,107,"2022"
2022-05-01 11:15:58,26.8,58.04,"Ola",NA,129.766666666667,"2022"
2022-04-24 12:56:36,25.9,34.62,"Ola",821,80.25,"2022"
2022-04-23 15:52:41,19.4,24.62,"Ola",557,75.9833333333333,"2022"
2021-11-14 11:48:18,30.1,30.11,"Ola",833,60.0166666666667,"2021"
2021-11-07 19:25:33,28.6,30.95,"Ola",856,65.05,"2021"
2021-10-31 10:39:57,26,55.41,"Ola",NA,128,"2021"
2021-10-10 10:56:33,24.5,45.75,"Ola",NA,112.183333333333,"2021"
2021-09-26 10:38:30,25.3,65.58,"Ola",NA,155.6,"2021"
2021-09-12 10:25:04,27.4,90.72,"Ola",NA,198.866666666667,"2021"
2021-09-05 12:36:34,27.5,59.86,"Ola",NA,130.5,"2021"
2021-09-04 13:15:58,26.6,61.8,"Ola",NA,139.533333333333,"2021"
2021-08-22 11:39:56,24.9,41.66,"Ola",882,100.333333333333,"2021"
2021-08-21 11:31:00,28.6,101.46,"Ola",NA,212.85,"2021"
2021-08-15 16:40:52,27.2,66.57,"Ola",NA,146.933333333333,"2021"
2021-08-14 10:04:50,25.4,109.36,"Ola",NA,258.35,"2021"
2021-08-12 18:02:53,26.9,41.33,"Ola",NA,92.1333333333333,"2021"
2021-08-08 13:35:26,24.8,41.23,"Ola",892,99.9333333333333,"2021"
2021-08-07 12:58:20,27,80.91,"Ola",NA,179.933333333333,"2021"
2021-08-03 15:52:01,27.4,79.57,"Ola",NA,174.4,"2021"
2021-07-18 16:50:55,27.9,41.64,"Ola",NA,89.6666666666667,"2021"
2021-07-16 18:04:16,27.7,52.1,"Ola",NA,112.9,"2021"
2021-07-15 18:26:23,30.7,25.25,"Ola",714,49.3666666666667,"2021"
2021-07-11 10:22:58,27.8,67.29,"Ola",NA,145.416666666667,"2021"
2021-07-10 14:42:48,27.1,34.71,"Ola",968,76.85,"2021"
2021-06-29 17:37:07,27.4,39.29,"Ola",NA,86.0166666666667,"2021"
2021-06-28 17:06:14,26.9,55.1,"Ola",NA,122.9,"2021"
2021-06-27 18:25:55,27.3,36,"Ola",951,79.2333333333333,"2021"
2021-06-20 09:33:42,25.1,65.18,"Ola",NA,155.733333333333,"2021"
2021-06-19 10:18:29,25.7,109.44,"Ola",NA,255.366666666667,"2021"
2021-06-15 17:18:37,27,41.88,"Ola",NA,93.15,"2021"
2021-06-12 10:05:16,27.2,76.9,"Ola",NA,169.416666666667,"2021"
2021-06-06 09:58:20,24.6,61.73,"Ola",NA,150.566666666667,"2021"
2021-06-05 15:37:47,26,32.51,"Ola",968,74.8833333333333,"2021"
2021-06-03 16:44:22,26.5,57.34,"Ola",NA,129.616666666667,"2021"
2021-06-02 16:56:35,27.7,63.74,"Ola",NA,138.166666666667,"2021"
2021-05-16 10:07:16,27.4,55.26,"Ola",NA,121.066666666667,"2021"
2021-05-13 17:46:45,27.7,59.24,"Ola",NA,128.233333333333,"2021"
2021-05-11 18:11:23,26.1,33.13,"Ola",NA,76.0333333333333,"2021"
2021-05-09 10:58:19,26.5,59.56,"Ola",NA,134.933333333333,"2021"
2021-04-29 17:15:26,27.5,38.56,"Ola",NA,84.05,"2021"
2021-04-19 17:07:22,26.6,35.84,"Ola",NA,80.85,"2021"
2021-04-18 13:09:06,24.5,34.66,"Ola",997,84.75,"2021"
2021-04-11 11:34:01,23.2,50.04,"Ola",NA,129.25,"2021"
2021-04-10 15:12:57,25.6,35.82,"Ola",NA,84.05,"2021"
2020-11-01 11:48:20,23.5,40.99,"Ola",936,104.666666666667,"2020"
2020-10-04 10:25:57,27.1,65.25,"Ola",NA,144.65,"2020"
2020-09-22 16:39:58,29.7,63.07,"Ola",NA,127.466666666667,"2020"
2020-09-20 12:21:49,29.3,47.75,"Ola",NA,97.7,"2020"
2020-09-19 12:47:11,27.2,102.98,"Ola",NA,227.35,"2020"
2020-09-15 16:54:02,29,63.34,"Ola",NA,130.966666666667,"2020"
2020-09-13 15:00:50,27.3,59.19,"Ola",NA,130.1,"2020"
2020-09-12 12:08:14,26.9,110,"Ola",NA,245.083333333333,"2020"
2020-09-06 14:54:46,27.7,43.5,"Ola",NA,94.15,"2020"
2020-08-23 14:55:43,28.8,45.6,"Ola",NA,95.0166666666667,"2020"
2020-08-20 17:10:03,29.1,64.52,"Ola",NA,132.933333333333,"2020"
2020-08-18 17:28:07,30.1,45.7,"Ola",NA,91.05,"2020"
2020-08-15 10:26:15,26.9,81.08,"Ola",NA,180.816666666667,"2020"
2020-08-14 17:13:08,27.7,58.38,"Ola",NA,126.283333333333,"2020"
2020-08-01 14:54:40,28.6,103.89,"Ola",NA,218.2,"2020"
2020-07-30 17:17:38,27.9,59.3,"Ola",NA,127.65,"2020"
2020-07-25 14:51:11,27.7,106.54,"Ola",NA,231.15,"2020"
2020-07-22 17:20:29,28.4,75.81,"Ola",NA,160.033333333333,"2020"
2020-07-20 17:37:56,30.2,27.62,"Ola",785,54.8166666666667,"2020"
2020-07-17 18:50:16,28.4,31.74,"Ola",930,67,"2020"
2020-07-14 17:41:19,29,58.06,"Ola",NA,120.2,"2020"
2020-07-12 11:39:58,25,54.42,"Ola",NA,130.55,"2020"
2020-07-05 11:22:56,25.7,100.27,"Ola",NA,233.666666666667,"2020"
2020-07-01 17:52:41,28.5,65.5,"Ola",NA,137.766666666667,"2020"
2020-06-27 16:56:09,28.9,27.56,"Ola",842,57.1666666666667,"2020"
