"recordDay","avgPulse"
2020-01-21,77.2376237623762
2020-01-22,74.279128248114
2020-01-23,68.6182170542636
2020-01-25,84.6906077348066
2020-01-26,82.7990970654628
2020-01-27,88.5676251331203
2020-01-28,95.3700159489633
2020-01-29,92.3670668953688
2020-01-30,92.7153439153439
2020-01-31,93.6369327073552
2020-02-01,94.3594249201278
2020-02-02,96.0588235294118
2020-02-03,85.9116279069767
2020-02-04,86.0014184397163
2020-02-05,89.0834386852086
2020-02-06,93.0572916666667
2020-02-07,97.0707196029777
2020-02-10,84.3014705882353
2020-02-11,86.6006884681584
2020-02-12,88.0764006791171
2020-02-13,94.9816360601002
2020-02-14,90.2595744680851
2020-02-15,100.582542694497
2020-02-17,83.4462365591398
2020-02-18,88.0052083333333
2020-02-20,89.7678571428571
2020-02-21,94.5100286532951
2020-02-22,98.2779783393502
2020-02-23,81.6480263157895
2020-02-24,94.4261992619926
2020-02-25,96.439672801636
2020-02-26,101
2020-02-28,81.0217391304348
2020-03-02,86.2857142857143
2020-03-03,86.0334128878282
2020-03-04,92.0993788819876
2020-03-05,85.856
2020-03-10,90.3148936170213
2020-03-11,84.4787430683919
2020-03-16,88.3969298245614
2020-04-22,111.280487804878
2020-04-25,129.34
2020-04-26,144.631578947368
2020-04-28,140.981651376147
2020-04-29,132.088607594937
2020-05-03,101.438144329897
2020-05-08,110.954787234043
2020-05-11,120.476510067114
2020-05-16,128.449122807018
2020-05-20,112.600706713781
2020-05-24,93.625
2020-05-25,89.0235294117647
2020-05-28,127.19512195122
2020-05-29,132.758373205742
2020-06-01,119.111436950147
2020-06-03,118.525773195876
2020-06-04,128.457364341085
2020-06-05,94.4096385542169
2020-06-09,127.616
2020-06-10,127.061728395062
2020-06-11,119.351648351648
2020-06-13,129.426966292135
2020-06-14,77.7297297297297
2020-06-15,97.3364485981308
2020-06-18,121.96
2020-06-26,104.919811320755
2020-07-01,120.276923076923
2020-07-02,95.796442687747
2020-07-03,117.80487804878
2020-07-04,108.268343815514
2020-07-05,79.2690355329949
2020-07-06,63.9553752535497
2020-07-07,73.9696202531646
2020-07-08,64.8696461824953
2020-07-09,65.3696763202726
2020-07-10,72.1888341543514
2020-07-11,77.4600694444444
2020-07-12,75.0726577437859
2020-07-13,73.6050069541029
2020-07-14,105.434622467772
2020-07-15,73.3176470588235
2020-07-16,66.7780269058296
2020-07-17,130.746323529412
2020-07-19,108.688888888889
2020-07-20,130.363636363636
2020-07-21,86.269313304721
2020-07-22,103.405063291139
2020-07-23,115.248962655602
2020-07-24,113.185886402754
2020-07-26,105.759615384615
2020-07-27,112.632258064516
2020-07-28,114.38683127572
2020-07-31,92.3666092943201
2020-08-02,119.39175257732
2020-08-03,123.763888888889
2020-08-04,129.225941422594
2020-08-07,91.7428571428571
2020-08-10,134.36170212766
2020-08-11,92.8962025316456
2020-08-12,120.522184300341
2020-08-13,84.5432098765432
2020-08-14,110.412639405204
2020-08-16,90.0779220779221
2020-08-18,123.862068965517
2020-08-19,107.810126582278
2020-08-21,96.1122448979592
2020-08-23,90.5945945945946
2020-08-24,98.2294117647059
2020-08-25,95.6252587991718
2020-08-28,121.782894736842
2020-08-31,100.993181818182
2020-09-02,91.9743083003953
2020-09-03,93.3003731343284
2020-09-04,95.8242320819113
2020-09-05,99.841163310962
2020-09-06,87.2759022118743
2020-09-07,95.7851239669422
2020-09-08,91.8716814159292
2020-09-09,98.3953488372093
2020-09-10,94.0118343195266
2020-09-11,100.367816091954
2020-09-12,106.533980582524
2020-09-13,102.472222222222
2020-09-14,96.7567010309278
2020-09-15,90.415313225058
2020-09-16,95.2055674518201
2020-09-17,88.4034267912773
2020-09-18,91.3844621513944
2020-09-21,89.0795631825273
2020-09-22,91.1451247165533
2020-09-23,93.7665198237885
2020-09-24,92.8118811881188
2020-09-25,88.031339031339
2020-10-15,84.5551181102362
2020-10-16,93.2065217391304
2020-11-01,80.8082474226804
2020-11-17,84
2020-11-20,90.7723577235772
2020-11-21,101.014705882353
2020-12-09,79.2839506172839
2020-12-10,66.3473684210526
2020-12-11,67.4739229024943
2020-12-12,65.4017094017094
2020-12-13,68.02
2020-12-14,63.6365853658537
2020-12-16,75
2021-02-27,141.466666666667
2021-03-04,79.7621621621622
2021-03-05,80.0869565217391
2021-03-06,62.625
2021-03-21,120.346774193548
2021-04-10,76.925
2021-04-11,109.68115942029
2021-04-30,112.744186046512
2021-05-04,121.307317073171
