"recordDay","avgPulse"
2021-05-09,88.5
2021-05-16,130.740740740741
2021-06-05,116.148550724638
2021-06-07,87.1036585365854
2021-06-10,84.6711111111111
2021-06-11,102.399317406143
2021-06-12,75.1403026134801
2021-06-13,73.2439759036145
2021-06-15,90.3793103448276
2021-06-16,83.4676409185804
2021-06-17,94.1388429752066
2021-06-18,105.551724137931
2021-06-21,92.1471631205674
2021-06-22,99.2507204610951
2021-06-23,96.0769230769231
2021-06-24,96.2063106796116
2021-06-25,100.190954773869
2021-06-27,84.478021978022
2021-06-28,90.2758985200846
2021-06-30,105.726495726496
2021-07-01,102.303797468354
2021-07-02,97.2389078498293
2021-07-03,90.418410041841
2021-07-04,89.7230576441103
2021-07-05,95.5859491778774
2021-07-06,90.1359649122807
2021-07-07,95.7406593406593
2021-07-09,91.9841498559078
2021-07-11,90.312693498452
2021-07-12,87.0184254606365
2021-07-13,93.3874345549738
2021-07-15,92.1353919239905
2021-07-16,88.5620328849028
2021-07-17,86.5146262188516
2021-07-20,107.260683760684
2021-07-22,103.114901256732
2021-07-24,88.3001049317943
2021-07-25,83.6114592658908
2021-07-26,86.8168389955687
2021-07-30,91.8134328358209
2021-08-01,114.08152173913
2021-08-02,90.1630573248408
2021-08-03,113.138497652582
2021-08-05,91.1215596330275
2021-08-07,81.546803652968
2021-08-08,104.004950495049
2021-08-09,98.746185852982
2021-08-10,93.5242290748899
2021-08-11,91.8
2021-08-12,106.747311827957
2021-08-14,120.028571428571
2021-08-16,98.5349593495935
2021-08-17,87.5707434052758
2021-08-21,101.428571428571
2021-08-22,97.9450549450549
2021-08-23,94.9774436090226
2021-08-24,91.8827838827839
2021-09-11,87.9310344827586
2021-09-12,87.9710144927536
2021-09-13,90.5343065693431
2021-09-14,92.3923076923077
2021-09-15,84.3684210526316
2021-09-16,86.1045958795563
2021-09-17,93.56
2021-09-20,84.9767441860465
2021-09-21,80.8470363288719
2021-09-22,79.7429805615551
2021-09-23,82.4860215053763
2021-09-24,88.2634730538922
2021-09-25,91.9563218390805
2021-09-28,89.5841035120148
2021-09-29,82.6808080808081
2021-09-30,87.4366438356164
2021-10-01,93.9613356766257
2021-10-02,84.8095238095238
2021-10-04,93.2692307692308
2021-10-05,90.8938223938224
2021-10-06,84.5555555555556
2021-10-07,87.6087751371115
2021-10-08,93.882618510158
2021-10-09,87.3189655172414
2021-10-12,81.800731261426
2021-10-13,89.5
2021-10-15,82.8425414364641
2021-10-18,90.4782608695652
2021-10-19,81.5074626865672
2021-10-23,89.9527027027027
2021-10-25,89.4897314375987
2021-10-26,84.2466063348416
2021-10-27,85.0841683366733
2021-10-28,82.7524557956778
2021-10-29,87.6184538653367
2021-11-02,81.1558823529412
2021-11-04,81.2939958592133
2021-11-05,86.9538461538462
2021-11-09,82.2732558139535
2021-11-10,84.3036876355748
2021-11-12,86.2020202020202
2021-11-15,86.6449579831933
2021-11-16,79.7685352622061
2021-11-20,85.1129032258064
2021-11-27,85.7853881278539
2021-11-28,83.3879310344828
2021-11-29,79
2021-11-30,84.9746543778802
2021-12-01,82.3286852589641
2021-12-02,83.3683409436834
2021-12-06,85.6637781629116
2021-12-16,81.8372093023256
2022-01-03,65.392523364486
2022-01-04,67.1995753715499
2022-01-07,89.3804780876494
2022-02-15,81
2022-02-18,89
2022-02-28,85.7993019197208
2022-03-03,78.9941060903733
2022-03-07,83.8953722334004
2022-03-14,81.0379939209726
2022-03-15,113.175438596491
2022-03-16,79.3522975929978
2022-03-18,93.4796511627907
2022-03-21,87.3770197486535
2022-03-22,92.2724637681159
2022-03-23,88.7041666666667
2022-03-24,94.8148936170213
2022-03-25,90.9271708683473
2022-03-28,94.2241086587436
2022-05-06,96.5030927835052
2022-05-07,106.909677419355
2022-05-12,138.768292682927
2022-05-13,97.0314960629921
2022-05-23,131.571428571429
2022-06-03,128.357429718875
2022-06-04,80.3389199255121
2022-06-05,90.5638506876228
2022-06-06,110.683417085427
2022-06-07,83.3333333333333
2022-06-08,96.5
2022-06-09,108.408163265306
2022-06-10,105.971590909091
2022-06-11,90.9446564885496
2022-06-12,86.9926362297496
2022-06-13,118.626086956522
2022-06-15,113.758389261745
2022-06-16,89.4522613065327
2022-06-17,117.779069767442
2022-06-18,98.1655172413793
2022-06-19,89.6123936816525
2022-06-20,108.587570621469
2022-06-21,105.403361344538
2022-06-22,114.521008403361
2022-06-24,113.117647058824
2022-06-25,96.7353846153846
2022-06-26,91.0812407680945
2022-06-27,118.127272727273
2022-06-28,113.576271186441
2022-07-01,101.321126760563
2022-07-02,89.6477572559367
2022-07-03,83.3247663551402
2022-07-04,95.8666666666667
2022-07-05,104.819672131148
2022-07-06,118.101123595506
2022-07-07,92.0711610486891
2022-07-08,89.0018148820327
2022-07-09,88.6115107913669
2022-07-10,91.1668773704172
2022-07-11,87.9315230224321
2022-07-12,91.5730659025788
2022-07-13,89.0719602977668
2022-07-14,88.1730969760167
2022-07-15,81.3858392999204
2022-07-16,93.4973262032086
2022-07-17,85.2730560578662
2022-07-18,92.0284005979073
2022-07-19,95.6260623229462
2022-07-20,88.9053803339518
2022-07-21,92.4471153846154
2022-07-22,99.9061583577713
2022-07-25,98.2460732984293
2022-07-26,91.3206611570248
2022-07-27,95.2972972972973
2022-07-28,91.0465949820789
2022-07-29,90.8851590106007
2022-07-30,97.8727858293076
2022-07-31,87.5006993006993
2022-08-01,99.4363636363636
2022-08-02,106.041935483871
2022-08-03,89.0589254766031
2022-08-04,92.4204204204204
2022-08-07,87.8398268398268
2022-08-08,92.4243070362473
2022-08-09,89.6932515337423
2022-08-10,95.2554838709677
2022-08-11,81.8218562874251
2022-08-12,83.3857677902622
2022-08-13,103.798780487805
2022-08-14,89.3443396226415
2022-08-15,92.6036184210526
2022-08-16,109.557894736842
2022-08-17,118.469696969697
2022-08-18,95.9927797833935
2022-08-20,89.008008008008
2022-08-21,100.646888567294
2022-08-22,99.3521126760563
2022-08-24,83.5829383886256
2022-08-25,87.6117424242424
2022-08-26,85.5175808720113
2022-08-27,107.963768115942
2022-08-29,115.589285714286
2022-08-31,107.913636363636
2022-09-01,113.030864197531
2022-09-03,108.258215962441
2022-09-05,114.462121212121
2022-09-06,107.658703071672
2022-09-08,119.289256198347
2022-09-10,87.5533869115959
2022-09-11,72.9550561797753
2022-09-12,89.8577586206897
2022-09-13,122.326315789474
2022-09-16,117.022556390977
2022-09-19,121.719008264463
2022-09-23,124.574468085106
2022-09-26,106.222222222222
2022-09-28,115.802721088435
2022-09-29,89.5770676691729
2022-09-30,91.7412398921833
2022-10-01,100.419642857143
2022-10-02,88.0303643724696
2022-10-03,88.7611510791367
2022-10-30,99
2022-11-14,92.3636363636364
2022-11-18,93.5538243626062
2022-11-19,66.9801587301587
2022-11-20,71.4186046511628
2022-11-21,82.9216300940439
2022-11-22,84.2687651331719
2022-11-23,91.2222222222222
2022-11-24,90.1448467966574
2022-11-25,74.4435643564356
2022-12-14,81.5555555555556
2022-12-18,64.8365384615385
2022-12-19,64.0604288499025
2022-12-20,77.130777903044
2022-12-21,74.0704960835509
2022-12-22,91.548275862069
2023-01-11,79.5
2023-01-20,99.5769230769231
2023-01-27,93.8918918918919
2023-02-04,85.0625
2023-02-05,80.8064516129032
2023-02-06,84.6336633663366
2023-02-09,94.412030075188
2023-02-10,85.1466992665037
2023-03-26,92.972602739726
2023-03-27,90.0339285714286
2023-03-28,82.0628019323672
2023-03-31,103.046357615894
2023-04-03,89.0580474934037
2023-04-04,93.025641025641
2023-04-05,82.6012024048096
2023-04-09,78.4297124600639
2023-04-10,81.7637698898409
2023-04-11,84.5681381957774
2023-04-12,90.1767371601209
2023-04-13,86.2790055248619
2023-04-14,96.1220825852783
2023-04-15,83.5402298850575
2023-04-16,80.9809523809524
2023-04-17,97.3571428571429
2023-04-18,92.4729493891798
2023-04-19,85.1164179104478
2023-04-20,83.3265306122449
2023-04-21,83.2123076923077
2023-04-22,92.530612244898
2023-04-23,86.4202898550725
2023-04-25,88.3969230769231
2023-04-26,87.6948905109489
2023-04-28,87.9583333333333
2023-04-29,83.9176245210728
2023-05-02,86.570938215103
2023-05-03,77.2534722222222
2023-05-04,92.0963302752294
2023-05-05,112.062176165803
2023-05-07,112.293577981651
2023-05-08,85.0065359477124
2023-05-09,80.9227272727273
2023-05-10,85.7761806981519
2023-05-12,90.5271676300578
2023-05-13,86.195246179966
2023-05-14,80.7488479262673
2023-05-21,85.7179487179487
2023-05-22,97.5335689045936
2023-05-23,89.7723935389134
2023-05-24,83.875808538163
2023-05-25,95.4466019417476
2023-05-26,81.8625
2023-05-27,109.108761329305
2023-05-30,78.8733333333333
2023-05-31,90.0232108317215
2023-06-01,88.755939524838
2023-06-02,92.8413461538462
2023-06-03,99.6755070202808
2023-06-04,87.841628959276
2023-06-05,88.2545454545455
2023-06-08,80.4471299093656
2023-06-11,84.0043103448276
2023-06-12,84.6
2023-06-24,81.1327319587629
2023-06-25,89.2038834951456
2023-06-26,86.326710816777
2023-06-27,83.6181818181818
2023-06-29,89.693215339233
2023-07-02,81.5196374622357
2023-07-03,127.491379310345
2023-07-04,121.905660377358
2023-07-06,98.480686695279
2023-07-07,108.48128342246
2023-07-08,116.203125
2023-07-09,85.8829953198128
2023-07-10,106.205479452055
2023-07-11,109.924778761062
2023-07-12,114.296296296296
2023-07-13,103.1875
2023-07-17,90.773095623987
2023-07-18,82.7272727272727
2023-07-19,88.7095070422535
2023-07-20,86.5900709219858
2023-07-21,93.5654205607477
2023-07-24,83.2239685658153
2023-07-26,85.0762463343109
2023-07-27,104.604278074866
2023-07-28,86.3706176961603
2023-07-29,101.074712643678
2023-07-30,102.424581005587
2023-07-31,84.6343537414966
2023-08-01,89.4008810572687
2023-08-02,88.5774336283186
2023-08-03,89.75249500998
2023-08-04,86.1380952380952
2023-08-05,90.4178082191781
2023-08-06,82.6796296296296
2023-08-07,91.4078431372549
2023-08-08,87.3210116731517
2023-08-09,85.7814207650273
2023-08-10,77.1406926406926
2023-08-11,89.8980797636632
2023-08-12,80.8542056074766
2023-08-13,100.606299212598
2023-08-14,89.0627062706271
2023-08-28,121.359154929577
2023-08-30,77.5641592920354
2023-09-01,88.8329048843188
2023-09-03,90.7014314928425
2023-09-04,98.4748201438849
2023-09-06,103.334821428571
2023-09-08,108.55652173913
2023-09-09,95.3238636363636
2023-09-12,116.080924855491
2023-09-13,87.4041916167665
2023-09-15,112.624390243902
2023-09-16,82.9941520467836
2023-09-17,96.3408360128617
2023-09-18,98.905462184874
2023-09-20,87.5744680851064
2023-09-21,91.1811023622047
2023-09-22,82.2246376811594
2023-09-23,96.4579124579125
2023-09-27,88.6224299065421
2023-09-28,90.509900990099
2023-09-29,114.194029850746
2023-10-02,83.3128491620112
2023-10-03,83.4623655913979
2023-10-04,85.4621072088725
2023-10-05,86.2392523364486
2023-10-06,87.7028037383178
2023-10-07,115.545454545455
2023-10-09,90.7970297029703
2023-10-10,85.3098782138024
2023-10-11,87.4659300184162
2023-10-12,82.5346153846154
2023-10-13,82.0913838120104
2023-10-15,75.3846153846154
2023-10-16,84.7228915662651
2023-10-17,89.0887096774194
2023-10-22,88.5
2023-10-23,95.6361556064073
2023-10-24,85.271692745377
2023-10-25,82.3029126213592
2023-10-26,90.5058365758755
2023-10-29,96.7919708029197
2023-10-30,112.191489361702
2023-11-06,93.5113122171946
2023-11-09,84.0487329434698
2023-11-10,81.3924914675768
2023-11-12,82.5023771790808
2023-11-17,96.7835497835498
2023-11-20,89.3546511627907
2023-11-21,85.2699868938401
2023-11-22,93.3499170812604
2023-11-24,86.4753846153846
