"","Imie","Rozszerzenie","Nazwa_pliku","Data_utworzenia","Data_ostatniej_modefikacji","Liczba_linii","Liczba_wierszy","Liczba_znaków","abstract","assert","boolean","break.","byte","case","catch","char","class","continue","default","do","double","else.","enum","extends","final","finally","for.","if.","implements","import","instanceof","int","interface","long","native","new","package","private","protected","public","return","short","static","super","switch","synchronized","this","throw","throws","transient","try","void","volatile","while.","exports","module","non.sealed","open","opens","permits","provides","record","requires","sealed","to","transitive","uses","var","with","yield","true","false","null","liczba_znakow_w_komantarzu_w_linii","liczba_komentarzy_w_linii","liczba_znakow_w_komentarzu_w_bloku","liczba_komentarzy_w_bloku","Najdluzszy_wyraz"
"66","Sebastian","java","SophistcatedMyThrower.java","2023-10-03","2023-05-16",13,55,607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,29,1,"NonRelatedWithRootException"
"67","Sebastian","java","ExceptionThrower.java","2023-10-03","2023-05-16",34,141,1525,0,0,0,4,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,1,0,0,2,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,11,34,1,"NonRelatedWithRootException"
"68","Sebastian","java","ThrowingExceptionDemonstrator.java","2023-10-03","2023-05-16",89,461,4647,0,0,0,0,0,0,17,0,1,0,0,1,0,0,0,0,0,4,2,0,0,5,0,0,0,0,0,2,1,4,0,2,0,0,5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2047,21,43,1,"ThrowingExceptionDemonstrator"
"69","Sebastian","java","AnotherExceptionDemonstrator.java","2023-10-03","2023-05-16",68,248,2353,0,0,0,3,0,5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,4,0,2,0,0,5,0,1,0,0,4,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,15,6,2,"AnotherExceptionDemonstrator"
"70","Sebastian","java","ExceptionStairsDemonstrator.java","2023-10-03","2023-05-16",27,51,564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,"ExceptionStairsDemonstrator"
"71","Sebastian","java","ATMDemonstrator.java","2023-10-03","2023-05-16",29,68,749,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATMDemonstrator"
"72","Sebastian","java","Actionable.java","2023-10-03","2023-05-16",5,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actionable"
"73","Sebastian","java","ATM.java","2023-10-03","2023-05-16",44,104,917,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,3,0,6,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,"currentCashBalance"
"74","Sebastian","java","BalanceGet.java","2023-10-03","2023-05-16",5,9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BalanceGet"
"75","Sebastian","java","CashGet.java","2023-10-03","2023-05-16",5,13,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actionable"
"76","Sebastian","java","CashSet.java","2023-10-03","2023-05-16",5,12,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BalanceGet"
"77","Sebastian","java","Skarbonka.java","2023-10-03","2023-05-16",25,39,331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"implements"
"78","Sebastian","java","Parent.java","2023-10-03","2023-05-16",16,27,273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"package"
"79","Sebastian","java","Student.java","2023-10-03","2023-05-16",16,27,272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"package"
"80","Sebastian","java","Main.java","2023-10-03","2023-05-16",50,101,1010,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,2,"something"
"81","Sebastian","java","BigCapitalUnknownException.java","2023-10-03","2023-05-16",5,8,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BigCapitalUnknownException"
"82","Sebastian","java","CapitaInformer.java","2023-10-03","2023-05-16",47,96,805,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,2,2,0,0,0,1,0,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"CapitalUnknownException"
"83","Sebastian","java","CapitalEnumDoesNotExistException.java","2023-10-03","2023-05-16",9,14,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CapitalEnumDoesNotExistException"
"84","Sebastian","java","CapitalUnknownException.java","2023-10-03","2023-05-16",9,18,189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CapitalUnknownException"
"85","Sebastian","java","Countries.java","2023-10-03","2023-05-16",27,60,563,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CapitalEnumDoesNotExistException"
"86","Sebastian","java","HumanCapitaInformer.java","2023-10-03","2023-05-16",22,40,432,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1,"HumanCapitaInformer"
"87","Sebastian","java","ArrayDemonstrator.java","2023-10-03","2023-05-16",129,308,2850,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,14,2,0,1,0,2,0,0,0,11,1,4,0,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,331,14,0,0,"ArrayDemonstrator"
"88","Sebastian","java","ClassWithFieldsFromSamePackage.java","2023-10-03","2023-05-16",49,128,1137,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,0,7,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,3,1,"ClassWithFieldsFromSamePackage"
"89","Sebastian","java","ClassWithStaticAndNonStaticContent.java","2023-10-03","2023-05-16",46,165,1570,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,10,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,8,335,2,"ClassWithStaticAndNonStaticContent"
"90","Sebastian","java","ArrayDemonstrator.java","2023-10-03","2023-05-16",124,441,2898,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,14,2,0,1,0,1,0,0,0,11,1,4,0,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362,15,0,0,"ArrayDemonstrator"
"91","Sebastian","java","ClassWithFieldsFromSamePackage.java","2023-10-03","2023-05-16",44,128,1111,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,0,7,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,3,1,"ClassWithFieldsFromSamePackage"
"92","Sebastian","java","ClassWithStaticAndNonStaticContent.java","2023-10-03","2023-05-16",48,173,1572,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,10,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,9,335,2,"ClassWithStaticAndNonStaticContent"
"93","Sebastian","java","Performance.java","2023-10-03","2023-05-16",217,675,6515,0,0,1,0,0,0,0,0,2,0,0,31,1,0,0,0,2,0,17,2,0,7,0,5,0,6,0,22,1,8,0,8,2,0,12,0,0,0,2,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,9,0,0,"REMOVE_BY_ITERATOR_FACTOR"
"94","Sebastian","java","ListsDemonstrator.java","2023-10-03","2023-05-16",202,496,5711,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,5,8,0,10,0,1,0,0,0,16,1,1,0,5,1,0,4,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,10,631,3,"ListsDemonstrator"
"95","Sebastian","java","Person.java","2023-10-03","2023-05-16",77,189,1403,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,5,1,2,1,6,0,0,0,2,1,5,0,9,10,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,249,1,"externalPerson"
"96","Sebastian","java","PersonComparator.java","2023-10-03","2023-05-16",12,21,257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PersonComparator"
"97","Sebastian","java","Car.java","2023-10-03","2023-05-16",55,163,1110,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,9,1,0,0,4,0,0,0,0,1,2,0,6,11,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,0,"implements"
"98","Sebastian","java","ExperimentalObject.java","2023-10-03","2023-05-16",39,95,685,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,1,1,1,5,7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,"ExperimentalObject"
"99","Sebastian","java","NaiveExperimentalObject.java","2023-10-03","2023-05-16",21,57,600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,4,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3,0,0,"NaiveExperimentalObject"
"100","Sebastian","java","SetMapDemonstrator.java","2023-10-03","2023-05-16",124,252,3302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,12,1,5,0,2,1,0,6,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,411,2,"NaiveExperimentalObject"
"101","Sebastian","java","Circle.java","2023-10-03","2023-05-16",31,79,639,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,1,"implementacja"
"102","Sebastian","java","Shape.java","2023-10-03","2023-05-16",9,17,186,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"protected"
"103","Sebastian","java","ShapeVisitor.java","2023-10-03","2023-05-16",6,13,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ShapeVisitor"
"104","Sebastian","java","ShapeVisitorImpl.java","2023-10-03","2023-05-16",42,155,1189,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"ShapeVisitorImpl"
"105","Sebastian","java","Square.java","2023-10-03","2023-05-16",31,79,592,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,1,"implementacja"
"106","Sebastian","java","VisitorDemonstrator.java","2023-10-03","2023-05-16",64,156,1488,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,4,2,0,0,0,0,4,1,3,0,2,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,454,2,"VisitorDemonstrator"
"107","Sebastian","java","Animal.java","2023-10-03","2023-05-16",19,47,369,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"abstract"
"108","Sebastian","java","Cat.java","2023-10-03","2023-05-16",5,9,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"package"
"109","Sebastian","java","Dog.java","2023-10-03","2023-05-16",5,8,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"package"
"110","Sebastian","java","Human.java","2023-10-03","2023-05-16",49,97,798,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,2,0,7,4,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,"instanceof"
"111","Sebastian","java","HumanVisitable.java","2023-10-03","2023-05-16",6,17,188,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HumanVisitable"
"112","Sebastian","java","Man.java","2023-10-03","2023-05-16",9,15,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"package"
"113","Sebastian","java","StudyingWomanVisitor.java","2023-10-03","2023-05-16",24,44,539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,2,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StudyingWomanVisitor"
"114","Sebastian","java","Woman.java","2023-10-03","2023-05-16",25,44,444,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"package"
"115","Sebastian","java","Car.java","2023-10-03","2023-05-16",22,51,420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enginePower"
"116","Sebastian","java","EnginePowerComparedCar.java","2023-10-03","2023-05-16",14,40,416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EnginePowerComparedCar"
"117","Sebastian","java","EqualsHashGenerator.java","2023-10-03","2023-05-16",30,68,621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,3,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,"EqualsHashGenerator"
"118","Sebastian","java","NameComparedCar.java","2023-10-03","2023-05-16",14,30,344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NameComparedCar"
"119","Sebastian","java","Citizen.java","2023-10-03","2023-05-16",32,93,695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,3,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"protected"
"120","Sebastian","java","IdIdentifiedCitizen.java","2023-10-03","2023-05-16",28,72,651,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,51,1,0,0,"IdIdentifiedCitizen"
"121","Sebastian","java","NameSurnameIdentifiedCitizen.java","2023-10-03","2023-05-16",31,89,946,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,14,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,5,61,1,0,0,"NameSurnameIdentifiedCitizen"
"122","Sebastian","java","Animal.java","2023-10-03","2023-05-16",27,61,518,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,1,2,0,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,"abstract"
"123","Sebastian","java","Obywatel.java","2023-10-03","2023-05-16",22,54,481,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"protected"
"124","Sebastian","java","ObywatelIndetyfikowanyPrzezId.java","2023-10-03","2023-05-16",13,30,366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ObywatelIndetyfikowanyPrzezId"
"125","Sebastian","java","ObywatelIndetyfikowanyPrzezInstancje.java","2023-10-03","2023-05-16",9,18,270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ObywatelIndetyfikowanyPrzezInstancje"
"126","Sebastian","java","ObywatelIndetyfikowanyPrzezPersonalia.java","2023-10-03","2023-05-16",9,18,271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ObywatelIndetyfikowanyPrzezPersonalia"
"127","Sebastian","java","EqualsListDemonstrator.java","2023-10-03","2023-05-16",89,292,3915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,16,1,3,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,6,0,0,"fifthCitizenDoubledWithFirst"
"128","Sebastian","java","ListDemonstrator.java","2023-10-03","2023-05-16",189,432,5133,0,0,0,1,0,0,1,0,1,0,0,5,0,1,0,0,0,0,8,8,0,18,1,4,0,0,0,18,1,8,0,3,3,0,9,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,142,6,0,0,"StudyingWomanVisitor"
"129","Sebastian","java","MapDemonstrator.java","2023-10-03","2023-05-16",52,110,1306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MapDemonstrator"
"130","Sebastian","java","PerformanceMeter.java","2023-10-03","2023-05-16",77,179,4722,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,62,0,0,21,0,0,0,2,0,0,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"performanceMeterTask"
"131","Sebastian","java","PerformanceMeterTask.java","2023-10-03","2023-05-16",21,54,479,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PerformanceMeterTask"
"132","Sebastian","java","CollectionPerformanceTask.java","2023-10-03","2023-05-16",32,72,896,4,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,6,0,0,5,0,0,0,0,0,1,1,1,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,"CollectionPerformanceTask"
"133","Sebastian","java","AddPerformanceTask.java","2023-10-03","2023-05-16",84,192,1964,2,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,8,6,1,6,0,5,0,0,0,2,1,4,1,8,8,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,57,1,0,0,"CollectionPerformanceTask"
"134","Sebastian","java","ArrayListAddPerformanceTask.java","2023-10-03","2023-05-16",17,31,417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ArrayListAddPerformanceTask"
"135","Sebastian","java","LinkedListAddPerformanceTask.java","2023-10-03","2023-05-16",19,33,510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LinkedListAddPerformanceTask"
