ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,Date,year,month,day,week_number,day-name,Time(Minutes),SleepMinutes,CoffeeCups,EnergyLevelMorning,EnergyLevelEvening,Productivity,StepsCount,Meeting,Projects,Tests,NumberOfLecturesToday,SportActivity,WorkingHours,WeekDay,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
2023-10-24T13:38:29Z,0611wiki,android,2818.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,appload,backbtn,True,1.0,False,1698154704.0,False,2023-10-24,2023,10,24,43,Tuesday,0.04697,380,0,5,4,High,6493,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-24T13:48:11Z,0611wiki,android,206166.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,trackdone,trackdone,True,0.0,False,1698155084.0,False,2023-10-24,2023,10,24,43,Tuesday,3.4361,380,0,5,4,High,6493,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-24T18:50:42Z,0611wiki,android,255.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,backbtn,backbtn,True,1.0,False,1698173442.0,False,2023-10-24,2023,10,24,43,Tuesday,0.00425,380,0,5,4,High,6493,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-24T19:00:24Z,0611wiki,android,206166.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,trackdone,trackdone,True,0.0,False,1698173818.0,False,2023-10-24,2023,10,24,43,Tuesday,3.4361,380,0,5,4,High,6493,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-24T23:36:23Z,0611wiki,android,206166.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,trackdone,trackdone,True,0.0,False,1698190376.0,False,2023-10-24,2023,10,24,43,Tuesday,3.4361,380,0,5,4,High,6493,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-24T23:26:41Z,0611wiki,android,267.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,backbtn,backbtn,True,1.0,False,1698190001.0,False,2023-10-24,2023,10,24,43,Tuesday,0.00445,380,0,5,4,High,6493,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-25T19:42:01Z,0611wiki,android,206166.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,trackdone,trackdone,True,0.0,False,1698262715.0,False,2023-10-25,2023,10,25,43,Wednesday,3.4361,560,0,7,9,Medium,8461,0,1,0,3.0,0,0.0,Wednesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-25T15:47:02Z,0611wiki,android,23.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,backbtn,backbtn,True,1.0,False,1698248822.0,False,2023-10-25,2023,10,25,43,Wednesday,0.00038,560,0,7,9,Medium,8461,0,1,0,3.0,0,0.0,Wednesday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-26T21:52:15Z,0611wiki,android,417.0,PL,188.146.248.196,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,backbtn,backbtn,True,1.0,False,1698357135.0,False,2023-10-26,2023,10,26,43,Thursday,0.00695,350,0,7,8,High,8611,1,0,0,2.0,0,4.0,Thursday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-28T08:36:33Z,0611wiki,android,206166.0,PL,188.146.6.3,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,trackdone,trackdone,True,0.0,False,1698481986.0,False,2023-10-28,2023,10,28,43,Saturday,3.4361,400,0,9,9,Medium,9161,0,0,0,1.0,0,0.0,Saturday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-28T09:16:10Z,0611wiki,android,280.0,PL,188.146.6.3,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,backbtn,backbtn,True,1.0,False,1698484570.0,False,2023-10-28,2023,10,28,43,Saturday,0.00467,400,0,9,9,Medium,9161,0,0,0,1.0,0,0.0,Saturday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-29T17:24:07Z,0611wiki,android,1176.0,PL,37.30.0.205,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,fwdbtn,backbtn,True,1.0,False,1698600246.0,False,2023-10-29,2023,10,29,43,Sunday,0.0196,340,0,7,9,Medium,8924,0,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-29T17:40:44Z,0611wiki,android,0.0,PL,37.30.0.205,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,backbtn,fwdbtn,True,1.0,False,1698601243.0,False,2023-10-29,2023,10,29,43,Sunday,0.0,340,0,7,9,Medium,8924,0,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-29T17:31:50Z,0611wiki,android,206166.0,PL,37.30.0.205,unknown,Shower,Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,,,,trackdone,trackdone,True,0.0,False,1698600504.0,False,2023-10-29,2023,10,29,43,Sunday,3.4361,340,0,7,9,Medium,8924,0,0,0,0.0,1,0.0,Sunday,"{'acousticness': 0.0317, 'instrumentalness': 3.59e-05, 'energy': 0.529, 'danceability': 0.699, 'liveness': 0.285, 'loudness': -7.548, 'speechiness': 0.0487, 'valence': 0.121}",0.034040049713619194,3.59e-05,0.529,0.6890034364261168,0.37953029863728616,0.4833524684270952,0.0855595667870036,0.08825121819166215,2014-04-23,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
2023-10-09T18:29:17Z,0611wiki,android,55635.0,PL,188.146.106.49,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,trackdone,logout,True,0.0,False,1696875498.0,False,2023-10-09,2023,10,9,41,Monday,0.92725,390,0,4,5,High,5928,0,0,0,7.0,0,0.0,Monday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-09T18:45:34Z,0611wiki,android,189306.0,PL,188.146.106.49,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,trackdone,trackdone,True,0.0,False,1696876944.0,False,2023-10-09,2023,10,9,41,Monday,3.1551,390,0,4,5,High,5928,0,0,0,7.0,0,0.0,Monday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-09T18:46:35Z,0611wiki,android,0.0,PL,188.146.106.49,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,backbtn,backbtn,True,1.0,False,1696877195.0,False,2023-10-09,2023,10,9,41,Monday,0.0,390,0,4,5,High,5928,0,0,0,7.0,0,0.0,Monday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-10T18:40:55Z,0611wiki,android,119300.0,PL,188.146.123.54,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,trackdone,logout,True,0.0,False,1696962013.0,False,2023-10-10,2023,10,10,41,Tuesday,1.98833,360,0,6,4,High,6271,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-10T19:14:43Z,0611wiki,android,189905.0,PL,188.146.123.54,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,appload,trackdone,True,0.0,False,1696965090.0,False,2023-10-10,2023,10,10,41,Tuesday,3.16508,360,0,6,4,High,6271,0,0,0,4.0,0,4.0,Tuesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-11T05:48:52Z,0611wiki,android,356.0,PL,188.146.123.54,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,backbtn,backbtn,True,1.0,False,1697003332.0,False,2023-10-11,2023,10,11,41,Wednesday,0.00593,360,0,6,9,Medium,8592,0,0,0,4.0,0,2.0,Wednesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-11T05:55:06Z,0611wiki,android,189306.0,PL,188.146.123.54,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,trackdone,trackdone,True,0.0,False,1697003517.0,False,2023-10-11,2023,10,11,41,Wednesday,3.1551,360,0,6,9,Medium,8592,0,0,0,4.0,0,2.0,Wednesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-11T06:14:15Z,0611wiki,android,405.0,PL,188.146.123.54,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,backbtn,backbtn,True,1.0,False,1697004896.0,False,2023-10-11,2023,10,11,41,Wednesday,0.00675,360,0,6,9,Medium,8592,0,0,0,4.0,0,2.0,Wednesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-11T16:45:57Z,0611wiki,android,64.0,PL,188.146.120.152,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,backbtn,backbtn,True,1.0,False,1697042758.0,False,2023-10-11,2023,10,11,41,Wednesday,0.00107,360,0,6,9,Medium,8592,0,0,0,4.0,0,2.0,Wednesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
2023-10-11T17:59:35Z,0611wiki,android,78580.0,PL,188.146.120.152,unknown,OK,Robin Schulz,OK,spotify:track:3bWAqKDWg6u1davspr5IkS,,,,trackdone,logout,True,0.0,False,1697046445.0,False,2023-10-11,2023,10,11,41,Wednesday,1.30967,360,0,6,9,Medium,8592,0,0,0,4.0,0,2.0,Wednesday,"{'acousticness': 0.118, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.653, 'liveness': 0.126, 'loudness': -6.032, 'speechiness': 0.0558, 'valence': 0.583}",0.12694358666861158,0.0,0.81,0.6099656357388317,0.14902870397216586,0.6076759061833688,0.11119133574007223,0.5885219274499187,2017-05-19,https://p.scdn.co/mp3-preview/93d623fe58c1e47bb6ea394928ef3d7638334395?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2737fd57367322c558ca19c9ed8,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/5IgTY4yg7QK2kVVNrztnmo,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
