spotify_track_uri,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
spotify:track:6ZANrVuAMp2rpjhfbOuJly,"{'acousticness': 0.0223, 'instrumentalness': 0, 'energy': 0.593, 'danceability': 0.672, 'liveness': 0.214, 'loudness': -4.01, 'speechiness': 0.0304, 'valence': 0.438}",0.0223,0.0,0.593,0.672,0.214,-4.01,0.0304,0.438,2015-10-09,,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84,https://i.scdn.co/image/ab6761610000e5eb0c8eb928813cd06614c0710d,https://open.spotify.com/album/3Kbuu2tHsIbplFUkB7a5oE,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx
spotify:track:5MqFJxMwbZ5nyNogTDVTeL,"{'acousticness': 0.0529, 'instrumentalness': 2.31e-06, 'energy': 0.808, 'danceability': 0.699, 'liveness': 0.08, 'loudness': -5.443, 'speechiness': 0.028, 'valence': 0.529}",0.0529,2.31e-06,0.808,0.699,0.08,-5.443,0.028,0.529,2018-06-08,https://p.scdn.co/mp3-preview/cf74403cd22ac0d446a2944233f17bdf62453828?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2731873d0f019b46a94c4005116,https://i.scdn.co/image/ab6761610000e5eb9bd1eb252ee37cd2210f5b7a,https://open.spotify.com/album/7ET7e5HyrIWHf7wqWtOOa5,https://open.spotify.com/artist/1lmjruOcvyQRZNIKUOlf68
spotify:track:3U4isOIWM3VvDubwSI3y7a,"{'acousticness': 0.922, 'instrumentalness': 0, 'energy': 0.264, 'danceability': 0.422, 'liveness': 0.132, 'loudness': -7.064, 'speechiness': 0.0322, 'valence': 0.331}",0.922,0.0,0.264,0.422,0.132,-7.064,0.0322,0.331,2013-08-30,https://p.scdn.co/mp3-preview/29f542e5e8b4b6bb7e4e71a52bc3ff35b6b962ad?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,https://i.scdn.co/image/ab6761610000e5ebba10593e25ec51a3ba4296a0,https://open.spotify.com/album/4OTAx9un4e6NfoHuVRiOrC,https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t
spotify:track:2175SEVUYi90KNKHX4NqmV,"{'acousticness': 0.0516, 'instrumentalness': 0, 'energy': 0.81, 'danceability': 0.402, 'liveness': 0.713, 'loudness': -4.839, 'speechiness': 0.0792, 'valence': 0.572}",0.0516,0.0,0.81,0.402,0.713,-4.839,0.0792,0.572,2013-01-01,,https://i.scdn.co/image/ab67616d0000b273a358003c337056b9965a9c0f,https://i.scdn.co/image/ab6761610000e5eb5769c8fcb7cb9e65c7eb6b72,https://open.spotify.com/album/2hc2nl6opteMmG3LCDVt0e,https://open.spotify.com/artist/3ao3jf5d70Tf4fPh2bnXVl
spotify:track:6sxptembJVty4sNtcPMAVz,"{'acousticness': 0.581, 'instrumentalness': 0, 'energy': 0.639, 'danceability': 0.657, 'liveness': 0.278, 'loudness': -7.527, 'speechiness': 0.0412, 'valence': 0.674}",0.581,0.0,0.639,0.657,0.278,-7.527,0.0412,0.674,1997-11-04,,https://i.scdn.co/image/ab67616d0000b273aaf012d56b8c72658da6c45f,https://i.scdn.co/image/ab6761610000e5eb01022f4092cb96e0a91811a5,https://open.spotify.com/album/4UMe0Ods7kygK6OISasZe9,https://open.spotify.com/artist/5e4Dhzv426EvQe3aDb64jL
spotify:track:6w8pFOKn42O418qwcQElZ3,"{'acousticness': 0.183, 'instrumentalness': 0, 'energy': 0.729, 'danceability': 0.518, 'liveness': 0.0643, 'loudness': -7.193, 'speechiness': 0.0452, 'valence': 0.343}",0.183,0.0,0.729,0.518,0.0643,-7.193,0.0452,0.343,2019-03-22,,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247,https://i.scdn.co/image/ab6761610000e5eb4fc14e184f9e05ba0676ddee,https://open.spotify.com/album/61G7KL6rpj167r6H4CzS8C,https://open.spotify.com/artist/3QSQFmccmX81fWCUSPTS7y
spotify:track:6hEJvWfNOvTUhLuV1Or1of,"{'acousticness': 0.0361, 'instrumentalness': 0.0274, 'energy': 0.922, 'danceability': 0.832, 'liveness': 0.109, 'loudness': -3.866, 'speechiness': 0.0712, 'valence': 0.716}",0.0361,0.0274,0.922,0.832,0.109,-3.866,0.0712,0.716,2021-04-09,https://p.scdn.co/mp3-preview/105556269db8065f39f5d17b348475f8bb19051b?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b27393af95aa2aee7c636737ddab,https://i.scdn.co/image/ab6761610000e5ebfa51bf7930d09bbb4316762c,https://open.spotify.com/album/2tlaSaJ2IdkVS7agsPP8uJ,https://open.spotify.com/artist/53cQZtWDwDJwVCNZlfJ6Qk
spotify:track:04aAxqtGp5pv12UXAg4pkq,"{'acousticness': 0.00359, 'instrumentalness': 0, 'energy': 0.858, 'danceability': 0.393, 'liveness': 0.102, 'loudness': -2.868, 'speechiness': 0.0729, 'valence': 0.56}",0.00359,0.0,0.858,0.393,0.102,-2.868,0.0729,0.56,2015-01-20,,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,https://open.spotify.com/album/022DrG7Wp2PSCwzuD0bSzT,https://open.spotify.com/artist/4UXqAaa6dQYAk18Lv7PEgX
spotify:track:14iN3o8ptQ8cFVZTEmyQRV,"{'acousticness': 0.00223, 'instrumentalness': 0, 'energy': 0.76, 'danceability': 0.699, 'liveness': 0.132, 'loudness': -3.173, 'speechiness': 0.0677, 'valence': 0.696}",0.00223,0.0,0.76,0.699,0.132,-3.173,0.0677,0.696,2008-06-17,,https://i.scdn.co/image/ab67616d0000b2733f97d4244eff5852477d9ee0,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,https://open.spotify.com/album/3OALgjCs6Lqw41853v4wEQ,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
spotify:track:0aIW3ekrhK1eh3BYCh11op,"{'acousticness': 0.824, 'instrumentalness': 3.87e-06, 'energy': 0.333, 'danceability': 0.543, 'liveness': 0.168, 'loudness': -9.355, 'speechiness': 0.0272, 'valence': 0.261}",0.824,3.87e-06,0.333,0.543,0.168,-9.355,0.0272,0.261,2017-04-28,https://p.scdn.co/mp3-preview/abbde6e4f7a4d3cb47808101020418bd506d0e9d?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273ab43ce4feed57aa8ada5e148,https://i.scdn.co/image/ab6761610000e5eb8d83a0ba64b16668e1697157,https://open.spotify.com/album/4nof0TI1S49a6Gogj33yue,https://open.spotify.com/artist/21aa4pj9BvbFB2iT8kRpnq
spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,"{'acousticness': 0.103, 'instrumentalness': 0, 'energy': 0.703, 'danceability': 0.76, 'liveness': 0.0913, 'loudness': -5.412, 'speechiness': 0.054, 'valence': 0.57}",0.103,0.0,0.703,0.76,0.0913,-5.412,0.054,0.57,2014-01-01,,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4,https://open.spotify.com/album/1yGbNOtRIgdIiGHOEBaZWf,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02
spotify:track:2hrUO4drrO63i7FYbCLBl2,"{'acousticness': 0.383, 'instrumentalness': 0, 'energy': 0.73, 'danceability': 0.717, 'liveness': 0.398, 'loudness': -4.729, 'speechiness': 0.0568, 'valence': 0.792}",0.383,0.0,0.73,0.717,0.398,-4.729,0.0568,0.792,2018-11-30,https://p.scdn.co/mp3-preview/dbf4049b4e6c037a9f03f7ce5299e9512d2ae8fa?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,https://i.scdn.co/image/ab6761610000e5eb7a487027eb0c10af725d5410,https://open.spotify.com/album/1MvF4ulZKH7SaDQs9rE5nc,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM
spotify:track:0lYS1tJg3r6ATe9bRPB0Hu,"{'acousticness': 0.0125, 'instrumentalness': 3.09e-05, 'energy': 0.81, 'danceability': 0.627, 'liveness': 0.111, 'loudness': -5.296, 'speechiness': 0.0431, 'valence': 0.409}",0.0125,3.09e-05,0.81,0.627,0.111,-5.296,0.0431,0.409,2010-01-01,,https://i.scdn.co/image/ab67616d0000b2731c81fdc68cd5a76ef88508ce,https://i.scdn.co/image/469b6a74f5ddca9560e9f5137842e3772c8576c0,https://open.spotify.com/album/6r8008bnpeLNfHdYCKtPK0,https://open.spotify.com/artist/6dJeKm76NjfXBNTpHmOhfO
spotify:track:3kSXn1osC89W8JcPLozTzs,"{'acousticness': 0.146, 'instrumentalness': 0.000451, 'energy': 0.897, 'danceability': 0.506, 'liveness': 0.0868, 'loudness': -4.632, 'speechiness': 0.26, 'valence': 0.525}",0.146,0.000451,0.897,0.506,0.0868,-4.632,0.26,0.525,2016-01-01,https://p.scdn.co/mp3-preview/534a2ea5bc6bd2f848d8aa272779abdeac7c2b28?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273a9e4d7fae5dfcc8f9cc96bc9,https://i.scdn.co/image/ab6761610000e5eb5ddf92e6953b78169793580a,https://open.spotify.com/album/0mFDIOqypzHp6Xd0el1hoT,https://open.spotify.com/artist/3QLIkT4rD2FMusaqmkepbq
spotify:track:7ySQMmekH58Y7Vn4InRG7r,"{'acousticness': 0.0893, 'instrumentalness': 0, 'energy': 0.59, 'danceability': 0.616, 'liveness': 0.0883, 'loudness': -5.548, 'speechiness': 0.0294, 'valence': 0.198}",0.0893,0.0,0.59,0.616,0.0883,-5.548,0.0294,0.198,2010-11-19,https://p.scdn.co/mp3-preview/ffb96e5eeafde402fc159c438983c485f60a7cd8?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2733556ff5e46e50eb27be71ebe,https://i.scdn.co/image/ab6761610000e5eb8e32655d5ee8021c812b0f74,https://open.spotify.com/album/0pGumY11G8OGH05ti6jh23,https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX
spotify:track:6ft4hAq6yde8jPZY2i5zLr,"{'acousticness': 0.0689, 'instrumentalness': 0, 'energy': 0.595, 'danceability': 0.632, 'liveness': 0.209, 'loudness': -7.644, 'speechiness': 0.0401, 'valence': 0.435}",0.0689,0.0,0.595,0.632,0.209,-7.644,0.0401,0.435,2020-10-30,,https://i.scdn.co/image/ab67616d0000b273b6567be9f8b996a2b5f9b7fa,https://i.scdn.co/image/ab6761610000e5eb15c5994b69ff1f930756bd1f,https://open.spotify.com/album/15sy3XQFShOFiDpKoxByyA,https://open.spotify.com/artist/0xRXCcSX89eobfrshSVdyu
spotify:track:1mXuMM6zjPgjL4asbBsgnt,"{'acousticness': 0.141, 'instrumentalness': 0, 'energy': 0.832, 'danceability': 0.638, 'liveness': 0.113, 'loudness': -5.039, 'speechiness': 0.049, 'valence': 0.648}",0.141,0.0,0.832,0.638,0.113,-5.039,0.049,0.648,2010-08-24,,https://i.scdn.co/image/ab67616d0000b273f619042d5f6b2149a4f5e0ca,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,https://open.spotify.com/album/06SY6Ke6mXzZHhURLVU57R,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
spotify:track:4LiJE6pqgsTX3FtukW6bNh,"{'acousticness': 0.00645, 'instrumentalness': 7.28e-05, 'energy': 0.923, 'danceability': 0.621, 'liveness': 0.108, 'loudness': -3.124, 'speechiness': 0.0321, 'valence': 0.716}",0.00645,7.28e-05,0.923,0.621,0.108,-3.124,0.0321,0.716,2008-04-01,https://p.scdn.co/mp3-preview/afdcb90204b485a895ed158e5d5e5ed5920e2630?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2731b4832ff077ed4c910176403,https://i.scdn.co/image/ab6761610000e5ebc0927a09248d75b7cda51193,https://open.spotify.com/album/6hfmJS7B3wWyQXfMoNuHIA,https://open.spotify.com/artist/6SsTlCsuCYleNza6xGwynu
spotify:track:5YJtMNWKe55yr49cyJgxva,"{'acousticness': 0.00281, 'instrumentalness': 1.29e-05, 'energy': 0.976, 'danceability': 0.633, 'liveness': 0.382, 'loudness': -5.362, 'speechiness': 0.0519, 'valence': 0.493}",0.00281,1.29e-05,0.976,0.633,0.382,-5.362,0.0519,0.493,2010-02-12,https://p.scdn.co/mp3-preview/5c620922d3b2422a7143f75d5d143a48ab2910b7?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273e0c8b75abb6704283aa645aa,https://i.scdn.co/image/ab6761610000e5eba753dbba29da937cc0f4224b,https://open.spotify.com/album/2unbJ7dUr9mITQiMwWFqQD,https://open.spotify.com/artist/0N0d3kjwdY2h7UVuTdJGfp
spotify:track:6liNJDyWJjyHAgDnAX95bw,"{'acousticness': 0.0242, 'instrumentalness': 0, 'energy': 0.827, 'danceability': 0.596, 'liveness': 0.0958, 'loudness': -4.402, 'speechiness': 0.0372, 'valence': 0.329}",0.0242,0.0,0.827,0.596,0.0958,-4.402,0.0372,0.329,2014-09-09,https://p.scdn.co/mp3-preview/f5d7214b8be8638079e713d1b05004148b4ff25a?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03,https://i.scdn.co/image/ab6761610000e5eb8f074ec8c25406680bf26422,https://open.spotify.com/album/5S9b8euumqMhQbMk0zzQdH,https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT
spotify:track:72gv4zhNvRVdQA0eOenCal,"{'acousticness': 0.239, 'instrumentalness': 1.41e-05, 'energy': 0.605, 'danceability': 0.715, 'liveness': 0.189, 'loudness': -5.128, 'speechiness': 0.0428, 'valence': 0.454}",0.239,1.41e-05,0.605,0.715,0.189,-5.128,0.0428,0.454,2018-11-30,https://p.scdn.co/mp3-preview/582525d17cae952887337a1fcdf0e4763bf9ad1a?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,https://i.scdn.co/image/ab6761610000e5eb7a487027eb0c10af725d5410,https://open.spotify.com/album/1MvF4ulZKH7SaDQs9rE5nc,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM
spotify:track:0iGckQFyv6svOfAbAY9aWJ,"{'acousticness': 7.95e-05, 'instrumentalness': 0, 'energy': 0.841, 'danceability': 0.706, 'liveness': 0.0688, 'loudness': -3.956, 'speechiness': 0.0418, 'valence': 0.861}",7.95e-05,0.0,0.841,0.706,0.0688,-3.956,0.0418,0.861,2008-06-17,,https://i.scdn.co/image/ab67616d0000b2733f97d4244eff5852477d9ee0,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,https://open.spotify.com/album/3OALgjCs6Lqw41853v4wEQ,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
spotify:track:0pqnGHJpmpxLKifKRmU6WP,"{'acousticness': 0.0622, 'instrumentalness': 0, 'energy': 0.78, 'danceability': 0.776, 'liveness': 0.081, 'loudness': -4.374, 'speechiness': 0.128, 'valence': 0.666}",0.0622,0.0,0.78,0.776,0.081,-4.374,0.128,0.666,2017-06-23,,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,https://open.spotify.com/album/33pt9HBdGlAbRGBHQgsZsU,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
spotify:track:0iVkWge9ytV4Scgy2hQ2za,"{'acousticness': 0.225, 'instrumentalness': 2.9e-06, 'energy': 0.851, 'danceability': 0.56, 'liveness': 0.177, 'loudness': -2.851, 'speechiness': 0.0486, 'valence': 0.461}",0.225,2.9e-06,0.851,0.56,0.177,-2.851,0.0486,0.461,2021-09-17,https://p.scdn.co/mp3-preview/8f159966b6de80b4477ffa17d06dcf9f1c229786?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273eb5428bc5eab39cdcd0ef60f,https://i.scdn.co/image/ab6761610000e5eb8d28729d3ad41b0f64bed0ce,https://open.spotify.com/album/06J9dABYtcM4blnT4cIpsS,https://open.spotify.com/artist/4AKwRarlmsUlLjIwt38NLw
spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"{'acousticness': 0.0103, 'instrumentalness': 0, 'energy': 0.67, 'danceability': 0.781, 'liveness': 0.0761, 'loudness': -3.912, 'speechiness': 0.0452, 'valence': 0.595}",0.0103,0.0,0.67,0.781,0.0761,-3.912,0.0452,0.595,2020-11-27,https://p.scdn.co/mp3-preview/cd0c535e75a018a3e0d8d57045834e1098bb6353?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,https://i.scdn.co/image/ab6761610000e5ebb5af3b38f053486ab0784dee,https://open.spotify.com/album/5BRhg6NSEZOj0BR6Iz56fR,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6
spotify:track:2REu6wX4KKrG6uGlTKVqu6,"{'acousticness': 0.0302, 'instrumentalness': 8.97e-06, 'energy': 0.701, 'danceability': 0.5, 'liveness': 0.307, 'loudness': -6.261, 'speechiness': 0.0499, 'valence': 0.159}",0.0302,8.97e-06,0.701,0.5,0.307,-6.261,0.0499,0.159,2021-02-26,https://p.scdn.co/mp3-preview/9113c78e9dae176c5c5b83c5e2c5dae2d859d7ac?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273307d9c005872ca234cea3340,https://i.scdn.co/image/ab6761610000e5eb82c0d0d4ef6742997f03d678,https://open.spotify.com/album/2QC9gnxGo0MnJ98mLTOf6c,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
spotify:track:62yJjFtgkhUrXktIoSjgP2,"{'acousticness': 0.106, 'instrumentalness': 0.000108, 'energy': 0.784, 'danceability': 0.448, 'liveness': 0.668, 'loudness': -3.686, 'speechiness': 0.0627, 'valence': 0.236}",0.106,0.000108,0.784,0.448,0.668,-3.686,0.0627,0.236,2012-09-04,,https://i.scdn.co/image/ab67616d0000b273407bd04707c463bbb3410737,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,https://open.spotify.com/album/6nxDQi0FeEwccEPJeNySoS,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
spotify:track:01AnaOESGIDMJiTXrvAY1M,"{'acousticness': 0.282, 'instrumentalness': 0.00796, 'energy': 0.821, 'danceability': 0.861, 'liveness': 0.0792, 'loudness': -5.087, 'speechiness': 0.0362, 'valence': 0.946}",0.282,0.00796,0.821,0.861,0.0792,-5.087,0.0362,0.946,2021-10-08,https://p.scdn.co/mp3-preview/8aa25064628a44dc348bf73c91c8b877cb0392d2?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273d4ed02593bca84d272380d0a,https://i.scdn.co/image/ab6761610000e5eb1e750818da963286ae7d8cf9,https://open.spotify.com/album/1JMUTCafIMR1CBljcpwyte,https://open.spotify.com/artist/1o3ck5WMNcRSP9Khfy5o7u
spotify:track:6FB3v4YcR57y4tXFcdxI1E,"{'acousticness': 0.00454, 'instrumentalness': 2.25e-06, 'energy': 0.469, 'danceability': 0.622, 'liveness': 0.0335, 'loudness': -6.798, 'speechiness': 0.0363, 'valence': 0.679}",0.00454,2.25e-06,0.469,0.622,0.0335,-6.798,0.0363,0.679,2012-10-22,,https://i.scdn.co/image/ab67616d0000b2731c248e90c3e569f90aef9dec,https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4,https://open.spotify.com/album/4jTYApZPMapg56gRycOn0D,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02
spotify:track:7xoUc6faLbCqZO6fQEYprd,"{'acousticness': 0.093, 'instrumentalness': 1.65e-06, 'energy': 0.593, 'danceability': 0.628, 'liveness': 0.096, 'loudness': -5.036, 'speechiness': 0.0323, 'valence': 0.104}",0.093,1.65e-06,0.593,0.628,0.096,-5.036,0.0323,0.104,2014-08-25,,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,https://i.scdn.co/image/ab6761610000e5ebd254ca4d4fb43ef3051be3d7,https://open.spotify.com/album/6EVYTRG1drKdO8OnIQBeEj,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
