spotify_track_uri,audio_features,acousticness,instrumentalness,energy,danceability,liveness,loudness,speechiness,valence,release_date,preview_url,album_cover,artists_photo,album_on_spotify,artist_on_spotify
spotify:track:1JDIArrcepzWDTAWXdGYmP,"{'acousticness': 0.00537, 'instrumentalness': 6.62e-06, 'energy': 0.846, 'danceability': 0.58, 'liveness': 0.145, 'loudness': -2.876, 'speechiness': 0.0573, 'valence': 0.366}",0.00537,6.62e-06,0.846,0.58,0.145,-2.876,0.0573,0.366,2015-05-18,,https://i.scdn.co/image/ab67616d0000b273d040bc5b46915b49a64d7b1d,https://i.scdn.co/image/ab6761610000e5ebf801e3d9ecb568a1c3c62393,https://open.spotify.com/album/4jKdXIJckKh7la6xHuKwRT,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq
spotify:track:7qEHsqek33rTcFNT9PFqLf,"{'acousticness': 0.751, 'instrumentalness': 0, 'energy': 0.405, 'danceability': 0.501, 'liveness': 0.105, 'loudness': -5.679, 'speechiness': 0.0319, 'valence': 0.446}",0.751,0.0,0.405,0.501,0.105,-5.679,0.0319,0.446,2019-05-17,,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28,https://open.spotify.com/album/5658aM19fA3JVwTK6eQX70,https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB
spotify:track:0tb0RHrF4IpwPJOKYxnxxe,"{'acousticness': 0.162, 'instrumentalness': 0, 'energy': 0.793, 'danceability': 0.723, 'liveness': 0.442, 'loudness': -6.95, 'speechiness': 0.0287, 'valence': 0.893}",0.162,0.0,0.793,0.723,0.442,-6.95,0.0287,0.893,2023-01-20,https://p.scdn.co/mp3-preview/c121500967eba42e4040089f2fee5eeba653b3e2?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b27350e6021cfcb26eb4b302e9f3,https://i.scdn.co/image/ab6761610000e5eb621d6145ebe2b0ba121a0c4f,https://open.spotify.com/album/3zNr5IOpeOlfhpAHYz4ihP,https://open.spotify.com/artist/6zcWVbyNT0z94MBffsTJGP
spotify:track:72yP0DUlWPyH8P7IoxskwN,"{'acousticness': 0.0746, 'instrumentalness': 0.000198, 'energy': 0.75, 'danceability': 0.667, 'liveness': 0.197, 'loudness': -4.602, 'speechiness': 0.0906, 'valence': 0.486}",0.0746,0.000198,0.75,0.667,0.197,-4.602,0.0906,0.486,2022-08-26,,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://open.spotify.com/album/4QQWpCEX4BxMXwRQmtkKY6,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"{'acousticness': 0.417, 'instrumentalness': 0, 'energy': 0.62, 'danceability': 0.715, 'liveness': 0.0822, 'loudness': -6.005, 'speechiness': 0.0484, 'valence': 0.172}",0.417,0.0,0.62,0.715,0.0822,-6.005,0.0484,0.172,2022-12-02,,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c,https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp
spotify:track:2CewvqbfMOcnvYE3yayAJV,"{'acousticness': 0.124, 'instrumentalness': 0, 'energy': 0.681, 'danceability': 0.711, 'liveness': 0.262, 'loudness': -7.459, 'speechiness': 0.0263, 'valence': 0.775}",0.124,0.0,0.681,0.711,0.262,-7.459,0.0263,0.775,2022-01-07,https://p.scdn.co/mp3-preview/621e6458eca5e9c1b86bd3052dfd474c9ff2a485?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273ddf35831041c5d3678215dcf,https://i.scdn.co/image/ab6761610000e5eb621d6145ebe2b0ba121a0c4f,https://open.spotify.com/album/0x89tPjR3KUl3KsG4Rlztv,https://open.spotify.com/artist/6zcWVbyNT0z94MBffsTJGP
spotify:track:1nInOsHbtotAmEOQhtvnzP,"{'acousticness': 0.046, 'instrumentalness': 0, 'energy': 0.939, 'danceability': 0.562, 'liveness': 0.112, 'loudness': -4.282, 'speechiness': 0.0475, 'valence': 0.684}",0.046,0.0,0.939,0.562,0.112,-4.282,0.0475,0.684,2011-10-24,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b273af384269742c6b04308c1be8,https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d,https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e,https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX
spotify:track:1zB4vmk8tFRmM9UULNzbLB,"{'acousticness': 0.00671, 'instrumentalness': 0.134, 'energy': 0.822, 'danceability': 0.605, 'liveness': 0.147, 'loudness': -4.833, 'speechiness': 0.0438, 'valence': 0.288}",0.00671,0.134,0.822,0.605,0.147,-4.833,0.0438,0.288,2017-06-23,,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,https://open.spotify.com/album/33pt9HBdGlAbRGBHQgsZsU,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
spotify:track:3AzjcOeAmA57TIOr9zF1ZW,"{'acousticness': 0.0137, 'instrumentalness': 0.000658, 'energy': 0.844, 'danceability': 0.647, 'liveness': 0.102, 'loudness': -3.756, 'speechiness': 0.0457, 'valence': 0.746}",0.0137,0.000658,0.844,0.647,0.102,-3.756,0.0457,0.746,2020-03-27,https://p.scdn.co/mp3-preview/a40862d3e14b3758de55a84a6e06e5dbf87b3d0b?cid=89e81bd8b07e4d4d89e690680735841e,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,https://i.scdn.co/image/ab6761610000e5ebb6fff4b133bd150337490935,https://open.spotify.com/album/7fJJK56U9fHixgO0HQkhtI,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we
spotify:track:2UjNsh4ipNrmog6wdS2JVv,"{'acousticness': 0.204, 'instrumentalness': 0, 'energy': 0.857, 'danceability': 0.68, 'liveness': 0.0414, 'loudness': -4.591, 'speechiness': 0.238, 'valence': 0.924}",0.204,0.0,0.857,0.68,0.0414,-4.591,0.238,0.924,2010-01-01,,https://i.scdn.co/image/ab67616d0000b2734bbfd947699df39f7a28ab82,https://i.scdn.co/image/ab6761610000e5eb9ec24e3f2eea28e4b03016f8,https://open.spotify.com/album/59U7vMcBXR5Mo680WLCR4w,https://open.spotify.com/artist/5slpk6nu2IwwKx0EHe3GcL
