Month,Year,Hour,WeekDay,Minute,Day,Type
Dec,2023,20,Thursday,35,14,Video
Dec,2023,11,Thursday,39,14,Ad
Dec,2023,11,Thursday,34,14,Video
Dec,2023,11,Thursday,34,14,Ad
Dec,2023,11,Thursday,32,14,Video
Dec,2023,11,Thursday,32,14,Ad
Dec,2023,11,Thursday,29,14,Video
Dec,2023,11,Thursday,27,14,Video
Dec,2023,11,Thursday,26,14,Ad
Dec,2023,11,Thursday,26,14,Video
Dec,2023,11,Thursday,24,14,Video
Dec,2023,11,Thursday,19,14,Video
Dec,2023,11,Thursday,17,14,Ad
Dec,2023,11,Thursday,17,14,Ad
Dec,2023,23,Wednesday,20,13,Video
Dec,2023,23,Wednesday,19,13,Video
Dec,2023,23,Wednesday,19,13,Ad
Dec,2023,23,Wednesday,19,13,Ad
Dec,2023,23,Wednesday,16,13,Video
Dec,2023,23,Wednesday,15,13,Video
Dec,2023,23,Wednesday,13,13,Video
Dec,2023,23,Wednesday,13,13,Ad
Dec,2023,23,Wednesday,10,13,Video
Dec,2023,23,Wednesday,10,13,Video
Dec,2023,23,Wednesday,09,13,Video
Dec,2023,23,Wednesday,09,13,Ad
Dec,2023,23,Wednesday,08,13,Video
Dec,2023,23,Wednesday,08,13,Video
Dec,2023,23,Wednesday,07,13,Video
Dec,2023,23,Wednesday,07,13,Video
Dec,2023,23,Wednesday,07,13,Video
Dec,2023,23,Wednesday,07,13,Ad
Dec,2023,23,Wednesday,07,13,Video
Dec,2023,23,Wednesday,06,13,Video
Dec,2023,23,Wednesday,06,13,Video
Dec,2023,23,Wednesday,05,13,Ad
Dec,2023,22,Wednesday,23,13,Video
Dec,2023,21,Wednesday,47,13,Video
Dec,2023,20,Wednesday,55,13,Video
Dec,2023,20,Wednesday,54,13,Ad
Dec,2023,20,Wednesday,54,13,Ad
Dec,2023,20,Wednesday,50,13,Video
Dec,2023,20,Wednesday,50,13,Ad
Dec,2023,20,Wednesday,50,13,Ad
Dec,2023,20,Wednesday,50,13,Ad
Dec,2023,20,Wednesday,47,13,Video
Dec,2023,20,Wednesday,44,13,Video
Dec,2023,20,Wednesday,44,13,Ad
Dec,2023,20,Wednesday,36,13,Ad
Dec,2023,20,Wednesday,23,13,Video
Dec,2023,20,Wednesday,21,13,Video
Dec,2023,20,Wednesday,19,13,Video
Dec,2023,19,Wednesday,48,13,Video
Dec,2023,19,Wednesday,38,13,Video
Dec,2023,19,Wednesday,38,13,Ad
Dec,2023,19,Wednesday,38,13,Ad
Dec,2023,19,Wednesday,37,13,Ad
Dec,2023,19,Wednesday,37,13,Ad
Dec,2023,19,Wednesday,33,13,Video
Dec,2023,19,Wednesday,32,13,Ad
Dec,2023,19,Wednesday,21,13,Video
Dec,2023,16,Wednesday,50,13,Ad
Dec,2023,16,Wednesday,50,13,Ad
Dec,2023,13,Wednesday,39,13,Video
Dec,2023,13,Wednesday,39,13,Video
Dec,2023,13,Wednesday,38,13,Ad
Dec,2023,13,Wednesday,37,13,Video
Dec,2023,13,Wednesday,32,13,Ad
Dec,2023,13,Wednesday,32,13,Ad
Dec,2023,13,Wednesday,22,13,Ad
Dec,2023,13,Wednesday,22,13,Ad
Dec,2023,13,Wednesday,22,13,Ad
Dec,2023,12,Wednesday,59,13,Video
Dec,2023,12,Wednesday,37,13,Video
Dec,2023,12,Wednesday,00,13,Video
Dec,2023,11,Wednesday,40,13,Video
Dec,2023,11,Wednesday,21,13,Video
Dec,2023,11,Wednesday,21,13,Ad
Dec,2023,11,Wednesday,19,13,Video
Dec,2023,11,Wednesday,17,13,Video
Dec,2023,11,Wednesday,14,13,Video
Dec,2023,11,Wednesday,14,13,Video
Dec,2023,11,Wednesday,13,13,Video
Dec,2023,11,Wednesday,13,13,Ad
Dec,2023,11,Wednesday,13,13,Video
Dec,2023,11,Wednesday,12,13,Video
Dec,2023,0,Wednesday,05,13,Video
Dec,2023,0,Wednesday,05,13,Ad
Dec,2023,0,Wednesday,00,13,Video
Dec,2023,23,Tuesday,59,12,Video
Dec,2023,23,Tuesday,59,12,Ad
Dec,2023,23,Tuesday,46,12,Video
Dec,2023,23,Tuesday,45,12,Ad
Dec,2023,23,Tuesday,35,12,Video
Dec,2023,23,Tuesday,35,12,Video
Dec,2023,23,Tuesday,35,12,Video
Dec,2023,23,Tuesday,20,12,Video
Dec,2023,23,Tuesday,17,12,Video
Dec,2023,23,Tuesday,16,12,Video
Dec,2023,23,Tuesday,16,12,Video
Dec,2023,23,Tuesday,16,12,Video
Dec,2023,23,Tuesday,16,12,Video
Dec,2023,23,Tuesday,16,12,Video
Dec,2023,23,Tuesday,16,12,Ad
Dec,2023,23,Tuesday,10,12,Video
Dec,2023,23,Tuesday,10,12,Video
Dec,2023,23,Tuesday,10,12,Video
Dec,2023,23,Tuesday,09,12,Video
Dec,2023,23,Tuesday,09,12,Video
Dec,2023,23,Tuesday,09,12,Video
Dec,2023,23,Tuesday,09,12,Video
Dec,2023,23,Tuesday,08,12,Video
Dec,2023,23,Tuesday,08,12,Video
Dec,2023,23,Tuesday,07,12,Video
Dec,2023,23,Tuesday,07,12,Ad
Dec,2023,23,Tuesday,03,12,Video
Dec,2023,23,Tuesday,03,12,Ad
Dec,2023,23,Tuesday,02,12,Video
Dec,2023,23,Tuesday,02,12,Ad
Dec,2023,23,Tuesday,02,12,Ad
Dec,2023,23,Tuesday,02,12,Ad
Dec,2023,23,Tuesday,02,12,Video
Dec,2023,23,Tuesday,01,12,Video
Dec,2023,22,Tuesday,58,12,Video
Dec,2023,22,Tuesday,58,12,Video
Dec,2023,22,Tuesday,58,12,Video
Dec,2023,22,Tuesday,58,12,Ad
Dec,2023,22,Tuesday,57,12,Ad
Dec,2023,22,Tuesday,57,12,Video
Dec,2023,22,Tuesday,57,12,Video
Dec,2023,22,Tuesday,56,12,Video
Dec,2023,22,Tuesday,53,12,Ad
Dec,2023,22,Tuesday,16,12,Video
Dec,2023,22,Tuesday,15,12,Video
Dec,2023,22,Tuesday,15,12,Video
Dec,2023,22,Tuesday,14,12,Video
Dec,2023,18,Tuesday,47,12,Video
Dec,2023,18,Tuesday,46,12,Video
Dec,2023,17,Tuesday,25,12,Ad
Dec,2023,17,Tuesday,16,12,Video
Dec,2023,16,Tuesday,35,12,Video
Dec,2023,16,Tuesday,10,12,Ad
Dec,2023,0,Tuesday,09,12,Ad
Dec,2023,0,Tuesday,05,12,Video
Dec,2023,0,Tuesday,04,12,Video
Dec,2023,0,Tuesday,04,12,Video
Dec,2023,0,Tuesday,02,12,Video
Dec,2023,0,Tuesday,02,12,Video
Dec,2023,0,Tuesday,02,12,Ad
Dec,2023,23,Monday,59,11,Video
Dec,2023,23,Monday,32,11,Video
Dec,2023,23,Monday,32,11,Ad
Dec,2023,23,Monday,27,11,Video
Dec,2023,23,Monday,27,11,Ad
Dec,2023,23,Monday,24,11,Video
Dec,2023,23,Monday,23,11,Video
Dec,2023,23,Monday,17,11,Video
Dec,2023,23,Monday,16,11,Video
Dec,2023,23,Monday,15,11,Ad
Dec,2023,23,Monday,14,11,Video
Dec,2023,23,Monday,13,11,Video
Dec,2023,23,Monday,13,11,Video
Dec,2023,23,Monday,12,11,Video
Dec,2023,22,Monday,24,11,Video
Dec,2023,22,Monday,23,11,Video
Dec,2023,22,Monday,23,11,Video
Dec,2023,22,Monday,22,11,Ad
Dec,2023,22,Monday,22,11,Ad
Dec,2023,22,Monday,11,11,Ad
Dec,2023,22,Monday,10,11,Video
Dec,2023,17,Monday,14,11,Video
Dec,2023,16,Monday,44,11,Video
Dec,2023,16,Monday,42,11,Ad
Dec,2023,16,Monday,42,11,Video
Dec,2023,16,Monday,28,11,Video
Dec,2023,15,Monday,51,11,Video
Dec,2023,15,Monday,38,11,Video
Dec,2023,15,Monday,38,11,Ad
Dec,2023,15,Monday,37,11,Ad
Dec,2023,15,Monday,25,11,Video
Dec,2023,15,Monday,25,11,Ad
Dec,2023,15,Monday,25,11,Ad
Dec,2023,15,Monday,24,11,Ad
Dec,2023,15,Monday,06,11,Video
Dec,2023,15,Monday,06,11,Video
Dec,2023,15,Monday,05,11,Video
Dec,2023,14,Monday,44,11,Video
Dec,2023,14,Monday,44,11,Video
Dec,2023,14,Monday,41,11,Ad
Dec,2023,14,Monday,41,11,Ad
Dec,2023,13,Monday,56,11,Video
Dec,2023,13,Monday,52,11,Ad
Dec,2023,13,Monday,47,11,Video
Dec,2023,13,Monday,45,11,Ad
Dec,2023,13,Monday,27,11,Video
Dec,2023,23,Sunday,43,10,Video
Dec,2023,23,Sunday,43,10,Ad
Dec,2023,2,Sunday,30,10,Video
Dec,2023,2,Sunday,27,10,Video
Dec,2023,2,Sunday,22,10,Video
Dec,2023,2,Sunday,22,10,Ad
Dec,2023,2,Sunday,18,10,Video
Dec,2023,2,Sunday,14,10,Video
Dec,2023,2,Sunday,14,10,Ad
Dec,2023,2,Sunday,14,10,Ad
Dec,2023,2,Sunday,10,10,Video
Dec,2023,2,Sunday,09,10,Ad
Dec,2023,2,Sunday,09,10,Ad
Dec,2023,2,Sunday,05,10,Video
Dec,2023,2,Sunday,02,10,Video
Dec,2023,2,Sunday,02,10,Ad
Dec,2023,1,Sunday,59,10,Video
Dec,2023,1,Sunday,59,10,Video
Dec,2023,1,Sunday,59,10,Ad
Dec,2023,1,Sunday,54,10,Video
Dec,2023,1,Sunday,54,10,Ad
Dec,2023,1,Sunday,53,10,Ad
Dec,2023,1,Sunday,49,10,Video
Dec,2023,1,Sunday,47,10,Video
Dec,2023,1,Sunday,47,10,Ad
Dec,2023,1,Sunday,26,10,Video
Dec,2023,1,Sunday,24,10,Ad
Dec,2023,1,Sunday,18,10,Video
Dec,2023,1,Sunday,18,10,Ad
Dec,2023,1,Sunday,17,10,Video
Dec,2023,1,Sunday,11,10,Video
Dec,2023,1,Sunday,05,10,Video
Dec,2023,1,Sunday,05,10,Ad
Dec,2023,1,Sunday,02,10,Video
Dec,2023,0,Sunday,59,10,Video
Dec,2023,0,Sunday,59,10,Ad
Dec,2023,0,Sunday,55,10,Video
Dec,2023,0,Sunday,51,10,Video
Dec,2023,0,Sunday,51,10,Ad
Dec,2023,0,Sunday,46,10,Video
Dec,2023,0,Sunday,46,10,Ad
Dec,2023,0,Sunday,41,10,Video
Dec,2023,0,Sunday,41,10,Ad
Dec,2023,0,Sunday,37,10,Video
Dec,2023,0,Sunday,36,10,Ad
Dec,2023,0,Sunday,36,10,Ad
Dec,2023,0,Sunday,36,10,Ad
Dec,2023,0,Sunday,30,10,Ad
Dec,2023,0,Sunday,26,10,Video
Dec,2023,0,Sunday,26,10,Ad
Dec,2023,0,Sunday,25,10,Ad
Dec,2023,0,Sunday,25,10,Ad
Dec,2023,0,Sunday,19,10,Video
Dec,2023,0,Sunday,19,10,Ad
Dec,2023,0,Sunday,16,10,Video
Dec,2023,0,Sunday,12,10,Video
Dec,2023,0,Sunday,12,10,Ad
Dec,2023,0,Sunday,08,10,Video
Dec,2023,0,Sunday,07,10,Ad
Dec,2023,0,Sunday,07,10,Ad
Dec,2023,0,Sunday,04,10,Video
Dec,2023,0,Sunday,03,10,Ad
Dec,2023,0,Sunday,02,10,Ad
Dec,2023,23,Saturday,59,9,Video
Dec,2023,23,Saturday,56,9,Video
Dec,2023,23,Saturday,56,9,Ad
Dec,2023,23,Saturday,52,9,Video
Dec,2023,23,Saturday,51,9,Ad
Dec,2023,23,Saturday,51,9,Ad
Dec,2023,23,Saturday,47,9,Video
Dec,2023,23,Saturday,46,9,Ad
Dec,2023,23,Saturday,46,9,Ad
Dec,2023,23,Saturday,42,9,Video
Dec,2023,21,Saturday,59,9,Video
Dec,2023,23,Friday,37,8,Video
Dec,2023,23,Friday,36,8,Ad
Dec,2023,23,Friday,36,8,Ad
Dec,2023,21,Friday,23,8,Video
Dec,2023,21,Friday,21,8,Ad
Dec,2023,13,Friday,44,8,Video
Dec,2023,13,Friday,44,8,Ad
Dec,2023,13,Friday,41,8,Video
Dec,2023,13,Friday,40,8,Video
Dec,2023,13,Friday,26,8,Video
Dec,2023,13,Friday,25,8,Video
Dec,2023,13,Friday,25,8,Ad
Dec,2023,13,Friday,20,8,Video
Dec,2023,13,Friday,14,8,Video
Dec,2023,13,Friday,09,8,Video
Dec,2023,0,Friday,49,8,Video
Dec,2023,0,Friday,49,8,Ad
Dec,2023,0,Friday,49,8,Ad
Dec,2023,23,Thursday,03,7,Video
Dec,2023,23,Thursday,03,7,Ad
Dec,2023,23,Thursday,03,7,Ad
Dec,2023,23,Thursday,00,7,Video
Dec,2023,23,Thursday,00,7,Ad
Dec,2023,22,Thursday,56,7,Video
Dec,2023,22,Thursday,56,7,Ad
Dec,2023,22,Thursday,56,7,Ad
Dec,2023,22,Thursday,35,7,Video
Dec,2023,22,Thursday,35,7,Video
Dec,2023,13,Thursday,11,7,Video
Dec,2023,13,Thursday,08,7,Video
Dec,2023,13,Thursday,07,7,Ad
Dec,2023,13,Thursday,01,7,Video
Dec,2023,13,Thursday,01,7,Ad
Dec,2023,13,Thursday,00,7,Ad
Dec,2023,12,Thursday,55,7,Ad
Dec,2023,12,Thursday,46,7,Video
Dec,2023,12,Thursday,45,7,Video
Dec,2023,12,Thursday,45,7,Video
Dec,2023,12,Thursday,45,7,Video
Dec,2023,12,Thursday,45,7,Ad
Dec,2023,12,Thursday,43,7,Video
Dec,2023,12,Thursday,34,7,Video
Dec,2023,12,Thursday,19,7,Video
Dec,2023,12,Thursday,19,7,Ad
Dec,2023,12,Thursday,16,7,Video
Dec,2023,12,Thursday,13,7,Video
Dec,2023,12,Thursday,12,7,Video
Dec,2023,10,Thursday,30,7,Video
Dec,2023,10,Thursday,21,7,Video
Dec,2023,10,Thursday,21,7,Ad
Dec,2023,8,Thursday,55,7,Ad
Dec,2023,8,Thursday,52,7,Video
Dec,2023,8,Thursday,52,7,Video
Dec,2023,19,Wednesday,55,6,Video
Dec,2023,19,Wednesday,40,6,Video
Dec,2023,17,Wednesday,41,6,Video
Dec,2023,17,Wednesday,41,6,Video
Dec,2023,13,Wednesday,34,6,Video
Dec,2023,13,Wednesday,15,6,Video
Dec,2023,13,Wednesday,06,6,Ad
Dec,2023,23,Tuesday,02,5,Video
Dec,2023,23,Tuesday,02,5,Ad
Dec,2023,23,Tuesday,02,5,Ad
Dec,2023,23,Tuesday,02,5,Ad
Dec,2023,23,Tuesday,02,5,Ad
Dec,2023,23,Tuesday,02,5,Ad
Dec,2023,23,Tuesday,00,5,Video
Dec,2023,22,Tuesday,57,5,Video
Dec,2023,22,Tuesday,55,5,Video
Dec,2023,22,Tuesday,54,5,Video
Dec,2023,22,Tuesday,51,5,Video
Dec,2023,22,Tuesday,49,5,Video
Dec,2023,22,Tuesday,41,5,Video
Dec,2023,22,Tuesday,39,5,Video
Dec,2023,22,Tuesday,39,5,Ad
Dec,2023,22,Tuesday,39,5,Ad
Dec,2023,22,Tuesday,24,5,Video
Dec,2023,22,Tuesday,24,5,Ad
Dec,2023,22,Tuesday,09,5,Video
Dec,2023,22,Tuesday,09,5,Video
Dec,2023,22,Tuesday,09,5,Video
Dec,2023,22,Tuesday,08,5,Video
Dec,2023,22,Tuesday,08,5,Video
Dec,2023,22,Tuesday,08,5,Video
Dec,2023,22,Tuesday,07,5,Video
Dec,2023,22,Tuesday,06,5,Video
Dec,2023,17,Tuesday,22,5,Video
Dec,2023,17,Tuesday,21,5,Video
Dec,2023,14,Tuesday,56,5,Video
Dec,2023,23,Monday,48,4,Video
Dec,2023,23,Monday,47,4,Video
Dec,2023,23,Monday,46,4,Video
Dec,2023,23,Monday,46,4,Video
Dec,2023,14,Monday,28,4,Video
Dec,2023,14,Monday,28,4,Ad
Dec,2023,14,Monday,28,4,Ad
Dec,2023,14,Monday,23,4,Video
Dec,2023,14,Monday,22,4,Video
Dec,2023,14,Monday,20,4,Video
Dec,2023,14,Monday,20,4,Ad
Dec,2023,14,Monday,13,4,Video
Dec,2023,14,Monday,10,4,Video
Dec,2023,14,Monday,08,4,Video
Dec,2023,13,Monday,53,4,Video
Dec,2023,13,Monday,10,4,Ad
Dec,2023,1,Monday,37,4,Video
Dec,2023,23,Sunday,02,3,Video
Dec,2023,23,Sunday,02,3,Ad
Dec,2023,22,Sunday,48,3,Video
Dec,2023,22,Sunday,47,3,Video
Dec,2023,22,Sunday,47,3,Ad
Dec,2023,22,Sunday,46,3,Ad
Dec,2023,22,Sunday,42,3,Video
Dec,2023,22,Sunday,42,3,Ad
Dec,2023,22,Sunday,39,3,Video
Dec,2023,22,Sunday,36,3,Video
Dec,2023,22,Sunday,35,3,Ad
Dec,2023,22,Sunday,26,3,Ad
Dec,2023,22,Sunday,10,3,Video
Dec,2023,22,Sunday,10,3,Ad
Dec,2023,21,Sunday,45,3,Video
Dec,2023,17,Saturday,24,2,Video
Dec,2023,17,Saturday,24,2,Ad
Dec,2023,17,Saturday,24,2,Ad
Dec,2023,17,Saturday,15,2,Video
Dec,2023,17,Saturday,10,2,Video
Dec,2023,16,Saturday,55,2,Video
Dec,2023,15,Saturday,52,2,Ad
Dec,2023,15,Saturday,52,2,Ad
Dec,2023,14,Saturday,12,2,Ad
Dec,2023,14,Saturday,08,2,Video
Dec,2023,13,Saturday,48,2,Video
Dec,2023,13,Saturday,48,2,Video
Dec,2023,13,Saturday,45,2,Video
Dec,2023,13,Saturday,45,2,Ad
Dec,2023,13,Saturday,44,2,Ad
Dec,2023,23,Friday,55,1,Video
Dec,2023,23,Friday,49,1,Video
Dec,2023,23,Friday,49,1,Video
Dec,2023,23,Friday,47,1,Video
Dec,2023,23,Friday,47,1,Video
Dec,2023,23,Friday,47,1,Video
Dec,2023,23,Friday,26,1,Video
Dec,2023,22,Friday,10,1,Video
Dec,2023,22,Friday,10,1,Ad
Dec,2023,18,Friday,52,1,Video
Dec,2023,18,Friday,52,1,Ad
Dec,2023,18,Friday,52,1,Ad
Dec,2023,18,Friday,33,1,Video
Dec,2023,18,Friday,30,1,Video
Dec,2023,18,Friday,27,1,Video
Dec,2023,18,Friday,27,1,Ad
Dec,2023,18,Friday,27,1,Ad
Dec,2023,18,Friday,27,1,Ad
Dec,2023,17,Friday,34,1,Video
Dec,2023,17,Friday,29,1,Video
Dec,2023,17,Friday,29,1,Ad
Dec,2023,17,Friday,29,1,Ad
Dec,2023,17,Friday,29,1,Ad
Dec,2023,17,Friday,25,1,Video
Dec,2023,17,Friday,24,1,Ad
Dec,2023,17,Friday,21,1,Video
Dec,2023,17,Friday,17,1,Video
Dec,2023,17,Friday,17,1,Ad
Dec,2023,17,Friday,12,1,Video
Dec,2023,17,Friday,12,1,Ad
Dec,2023,17,Friday,09,1,Video
Dec,2023,17,Friday,03,1,Video
Dec,2023,17,Friday,00,1,Video
Dec,2023,16,Friday,56,1,Ad
Dec,2023,16,Friday,56,1,Ad
Dec,2023,16,Friday,53,1,Video
Dec,2023,16,Friday,53,1,Ad
Dec,2023,16,Friday,44,1,Ad
Dec,2023,16,Friday,44,1,Ad
Dec,2023,16,Friday,38,1,Video
Dec,2023,16,Friday,35,1,Ad
Dec,2023,16,Friday,34,1,Video
Dec,2023,16,Friday,27,1,Video
Dec,2023,16,Friday,15,1,Video
Dec,2023,16,Friday,15,1,Ad
Dec,2023,16,Friday,15,1,Ad
Dec,2023,15,Friday,52,1,Video
Dec,2023,15,Friday,18,1,Video
Dec,2023,15,Friday,18,1,Ad
Dec,2023,15,Friday,08,1,Ad
Dec,2023,15,Friday,08,1,Ad
Dec,2023,15,Friday,08,1,Ad
Dec,2023,14,Friday,58,1,Ad
Dec,2023,14,Friday,04,1,Video
Dec,2023,12,Friday,43,1,Video
Dec,2023,12,Friday,42,1,Video
Dec,2023,12,Friday,42,1,Ad
Dec,2023,12,Friday,41,1,Video
Dec,2023,12,Friday,38,1,Video
Dec,2023,12,Friday,37,1,Ad
Dec,2023,12,Friday,31,1,Video
Dec,2023,12,Friday,31,1,Ad
Dec,2023,12,Friday,04,1,Video
Nov,2023,13,Thursday,16,30,Video
Nov,2023,13,Thursday,13,30,Video
Nov,2023,13,Thursday,10,30,Video
Nov,2023,13,Thursday,10,30,Ad
Nov,2023,13,Thursday,10,30,Ad
