Month,Year,Hour,WeekDay,Minute,Day,Type
Dec,2023,15,Monday,17,11,Ad
Dec,2023,23,Sunday,17,10,Video
Dec,2023,23,Sunday,17,10,Video
Dec,2023,15,Sunday,37,10,Video
Dec,2023,15,Sunday,37,10,Ad
Dec,2023,14,Sunday,32,10,Video
Dec,2023,9,Saturday,29,9,Video
Dec,2023,21,Friday,07,8,Ad
Dec,2023,20,Friday,56,8,Video
Dec,2023,20,Friday,56,8,Ad
Dec,2023,19,Thursday,18,7,Ad
Dec,2023,19,Thursday,18,7,Ad
Dec,2023,19,Thursday,12,7,Video
Dec,2023,19,Thursday,12,7,Ad
Dec,2023,19,Thursday,12,7,Ad
Dec,2023,0,Thursday,24,7,Ad
Dec,2023,0,Thursday,24,7,Video
Dec,2023,8,Thursday,35,7,Video
Dec,2023,8,Thursday,35,7,Video
Dec,2023,8,Thursday,33,7,Video
Dec,2023,8,Thursday,33,7,Ad
Dec,2023,8,Thursday,32,7,Video
Dec,2023,8,Thursday,32,7,Video
Dec,2023,8,Thursday,31,7,Video
Dec,2023,8,Thursday,31,7,Video
Dec,2023,8,Thursday,30,7,Video
Dec,2023,8,Thursday,30,7,Ad
Dec,2023,23,Wednesday,26,6,Video
Dec,2023,22,Wednesday,36,6,Video
Dec,2023,22,Wednesday,36,6,Ad
Dec,2023,22,Wednesday,32,6,Ad
Dec,2023,22,Wednesday,31,6,Video
Dec,2023,22,Wednesday,30,6,Ad
Dec,2023,22,Wednesday,30,6,Ad
Dec,2023,19,Wednesday,39,6,Video
Dec,2023,19,Wednesday,39,6,Video
Dec,2023,19,Wednesday,39,6,Ad
Dec,2023,19,Wednesday,39,6,Ad
Dec,2023,19,Wednesday,38,6,Ad
Dec,2023,19,Wednesday,02,6,Ad
Dec,2023,18,Wednesday,56,6,Ad
Dec,2023,18,Wednesday,07,6,Video
Dec,2023,18,Wednesday,07,6,Ad
Dec,2023,11,Wednesday,02,6,Ad
Dec,2023,11,Wednesday,02,6,Video
Dec,2023,10,Wednesday,51,6,Video
Dec,2023,10,Wednesday,45,6,Ad
Dec,2023,10,Wednesday,20,6,Video
Dec,2023,10,Wednesday,20,6,Ad
Dec,2023,10,Wednesday,17,6,Video
Dec,2023,9,Wednesday,54,6,Video
Dec,2023,19,Tuesday,13,5,Video
Dec,2023,19,Tuesday,13,5,Ad
Dec,2023,19,Tuesday,13,5,Ad
Dec,2023,19,Tuesday,12,5,Video
Dec,2023,19,Tuesday,10,5,Video
Dec,2023,19,Tuesday,09,5,Ad
Dec,2023,18,Tuesday,09,5,Video
Dec,2023,18,Tuesday,09,5,Video
Dec,2023,18,Tuesday,09,5,Ad
Dec,2023,17,Tuesday,51,5,Video
Dec,2023,17,Tuesday,51,5,Ad
Dec,2023,17,Tuesday,50,5,Video
Dec,2023,17,Tuesday,35,5,Video
Dec,2023,17,Tuesday,33,5,Video
Dec,2023,17,Tuesday,33,5,Ad
Dec,2023,17,Tuesday,33,5,Ad
Dec,2023,17,Tuesday,06,5,Video
Dec,2023,17,Tuesday,06,5,Ad
Dec,2023,16,Tuesday,19,5,Ad
Dec,2023,15,Tuesday,55,5,Ad
Dec,2023,15,Tuesday,31,5,Ad
Dec,2023,15,Tuesday,21,5,Ad
Dec,2023,15,Tuesday,00,5,Ad
Dec,2023,14,Tuesday,55,5,Video
Dec,2023,14,Tuesday,51,5,Ad
Dec,2023,14,Tuesday,44,5,Ad
Dec,2023,14,Tuesday,29,5,Ad
Dec,2023,14,Tuesday,17,5,Video
Dec,2023,14,Tuesday,15,5,Video
Dec,2023,14,Tuesday,15,5,Ad
Dec,2023,14,Tuesday,15,5,Ad
Dec,2023,17,Monday,18,4,Video
Dec,2023,17,Monday,16,4,Video
Dec,2023,17,Monday,16,4,Ad
Dec,2023,17,Monday,15,4,Video
Dec,2023,17,Monday,14,4,Video
Dec,2023,17,Monday,13,4,Ad
Dec,2023,17,Monday,12,4,Ad
Dec,2023,14,Monday,58,4,Video
Dec,2023,14,Monday,58,4,Ad
Dec,2023,11,Monday,16,4,Ad
Dec,2023,23,Sunday,23,3,Ad
Dec,2023,23,Sunday,22,3,Ad
Dec,2023,23,Sunday,22,3,Video
Dec,2023,18,Sunday,01,3,Video
Dec,2023,17,Sunday,59,3,Video
Dec,2023,17,Sunday,59,3,Ad
Dec,2023,17,Sunday,55,3,Video
Dec,2023,17,Sunday,55,3,Ad
Dec,2023,17,Sunday,52,3,Ad
Dec,2023,16,Sunday,52,3,Video
Dec,2023,16,Sunday,51,3,Ad
Dec,2023,16,Sunday,39,3,Ad
Dec,2023,16,Sunday,39,3,Ad
Dec,2023,16,Sunday,31,3,Ad
Dec,2023,16,Sunday,24,3,Video
Dec,2023,16,Sunday,23,3,Ad
Dec,2023,11,Sunday,20,3,Video
Dec,2023,10,Saturday,20,2,Video
Dec,2023,10,Saturday,20,2,Ad
Dec,2023,10,Saturday,05,2,Video
Dec,2023,10,Saturday,05,2,Video
Dec,2023,10,Saturday,05,2,Video
Dec,2023,10,Saturday,03,2,Video
Dec,2023,10,Saturday,03,2,Ad
Dec,2023,10,Saturday,01,2,Video
Dec,2023,10,Saturday,00,2,Ad
Dec,2023,9,Saturday,01,2,Video
Dec,2023,9,Saturday,01,2,Ad
Dec,2023,15,Friday,15,1,Video
Nov,2023,21,Thursday,57,30,Video
Nov,2023,21,Thursday,57,30,Ad
Nov,2023,21,Thursday,57,30,Ad
Nov,2023,19,Thursday,16,30,Video
Nov,2023,19,Thursday,12,30,Video
Nov,2023,19,Thursday,11,30,Video
Nov,2023,19,Thursday,10,30,Video
Nov,2023,19,Thursday,09,30,Video
Nov,2023,19,Thursday,09,30,Video
Nov,2023,13,Thursday,23,30,Ad
Nov,2023,13,Thursday,15,30,Ad
Nov,2023,13,Thursday,15,30,Ad
Nov,2023,13,Thursday,08,30,Ad
Nov,2023,13,Thursday,02,30,Ad
Nov,2023,0,Thursday,52,30,Ad
Nov,2023,0,Thursday,48,30,Video
Nov,2023,0,Thursday,48,30,Ad
Nov,2023,12,Wednesday,18,29,Ad
Nov,2023,12,Wednesday,17,29,Ad
Nov,2023,12,Wednesday,17,29,Ad
Nov,2023,12,Wednesday,17,29,Video
Nov,2023,12,Wednesday,16,29,Video
Nov,2023,12,Wednesday,16,29,Video
Nov,2023,12,Wednesday,15,29,Video
Nov,2023,12,Wednesday,15,29,Video
Nov,2023,12,Wednesday,15,29,Video
Nov,2023,12,Wednesday,14,29,Ad
Nov,2023,18,Tuesday,56,28,Video
Nov,2023,18,Tuesday,22,28,Video
Nov,2023,18,Tuesday,21,28,Video
Nov,2023,18,Tuesday,21,28,Video
Nov,2023,18,Tuesday,20,28,Video
Nov,2023,18,Tuesday,20,28,Ad
Nov,2023,22,Monday,23,27,Video
Nov,2023,22,Monday,23,27,Ad
Nov,2023,21,Monday,38,27,Ad
Nov,2023,21,Monday,36,27,Video
Nov,2023,19,Monday,24,27,Video
Nov,2023,19,Monday,23,27,Ad
Nov,2023,19,Monday,23,27,Ad
Nov,2023,19,Monday,15,27,Ad
Nov,2023,19,Monday,06,27,Ad
Nov,2023,19,Monday,05,27,Ad
Nov,2023,18,Monday,52,27,Ad
Nov,2023,18,Monday,51,27,Ad
Nov,2023,14,Monday,46,27,Video
Nov,2023,14,Monday,43,27,Ad
Nov,2023,14,Monday,34,27,Ad
Nov,2023,14,Monday,34,27,Video
Nov,2023,11,Monday,40,27,Video
Nov,2023,11,Monday,13,27,Video
Nov,2023,11,Monday,13,27,Ad
Nov,2023,10,Monday,49,27,Ad
Nov,2023,16,Wednesday,24,22,Video
Nov,2023,11,Wednesday,14,22,Ad
Nov,2023,11,Wednesday,09,22,Video
Nov,2023,11,Wednesday,09,22,Ad
Nov,2023,11,Wednesday,07,22,Video
Nov,2023,21,Tuesday,30,21,Ad
Nov,2023,21,Tuesday,30,21,Ad
Nov,2023,21,Tuesday,25,21,Video
Nov,2023,21,Tuesday,25,21,Ad
Nov,2023,18,Tuesday,09,21,Ad
Nov,2023,18,Tuesday,09,21,Ad
Nov,2023,18,Tuesday,04,21,Ad
Nov,2023,17,Tuesday,59,21,Ad
Nov,2023,17,Tuesday,58,21,Video
Nov,2023,17,Tuesday,57,21,Video
Nov,2023,17,Tuesday,57,21,Ad
Nov,2023,17,Tuesday,55,21,Video
Nov,2023,17,Tuesday,55,21,Video
Nov,2023,14,Tuesday,04,21,Video
Nov,2023,20,Monday,17,20,Ad
Nov,2023,20,Monday,12,20,Ad
Nov,2023,20,Monday,06,20,Video
Nov,2023,20,Monday,05,20,Ad
Nov,2023,18,Sunday,40,19,Video
Nov,2023,18,Sunday,40,19,Ad
Nov,2023,1,Sunday,26,19,Video
Nov,2023,1,Sunday,25,19,Video
Nov,2023,1,Sunday,23,19,Video
Nov,2023,1,Sunday,20,19,Video
Nov,2023,1,Sunday,19,19,Ad
Nov,2023,1,Sunday,16,19,Video
Nov,2023,1,Sunday,16,19,Video
Nov,2023,1,Sunday,15,19,Video
Nov,2023,1,Sunday,13,19,Video
Nov,2023,1,Sunday,12,19,Video
Nov,2023,1,Sunday,12,19,Ad
Nov,2023,1,Sunday,12,19,Ad
Nov,2023,11,Saturday,10,18,Video
Nov,2023,11,Saturday,10,18,Ad
Nov,2023,11,Saturday,05,18,Video
Nov,2023,11,Saturday,05,18,Ad
Nov,2023,11,Saturday,04,18,Ad
Nov,2023,11,Saturday,00,18,Video
Nov,2023,10,Saturday,39,18,Video
Nov,2023,10,Saturday,39,18,Ad
Nov,2023,10,Saturday,35,18,Video
Nov,2023,10,Saturday,35,18,Ad
Nov,2023,0,Friday,55,17,Video
Nov,2023,0,Friday,24,17,Video
Nov,2023,0,Friday,23,17,Video
Nov,2023,19,Thursday,58,16,Video
Nov,2023,23,Wednesday,59,15,Video
Nov,2023,23,Wednesday,59,15,Ad
Nov,2023,22,Wednesday,44,15,Video
Nov,2023,22,Wednesday,43,15,Ad
Nov,2023,22,Wednesday,35,15,Ad
Nov,2023,22,Wednesday,35,15,Ad
Nov,2023,22,Wednesday,34,15,Ad
Nov,2023,22,Wednesday,31,15,Video
Nov,2023,22,Wednesday,26,15,Video
Nov,2023,22,Wednesday,26,15,Video
Nov,2023,22,Wednesday,25,15,Video
Nov,2023,22,Wednesday,25,15,Video
Nov,2023,15,Wednesday,39,15,Video
Nov,2023,15,Wednesday,39,15,Video
Nov,2023,11,Wednesday,22,15,Ad
Nov,2023,11,Wednesday,17,15,Video
Nov,2023,11,Wednesday,17,15,Ad
Nov,2023,11,Wednesday,17,15,Ad
Nov,2023,11,Wednesday,09,15,Video
Nov,2023,9,Wednesday,30,15,Video
Nov,2023,9,Wednesday,23,15,Ad
Nov,2023,9,Wednesday,22,15,Ad
Nov,2023,9,Wednesday,20,15,Video
Nov,2023,9,Wednesday,19,15,Ad
Nov,2023,9,Wednesday,17,15,Ad
Nov,2023,9,Wednesday,11,15,Ad
Nov,2023,9,Wednesday,08,15,Ad
Nov,2023,9,Wednesday,06,15,Ad
Nov,2023,9,Wednesday,06,15,Ad
Nov,2023,12,Wednesday,06,15,Ad
Nov,2023,23,Tuesday,59,14,Ad
Nov,2023,23,Tuesday,49,14,Video
Nov,2023,23,Tuesday,48,14,Ad
Nov,2023,23,Tuesday,48,14,Ad
Nov,2023,23,Tuesday,42,14,Ad
Nov,2023,23,Tuesday,34,14,Video
Nov,2023,23,Tuesday,34,14,Ad
Nov,2023,16,Tuesday,16,14,Video
Nov,2023,13,Tuesday,45,14,Video
Nov,2023,13,Tuesday,44,14,Ad
Nov,2023,13,Tuesday,44,14,Ad
Nov,2023,13,Tuesday,36,14,Video
Nov,2023,13,Tuesday,36,14,Ad
Nov,2023,23,Monday,37,13,Video
Nov,2023,22,Monday,04,13,Video
Nov,2023,15,Monday,03,13,Ad
Nov,2023,14,Monday,53,13,Video
Nov,2023,14,Monday,53,13,Ad
Nov,2023,14,Monday,53,13,Ad
Nov,2023,14,Monday,53,13,Ad
Nov,2023,14,Monday,47,13,Ad
Nov,2023,14,Monday,42,13,Video
Nov,2023,14,Monday,42,13,Video
Nov,2023,11,Monday,19,13,Ad
Nov,2023,14,Sunday,19,12,Ad
Nov,2023,14,Sunday,08,12,Ad
Nov,2023,14,Sunday,08,12,Video
Nov,2023,8,Sunday,52,12,Ad
Nov,2023,14,Saturday,24,11,Ad
Nov,2023,14,Saturday,17,11,Ad
Nov,2023,11,Saturday,36,11,Ad
Nov,2023,11,Saturday,36,11,Ad
Nov,2023,9,Saturday,31,11,Ad
Nov,2023,9,Saturday,16,11,Video
Nov,2023,23,Friday,12,10,Ad
Nov,2023,23,Friday,03,10,Ad
Nov,2023,22,Friday,48,10,Ad
Nov,2023,22,Friday,36,10,Ad
Nov,2023,22,Friday,30,10,Video
Nov,2023,22,Friday,30,10,Video
Nov,2023,22,Friday,29,10,Ad
Nov,2023,21,Friday,43,10,Video
Nov,2023,21,Friday,43,10,Ad
Nov,2023,20,Friday,02,10,Ad
Nov,2023,19,Friday,36,10,Video
Nov,2023,19,Friday,36,10,Ad
Nov,2023,17,Friday,24,10,Ad
Nov,2023,17,Friday,24,10,Ad
Nov,2023,16,Friday,38,10,Ad
Nov,2023,16,Friday,31,10,Ad
Nov,2023,16,Friday,29,10,Video
Nov,2023,19,Wednesday,50,8,Video
Nov,2023,19,Wednesday,49,8,Video
Nov,2023,19,Wednesday,49,8,Ad
Nov,2023,19,Wednesday,48,8,Ad
Nov,2023,16,Wednesday,57,8,Ad
Nov,2023,16,Wednesday,52,8,Ad
Nov,2023,16,Wednesday,49,8,Video
Nov,2023,16,Wednesday,48,8,Ad
Nov,2023,11,Wednesday,00,8,Ad
Nov,2023,10,Wednesday,59,8,Ad
Nov,2023,10,Wednesday,51,8,Ad
Nov,2023,10,Wednesday,51,8,Ad
Nov,2023,17,Tuesday,06,7,Video
Nov,2023,17,Tuesday,01,7,Ad
Nov,2023,17,Tuesday,00,7,Video
Nov,2023,16,Tuesday,55,7,Video
Nov,2023,16,Tuesday,55,7,Ad
Nov,2023,16,Tuesday,54,7,Ad
Nov,2023,13,Tuesday,51,7,Video
Nov,2023,13,Tuesday,50,7,Video
Nov,2023,13,Tuesday,50,7,Video
Nov,2023,13,Tuesday,47,7,Ad
Nov,2023,13,Tuesday,47,7,Ad
Nov,2023,13,Tuesday,46,7,Ad
Nov,2023,13,Tuesday,38,7,Ad
Nov,2023,13,Tuesday,38,7,Ad
Nov,2023,13,Tuesday,32,7,Video
Nov,2023,13,Tuesday,32,7,Video
Nov,2023,13,Tuesday,30,7,Ad
Nov,2023,13,Tuesday,29,7,Ad
Nov,2023,21,Monday,49,6,Video
Nov,2023,21,Monday,49,6,Ad
Nov,2023,21,Monday,38,6,Video
Nov,2023,21,Monday,38,6,Ad
Nov,2023,19,Monday,11,6,Video
Nov,2023,18,Monday,59,6,Ad
Nov,2023,18,Monday,57,6,Video
Nov,2023,15,Monday,19,6,Ad
Nov,2023,15,Monday,19,6,Ad
Nov,2023,15,Monday,11,6,Ad
Nov,2023,15,Monday,00,6,Video
Nov,2023,15,Monday,00,6,Ad
Nov,2023,14,Monday,59,6,Video
Nov,2023,13,Monday,46,6,Video
Nov,2023,10,Monday,45,6,Ad
Nov,2023,10,Monday,45,6,Ad
Nov,2023,10,Monday,39,6,Ad
Nov,2023,10,Monday,39,6,Ad
Nov,2023,10,Monday,33,6,Video
Nov,2023,10,Monday,32,6,Ad
Nov,2023,9,Saturday,17,4,Ad
Nov,2023,9,Saturday,12,4,Ad
Nov,2023,8,Saturday,59,4,Ad
Nov,2023,8,Saturday,59,4,Ad
Nov,2023,8,Saturday,54,4,Video
Nov,2023,8,Saturday,54,4,Ad
Nov,2023,17,Friday,25,3,Video
Nov,2023,8,Thursday,53,2,Video
Nov,2023,19,Wednesday,08,1,Video
Nov,2023,19,Wednesday,08,1,Ad
Nov,2023,19,Wednesday,08,1,Ad
Nov,2023,19,Wednesday,08,1,Ad
Nov,2023,19,Wednesday,03,1,Ad
Nov,2023,16,Wednesday,53,1,Ad
Nov,2023,16,Wednesday,48,1,Video
Nov,2023,16,Wednesday,47,1,Ad
Nov,2023,16,Wednesday,47,1,Video
Nov,2023,14,Wednesday,46,1,Ad
Nov,2023,11,Wednesday,31,1,Ad
Nov,2023,11,Wednesday,31,1,Ad
Nov,2023,9,Wednesday,57,1,Ad
Nov,2023,9,Wednesday,57,1,Ad
Nov,2023,9,Wednesday,53,1,Video
Nov,2023,9,Wednesday,53,1,Ad
Oct,2023,19,Tuesday,54,31,Ad
Oct,2023,19,Tuesday,49,31,Ad
Oct,2023,19,Tuesday,49,31,Ad
Oct,2023,19,Tuesday,41,31,Ad
